Wavelength (nm),Sum(calc),Si I (3.4e-1),Si II (6.6e-1),Si III (3.0e-5)
219.57,1.224e-17,1.192e-12,2.510e-15,1.224e-17
219.6,1.701e-18,1.159e-12,2.478e-15,1.701e-18
219.62,4.201e-19,1.137e-12,2.457e-15,4.201e-19
219.65,4.550e-20,1.105e-12,2.425e-15,4.550e-20
219.67,9.512e-21,1.083e-12,2.403e-15,9.512e-21
219.7,8.025e-22,1.051e-12,2.371e-15,8.025e-22
219.72,1.420e-22,1.029e-12,2.350e-15,1.420e-22
219.75,9.334e-24,9.962e-13,2.318e-15,9.334e-24
219.77,1.399e-24,9.745e-13,2.296e-15,1.399e-24
219.79,1.961e-25,9.528e-13,2.275e-15,1.961e-25
219.82,9.082e-27,9.203e-13,2.243e-15,9.082e-27
219.84,1.078e-27,8.986e-13,2.221e-15,1.078e-27
219.87,3.890e-29,8.660e-13,2.189e-15,3.890e-29
220.12,5.947e-13,5.947e-13,1.922e-15,1.989e-28
220.14,5.361e-12,5.361e-12,1.900e-15,2.117e-28
220.17,1.283e-10,1.283e-10,1.868e-15,2.309e-28
220.19,9.816e-10,9.816e-10,1.847e-15,2.437e-28
220.21,7.033e-9,7.033e-9,1.825e-15,2.565e-28
220.24,1.193e-7,1.193e-7,1.793e-15,2.757e-28
220.26,7.251e-7,7.251e-7,1.772e-15,2.884e-28
220.29,9.613e-6,9.613e-6,1.740e-15,3.076e-28
220.31,4.960e-5,4.960e-5,1.718e-15,3.204e-28
220.34,5.141e-4,5.141e-4,1.686e-15,3.396e-28
220.36,2.251e-3,2.251e-3,1.665e-15,3.524e-28
220.39,1.824e-2,1.824e-2,1.633e-15,3.716e-28
220.41,6.780e-2,6.780e-2,1.611e-15,3.844e-28
220.44,4.295e-1,4.295e-1,1.579e-15,4.036e-28
220.46,1.355e+0,1.355e+0,1.558e-15,4.164e-28
220.49,6.710e+0,6.710e+0,1.526e-15,4.356e-28
220.51,1.796e+1,1.796e+1,1.504e-15,4.484e-28
220.54,6.954e+1,6.954e+1,1.472e-15,4.676e-28
220.56,1.580e+2,1.580e+2,1.451e-15,4.804e-28
220.58,3.361e+2,3.361e+2,1.429e-15,4.932e-28
220.61,9.219e+2,9.219e+2,1.397e-15,5.124e-28
220.63,1.664e+3,1.664e+3,1.376e-15,5.252e-28
220.66,3.570e+3,3.570e+3,1.344e-15,5.444e-28
220.68,5.469e+3,5.469e+3,1.322e-15,5.572e-28
220.71,9.171e+3,9.171e+3,1.290e-15,5.764e-28
220.73,1.193e+4,1.193e+4,1.269e-15,5.892e-28
220.76,1.564e+4,1.564e+4,1.237e-15,6.084e-28
220.78,1.727e+4,1.727e+4,1.215e-15,6.212e-28
220.81,1.774e+4,1.774e+4,1.183e-15,6.404e-28
220.83,1.671e+4,1.671e+4,1.162e-15,6.532e-28
220.86,1.379e+4,1.379e+4,1.130e-15,6.724e-28
220.88,1.162e+4,1.162e+4,1.108e-15,6.852e-28
220.91,9.412e+3,9.412e+3,1.076e-15,7.044e-28
220.93,9.376e+3,9.376e+3,1.055e-15,7.172e-28
220.95,1.091e+4,1.091e+4,1.033e-15,7.300e-28
220.98,1.641e+4,1.641e+4,1.001e-15,7.492e-28
221,2.197e+4,2.197e+4,9.799e-16,7.619e-28
221.03,3.182e+4,3.182e+4,9.478e-16,7.811e-28
221.05,3.818e+4,3.818e+4,9.264e-16,7.939e-28
221.08,4.513e+4,4.513e+4,8.943e-16,8.131e-28
221.1,4.701e+4,4.701e+4,8.729e-16,8.259e-28
221.13,4.508e+4,4.508e+4,8.408e-16,8.451e-28
221.15,4.101e+4,4.101e+4,8.194e-16,8.579e-28
221.18,3.234e+4,3.234e+4,7.873e-16,8.771e-28
221.2,2.594e+4,2.594e+4,7.659e-16,8.899e-28
221.23,1.702e+4,1.702e+4,7.338e-16,9.091e-28
221.25,1.210e+4,1.210e+4,7.123e-16,9.219e-28
221.28,6.608e+3,6.608e+3,6.802e-16,9.411e-28
221.3,4.147e+3,4.147e+3,6.588e-16,9.539e-28
221.32,2.471e+3,2.471e+3,6.374e-16,9.667e-28
221.35,1.041e+3,1.041e+3,6.053e-16,9.859e-28
221.37,5.777e+2,5.777e+2,5.839e-16,9.987e-28
221.4,3.664e+2,3.664e+2,5.518e-16,1.018e-27
221.42,5.196e+2,5.196e+2,5.304e-16,1.031e-27
221.45,1.408e+3,1.408e+3,4.983e-16,1.050e-27
221.47,2.757e+3,2.757e+3,4.769e-16,1.063e-27
221.5,6.791e+3,6.791e+3,4.448e-16,1.082e-27
221.52,1.144e+4,1.144e+4,4.234e-16,1.095e-27
221.55,2.214e+4,2.214e+4,3.913e-16,2.788e-26
221.57,3.171e+4,3.171e+4,3.699e-16,2.219e-25
221.6,4.820e+4,4.820e+4,3.378e-16,4.413e-24
221.62,5.884e+4,5.884e+4,3.164e-16,2.987e-23
221.65,7.057e+4,7.057e+4,2.843e-16,4.659e-22
221.67,7.382e+4,7.382e+4,2.628e-16,2.682e-21
221.7,7.087e+4,7.087e+4,2.307e-16,3.281e-20
221.72,6.454e+4,6.454e+4,2.093e-16,1.606e-19
221.74,5.610e+4,5.610e+4,1.879e-16,7.371e-19
221.77,4.238e+4,4.238e+4,1.558e-16,6.417e-18
221.79,3.397e+4,3.397e+4,1.344e-16,2.504e-17
221.82,2.360e+4,2.360e+4,1.023e-16,1.710e-16
221.84,1.819e+4,1.819e+4,8.091e-17,5.677e-16
221.87,1.191e+4,1.191e+4,2.031e-15,3.041e-15
221.89,8.681e+3,8.681e+3,1.607e-14,8.586e-15
221.92,5.029e+3,5.029e+3,3.165e-13,3.607e-14
221.94,3.295e+3,3.295e+3,2.130e-12,8.663e-14
221.97,1.578e+3,1.578e+3,3.293e-11,2.855e-13
221.99,8.980e+2,8.980e+2,1.886e-10,5.832e-13
222.02,3.436e+2,3.436e+2,2.288e-9,1.508e-12
222.04,1.674e+2,1.674e+2,1.115e-8,2.620e-12
222.07,5.051e+1,5.051e+1,1.061e-7,5.315e-12
222.09,2.097e+1,2.097e+1,4.399e-7,7.855e-12
222.11,8.158e+0,8.158e+0,1.709e-6,1.088e-11
222.14,1.754e+0,1.754e+0,1.159e-5,1.572e-11
222.16,5.803e-1,5.803e-1,3.832e-5,1.852e-11
222.19,9.799e-2,9.778e-2,2.040e-4,2.099e-11
222.21,2.808e-2,2.750e-2,5.736e-4,2.105e-11
222.24,6.029e-3,3.632e-3,2.397e-3,1.872e-11
222.26,6.603e-3,8.683e-4,5.734e-3,1.597e-11
222.29,1.889e-2,8.985e-5,1.880e-2,1.114e-11
222.31,3.829e-2,1.826e-5,3.827e-2,8.087e-12
222.34,9.849e-2,1.480e-6,9.849e-2,4.430e-12
222.36,1.706e-1,2.557e-7,1.706e-1,2.736e-12
222.39,3.445e-1,1.624e-8,3.445e-1,1.176e-12
222.41,5.076e-1,2.384e-9,5.076e-1,6.183e-13
222.44,8.045e-1,1.187e-10,8.045e-1,2.087e-13
222.46,1.009e+0,1.481e-11,1.009e+0,9.337e-14
222.48,1.186e+0,1.731e-12,1.186e+0,3.915e-14
222.51,1.338e+0,1.725e-12,1.338e+0,9.423e-15
222.53,1.338e+0,1.721e-12,1.338e+0,3.364e-15
222.56,1.186e+0,1.715e-12,1.186e+0,6.358e-16
222.58,1.009e+0,1.711e-12,1.009e+0,1.932e-16
222.61,7.012e-1,1.705e-12,7.012e-1,2.869e-17
222.63,5.076e-1,1.701e-12,5.076e-1,7.423e-18
222.66,2.770e-1,1.696e-12,2.770e-1,8.661e-19
222.68,1.706e-1,1.692e-12,1.706e-1,1.908e-19
222.71,7.304e-2,1.686e-12,7.304e-2,1.750e-20
222.73,3.827e-2,1.682e-12,3.827e-2,3.284e-21
222.76,1.286e-2,1.676e-12,1.286e-2,2.367e-22
222.78,5.734e-3,1.672e-12,5.734e-3,3.785e-23
222.81,1.512e-3,1.666e-12,1.512e-3,2.145e-24
222.83,5.741e-4,1.662e-12,5.741e-4,2.922e-25
222.85,2.058e-4,1.658e-12,2.058e-4,3.733e-26
222.88,4.979e-5,1.653e-12,4.979e-5,1.512e-27
222.9,4.804e-5,1.649e-12,4.804e-5,1.491e-27
222.93,1.846e-4,1.643e-12,1.846e-4,1.460e-27
222.95,4.953e-4,1.639e-12,4.953e-4,1.440e-27
222.98,1.952e-3,1.633e-12,1.952e-3,1.409e-27
223,4.497e-3,1.629e-12,4.497e-3,1.388e-27
223.03,1.394e-2,1.623e-12,1.394e-2,1.357e-27
223.05,2.736e-2,1.619e-12,2.736e-2,1.336e-27
223.08,6.669e-2,1.613e-12,6.669e-2,1.305e-27
223.1,1.115e-1,1.609e-12,1.115e-1,1.284e-27
223.13,2.135e-1,1.604e-12,2.135e-1,1.253e-27
223.15,3.040e-1,1.600e-12,3.040e-1,1.233e-27
223.18,4.577e-1,1.594e-12,4.577e-1,1.202e-27
223.2,5.549e-1,1.590e-12,5.549e-1,1.181e-27
223.22,6.310e-1,1.586e-12,6.310e-1,1.160e-27
223.25,6.782e-1,1.580e-12,6.782e-1,1.129e-27
223.27,6.568e-1,1.576e-12,6.568e-1,1.109e-27
223.3,5.549e-1,1.570e-12,5.549e-1,1.078e-27
223.32,4.577e-1,1.566e-12,4.577e-1,1.057e-27
223.35,3.040e-1,1.561e-12,3.040e-1,1.026e-27
223.37,2.135e-1,1.557e-12,2.135e-1,1.005e-27
223.4,1.115e-1,1.551e-12,1.115e-1,9.742e-28
223.42,6.669e-2,1.547e-12,6.669e-2,9.535e-28
223.45,2.736e-2,1.541e-12,2.736e-2,9.225e-28
223.47,1.394e-2,1.537e-12,1.394e-2,9.018e-28
223.5,4.497e-3,1.531e-12,4.497e-3,8.708e-28
223.52,1.952e-3,1.527e-12,1.952e-3,8.501e-28
223.55,4.948e-4,1.521e-12,4.948e-4,8.191e-28
223.57,1.829e-4,1.518e-12,1.829e-4,7.984e-28
223.6,3.645e-5,1.512e-12,3.645e-5,7.674e-28
223.62,1.148e-5,1.508e-12,1.148e-5,7.467e-28
223.64,3.388e-6,1.504e-12,3.388e-6,7.260e-28
223.67,4.820e-7,1.498e-12,4.820e-7,6.950e-28
223.69,1.212e-7,1.494e-12,1.212e-7,6.743e-28
223.72,1.355e-8,1.488e-12,1.355e-8,6.433e-28
223.74,2.903e-9,1.484e-12,2.903e-9,6.226e-28
223.77,2.551e-10,1.478e-12,2.551e-10,5.916e-28
223.79,4.654e-11,1.474e-12,4.654e-11,5.709e-28
223.82,3.215e-12,1.469e-12,3.215e-12,5.399e-28
223.84,4.995e-13,1.465e-12,4.995e-13,5.192e-28
223.87,2.712e-14,1.459e-12,2.712e-14,4.882e-28
223.89,3.589e-15,1.455e-12,3.589e-15,4.675e-28
223.92,1.532e-16,1.449e-12,1.532e-16,4.365e-28
223.94,1.726e-17,1.445e-12,1.726e-17,4.158e-28
224.24,1.056e-28,1.386e-12,1.651e-17,1.056e-28
224.26,8.785e-28,1.382e-12,1.646e-17,8.785e-28
224.29,1.874e-26,1.377e-12,1.639e-17,1.874e-26
224.31,1.331e-25,1.373e-12,1.634e-17,1.331e-25
224.34,2.240e-24,1.367e-12,1.626e-17,2.240e-24
224.36,1.359e-23,1.363e-12,1.621e-17,1.359e-23
224.38,7.737e-23,1.359e-12,1.616e-17,7.737e-23
224.41,9.338e-22,1.353e-12,1.609e-17,9.338e-22
224.43,4.540e-21,1.349e-12,1.604e-17,4.540e-21
224.46,4.322e-20,1.343e-12,1.596e-17,4.322e-20
224.48,1.794e-19,1.339e-12,1.591e-17,1.794e-19
224.51,1.347e-18,1.334e-12,1.584e-17,1.347e-18
224.53,4.774e-18,1.330e-12,1.579e-17,4.774e-18
224.56,2.828e-17,1.324e-12,1.571e-17,2.828e-17
224.58,8.556e-17,1.320e-12,1.566e-17,8.556e-17
224.61,3.998e-16,1.314e-12,1.559e-17,3.998e-16
224.63,1.033e-15,1.310e-12,1.554e-17,1.033e-15
224.66,3.807e-15,1.304e-12,1.546e-17,3.807e-15
224.68,8.393e-15,1.300e-12,1.541e-17,8.393e-15
224.71,2.441e-14,1.294e-12,1.534e-17,2.441e-14
224.73,4.594e-14,1.290e-12,1.529e-17,4.594e-14
224.75,8.118e-14,1.287e-12,1.524e-17,8.118e-14
224.78,1.694e-13,1.281e-12,1.516e-17,1.694e-13
224.8,2.555e-13,1.277e-12,1.511e-17,2.555e-13
224.83,4.204e-13,1.271e-12,1.504e-17,4.204e-13
224.85,5.415e-13,1.267e-12,1.499e-17,5.415e-13
224.88,7.029e-13,1.261e-12,1.491e-17,7.029e-13
224.9,7.729e-13,1.257e-12,1.486e-17,7.729e-13
224.93,7.914e-13,1.251e-12,1.479e-17,7.914e-13
224.95,7.429e-13,1.247e-12,1.474e-17,7.429e-13
224.98,6.001e-13,1.242e-12,1.466e-17,6.001e-13
225,4.809e-13,1.238e-12,1.461e-17,4.809e-13
225.03,3.064e-13,1.232e-12,1.454e-17,3.064e-13
225.05,2.097e-13,1.228e-12,1.449e-17,2.097e-13
225.08,1.054e-13,1.222e-12,1.441e-17,1.054e-13
225.1,6.155e-14,1.218e-12,1.436e-17,6.155e-14
225.13,2.441e-14,1.212e-12,1.429e-17,2.441e-14
225.15,1.217e-14,1.208e-12,1.424e-17,1.217e-14
225.17,5.697e-15,1.204e-12,1.419e-17,5.697e-15
225.2,1.621e-15,1.199e-12,1.411e-17,1.621e-15
225.22,6.476e-16,1.195e-12,1.406e-17,6.476e-16
225.25,1.453e-16,1.189e-12,1.399e-17,1.453e-16
225.27,4.958e-17,1.185e-12,1.394e-17,4.958e-17
225.3,8.776e-18,1.179e-12,1.386e-17,8.776e-18
225.32,2.556e-18,1.175e-12,1.381e-17,2.556e-18
225.35,3.569e-19,1.169e-12,1.374e-17,3.569e-19
225.37,8.875e-20,1.165e-12,1.369e-17,8.875e-20
225.4,9.775e-21,1.159e-12,1.361e-17,9.775e-21
225.42,2.075e-21,1.155e-12,1.356e-17,2.075e-21
225.45,1.803e-22,1.150e-12,1.349e-17,1.803e-22
225.47,3.268e-23,1.146e-12,1.344e-17,3.268e-23
225.5,2.240e-24,1.140e-12,1.336e-17,2.240e-24
225.52,3.466e-25,1.136e-12,1.331e-17,3.466e-25
225.54,5.034e-26,1.132e-12,1.326e-17,5.034e-26
225.57,2.475e-27,1.126e-12,1.319e-17,2.475e-27
225.59,3.069e-28,1.122e-12,1.314e-17,3.069e-28
228.83,3.686e-28,4.881e-13,5.033e-18,3.686e-28
228.85,3.183e-27,4.842e-13,4.983e-18,3.183e-27
228.88,7.209e-26,4.783e-13,4.908e-18,7.209e-26
228.9,5.349e-25,4.744e-13,4.858e-18,5.349e-25
228.93,9.646e-24,4.685e-13,4.783e-18,9.646e-24
228.95,6.148e-23,4.646e-13,4.733e-18,6.148e-23
228.97,3.688e-22,4.607e-13,4.683e-18,3.688e-22
229,4.836e-21,4.548e-13,4.608e-18,4.836e-21
229.02,2.492e-20,4.509e-13,4.558e-18,2.492e-20
229.05,2.602e-19,4.451e-13,4.483e-18,2.602e-19
229.07,1.152e-18,4.411e-13,4.433e-18,1.152e-18
229.1,9.578e-18,4.353e-13,4.358e-18,9.578e-18
229.12,3.644e-17,4.314e-13,4.308e-18,3.644e-17
229.15,2.412e-16,4.255e-13,4.233e-18,2.412e-16
229.17,7.884e-16,4.216e-13,4.183e-18,7.884e-16
229.2,4.157e-15,4.157e-13,4.108e-18,4.157e-15
229.22,1.167e-14,4.118e-13,4.058e-18,1.167e-14
229.25,4.901e-14,4.059e-13,3.983e-18,4.901e-14
229.27,1.182e-13,4.020e-13,3.933e-18,1.182e-13
229.3,3.953e-13,3.961e-13,3.858e-18,3.953e-13
229.32,8.192e-13,3.922e-13,3.808e-18,8.192e-13
229.34,1.598e-12,3.883e-13,3.758e-18,1.598e-12
229.37,3.884e-12,3.824e-13,3.683e-18,3.884e-12
229.39,6.508e-12,3.785e-13,3.633e-18,6.508e-12
229.42,1.260e-11,3.726e-13,3.558e-18,1.260e-11
229.44,1.813e-11,3.687e-13,3.508e-18,1.813e-11
229.47,2.795e-11,3.629e-13,3.433e-18,2.795e-11
229.49,3.457e-11,3.589e-13,3.383e-18,3.457e-11
229.52,4.244e-11,3.531e-13,3.308e-18,4.244e-11
229.54,4.509e-11,3.492e-13,3.258e-18,4.509e-11
229.57,4.408e-11,3.433e-13,3.183e-18,4.408e-11
229.59,4.058e-11,3.394e-13,3.133e-18,4.024e-11
229.62,3.957e-11,8.243e-12,3.057e-18,3.132e-11
229.64,8.868e-11,6.411e-11,3.007e-18,2.457e-11
229.67,1.257e-9,1.242e-9,2.932e-18,1.523e-11
229.69,8.317e-9,8.306e-9,2.882e-18,1.026e-11
229.71,5.231e-8,5.231e-8,2.832e-18,6.508e-12
229.74,7.381e-7,7.381e-7,2.757e-18,2.933e-12
229.76,3.997e-6,3.997e-6,2.707e-18,1.598e-12
229.79,4.499e-5,4.499e-5,2.632e-18,5.734e-13
229.81,2.095e-4,2.095e-4,2.582e-18,2.684e-13
229.84,1.881e-3,1.881e-3,2.507e-18,7.669e-14
229.86,7.533e-3,7.533e-3,2.457e-18,3.084e-14
229.89,5.392e-2,5.392e-2,2.382e-18,7.019e-15
229.91,1.857e-1,1.857e-1,2.332e-18,2.425e-15
229.94,1.060e+0,1.060e+0,2.257e-18,4.394e-16
229.96,3.141e+0,3.141e+0,2.207e-18,1.304e-16
229.99,1.430e+1,1.430e+1,2.132e-18,1.882e-17
230.01,3.644e+1,3.644e+1,2.082e-18,4.800e-18
230.04,1.323e+2,1.323e+2,2.007e-18,5.517e-19
230.06,2.899e+2,2.899e+2,1.957e-18,1.209e-19
230.09,8.395e+2,8.395e+2,1.882e-18,1.167e-20
230.11,1.582e+3,1.582e+3,1.832e-18,5.147e-21
230.13,2.806e+3,2.806e+3,1.782e-18,1.501e-20
230.16,5.919e+3,5.919e+3,4.263e-17,1.366e-19
230.18,9.030e+3,9.030e+3,3.284e-16,5.616e-19
230.21,1.519e+4,1.519e+4,6.272e-15,4.182e-18
230.23,1.993e+4,1.993e+4,4.158e-14,1.479e-17
230.26,2.675e+4,2.675e+4,6.340e-13,8.789e-17
230.28,3.018e+4,3.018e+4,3.617e-12,2.675e-16
230.31,3.230e+4,3.230e+4,4.404e-11,1.269e-15
230.33,3.134e+4,3.134e+4,2.162e-10,3.322e-15
230.36,2.675e+4,2.675e+4,2.102e-9,1.258e-14
230.38,2.232e+4,2.232e+4,8.880e-9,2.835e-14
230.41,1.519e+4,1.519e+4,6.891e-8,8.575e-14
230.43,1.090e+4,1.090e+4,2.506e-7,1.665e-13
230.46,5.919e+3,5.919e+3,1.553e-6,4.039e-13
230.48,3.653e+3,3.653e+3,4.859e-6,6.790e-13
230.5,2.122e+3,2.122e+3,1.432e-5,1.081e-12
230.53,8.395e+2,8.395e+2,6.473e-5,1.976e-12
230.55,4.195e+2,4.195e+2,1.642e-4,2.802e-12
230.58,1.323e+2,1.323e+2,5.925e-4,4.489e-12
230.6,5.686e+1,5.685e+1,1.293e-3,6.055e-12
230.63,1.431e+1,1.430e+1,3.727e-3,9.585e-12
230.65,5.292e+0,5.285e+0,7.001e-3,1.321e-11
230.68,1.077e+0,1.060e+0,1.610e-2,2.149e-11
230.7,3.630e-1,3.370e-1,2.604e-2,2.926e-11
230.73,1.017e-1,5.392e-2,4.782e-2,4.385e-11
230.75,8.128e-2,1.474e-2,6.654e-2,5.443e-11
230.78,9.947e-2,1.881e-3,9.759e-2,6.843e-11
230.8,1.174e-1,4.421e-4,1.169e-1,7.440e-11
230.83,1.373e-1,4.499e-5,1.373e-1,7.572e-11
230.85,1.423e-1,9.094e-6,1.423e-1,7.118e-11
230.87,1.402e-1,1.731e-6,1.402e-1,6.307e-11
230.9,1.292e-1,1.283e-7,1.292e-1,4.702e-11
230.92,1.245e-1,2.100e-8,1.245e-1,3.588e-11
230.95,1.440e-1,1.242e-9,1.440e-1,2.137e-11
230.97,1.930e-1,1.748e-10,1.930e-1,1.403e-11
231,3.593e-1,8.243e-12,3.593e-1,6.673e-12
231.02,5.541e-1,8.231e-12,5.541e-1,3.771e-12
231.05,9.935e-1,8.213e-12,9.935e-1,1.432e-12
231.07,1.375e+0,8.201e-12,1.375e+0,6.963e-13
231.1,2.010e+0,8.182e-12,2.010e+0,2.110e-13
231.12,2.405e+0,8.170e-12,2.405e+0,8.834e-14
231.15,2.813e+0,8.152e-12,2.813e+0,2.137e-14
231.17,2.899e+0,8.140e-12,2.899e+0,7.699e-15
231.2,2.710e+0,8.122e-12,2.710e+0,1.487e-15
231.22,2.404e+0,8.110e-12,2.404e+0,4.610e-16
231.24,2.009e+0,8.098e-12,2.009e+0,1.346e-16
231.27,1.371e+0,8.080e-12,1.371e+0,1.896e-17
231.29,9.865e-1,8.067e-12,9.865e-1,4.764e-18
231.32,5.380e-1,8.049e-12,5.380e-1,5.360e-19
231.34,3.332e-1,8.037e-12,3.332e-1,1.159e-19
231.37,1.452e-1,8.019e-12,1.452e-1,1.041e-20
231.39,7.743e-2,8.007e-12,7.743e-2,1.936e-21
231.42,2.695e-2,7.989e-12,2.695e-2,1.388e-22
231.44,1.237e-2,7.977e-12,1.237e-2,2.223e-23
231.47,3.440e-3,7.959e-12,3.440e-3,1.272e-24
231.49,1.360e-3,7.946e-12,1.360e-3,1.753e-25
231.52,3.021e-4,7.928e-12,3.021e-4,8.010e-27
231.54,1.028e-4,7.916e-12,1.028e-4,7.812e-27
231.57,1.825e-5,7.898e-12,1.825e-5,7.516e-27
231.59,5.346e-6,7.886e-12,5.346e-6,7.319e-27
231.62,7.579e-7,7.868e-12,7.579e-7,7.023e-27
231.64,1.912e-7,7.856e-12,1.912e-7,6.825e-27
231.66,4.544e-8,7.844e-12,4.544e-8,6.628e-27
231.69,4.704e-9,7.825e-12,4.704e-9,6.332e-27
231.71,9.623e-10,7.813e-12,9.623e-10,6.134e-27
231.74,7.959e-11,7.795e-12,7.959e-11,5.838e-27
231.76,1.402e-11,7.783e-12,1.402e-11,5.641e-27
231.79,9.262e-13,7.765e-12,9.262e-13,5.345e-27
231.81,1.405e-13,7.753e-12,1.405e-13,5.147e-27
231.84,7.414e-15,7.735e-12,7.414e-15,4.851e-27
231.86,9.680e-16,7.723e-12,9.680e-16,4.654e-27
232.28,5.079e-28,7.469e-12,9.345e-16,5.079e-28
232.31,1.097e-26,7.450e-12,9.321e-16,1.097e-26
232.33,7.903e-26,7.438e-12,9.306e-16,7.903e-26
232.36,1.368e-24,7.420e-12,9.282e-16,1.368e-24
232.38,8.508e-24,7.408e-12,9.266e-16,8.508e-24
232.4,4.987e-23,7.396e-12,9.250e-16,4.987e-23
232.43,6.336e-22,7.378e-12,9.226e-16,6.336e-22
232.45,3.205e-21,7.366e-12,9.210e-16,3.205e-21
232.48,3.265e-20,7.348e-12,9.186e-16,3.265e-20
232.5,1.425e-19,7.335e-12,9.170e-16,1.425e-19
232.53,1.164e-18,7.317e-12,9.146e-16,1.164e-18
232.55,4.384e-18,7.305e-12,9.130e-16,4.384e-18
232.58,2.870e-17,7.287e-12,9.107e-16,2.870e-17
232.6,9.330e-17,7.275e-12,9.091e-16,9.330e-17
232.63,4.896e-16,7.257e-12,9.067e-16,4.896e-16
232.65,1.374e-15,7.245e-12,9.051e-16,1.374e-15
232.68,5.779e-15,7.227e-12,9.027e-16,5.779e-15
232.7,1.399e-14,7.214e-12,9.011e-16,1.399e-14
232.73,4.719e-14,7.196e-12,8.987e-16,4.719e-14
232.75,9.860e-14,7.184e-12,8.971e-16,9.860e-14
232.77,1.942e-13,7.172e-12,8.955e-16,1.942e-13
232.8,4.807e-13,7.154e-12,8.931e-16,4.807e-13
232.82,8.171e-13,7.142e-12,8.916e-16,8.171e-13
232.85,1.621e-12,7.124e-12,8.892e-16,1.621e-12
232.87,2.378e-12,7.112e-12,8.876e-16,2.378e-12
232.9,3.784e-12,7.093e-12,8.852e-16,3.784e-12
232.92,4.790e-12,7.081e-12,8.836e-16,4.790e-12
232.95,6.108e-12,7.063e-12,8.812e-16,6.108e-12
232.97,6.673e-12,7.051e-12,8.796e-16,6.673e-12
233,6.822e-12,7.033e-12,8.772e-16,6.822e-12
233.02,6.431e-12,7.021e-12,8.756e-16,6.431e-12
233.05,5.271e-12,7.003e-12,8.732e-16,5.271e-12
233.07,4.288e-12,6.991e-12,8.717e-16,4.288e-12
233.1,2.818e-12,6.972e-12,8.693e-16,2.818e-12
233.12,1.978e-12,6.960e-12,8.677e-16,1.978e-12
233.14,1.309e-12,6.948e-12,8.661e-16,1.309e-12
233.17,6.314e-13,6.930e-12,8.637e-16,6.314e-13
233.19,3.607e-13,6.918e-12,8.621e-16,3.607e-13
233.22,1.394e-13,6.900e-12,8.597e-16,1.394e-13
233.24,6.872e-14,6.888e-12,8.581e-16,6.872e-14
233.27,2.130e-14,6.870e-12,8.557e-16,2.130e-14
233.29,9.059e-15,6.858e-12,8.541e-16,9.059e-15
233.32,2.250e-15,6.839e-12,8.518e-16,2.250e-15
233.34,8.262e-16,6.827e-12,8.502e-16,8.262e-16
233.37,1.645e-16,6.809e-12,8.478e-16,1.645e-16
233.39,5.213e-17,6.797e-12,8.462e-16,5.213e-17
233.42,8.323e-18,6.779e-12,8.438e-16,8.323e-18
233.44,2.275e-18,6.767e-12,8.422e-16,2.275e-18
233.47,2.912e-19,6.749e-12,8.398e-16,2.912e-19
233.49,6.871e-20,6.737e-12,8.382e-16,6.871e-20
233.52,7.051e-21,6.718e-12,8.358e-16,7.051e-21
233.54,1.436e-21,6.706e-12,8.342e-16,1.436e-21
233.56,2.756e-22,6.694e-12,8.326e-16,2.756e-22
233.59,2.075e-23,6.676e-12,8.303e-16,2.075e-23
233.61,3.437e-24,6.664e-12,8.287e-16,3.437e-24
233.64,2.075e-25,6.646e-12,8.263e-16,2.075e-25
233.66,2.966e-26,6.634e-12,8.247e-16,2.966e-26
233.69,1.435e-27,6.616e-12,8.223e-16,1.435e-27
233.71,1.771e-28,6.603e-12,8.207e-16,1.771e-28
241.07,5.419e-29,2.151e-12,2.349e-16,5.419e-29
241.09,4.218e-28,2.139e-12,2.333e-16,4.218e-28
241.12,8.265e-27,2.121e-12,2.309e-16,8.265e-27
241.14,5.610e-26,2.109e-12,2.293e-16,5.610e-26
241.16,3.606e-25,2.096e-12,2.277e-16,3.606e-25
241.19,5.301e-24,2.078e-12,2.253e-16,5.301e-24
241.21,2.971e-23,2.066e-12,2.237e-16,2.971e-23
241.24,3.558e-22,2.048e-12,2.213e-16,3.558e-22
241.26,1.739e-21,2.036e-12,2.197e-16,1.739e-21
241.29,1.697e-20,2.018e-12,2.174e-16,1.697e-20
241.31,7.233e-20,2.006e-12,2.158e-16,7.233e-20
241.34,5.746e-19,1.988e-12,2.134e-16,5.746e-19
241.36,2.137e-18,1.975e-12,2.118e-16,2.137e-18
241.39,1.383e-17,1.957e-12,2.094e-16,1.383e-17
241.41,4.483e-17,1.945e-12,2.078e-16,4.483e-17
241.44,2.363e-16,1.927e-12,2.054e-16,2.363e-16
241.46,6.683e-16,1.915e-12,2.038e-16,6.683e-16
241.49,2.869e-15,1.897e-12,2.014e-16,2.869e-15
241.51,7.076e-15,1.885e-12,1.998e-16,7.076e-15
241.54,2.474e-14,1.867e-12,1.975e-16,2.474e-14
241.56,5.322e-14,1.854e-12,1.959e-16,5.322e-14
241.58,1.084e-13,1.842e-12,1.943e-16,1.084e-13
241.61,2.844e-13,1.824e-12,1.919e-16,2.844e-13
241.63,5.051e-13,1.812e-12,1.903e-16,5.051e-13
241.66,1.079e-12,1.794e-12,1.879e-16,1.079e-12
241.68,1.672e-12,1.782e-12,1.863e-16,1.672e-12
241.71,2.910e-12,1.764e-12,1.839e-16,2.910e-12
241.73,3.931e-12,1.752e-12,1.823e-16,3.931e-12
