Wavelength (nm),Sum(calc),K I (3.1e-2),K II (9.7e-1),K III (2.7e-11)
208.21,3.524e-5,,3.524e-5,
208.24,2.922e-5,,2.922e-5,
208.26,2.382e-5,,2.382e-5,
208.29,1.649e-5,,1.649e-5,
208.31,1.367e-5,,1.367e-5,
208.34,1.454e-5,,1.454e-5,
208.36,1.922e-5,,1.922e-5,
208.39,3.240e-5,,3.240e-5,
208.41,4.427e-5,,4.427e-5,
208.44,6.290e-5,,6.290e-5,
208.46,7.279e-5,,7.279e-5,
208.49,7.903e-5,,7.903e-5,
208.51,7.617e-5,,7.617e-5,
208.54,6.278e-5,,6.278e-5,
208.56,5.034e-5,,5.034e-5,
208.59,3.149e-5,,3.149e-5,
208.61,2.100e-5,,2.100e-5,
208.64,9.969e-6,,9.969e-6,
208.66,5.538e-6,,5.538e-6,
208.69,2.034e-6,,2.034e-6,
208.71,1.041e-6,,1.041e-6,
208.74,7.720e-7,,7.720e-7,
208.76,1.351e-6,,1.351e-6,
208.79,4.109e-6,,4.109e-6,
208.81,8.207e-6,,8.207e-6,
208.84,2.031e-5,,2.031e-5,
208.86,3.391e-5,,3.391e-5,
208.89,6.380e-5,,6.380e-5,
208.91,8.872e-5,,8.872e-5,
208.94,1.268e-4,,1.268e-4,
208.96,1.468e-4,,1.468e-4,
208.99,1.594e-4,,1.594e-4,
209.01,1.537e-4,,1.537e-4,
209.04,1.268e-4,,1.268e-4,
209.06,1.018e-4,,1.018e-4,
209.09,6.380e-5,,6.380e-5,
209.11,4.264e-5,,4.264e-5,
209.14,2.031e-5,,2.031e-5,
209.16,1.130e-5,,1.130e-5,
209.19,4.089e-6,,4.089e-6,
209.21,1.894e-6,,1.894e-6,
209.24,5.208e-7,,5.208e-7,
209.26,2.009e-7,,2.009e-7,
209.28,7.203e-8,,7.203e-8,
209.31,1.348e-8,,1.348e-8,
209.33,4.023e-9,,4.023e-9,
209.36,5.720e-10,,5.720e-10,
209.38,1.422e-10,,1.422e-10,
209.41,1.536e-11,,1.536e-11,
209.43,3.178e-12,,3.178e-12,
209.46,2.608e-13,,2.608e-13,
209.48,4.494e-14,,4.494e-14,
209.51,2.802e-15,,2.802e-15,
209.53,4.020e-16,,4.020e-16,
209.56,1.904e-17,,1.904e-17,
209.58,2.275e-18,,2.275e-18,
209.61,8.187e-20,,8.187e-20,
209.63,8.143e-21,,8.143e-21,
212.23,5.517e-23,,5.517e-23,
212.25,6.081e-22,,6.081e-22,
212.28,1.949e-20,,1.949e-20,
212.3,1.801e-19,,1.801e-19,
212.33,4.431e-18,,4.431e-18,
212.35,3.432e-17,,3.432e-17,
212.38,6.479e-16,,6.479e-16,
212.4,4.206e-15,,4.206e-15,
212.43,6.095e-14,,6.095e-14,
212.45,3.316e-13,,3.316e-13,
212.48,3.688e-12,,3.688e-12,
212.5,1.682e-11,,1.682e-11,
212.53,1.436e-10,,1.436e-10,
212.55,5.489e-10,,5.489e-10,
212.58,3.595e-9,,3.595e-9,
212.6,1.152e-8,,1.152e-8,
212.63,5.790e-8,,5.790e-8,
212.65,1.556e-7,,1.556e-7,
212.68,6.001e-7,,6.001e-7,
212.7,1.351e-6,,1.351e-6,
212.73,4.002e-6,,4.002e-6,
212.75,7.556e-6,,7.556e-6,
212.78,1.719e-5,,1.719e-5,
212.8,2.723e-5,,2.723e-5,
212.83,4.768e-5,,4.768e-5,
212.85,6.358e-5,,6.358e-5,
212.88,8.642e-5,,8.642e-5,
212.9,9.800e-5,,9.800e-5,
212.93,1.064e-4,,1.064e-4,
212.95,1.061e-4,,1.061e-4,
212.98,9.960e-5,,9.960e-5,
213,9.372e-5,,9.372e-5,
213.03,8.512e-5,,8.512e-5,
213.05,7.951e-5,,7.951e-5,
213.08,6.974e-5,,6.974e-5,
213.1,6.169e-5,,6.169e-5,
213.13,4.814e-5,,4.814e-5,
213.15,3.962e-5,,3.962e-5,
213.18,3.051e-5,,3.051e-5,
213.2,2.790e-5,,2.790e-5,
213.23,2.885e-5,,2.885e-5,
213.25,3.146e-5,,3.146e-5,
213.28,3.526e-5,,3.526e-5,
213.3,3.611e-5,,3.611e-5,
213.33,3.347e-5,,3.347e-5,
213.35,2.932e-5,,2.932e-5,
213.38,2.117e-5,,2.117e-5,
213.4,1.563e-5,,1.563e-5,
213.43,8.714e-6,,8.714e-6,
213.45,5.413e-6,,5.413e-6,
213.48,2.327e-6,,2.327e-6,
213.5,1.215e-6,,1.215e-6,
213.53,4.026e-7,,4.026e-7,
213.55,1.768e-7,,1.768e-7,
213.57,7.270e-8,,7.270e-8,
213.6,1.869e-8,,1.869e-8,
213.62,1.202e-8,,1.202e-8,
213.65,3.088e-8,,3.088e-8,
213.67,7.764e-8,,7.764e-8,
213.7,2.831e-7,,2.831e-7,
213.72,6.163e-7,,6.163e-7,
213.75,1.739e-6,,1.739e-6,
213.77,3.183e-6,,3.183e-6,
213.8,6.925e-6,,6.925e-6,
213.82,1.066e-5,,1.066e-5,
213.85,1.789e-5,,1.789e-5,
213.87,2.317e-5,,2.317e-5,
213.9,3.001e-5,,3.001e-5,
213.92,3.270e-5,,3.270e-5,
213.95,3.268e-5,,3.268e-5,
213.97,2.997e-5,,2.997e-5,
214,2.313e-5,,2.313e-5,
214.02,1.786e-5,,1.786e-5,
214.05,1.069e-5,,1.069e-5,
214.07,7.029e-6,,7.029e-6,
214.1,3.529e-6,,3.529e-6,
214.12,2.393e-6,,2.393e-6,
214.15,2.102e-6,,2.102e-6,
214.17,2.653e-6,,2.653e-6,
214.2,4.378e-6,,4.378e-6,
214.22,6.094e-6,,6.094e-6,
214.25,9.788e-6,,9.788e-6,
214.27,1.356e-5,,1.356e-5,
214.3,2.318e-5,,2.318e-5,
214.32,3.396e-5,,3.396e-5,
214.35,5.954e-5,,5.954e-5,
214.37,8.328e-5,,8.328e-5,
214.4,1.254e-4,,1.254e-4,
214.42,1.529e-4,,1.529e-4,
214.45,1.822e-4,,1.822e-4,
214.47,1.882e-4,,1.882e-4,
214.5,1.738e-4,,1.738e-4,
214.52,1.511e-4,,1.511e-4,
214.55,1.076e-4,,1.076e-4,
214.57,7.869e-5,,7.869e-5,
214.6,4.318e-5,,4.318e-5,
214.62,2.653e-5,,2.653e-5,
214.65,1.122e-5,,1.122e-5,
214.67,5.792e-6,,5.792e-6,
214.7,1.887e-6,,1.887e-6,
214.72,8.187e-7,,8.187e-7,
214.75,2.054e-7,,2.054e-7,
214.77,7.491e-8,,7.491e-8,
214.8,1.448e-8,,1.448e-8,
214.82,4.437e-9,,4.437e-9,
214.85,6.607e-10,,6.607e-10,
214.87,1.701e-10,,1.701e-10,
214.9,1.952e-11,,1.952e-11,
214.92,4.224e-12,,4.224e-12,
214.95,3.733e-13,,3.733e-13,
214.97,6.789e-14,,6.789e-14,
215,4.622e-15,,4.622e-15,
215.02,7.064e-16,,7.064e-16,
215.05,3.705e-17,,3.705e-17,
215.07,4.758e-18,,4.758e-18,
215.1,1.922e-19,,1.922e-19,
215.12,2.075e-20,,2.075e-20,
254.2,4.040e-35,,1.573e-20,4.040e-35
254.23,7.323e-34,,1.573e-20,7.323e-34
254.25,4.752e-33,,1.572e-20,4.752e-33
254.28,7.161e-32,,1.572e-20,7.161e-32
254.3,4.109e-31,,1.572e-20,4.109e-31
254.33,5.149e-30,,1.571e-20,5.149e-30
254.35,2.612e-29,,1.571e-20,2.612e-29
254.38,2.722e-28,,1.571e-20,2.722e-28
254.4,1.221e-27,,1.570e-20,1.221e-27
254.43,1.058e-26,,1.570e-20,1.058e-26
254.45,4.196e-26,,1.570e-20,4.196e-26
254.48,3.023e-25,,1.569e-20,3.023e-25
254.5,1.060e-24,,1.569e-20,1.060e-24
254.53,6.350e-24,,1.569e-20,6.350e-24
254.55,1.970e-23,,1.569e-20,1.970e-23
254.58,9.809e-23,,1.568e-20,9.809e-23
254.6,2.690e-22,,1.568e-20,2.690e-22
254.63,1.114e-21,,1.568e-20,1.114e-21
254.65,2.701e-21,,1.567e-20,2.701e-21
254.68,9.302e-21,,1.567e-20,9.302e-21
254.7,1.995e-20,,1.567e-20,1.995e-20
254.73,5.710e-20,,1.566e-20,5.710e-20
254.75,1.083e-19,,1.566e-20,1.083e-19
254.78,2.577e-19,,1.566e-20,2.577e-19
254.8,4.321e-19,,1.565e-20,4.321e-19
254.83,8.554e-19,,1.565e-20,8.554e-19
254.85,1.268e-18,,1.565e-20,1.268e-18
254.88,2.087e-18,,1.564e-20,2.087e-18
254.9,2.736e-18,,1.564e-20,2.736e-18
254.93,3.744e-18,,1.564e-20,3.744e-18
254.95,4.339e-18,,1.563e-20,4.339e-18
254.98,4.938e-18,,1.563e-20,4.938e-18
255,5.061e-18,,1.563e-20,5.061e-18
255.03,4.788e-18,,1.562e-20,4.788e-18
255.05,4.339e-18,,1.562e-20,4.339e-18
255.08,3.414e-18,,1.562e-20,3.414e-18
255.1,2.736e-18,,1.561e-20,2.736e-18
255.13,1.789e-18,,1.561e-20,1.789e-18
255.15,1.268e-18,,1.561e-20,1.268e-18
255.18,6.897e-19,,1.560e-20,6.897e-19
255.2,4.321e-19,,1.560e-20,4.321e-19
255.23,1.954e-19,,1.560e-20,1.954e-19
255.25,1.083e-19,,1.560e-20,1.083e-19
255.28,4.071e-20,,1.559e-20,4.071e-20
255.3,1.995e-20,,1.559e-20,1.995e-20
255.33,6.236e-21,,1.559e-20,6.236e-21
255.35,2.701e-21,,1.558e-20,2.701e-21
255.38,7.023e-22,,1.558e-20,7.023e-22
255.4,2.690e-22,,1.558e-20,2.690e-22
255.43,5.815e-23,,1.557e-20,5.815e-23
255.45,1.970e-23,,1.557e-20,1.970e-23
255.48,3.540e-24,,1.557e-20,3.540e-24
255.5,1.060e-24,,1.556e-20,1.060e-24
255.53,1.584e-25,,1.556e-20,1.584e-25
255.55,4.196e-26,,1.556e-20,4.196e-26
255.58,5.214e-27,,1.555e-20,5.214e-27
255.6,1.221e-27,,1.555e-20,1.221e-27
255.63,1.262e-28,,1.555e-20,1.262e-28
255.65,2.612e-29,,1.554e-20,2.612e-29
255.68,2.244e-30,,1.554e-20,2.244e-30
255.7,4.109e-31,,1.554e-20,4.109e-31
255.73,2.935e-32,,1.553e-20,2.935e-32
255.75,4.752e-33,,1.553e-20,4.752e-33
255.78,2.822e-34,,1.553e-20,2.822e-34
255.8,4.040e-35,,1.552e-20,4.040e-35
262.68,2.329e-35,,1.464e-20,2.329e-35
262.71,3.896e-34,,1.464e-20,3.896e-34
262.73,2.405e-33,,1.463e-20,2.405e-33
262.76,3.384e-32,,1.463e-20,3.384e-32
262.78,1.862e-31,,1.463e-20,1.862e-31
262.81,2.204e-30,,1.462e-20,2.204e-30
262.83,1.081e-29,,1.462e-20,1.081e-29
262.86,1.076e-28,,1.462e-20,1.076e-28
262.88,4.703e-28,,1.462e-20,4.703e-28
262.91,3.940e-27,,1.461e-20,3.940e-27
262.93,1.534e-26,,1.461e-20,1.534e-26
262.96,1.082e-25,,1.461e-20,1.082e-25
262.98,3.753e-25,,1.460e-20,3.753e-25
263.01,2.226e-24,,1.460e-20,2.226e-24
263.03,6.884e-24,,1.460e-20,6.884e-24
263.06,3.434e-23,,1.459e-20,3.434e-23
263.08,9.465e-23,,1.459e-20,9.465e-23
263.11,3.973e-22,,1.459e-20,3.973e-22
263.13,9.758e-22,,1.458e-20,9.758e-22
263.16,3.445e-21,,1.458e-20,3.445e-21
263.18,7.542e-21,,1.458e-20,7.542e-21
263.21,2.240e-20,,1.457e-20,2.240e-20
263.23,4.370e-20,,1.457e-20,4.370e-20
263.26,1.092e-19,,1.457e-20,1.092e-19
263.28,1.899e-19,,1.456e-20,1.899e-19
263.31,3.992e-19,,1.456e-20,3.992e-19
263.33,6.185e-19,,1.456e-20,6.185e-19
263.36,1.094e-18,,1.455e-20,1.094e-18
263.38,1.510e-18,,1.455e-20,1.510e-18
263.41,2.248e-18,,1.455e-20,2.248e-18
263.43,2.766e-18,,1.454e-20,2.766e-18
263.46,3.462e-18,,1.454e-20,3.462e-18
263.48,3.796e-18,,1.454e-20,3.796e-18
263.51,3.998e-18,,1.453e-20,3.998e-18
263.53,3.907e-18,,1.453e-20,3.907e-18
263.56,3.462e-18,,1.453e-20,3.462e-18
263.58,3.015e-18,,1.453e-20,3.015e-18
263.61,2.248e-18,,1.452e-20,2.248e-18
263.63,1.744e-18,,1.452e-20,1.744e-18
263.66,1.094e-18,,1.452e-20,1.094e-18
263.68,7.566e-19,,1.451e-20,7.566e-19
263.71,3.992e-19,,1.451e-20,3.992e-19
263.73,2.461e-19,,1.451e-20,2.461e-19
263.76,1.092e-19,,1.450e-20,1.092e-19
263.78,5.999e-20,,1.450e-20,5.999e-20
263.81,2.240e-20,,1.450e-20,2.240e-20
263.83,1.097e-20,,1.449e-20,1.097e-20
263.86,3.445e-21,,1.449e-20,3.445e-21
263.88,1.503e-21,,1.449e-20,1.503e-21
263.91,3.973e-22,,1.448e-20,3.973e-22
263.93,1.544e-22,,1.448e-20,1.544e-22
263.96,3.434e-23,,1.448e-20,3.434e-23
263.98,1.190e-23,,1.447e-20,1.190e-23
264.01,2.226e-24,,1.447e-20,2.226e-24
264.03,6.873e-25,,1.447e-20,6.873e-25
264.06,1.082e-25,,1.446e-20,1.082e-25
264.08,2.976e-26,,1.446e-20,2.976e-26
264.11,3.940e-27,,1.446e-20,3.940e-27
264.13,9.663e-28,,1.446e-20,9.663e-28
264.16,1.076e-28,,1.445e-20,1.076e-28
264.18,2.352e-29,,1.445e-20,2.352e-29
264.21,2.204e-30,,1.444e-20,2.204e-30
264.23,4.293e-31,,1.444e-20,4.293e-31
264.26,3.384e-32,,1.444e-20,3.384e-32
264.28,5.874e-33,,1.444e-20,5.874e-33
264.31,3.896e-34,,1.443e-20,3.896e-34
264.33,6.026e-35,,1.443e-20,6.026e-35
268.15,1.025e-35,,1.394e-20,1.025e-35
268.17,6.566e-35,,1.394e-20,6.566e-35
268.2,9.801e-34,,1.393e-20,9.801e-34
268.22,5.622e-33,,1.393e-20,5.622e-33
268.25,7.110e-32,,1.393e-20,7.110e-32
268.27,3.652e-31,,1.392e-20,3.652e-31
268.3,3.912e-30,,1.392e-20,3.912e-30
268.32,1.799e-29,,1.392e-20,1.799e-29
268.35,1.633e-28,,1.391e-20,1.633e-28
268.37,6.723e-28,,1.391e-20,6.723e-28
268.4,5.169e-27,,1.391e-20,5.169e-27
268.42,1.906e-26,,1.390e-20,1.906e-26
268.45,1.241e-25,,1.390e-20,1.241e-25
268.47,4.097e-25,,1.390e-20,4.097e-25
268.5,2.261e-24,,1.389e-20,2.261e-24
268.52,6.681e-24,,1.389e-20,6.681e-24
268.55,3.124e-23,,1.389e-20,3.124e-23
268.57,8.264e-23,,1.388e-20,8.264e-23
268.6,3.273e-22,,1.388e-20,3.273e-22
268.62,7.754e-22,,1.388e-20,7.754e-22
268.65,2.602e-21,,1.387e-20,2.602e-21
268.67,5.518e-21,,1.387e-20,5.518e-21
268.7,1.569e-20,,1.387e-20,1.569e-20
268.72,2.979e-20,,1.387e-20,2.979e-20
268.75,7.174e-20,,1.386e-20,7.174e-20
268.77,1.220e-19,,1.386e-20,1.220e-19
268.8,2.489e-19,,1.386e-20,2.489e-19
268.82,3.788e-19,,1.385e-20,3.788e-19
268.85,6.548e-19,,1.385e-20,6.548e-19
268.87,8.923e-19,,1.385e-20,8.923e-19
268.9,1.307e-18,,1.384e-20,1.307e-18
268.92,1.594e-18,,1.384e-20,1.594e-18
268.95,1.978e-18,,1.384e-20,1.978e-18
268.97,2.161e-18,,1.383e-20,2.161e-18
269,2.271e-18,,1.383e-20,2.271e-18
269.02,2.222e-18,,1.383e-20,2.222e-18
269.05,1.978e-18,,1.382e-20,1.978e-18
269.07,1.732e-18,,1.382e-20,1.732e-18
269.09,1.451e-18,,1.382e-20,1.451e-18
269.12,1.025e-18,,1.381e-20,1.025e-18
269.14,7.686e-19,,1.381e-20,7.686e-19
269.17,4.597e-19,,1.381e-20,4.597e-19
269.19,3.087e-19,,1.381e-20,3.087e-19
269.22,1.564e-19,,1.380e-20,1.564e-19
269.24,9.406e-20,,1.380e-20,9.406e-20
269.27,4.037e-20,,1.379e-20,4.037e-20
269.29,2.174e-20,,1.379e-20,2.174e-20
269.32,7.904e-21,,1.379e-20,7.904e-21
269.34,3.810e-21,,1.379e-20,3.810e-21
269.37,1.174e-21,,1.378e-20,1.174e-21
269.39,5.066e-22,,1.378e-20,5.066e-22
269.42,1.322e-22,,1.378e-20,1.322e-22
269.44,5.109e-23,,1.377e-20,5.109e-23
269.47,1.130e-23,,1.377e-20,1.130e-23
269.49,3.908e-24,,1.377e-20,3.908e-24
269.52,7.321e-25,,1.376e-20,7.321e-25
269.54,2.268e-25,,1.376e-20,2.268e-25
269.57,3.598e-26,,1.376e-20,3.598e-26
269.59,9.980e-27,,1.375e-20,9.980e-27
269.62,1.342e-27,,1.375e-20,1.342e-27
269.64,3.332e-28,,1.375e-20,3.332e-28
269.67,3.794e-29,,1.374e-20,3.794e-29
269.69,8.436e-30,,1.374e-20,8.436e-30
269.72,8.140e-31,,1.374e-20,8.140e-31
269.74,1.620e-31,,1.373e-20,1.620e-31
269.77,1.324e-32,,1.373e-20,1.324e-32
269.79,2.360e-33,,1.373e-20,2.360e-33
269.82,1.635e-34,,1.372e-20,1.635e-34
279.15,1.025e-36,,1.253e-20,1.025e-36
279.17,6.170e-36,,1.252e-20,6.170e-36
279.2,8.446e-35,,1.252e-20,8.446e-35
279.22,4.593e-34,,1.252e-20,4.593e-34
279.25,5.395e-33,,1.251e-20,5.395e-33
279.27,2.649e-32,,1.251e-20,2.649e-32
279.3,2.671e-31,,1.251e-20,2.671e-31
279.32,1.184e-30,,1.250e-20,1.184e-30
279.35,1.024e-29,,1.250e-20,1.024e-29
279.37,4.102e-29,,1.250e-20,4.102e-29
279.4,3.044e-28,,1.249e-20,3.044e-28
279.42,1.101e-27,,1.249e-20,1.101e-27
279.45,7.012e-27,,1.249e-20,7.012e-27
279.47,2.290e-26,,1.248e-20,2.290e-26
279.5,1.251e-25,,1.248e-20,1.251e-25
279.52,3.690e-25,,1.248e-20,3.690e-25
279.55,1.731e-24,,1.247e-20,1.731e-24
279.57,4.608e-24,,1.247e-20,4.608e-24
279.6,1.855e-23,,1.247e-20,1.855e-23
279.62,4.459e-23,,1.247e-20,4.459e-23
279.65,1.540e-22,,1.246e-20,1.540e-22
279.67,3.344e-22,,1.246e-20,3.344e-22
279.7,9.910e-22,,1.246e-20,9.910e-22
279.72,1.943e-21,,1.245e-20,1.943e-21
279.74,3.657e-21,,1.245e-20,3.657e-21
279.77,8.749e-21,,1.245e-20,8.749e-21
279.79,1.487e-20,,1.244e-20,1.487e-20
279.82,3.052e-20,,1.244e-20,3.052e-20
279.84,4.685e-20,,1.244e-20,4.685e-20
279.87,8.253e-20,,1.243e-20,8.253e-20
279.89,1.144e-19,,1.243e-20,1.144e-19
279.92,1.729e-19,,1.243e-20,1.729e-19
279.94,2.164e-19,,1.242e-20,2.164e-19
279.97,2.807e-19,,1.242e-20,2.807e-19
279.99,3.173e-19,,1.242e-20,3.173e-19
280.02,3.531e-19,,1.241e-20,3.531e-19
280.04,3.604e-19,,1.241e-20,3.604e-19
280.07,3.442e-19,,1.241e-20,3.442e-19
280.09,3.173e-19,,1.241e-20,3.173e-19
280.12,2.600e-19,,1.240e-20,2.600e-19
280.14,2.164e-19,,1.240e-20,2.164e-19
280.17,1.522e-19,,1.240e-20,1.522e-19
280.19,1.144e-19,,1.239e-20,1.144e-19
280.22,6.904e-20,,1.239e-20,6.904e-20
280.24,4.685e-20,,1.239e-20,4.685e-20
280.27,2.426e-20,,1.238e-20,2.426e-20
280.29,1.487e-20,,1.238e-20,1.487e-20
280.32,6.608e-21,,1.238e-20,6.608e-21
280.34,3.657e-21,,1.237e-20,3.657e-21
280.37,1.395e-21,,1.237e-20,1.395e-21
280.39,6.970e-22,,1.237e-20,6.970e-22
280.42,2.281e-22,,1.236e-20,2.281e-22
280.44,1.029e-22,,1.236e-20,1.029e-22
280.47,2.890e-23,,1.236e-20,2.890e-23
280.49,1.178e-23,,1.235e-20,1.178e-23
280.52,2.838e-24,,1.235e-20,2.838e-24
280.54,1.044e-24,,1.235e-20,1.044e-24
280.57,2.160e-25,,1.234e-20,2.160e-25
280.59,7.177e-26,,1.234e-20,7.177e-26
280.62,1.274e-26,,1.234e-20,1.274e-26
280.64,3.821e-27,,1.233e-20,3.821e-27
280.67,5.819e-28,,1.233e-20,5.819e-28
280.69,1.577e-28,,1.233e-20,1.577e-28
280.72,2.060e-29,,1.232e-20,2.060e-29
280.74,5.041e-30,,1.232e-20,5.041e-30
280.77,5.652e-31,,1.232e-20,5.652e-31
280.79,1.249e-31,,1.232e-20,1.249e-31
280.82,1.202e-32,,1.231e-20,1.202e-32
280.84,2.398e-33,,1.231e-20,2.398e-33
280.87,1.980e-34,,1.231e-20,1.980e-34
280.89,3.567e-35,,1.230e-20,3.567e-35
280.92,2.527e-36,,1.230e-20,2.527e-36
289.42,3.355e-36,,1.121e-20,3.355e-36
289.45,4.413e-35,,1.120e-20,4.413e-35
289.47,2.345e-34,,1.120e-20,2.345e-34
289.5,2.675e-33,,1.120e-20,2.675e-33
289.52,1.293e-32,,1.119e-20,1.293e-32
289.55,1.279e-31,,1.119e-20,1.279e-31
289.57,5.622e-31,,1.119e-20,5.622e-31
289.6,4.825e-30,,1.118e-20,4.825e-30
289.62,1.929e-29,,1.118e-20,1.929e-29
289.65,1.435e-28,,1.118e-20,1.435e-28
289.67,5.218e-28,,1.117e-20,5.218e-28
289.7,3.368e-27,,1.117e-20,3.368e-27
289.72,1.114e-26,,1.117e-20,1.114e-26
289.75,6.235e-26,,1.116e-20,6.235e-26
289.77,1.875e-25,,1.116e-20,1.875e-25
289.8,9.104e-25,,1.116e-20,9.104e-25
289.82,2.489e-24,,1.116e-20,2.489e-24
289.85,1.048e-23,,1.115e-20,1.048e-23
289.87,2.607e-23,,1.115e-20,2.607e-23
289.9,9.524e-23,,1.115e-20,9.524e-23
289.92,2.154e-22,,1.114e-20,2.154e-22
289.95,6.825e-22,,1.114e-20,6.825e-22
289.97,1.404e-21,,1.114e-20,1.404e-21
290,3.857e-21,,1.113e-20,3.857e-21
290.02,7.216e-21,,1.113e-20,7.216e-21
290.05,1.720e-20,,1.113e-20,1.720e-20
290.07,2.926e-20,,1.112e-20,2.926e-20
290.1,6.047e-20,,1.112e-20,6.047e-20
290.12,9.357e-20,,1.112e-20,9.357e-20
290.15,1.677e-19,,1.111e-20,1.677e-19
290.17,2.361e-19,,1.111e-20,2.361e-19
290.2,3.670e-19,,1.111e-20,3.670e-19
290.22,4.697e-19,,1.110e-20,4.697e-19
290.25,6.334e-19,,1.110e-20,6.334e-19
290.27,7.373e-19,,1.110e-20,7.373e-19
290.3,8.622e-19,,1.109e-20,8.622e-19
290.32,9.128e-19,,1.109e-20,9.128e-19
290.35,9.258e-19,,1.109e-20,9.258e-19
290.37,8.914e-19,,1.109e-20,8.914e-19
290.4,7.842e-19,,1.108e-20,7.842e-19
290.42,6.866e-19,,1.108e-20,6.866e-19
290.44,5.788e-19,,1.108e-20,5.788e-19
290.47,4.172e-19,,1.107e-20,4.172e-19
290.49,3.198e-19,,1.107e-20,3.198e-19
290.52,1.999e-19,,1.107e-20,1.999e-19
290.54,1.394e-19,,1.106e-20,1.394e-19
290.57,7.558e-20,,1.106e-20,7.558e-20
290.59,4.793e-20,,1.106e-20,4.793e-20
290.62,2.254e-20,,1.105e-20,2.254e-20
290.64,1.300e-20,,1.105e-20,1.300e-20
290.67,5.301e-21,,1.105e-20,5.301e-21
290.69,2.780e-21,,1.104e-20,2.780e-21
290.72,9.835e-22,,1.104e-20,9.835e-22
290.74,4.691e-22,,1.104e-20,4.691e-22
290.77,1.439e-22,,1.103e-20,1.439e-22
290.79,6.243e-23,,1.103e-20,6.243e-23
290.82,1.661e-23,,1.103e-20,1.661e-23
290.84,6.554e-24,,1.102e-20,6.554e-24
290.87,1.513e-24,,1.102e-20,1.513e-24
290.89,5.427e-25,,1.102e-20,5.427e-25
290.92,1.086e-25,,1.101e-20,1.086e-25
290.94,3.545e-26,,1.101e-20,3.545e-26
290.97,6.154e-27,,1.101e-20,6.154e-27
290.99,1.826e-27,,1.101e-20,1.826e-27
291.02,2.750e-28,,1.100e-20,2.750e-28
291.04,7.422e-29,,1.100e-20,7.422e-29
291.07,9.692e-30,,1.100e-20,9.692e-30
291.09,2.379e-30,,1.099e-20,2.379e-30
291.12,2.695e-31,,1.099e-20,2.695e-31
291.14,6.016e-32,,1.099e-20,6.016e-32
291.17,5.909e-33,,1.098e-20,5.909e-33
291.19,1.200e-33,,1.098e-20,1.200e-33
291.22,1.022e-34,,1.098e-20,1.022e-34
291.24,1.887e-35,,1.097e-20,1.887e-35
292.94,8.153e-35,,1.075e-20,8.153e-35
292.96,4.321e-34,,1.075e-20,4.321e-34
292.99,4.919e-33,,1.075e-20,4.919e-33
293.01,2.376e-32,,1.075e-20,2.376e-32
293.04,2.354e-31,,1.074e-20,2.354e-31
293.06,1.037e-30,,1.074e-20,1.037e-30
293.09,8.936e-30,,1.074e-20,8.936e-30
293.11,3.587e-29,,1.073e-20,3.587e-29
293.14,2.691e-28,,1.073e-20,2.691e-28
293.16,9.845e-28,,1.073e-20,9.845e-28
293.19,6.427e-27,,1.072e-20,6.427e-27
293.21,2.144e-26,,1.072e-20,2.144e-26
293.24,1.218e-25,,1.072e-20,1.218e-25
293.26,3.702e-25,,1.071e-20,3.702e-25
293.29,1.830e-24,,1.071e-20,1.830e-24
293.31,5.072e-24,,1.071e-20,5.072e-24
293.34,2.182e-23,,1.070e-20,2.182e-23
293.36,5.512e-23,,1.070e-20,5.512e-23
293.39,2.064e-22,,1.070e-20,2.064e-22
293.41,4.752e-22,,1.069e-20,4.752e-22
293.44,1.548e-21,,1.069e-20,1.548e-21
293.46,3.249e-21,,1.069e-20,3.249e-21
293.49,9.214e-21,,1.068e-20,9.214e-21
293.51,1.763e-20,,1.068e-20,1.763e-20
293.54,4.350e-20,,1.068e-20,4.350e-20
293.56,7.584e-20,,1.068e-20,7.584e-20
293.59,1.629e-19,,1.067e-20,1.629e-19
293.61,2.588e-19,,1.067e-20,2.588e-19
293.64,4.838e-19,,1.067e-20,4.838e-19
293.66,7.008e-19,,1.066e-20,7.008e-19
293.69,1.140e-18,,1.066e-20,1.140e-18
293.71,1.505e-18,,1.066e-20,1.505e-18
293.74,2.130e-18,,1.065e-20,2.130e-18
293.76,2.564e-18,,1.065e-20,2.564e-18
293.79,3.158e-18,,1.065e-20,3.158e-18
293.81,3.465e-18,,1.064e-20,3.465e-18
293.84,3.714e-18,,1.064e-20,3.714e-18
293.86,3.714e-18,,1.064e-20,3.714e-18
293.89,3.465e-18,,1.063e-20,3.465e-18
293.91,3.158e-18,,1.063e-20,3.158e-18
293.94,2.564e-18,,1.063e-20,2.564e-18
293.96,2.130e-18,,1.062e-20,2.130e-18
293.99,1.505e-18,,1.062e-20,1.505e-18
294.01,1.140e-18,,1.062e-20,1.140e-18
294.04,7.008e-19,,1.061e-20,7.008e-19
294.06,4.838e-19,,1.061e-20,4.838e-19
294.09,2.588e-19,,1.061e-20,2.588e-19
294.11,1.629e-19,,1.060e-20,1.629e-19
294.14,7.584e-20,,1.060e-20,7.584e-20
294.16,4.350e-20,,1.060e-20,4.350e-20
294.19,1.763e-20,,1.059e-20,1.763e-20
294.21,9.214e-21,,1.059e-20,9.214e-21
294.24,3.249e-21,,1.059e-20,3.249e-21
294.26,1.548e-21,,1.059e-20,1.548e-21
294.29,4.752e-22,,1.058e-20,4.752e-22
294.31,2.064e-22,,1.058e-20,2.064e-22
