Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
271.05,2.983e+3,6.750e+2,2.308e+3,4.297e-8
271.08,3.727e+3,7.545e+2,2.973e+3,3.106e-8
271.1,4.343e+3,8.326e+2,3.511e+3,2.386e-8
271.13,5.310e+3,9.447e+2,4.365e+3,1.496e-8
271.15,5.908e+3,9.930e+2,4.915e+3,1.045e-8
271.18,6.679e+3,9.990e+2,5.680e+3,5.677e-9
271.2,7.148e+3,9.537e+2,6.195e+3,3.601e-9
271.22,7.674e+3,8.729e+2,6.801e+3,2.196e-9
271.25,8.845e+3,7.054e+2,8.139e+3,9.715e-10
271.27,1.008e+4,5.798e+2,9.504e+3,5.365e-10
271.3,1.289e+4,3.982e+2,1.249e+4,2.041e-10
271.32,1.540e+4,2.937e+2,1.511e+4,1.019e-10
271.35,1.985e+4,1.714e+2,1.968e+4,3.324e-11
271.37,2.291e+4,1.134e+2,2.279e+4,1.496e-11
271.4,2.681e+4,5.631e+1,2.675e+4,4.177e-12
271.42,2.848e+4,3.367e+1,2.844e+4,1.693e-12
271.45,2.905e+4,1.548e+1,2.904e+4,4.035e-13
271.47,2.807e+4,1.107e+1,2.806e+4,1.471e-13
271.5,2.489e+4,1.574e+1,2.488e+4,2.989e-14
271.52,2.202e+4,3.066e+1,2.199e+4,9.793e-15
271.55,1.737e+4,9.222e+1,1.728e+4,1.694e-15
271.57,1.446e+4,1.868e+2,1.427e+4,4.986e-16
271.6,1.088e+4,5.014e+2,1.038e+4,7.340e-17
271.62,9.202e+3,9.205e+2,8.281e+3,1.939e-17
271.64,8.197e+3,1.622e+3,6.575e+3,4.904e-18
271.67,8.143e+3,3.513e+3,4.630e+3,5.753e-19
271.69,9.237e+3,5.583e+3,3.653e+3,1.306e-19
271.72,1.290e+4,1.035e+4,2.548e+3,1.302e-20
271.74,1.683e+4,1.483e+4,2.003e+3,2.651e-21
271.77,2.494e+4,2.351e+4,1.421e+3,2.246e-22
271.79,3.153e+4,3.036e+4,1.168e+3,4.103e-23
271.82,4.220e+4,4.125e+4,9.433e+2,2.953e-24
271.84,4.898e+4,4.811e+4,8.689e+2,4.826e-25
271.87,5.713e+4,5.631e+4,8.193e+2,2.952e-26
271.89,6.050e+4,5.970e+4,8.015e+2,4.340e-27
271.92,6.191e+4,6.115e+4,7.653e+2,4.330e-27
271.94,6.061e+4,5.988e+4,7.255e+2,4.323e-27
271.97,5.627e+4,5.563e+4,6.424e+2,4.313e-27
271.99,5.253e+4,5.195e+4,5.790e+2,4.307e-27
272.01,4.864e+4,4.812e+4,5.181e+2,4.300e-27
272.04,4.312e+4,4.267e+4,4.500e+2,4.290e-27
272.06,3.975e+4,3.932e+4,4.295e+2,4.283e-27
272.09,3.494e+4,3.449e+4,4.434e+2,4.273e-27
272.11,3.169e+4,3.121e+4,4.804e+2,4.267e-27
272.14,2.662e+4,2.606e+4,5.639e+2,4.257e-27
272.16,2.318e+4,2.256e+4,6.273e+2,4.250e-27
272.19,1.834e+4,1.762e+4,7.168e+2,4.240e-27
272.21,1.558e+4,1.481e+4,7.684e+2,4.234e-27
272.24,1.253e+4,1.169e+4,8.428e+2,4.224e-27
272.26,1.129e+4,1.038e+4,9.075e+2,4.217e-27
272.29,1.047e+4,9.395e+3,1.073e+3,4.207e-27
272.31,1.043e+4,9.167e+3,1.260e+3,4.201e-27
272.34,1.072e+4,9.019e+3,1.699e+3,4.191e-27
272.36,1.093e+4,8.824e+3,2.104e+3,4.184e-27
272.38,1.103e+4,8.437e+3,2.590e+3,4.177e-27
272.41,1.086e+4,7.447e+3,3.408e+3,4.167e-27
272.43,1.053e+4,6.570e+3,3.963e+3,4.161e-27
272.46,9.854e+3,5.119e+3,4.734e+3,4.151e-27
272.48,9.388e+3,4.187e+3,5.202e+3,4.144e-27
272.51,8.938e+3,3.000e+3,5.938e+3,4.134e-27
272.53,8.986e+3,2.396e+3,6.590e+3,4.128e-27
272.56,9.914e+3,1.764e+3,8.150e+3,4.118e-27
272.58,1.127e+4,1.491e+3,9.782e+3,4.111e-27
272.61,1.456e+4,1.220e+3,1.334e+4,4.101e-27
272.63,1.753e+4,1.090e+3,1.644e+4,4.095e-27
272.66,2.269e+4,9.296e+2,2.177e+4,4.085e-27
272.68,2.618e+4,8.363e+2,2.534e+4,4.078e-27
272.71,3.052e+4,7.246e+2,2.980e+4,4.068e-27
272.73,3.231e+4,6.783e+2,3.163e+4,4.062e-27
272.75,3.292e+4,6.599e+2,3.226e+4,4.055e-27
272.78,3.148e+4,6.839e+2,3.080e+4,4.045e-27
272.8,2.912e+4,7.257e+2,2.840e+4,4.038e-27
272.83,2.422e+4,8.002e+2,2.342e+4,4.028e-27
272.85,2.058e+4,8.394e+2,1.974e+4,4.022e-27
272.88,1.549e+4,8.558e+2,1.463e+4,4.012e-27
272.9,1.272e+4,8.299e+2,1.189e+4,4.005e-27
272.93,9.856e+3,7.367e+2,9.119e+3,3.995e-27
272.95,8.811e+3,6.471e+2,8.164e+3,3.989e-27
272.98,8.296e+3,4.957e+2,7.800e+3,3.979e-27
273,8.416e+3,3.992e+2,8.017e+3,3.972e-27
273.03,8.839e+3,2.879e+2,8.551e+3,3.962e-27
273.05,9.049e+3,2.523e+2,8.796e+3,3.956e-27
273.08,8.999e+3,2.909e+2,8.708e+3,3.946e-27
273.1,8.684e+3,4.066e+2,8.277e+3,3.939e-27
273.13,7.916e+3,7.860e+2,7.130e+3,3.929e-27
273.15,7.367e+3,1.229e+3,6.138e+3,3.922e-27
273.17,6.945e+3,1.871e+3,5.074e+3,3.916e-27
273.2,6.814e+3,3.274e+3,3.540e+3,3.906e-27
273.22,7.173e+3,4.517e+3,2.656e+3,3.899e-27
273.25,8.391e+3,6.772e+3,1.619e+3,3.889e-27
273.27,9.546e+3,8.422e+3,1.124e+3,3.883e-27
273.3,1.146e+4,1.082e+4,6.334e+2,3.873e-27
273.32,1.261e+4,1.218e+4,4.362e+2,3.866e-27
273.35,1.383e+4,1.356e+4,2.770e+2,3.856e-27
273.37,1.420e+4,1.396e+4,2.402e+2,3.850e-27
273.4,1.410e+4,1.381e+4,2.830e+2,3.840e-27
273.42,1.374e+4,1.335e+4,3.947e+2,3.833e-27
273.45,1.314e+4,1.238e+4,7.587e+2,3.823e-27
273.47,1.293e+4,1.173e+4,1.198e+3,3.816e-27
273.5,1.325e+4,1.095e+4,2.297e+3,3.807e-27
273.52,1.402e+4,1.062e+4,3.409e+3,3.800e-27
273.54,1.532e+4,1.044e+4,4.875e+3,3.793e-27
273.57,1.821e+4,1.046e+4,7.753e+3,3.783e-27
273.59,2.070e+4,1.064e+4,1.006e+4,3.777e-27
273.62,2.499e+4,1.111e+4,1.387e+4,3.767e-27
273.64,2.799e+4,1.151e+4,1.648e+4,3.760e-27
273.67,3.240e+4,1.209e+4,2.031e+4,3.750e-27
273.69,3.524e+4,1.233e+4,2.290e+4,3.744e-27
273.72,3.980e+4,1.226e+4,2.754e+4,3.734e-27
273.74,4.365e+4,1.183e+4,3.182e+4,3.727e-27
273.77,5.215e+4,1.056e+4,4.159e+4,3.717e-27
273.79,6.051e+4,9.371e+3,5.114e+4,3.711e-27
273.82,7.790e+4,7.297e+3,7.060e+4,3.701e-27
273.84,9.240e+4,5.880e+3,8.652e+4,3.694e-27
273.87,1.162e+5,3.947e+3,1.123e+5,3.684e-27
273.89,1.313e+5,2.885e+3,1.284e+5,3.677e-27
273.91,1.437e+5,2.044e+3,1.416e+5,3.671e-27
273.94,1.536e+5,1.207e+3,1.524e+5,3.661e-27
273.96,1.530e+5,9.195e+2,1.521e+5,3.654e-27
273.99,1.413e+5,8.772e+2,1.404e+5,3.644e-27
274.01,1.275e+5,1.116e+3,1.264e+5,3.638e-27
274.04,1.021e+5,1.924e+3,1.002e+5,3.628e-27
274.06,8.480e+4,2.803e+3,8.200e+4,3.621e-27
274.09,6.239e+4,4.671e+3,5.772e+4,3.611e-27
274.11,5.153e+4,6.263e+3,4.526e+4,3.605e-27
274.14,4.261e+4,9.012e+3,3.360e+4,3.595e-27
274.16,4.146e+4,1.092e+4,3.055e+4,3.588e-27
274.19,4.561e+4,1.350e+4,3.211e+4,3.578e-27
274.21,5.107e+4,1.482e+4,3.625e+4,3.571e-27
274.24,6.082e+4,1.591e+4,4.491e+4,3.562e-27
274.26,6.690e+4,1.599e+4,5.091e+4,3.555e-27
274.29,7.321e+4,1.525e+4,5.796e+4,3.545e-27
274.31,7.469e+4,1.434e+4,6.035e+4,3.538e-27
274.33,7.372e+4,1.325e+4,6.047e+4,3.532e-27
274.36,6.810e+4,1.149e+4,5.661e+4,3.522e-27
274.38,6.246e+4,1.036e+4,5.210e+4,3.515e-27
274.41,5.342e+4,8.764e+3,4.466e+4,3.505e-27
274.43,4.858e+4,7.763e+3,4.082e+4,3.499e-27
274.46,4.576e+4,6.314e+3,3.945e+4,3.489e-27
274.48,4.814e+4,5.370e+3,4.277e+4,3.482e-27
274.51,5.941e+4,4.015e+3,5.540e+4,3.472e-27
274.53,7.213e+4,3.185e+3,6.894e+4,3.465e-27
274.56,9.755e+4,2.112e+3,9.543e+4,3.456e-27
274.58,1.170e+5,1.535e+3,1.154e+5,3.449e-27
274.61,1.456e+5,8.868e+2,1.447e+5,3.439e-27
274.63,1.616e+5,5.887e+2,1.610e+5,3.432e-27
274.66,1.774e+5,3.061e+2,1.771e+5,3.422e-27
274.68,1.814e+5,2.054e+2,1.812e+5,3.416e-27
274.7,1.804e+5,1.623e+2,1.802e+5,3.409e-27
274.73,1.726e+5,2.001e+2,1.724e+5,3.399e-27
274.75,1.661e+5,3.040e+2,1.658e+5,3.393e-27
274.78,1.599e+5,6.234e+2,1.593e+5,3.383e-27
274.8,1.605e+5,9.847e+2,1.596e+5,3.376e-27
274.83,1.699e+5,1.823e+3,1.681e+5,3.366e-27
274.85,1.805e+5,2.611e+3,1.779e+5,3.360e-27
274.88,1.981e+5,4.136e+3,1.939e+5,3.350e-27
274.9,2.071e+5,5.331e+3,2.018e+5,3.343e-27
274.93,2.112e+5,7.207e+3,2.039e+5,3.333e-27
274.95,2.055e+5,8.357e+3,1.971e+5,3.326e-27
274.98,1.844e+5,9.640e+3,1.748e+5,3.316e-27
275,1.636e+5,1.006e+4,1.536e+5,3.310e-27
275.03,1.273e+5,9.898e+3,1.174e+5,3.300e-27
275.05,1.027e+5,9.289e+3,9.337e+4,3.293e-27
275.07,7.980e+4,8.357e+3,7.144e+4,3.287e-27
275.1,5.137e+4,6.587e+3,4.479e+4,3.277e-27
275.12,3.708e+4,5.331e+3,3.174e+4,3.270e-27
275.15,2.245e+4,3.586e+3,1.887e+4,3.260e-27
275.17,1.664e+4,2.611e+3,1.402e+4,3.254e-27
275.2,1.238e+4,1.498e+3,1.088e+4,3.244e-27
275.22,1.170e+4,9.818e+2,1.072e+4,3.237e-27
275.25,1.279e+4,4.823e+2,1.230e+4,3.227e-27
275.27,1.446e+4,2.870e+2,1.417e+4,3.220e-27
275.3,1.812e+4,1.298e+2,1.799e+4,3.211e-27
275.32,2.151e+4,8.519e+1,2.143e+4,3.204e-27
275.35,2.900e+4,7.961e+1,2.892e+4,3.194e-27
275.37,3.645e+4,1.121e+2,3.633e+4,3.187e-27
275.4,5.287e+4,2.244e+2,5.265e+4,3.177e-27
275.42,6.796e+4,3.547e+2,6.760e+4,3.171e-27
275.44,8.634e+4,5.423e+2,8.580e+4,3.164e-27
275.47,1.185e+5,9.533e+2,1.176e+5,3.154e-27
275.49,1.410e+5,1.321e+3,1.396e+5,3.148e-27
275.52,1.710e+5,2.000e+3,1.690e+5,3.138e-27
275.54,1.854e+5,2.511e+3,1.829e+5,3.131e-27
275.57,1.943e+5,3.288e+3,1.910e+5,3.121e-27
275.59,1.905e+5,3.754e+3,1.868e+5,3.114e-27
275.62,1.713e+5,4.276e+3,1.671e+5,3.105e-27
275.64,1.517e+5,4.461e+3,1.472e+5,3.098e-27
275.67,1.171e+5,4.457e+3,1.126e+5,3.088e-27
275.69,9.368e+4,4.272e+3,8.941e+4,3.081e-27
275.72,6.226e+4,3.773e+3,5.849e+4,3.071e-27
275.74,4.518e+4,3.339e+3,4.184e+4,3.065e-27
275.77,2.605e+4,2.622e+3,2.343e+4,3.055e-27
275.79,1.727e+4,2.147e+3,1.512e+4,3.048e-27
275.82,8.775e+3,1.502e+3,7.273e+3,3.038e-27
275.84,5.394e+3,1.140e+3,4.253e+3,3.032e-27
275.86,3.247e+3,8.435e+2,2.403e+3,3.025e-27
275.89,1.515e+3,5.242e+2,9.903e+2,3.015e-27
275.91,9.734e+2,3.942e+2,5.792e+2,3.009e-27
275.94,7.076e+2,3.208e+2,3.869e+2,2.999e-27
275.96,7.894e+2,3.542e+2,4.352e+2,2.992e-27
275.99,1.238e+3,5.378e+2,7.000e+2,2.982e-27
276.01,1.751e+3,7.570e+2,9.941e+2,2.975e-27
276.04,2.840e+3,1.237e+3,1.602e+3,2.965e-27
276.06,3.754e+3,1.651e+3,2.103e+3,2.959e-27
276.09,5.297e+3,2.366e+3,2.930e+3,2.949e-27
276.11,6.332e+3,2.860e+3,3.473e+3,2.942e-27
276.14,7.662e+3,3.515e+3,4.146e+3,2.932e-27
276.16,8.262e+3,3.831e+3,4.431e+3,2.926e-27
276.19,8.562e+3,4.031e+3,4.531e+3,2.916e-27
276.21,8.328e+3,3.960e+3,4.368e+3,2.909e-27
276.23,7.773e+3,3.731e+3,4.041e+3,2.903e-27
276.26,6.489e+3,3.158e+3,3.332e+3,2.893e-27
276.28,5.467e+3,2.682e+3,2.785e+3,2.886e-27
276.31,3.918e+3,1.942e+3,1.975e+3,2.876e-27
276.33,2.985e+3,1.487e+3,1.497e+3,2.869e-27
276.36,1.848e+3,9.226e+2,9.253e+2,2.860e-27
276.38,1.287e+3,6.381e+2,6.490e+2,2.853e-27
276.41,7.274e+2,3.436e+2,3.838e+2,2.843e-27
276.43,5.204e+2,2.224e+2,2.980e+2,2.836e-27
276.46,4.322e+2,1.279e+2,3.043e+2,2.826e-27
276.48,5.250e+2,1.121e+2,4.129e+2,2.820e-27
276.51,9.429e+2,1.513e+2,7.915e+2,2.810e-27
276.53,1.463e+3,2.217e+2,1.242e+3,2.803e-27
276.56,2.728e+3,4.053e+2,2.323e+3,2.793e-27
276.58,3.958e+3,5.873e+2,3.371e+3,2.787e-27
276.6,5.521e+3,8.197e+2,4.702e+3,2.780e-27
276.63,8.430e+3,1.254e+3,7.176e+3,2.770e-27
276.65,1.062e+4,1.582e+3,9.037e+3,2.763e-27
276.68,1.391e+4,2.078e+3,1.183e+4,2.754e-27
276.7,1.583e+4,2.372e+3,1.345e+4,2.747e-27
276.73,1.783e+4,2.691e+3,1.514e+4,2.737e-27
276.75,1.840e+4,2.795e+3,1.560e+4,2.730e-27
276.78,1.799e+4,2.777e+3,1.522e+4,2.720e-27
276.8,1.699e+4,2.661e+3,1.433e+4,2.714e-27
276.83,1.472e+4,2.381e+3,1.234e+4,2.704e-27
276.85,1.297e+4,2.158e+3,1.081e+4,2.697e-27
276.88,1.036e+4,1.817e+3,8.543e+3,2.687e-27
276.9,8.785e+3,1.602e+3,7.182e+3,2.681e-27
276.93,6.776e+3,1.311e+3,5.465e+3,2.671e-27
276.95,5.665e+3,1.134e+3,4.531e+3,2.664e-27
276.98,4.276e+3,8.899e+2,3.386e+3,2.654e-27
277,3.493e+3,7.391e+2,2.754e+3,2.648e-27
277.02,2.802e+3,5.987e+2,2.204e+3,2.641e-27
277.05,1.926e+3,4.128e+2,1.513e+3,2.631e-27
277.07,1.446e+3,3.090e+2,1.137e+3,2.624e-27
277.1,8.851e+2,1.869e+2,6.983e+2,2.614e-27
277.12,6.110e+2,1.274e+2,4.835e+2,2.608e-27
277.15,3.292e+2,6.661e+1,2.626e+2,2.598e-27
277.17,2.115e+2,4.110e+1,1.704e+2,2.591e-27
277.2,1.115e+2,1.845e+1,9.302e+1,2.581e-27
277.22,8.204e+1,1.028e+1,7.176e+1,2.575e-27
277.25,7.753e+1,3.953e+0,7.358e+1,2.565e-27
277.27,9.575e+1,1.985e+0,9.376e+1,2.558e-27
277.3,1.509e+2,6.549e-1,1.502e+2,2.548e-27
277.32,2.048e+2,3.006e-1,2.045e+2,2.542e-27
277.35,3.069e+2,1.061e-1,3.068e+2,2.532e-27
277.37,3.841e+2,9.344e-2,3.840e+2,2.525e-27
277.39,4.624e+2,1.614e-1,4.622e+2,2.518e-27
277.42,5.673e+2,5.415e-1,5.668e+2,2.509e-27
277.44,6.194e+2,1.210e+0,6.182e+2,2.502e-27
277.47,6.593e+2,3.760e+0,6.556e+2,2.492e-27
277.49,6.593e+2,7.607e+0,6.517e+2,2.485e-27
277.52,6.286e+2,2.026e+1,6.083e+2,2.475e-27
277.54,5.994e+2,3.696e+1,5.625e+2,2.469e-27
277.57,5.708e+2,8.425e+1,4.866e+2,2.459e-27
277.59,5.806e+2,1.386e+2,4.420e+2,2.452e-27
277.62,6.707e+2,2.704e+2,4.003e+2,2.442e-27
277.64,7.986e+2,4.009e+2,3.977e+2,2.436e-27
277.67,1.118e+3,6.697e+2,4.484e+2,2.426e-27
277.69,1.427e+3,8.952e+2,5.320e+2,2.419e-27
277.72,2.044e+3,1.280e+3,7.640e+2,2.409e-27
277.74,2.554e+3,1.543e+3,1.011e+3,2.403e-27
277.76,3.132e+3,1.785e+3,1.347e+3,2.396e-27
277.79,4.084e+3,2.055e+3,2.029e+3,2.386e-27
277.81,4.734e+3,2.145e+3,2.589e+3,2.379e-27
277.84,5.635e+3,2.121e+3,3.515e+3,2.369e-27
277.86,6.124e+3,2.003e+3,4.121e+3,2.363e-27
277.89,6.582e+3,1.712e+3,4.870e+3,2.353e-27
277.91,6.658e+3,1.477e+3,5.181e+3,2.346e-27
277.94,6.392e+3,1.120e+3,5.272e+3,2.336e-27
277.96,5.978e+3,9.079e+2,5.070e+3,2.330e-27
277.99,5.086e+3,6.547e+2,4.432e+3,2.320e-27
278.01,4.386e+3,5.322e+2,3.854e+3,2.313e-27
278.04,3.314e+3,4.064e+2,2.908e+3,2.303e-27
278.06,2.660e+3,3.499e+2,2.310e+3,2.297e-27
278.09,1.865e+3,2.867e+2,1.578e+3,2.287e-27
278.11,1.497e+3,2.508e+2,1.246e+3,2.280e-27
278.14,1.230e+3,1.989e+2,1.031e+3,2.270e-27
278.16,1.256e+3,1.649e+2,1.091e+3,2.263e-27
278.18,1.456e+3,1.323e+2,1.323e+3,2.257e-27
278.21,2.081e+3,8.879e+1,1.993e+3,2.247e-27
278.23,2.704e+3,6.486e+1,2.639e+3,2.240e-27
278.26,3.875e+3,3.757e+1,3.837e+3,2.230e-27
278.28,4.741e+3,2.482e+1,4.716e+3,2.224e-27
278.31,5.992e+3,1.237e+1,5.980e+3,2.214e-27
278.33,6.679e+3,7.467e+0,6.671e+3,2.207e-27
278.36,7.315e+3,3.630e+0,7.311e+3,2.197e-27
278.38,7.416e+3,2.922e+0,7.413e+3,2.191e-27
278.41,7.075e+3,5.079e+0,7.070e+3,2.181e-27
278.43,6.571e+3,1.026e+1,6.561e+3,2.174e-27
278.46,5.558e+3,3.085e+1,5.527e+3,2.164e-27
278.48,4.817e+3,6.196e+1,4.755e+3,2.158e-27
278.51,3.785e+3,1.638e+2,3.621e+3,2.148e-27
278.53,3.238e+3,2.975e+2,2.940e+3,2.141e-27
278.55,2.863e+3,5.186e+2,2.345e+3,2.134e-27
278.58,2.727e+3,1.105e+3,1.622e+3,2.124e-27
278.6,2.985e+3,1.738e+3,1.247e+3,2.118e-27
278.63,3.996e+3,3.173e+3,8.224e+2,2.108e-27
278.65,5.118e+3,4.503e+3,6.148e+2,2.101e-27
278.68,7.440e+3,7.049e+3,3.918e+2,2.091e-27
278.7,9.315e+3,9.026e+3,2.889e+2,2.085e-27
278.73,1.230e+4,1.211e+4,1.838e+2,2.075e-27
278.75,1.414e+4,1.400e+4,1.372e+2,2.068e-27
278.78,1.621e+4,1.612e+4,9.000e+1,2.058e-27
278.8,1.689e+4,1.682e+4,6.855e+1,2.052e-27
278.83,1.668e+4,1.664e+4,4.587e+1,2.042e-27
278.85,1.574e+4,1.571e+4,3.523e+1,2.035e-27
278.88,1.341e+4,1.339e+4,2.419e+1,2.025e-27
278.9,1.149e+4,1.147e+4,1.941e+1,2.018e-27
278.92,9.491e+3,9.475e+3,1.623e+1,2.012e-27
278.95,6.670e+3,6.656e+3,1.355e+1,2.002e-27
278.97,5.063e+3,5.050e+3,1.264e+1,1.995e-27
279,3.175e+3,3.163e+3,1.192e+1,1.985e-27
279.02,2.257e+3,2.245e+3,1.175e+1,1.979e-27
279.05,1.309e+3,1.296e+3,1.242e+1,1.969e-27
279.07,8.966e+2,8.822e+2,1.431e+1,1.962e-27
279.1,5.070e+2,4.850e+2,2.204e+1,1.952e-27
279.12,3.541e+2,3.211e+2,3.305e+1,1.946e-27
279.15,2.335e+2,1.687e+2,6.479e+1,1.936e-27
279.17,2.085e+2,1.076e+2,1.009e+2,1.929e-27
279.2,2.387e+2,5.255e+1,1.862e+2,1.919e-27
279.22,2.996e+2,3.151e+1,2.680e+2,1.912e-27
279.25,4.441e+2,1.381e+1,4.303e+2,1.903e-27
279.27,5.687e+2,7.633e+0,5.611e+2,1.896e-27
279.29,7.065e+2,4.069e+0,7.024e+2,1.889e-27
279.32,9.130e+2,1.476e+0,9.116e+2,1.879e-27
279.34,1.031e+3,7.150e-1,1.031e+3,1.873e-27
279.37,1.148e+3,2.238e-1,1.148e+3,1.863e-27
279.39,1.173e+3,9.813e-2,1.173e+3,1.856e-27
279.42,1.123e+3,2.641e-2,1.123e+3,1.846e-27
279.44,1.039e+3,1.046e-2,1.039e+3,1.840e-27
279.47,8.635e+2,2.416e-3,8.635e+2,1.830e-27
279.49,7.318e+2,8.639e-4,7.318e+2,1.823e-27
279.52,5.439e+2,1.711e-4,5.439e+2,1.813e-27
279.54,4.384e+2,5.522e-5,4.384e+2,1.807e-27
279.57,3.204e+2,9.376e-6,3.204e+2,1.797e-27
279.59,2.687e+2,2.731e-6,2.687e+2,1.790e-27
279.62,2.238e+2,3.977e-7,2.238e+2,1.780e-27
279.64,2.098e+2,1.056e-7,2.098e+2,1.773e-27
279.67,2.043e+2,2.295e-8,2.043e+2,1.763e-27
279.69,2.088e+2,4.273e-8,2.088e+2,1.757e-27
279.71,2.204e+2,1.529e-7,2.204e+2,1.750e-27
279.74,2.558e+2,1.061e-6,2.558e+2,1.740e-27
279.76,2.951e+2,3.684e-6,2.951e+2,1.734e-27
279.79,3.822e+2,2.209e-5,3.822e+2,1.724e-27
279.81,4.580e+2,6.938e-5,4.580e+2,1.717e-27
279.84,5.882e+2,3.583e-4,5.882e+2,1.707e-27
279.86,6.756e+2,1.019e-3,6.756e+2,1.701e-27
279.89,7.849e+2,4.537e-3,7.849e+2,1.691e-27
279.91,8.303e+2,1.170e-2,8.303e+2,1.684e-27
279.94,8.425e+2,4.503e-2,8.425e+2,1.674e-27
279.96,8.110e+2,1.054e-1,8.109e+2,1.667e-27
279.99,7.126e+2,3.521e-1,7.122e+2,1.658e-27
280.01,6.233e+2,7.511e-1,6.225e+2,1.651e-27
280.04,4.759e+2,2.186e+0,4.737e+2,1.641e-27
280.06,3.812e+2,4.261e+0,3.769e+2,1.634e-27
280.08,2.974e+2,8.022e+0,2.894e+2,1.628e-27
280.11,2.024e+2,1.944e+1,1.829e+2,1.618e-27
280.13,1.637e+2,3.363e+1,1.301e+2,1.611e-27
280.16,1.477e+2,7.199e+1,7.569e+1,1.601e-27
280.18,1.680e+2,1.149e+2,5.316e+1,1.595e-27
280.21,2.525e+2,2.181e+2,3.435e+1,1.585e-27
280.23,3.503e+2,3.215e+2,2.881e+1,1.578e-27
280.26,5.690e+2,5.422e+2,2.679e+1,1.568e-27
280.28,7.660e+2,7.382e+2,2.780e+1,1.561e-27
280.31,1.134e+3,1.104e+3,3.063e+1,1.552e-27
280.33,1.417e+3,1.385e+3,3.252e+1,1.545e-27
280.36,1.864e+3,1.829e+3,3.455e+1,1.535e-27
280.38,2.147e+3,2.112e+3,3.518e+1,1.528e-27
280.41,2.497e+3,2.462e+3,3.503e+1,1.518e-27
280.43,2.654e+3,2.620e+3,3.428e+1,1.512e-27
280.45,2.738e+3,2.705e+3,3.308e+1,1.505e-27
280.48,2.736e+3,2.705e+3,3.050e+1,1.495e-27
280.5,2.670e+3,2.642e+3,2.830e+1,1.489e-27
280.53,2.540e+3,2.515e+3,2.431e+1,1.479e-27
280.55,2.472e+3,2.450e+3,2.132e+1,1.472e-27
280.58,2.449e+3,2.433e+3,1.661e+1,1.462e-27
280.6,2.497e+3,2.483e+3,1.356e+1,1.456e-27
280.63,2.634e+3,2.624e+3,9.560e+0,1.446e-27
280.65,2.733e+3,2.726e+3,7.512e+0,1.439e-27
280.68,2.820e+3,2.814e+3,5.775e+0,1.429e-27
280.7,2.798e+3,2.792e+3,5.780e+0,1.422e-27
280.73,2.612e+3,2.604e+3,8.156e+0,1.412e-27
280.75,2.392e+3,2.380e+3,1.181e+1,1.406e-27
280.78,1.959e+3,1.938e+3,2.141e+1,1.396e-27
280.8,1.641e+3,1.610e+3,3.111e+1,1.389e-27
280.83,1.183e+3,1.132e+3,5.110e+1,1.379e-27
280.85,9.188e+2,8.510e+2,6.779e+1,1.373e-27
280.87,7.011e+2,6.147e+2,8.643e+1,1.366e-27
280.9,4.657e+2,3.503e+2,1.153e+2,1.356e-27
280.92,3.628e+2,2.299e+2,1.329e+2,1.350e-27
280.95,2.694e+2,1.170e+2,1.524e+2,1.340e-27
280.97,2.359e+2,7.721e+1,1.587e+2,1.333e-27
281,2.165e+2,6.015e+1,1.563e+2,1.323e-27
281.02,2.239e+2,7.686e+1,1.471e+2,1.316e-27
281.05,2.818e+2,1.573e+2,1.244e+2,1.307e-27
281.07,3.708e+2,2.649e+2,1.058e+2,1.300e-27
281.1,6.293e+2,5.524e+2,7.690e+1,1.290e-27
281.12,9.199e+2,8.608e+2,5.909e+1,1.283e-27
281.15,1.591e+3,1.554e+3,3.689e+1,1.273e-27
281.17,2.217e+3,2.192e+3,2.561e+1,1.267e-27
281.2,3.416e+3,3.402e+3,1.373e+1,1.257e-27
281.22,4.345e+3,4.336e+3,8.618e+0,1.250e-27
281.24,5.313e+3,5.308e+3,5.193e+0,1.244e-27
281.27,6.666e+3,6.663e+3,2.255e+0,1.234e-27
281.29,7.373e+3,7.372e+3,1.236e+0,1.227e-27
281.32,7.953e+3,7.953e+3,4.943e-1,1.217e-27
281.34,7.953e+3,7.953e+3,3.064e-1,1.210e-27
281.37,7.372e+3,7.372e+3,3.115e-1,1.201e-27
281.39,6.664e+3,6.663e+3,4.982e-1,1.194e-27
281.42,5.309e+3,5.308e+3,1.182e+0,1.184e-27
281.44,4.338e+3,4.336e+3,2.066e+0,1.177e-27
281.47,2.973e+3,2.968e+3,4.461e+0,1.167e-27
281.49,2.199e+3,2.192e+3,7.092e+0,1.161e-27
281.52,1.302e+3,1.289e+3,1.318e+1,1.151e-27
281.54,8.794e+2,8.605e+2,1.895e+1,1.144e-27
281.57,4.652e+2,4.349e+2,3.028e+1,1.134e-27
281.59,3.017e+2,2.624e+2,3.935e+1,1.128e-27
281.61,2.011e+2,1.520e+2,4.912e+1,1.121e-27
281.64,1.257e+2,6.214e+1,6.352e+1,1.111e-27
281.66,1.042e+2,3.254e+1,7.169e+1,1.105e-27
281.69,9.113e+1,1.143e+1,7.970e+1,1.095e-27
281.71,8.673e+1,5.411e+0,8.132e+1,1.088e-27
281.74,7.935e+1,1.633e+0,7.771e+1,1.078e-27
281.76,7.239e+1,6.989e-1,7.169e+1,1.071e-27
281.79,5.908e+1,1.822e-1,5.890e+1,1.061e-27
