Wavelength (nm),Sum(calc),Mg I (1.1e-1),Mg II (8.9e-1),Mg III (5.4e-4)
218.31,7.889e-35,5.617e-14,,7.889e-35
218.33,1.233e-35,5.615e-14,,1.233e-35
218.36,6.720e-37,5.612e-14,,6.720e-37
218.38,8.876e-38,5.610e-14,,8.876e-38
218.41,3.755e-39,5.606e-14,,3.755e-39
218.43,4.189e-40,5.604e-14,,4.189e-40
218.46,1.376e-41,5.601e-14,,1.376e-41
218.48,1.297e-42,5.599e-14,,1.297e-42
224.63,1.854e-19,4.965e-14,1.854e-19,9.908e-43
224.65,3.350e-18,4.963e-14,3.350e-18,9.898e-43
224.68,1.029e-16,4.960e-14,1.029e-16,9.883e-43
224.7,9.333e-16,4.958e-14,9.333e-16,9.873e-43
224.73,2.265e-14,4.954e-14,2.265e-14,9.858e-43
224.75,1.754e-13,4.952e-14,1.754e-13,9.848e-43
224.77,1.276e-12,4.950e-14,1.276e-12,9.838e-43
224.8,2.224e-11,4.947e-14,2.224e-11,9.823e-43
224.82,1.382e-10,4.945e-14,1.382e-10,9.813e-43
224.85,1.902e-9,4.942e-14,1.902e-9,9.798e-43
224.87,1.010e-8,4.940e-14,1.010e-8,9.788e-43
224.9,1.097e-7,4.937e-14,1.097e-7,9.773e-43
224.92,4.977e-7,4.935e-14,4.977e-7,9.763e-43
224.95,4.271e-6,4.932e-14,4.271e-6,9.749e-43
224.97,1.655e-5,4.930e-14,1.655e-5,9.739e-43
225,1.121e-4,4.927e-14,1.121e-4,9.724e-43
225.02,3.711e-4,4.925e-14,3.711e-4,9.714e-43
225.05,1.985e-3,4.921e-14,1.985e-3,9.699e-43
225.07,5.613e-3,4.919e-14,5.613e-3,9.689e-43
225.1,2.371e-2,4.916e-14,2.371e-2,9.674e-43
225.12,5.728e-2,4.914e-14,5.728e-2,9.664e-43
225.14,1.299e-1,4.912e-14,1.299e-1,9.654e-43
225.17,3.943e-1,4.909e-14,3.943e-1,9.639e-43
225.19,7.640e-1,4.907e-14,7.640e-1,9.629e-43
225.22,1.831e+0,4.904e-14,1.831e+0,9.614e-43
225.24,3.031e+0,4.902e-14,3.031e+0,9.604e-43
225.27,5.735e+0,4.899e-14,5.735e+0,9.589e-43
225.29,8.109e+0,4.897e-14,8.109e+0,9.579e-43
225.32,1.212e+1,4.894e-14,1.212e+1,9.564e-43
225.34,1.464e+1,4.892e-14,1.464e+1,9.554e-43
225.37,1.727e+1,4.888e-14,1.727e+1,9.539e-43
225.39,1.782e+1,4.886e-14,1.782e+1,9.530e-43
225.42,1.660e+1,4.883e-14,1.660e+1,9.515e-43
225.44,1.464e+1,4.881e-14,1.464e+1,9.505e-43
225.47,1.077e+1,4.878e-14,1.077e+1,9.490e-43
225.49,8.109e+0,4.876e-14,8.109e+0,9.480e-43
225.52,4.710e+0,4.873e-14,4.710e+0,9.465e-43
225.54,3.031e+0,4.871e-14,3.031e+0,9.455e-43
225.56,1.831e+0,4.869e-14,1.831e+0,9.445e-43
225.59,7.640e-1,4.866e-14,7.640e-1,9.430e-43
225.61,3.943e-1,4.864e-14,3.943e-1,9.420e-43
225.64,1.299e-1,4.861e-14,1.299e-1,9.405e-43
225.66,5.728e-2,4.859e-14,5.728e-2,9.395e-43
225.69,1.490e-2,4.855e-14,1.490e-2,9.380e-43
225.71,5.613e-3,4.853e-14,5.613e-3,9.370e-43
225.74,1.153e-3,4.850e-14,1.153e-3,9.355e-43
225.76,3.711e-4,4.848e-14,3.711e-4,9.345e-43
225.79,6.019e-5,4.845e-14,6.019e-5,9.330e-43
225.81,1.655e-5,4.843e-14,1.655e-5,9.320e-43
225.84,2.119e-6,4.840e-14,2.119e-6,9.305e-43
225.86,4.977e-7,4.838e-14,4.977e-7,9.296e-43
225.89,5.033e-8,4.835e-14,5.033e-8,9.281e-43
225.91,1.010e-8,4.833e-14,1.010e-8,9.271e-43
225.93,1.902e-9,4.831e-14,1.902e-9,9.261e-43
225.96,1.382e-10,4.828e-14,1.382e-10,9.246e-43
225.98,2.224e-11,4.825e-14,2.224e-11,9.236e-43
226.01,1.276e-12,4.822e-14,1.276e-12,9.221e-43
226.03,1.754e-13,4.820e-14,1.754e-13,9.211e-43
226.06,7.947e-15,4.817e-14,7.947e-15,9.196e-43
226.08,9.333e-16,4.815e-14,9.333e-16,9.186e-43
226.11,3.338e-17,4.812e-14,3.338e-17,9.171e-43
226.13,3.350e-18,4.810e-14,3.350e-18,9.161e-43
232.18,9.033e-19,4.186e-14,9.033e-19,6.149e-43
232.2,8.744e-18,4.184e-14,8.744e-18,6.139e-43
232.23,2.358e-16,4.181e-14,2.358e-16,6.124e-43
232.25,1.970e-15,4.179e-14,1.970e-15,6.114e-43
232.28,4.259e-14,4.176e-14,4.259e-14,6.099e-43
232.3,3.070e-13,4.173e-14,3.070e-13,6.089e-43
232.33,5.321e-12,4.170e-14,5.321e-12,6.075e-43
232.35,3.310e-11,4.168e-14,3.310e-11,6.065e-43
232.38,4.598e-10,4.165e-14,4.598e-10,6.050e-43
232.4,2.468e-9,4.163e-14,2.468e-9,6.040e-43
232.43,2.749e-8,4.160e-14,2.749e-8,6.025e-43
232.45,1.273e-7,4.158e-14,1.273e-7,6.015e-43
232.48,1.137e-6,4.155e-14,1.137e-6,6.000e-43
232.5,4.544e-6,4.153e-14,4.544e-6,5.990e-43
232.52,1.713e-5,4.151e-14,1.713e-5,5.980e-43
232.55,1.122e-4,4.148e-14,1.122e-4,5.965e-43
232.57,3.648e-4,4.146e-14,3.648e-4,5.955e-43
232.6,1.916e-3,4.143e-14,1.916e-3,5.940e-43
232.62,5.376e-3,4.140e-14,5.376e-3,5.930e-43
232.65,2.263e-2,4.137e-14,2.263e-2,5.915e-43
232.67,5.480e-2,4.135e-14,5.480e-2,5.905e-43
232.7,1.849e-1,4.132e-14,1.849e-1,5.890e-43
232.72,3.864e-1,4.130e-14,3.864e-1,5.880e-43
232.75,1.045e+0,4.127e-14,1.045e+0,5.865e-43
232.77,1.885e+0,4.125e-14,1.885e+0,5.856e-43
232.8,4.087e+0,4.122e-14,4.087e+0,5.841e-43
232.82,6.360e+0,4.120e-14,6.360e+0,5.831e-43
232.85,1.105e+1,4.117e-14,1.105e+1,5.816e-43
232.87,1.484e+1,4.115e-14,1.484e+1,5.806e-43
232.89,1.879e+1,4.113e-14,1.879e+1,5.796e-43
232.92,2.397e+1,4.110e-14,2.397e+1,5.781e-43
232.94,2.618e+1,4.107e-14,2.618e+1,5.771e-43
232.97,2.677e+1,4.104e-14,2.677e+1,5.756e-43
232.99,2.524e+1,4.102e-14,2.524e+1,5.746e-43
233.02,2.068e+1,4.099e-14,2.068e+1,5.731e-43
233.04,1.683e+1,4.097e-14,1.683e+1,5.721e-43
233.07,1.105e+1,4.094e-14,1.105e+1,5.706e-43
233.09,7.760e+0,4.092e-14,7.760e+0,5.696e-43
233.12,4.087e+0,4.089e-14,4.087e+0,5.681e-43
233.14,2.476e+0,4.087e-14,2.476e+0,5.671e-43
233.17,1.045e+0,4.084e-14,1.045e+0,5.656e-43
233.19,5.464e-1,4.082e-14,5.464e-1,5.646e-43
233.22,1.849e-1,4.079e-14,1.849e-1,5.631e-43
233.24,8.341e-2,4.077e-14,8.341e-2,5.622e-43
233.27,2.263e-2,4.073e-14,2.263e-2,5.607e-43
233.29,8.809e-3,4.071e-14,8.809e-3,5.597e-43
233.31,3.233e-3,4.069e-14,3.233e-3,5.587e-43
233.34,6.435e-4,4.066e-14,6.435e-4,5.572e-43
233.36,2.038e-4,4.064e-14,2.038e-4,5.562e-43
233.39,3.252e-5,4.061e-14,3.252e-5,5.547e-43
233.41,8.887e-6,4.059e-14,8.887e-6,5.537e-43
233.44,1.137e-6,4.056e-14,1.137e-6,5.522e-43
233.46,2.681e-7,4.054e-14,2.681e-7,5.512e-43
233.49,2.749e-8,4.051e-14,2.749e-8,5.497e-43
233.51,5.594e-9,4.049e-14,5.594e-9,5.487e-43
233.54,4.598e-10,4.046e-14,4.598e-10,5.472e-43
233.56,8.075e-11,4.043e-14,8.075e-11,5.462e-43
233.59,5.321e-12,4.040e-14,5.321e-12,5.447e-43
233.61,8.063e-13,4.038e-14,8.063e-13,5.437e-43
233.64,4.259e-14,4.035e-14,4.259e-14,5.422e-43
233.66,5.570e-15,4.033e-14,5.570e-15,5.412e-43
233.68,6.866e-16,4.031e-14,6.866e-16,5.402e-43
233.71,2.661e-17,4.028e-14,2.661e-17,5.388e-43
233.73,1.167e-18,4.026e-14,1.167e-18,5.378e-43
238.72,2.893e-43,3.511e-14,3.284e-18,2.893e-43
238.74,2.620e-42,3.509e-14,3.292e-18,2.620e-42
238.77,6.430e-41,3.506e-14,3.305e-18,6.430e-41
238.79,5.065e-40,3.504e-14,3.314e-18,5.065e-40
238.82,1.008e-38,3.501e-14,3.326e-18,1.008e-38
238.84,6.909e-38,3.499e-14,3.335e-18,6.909e-38
238.87,1.116e-36,3.496e-14,3.348e-18,1.116e-36
238.89,6.650e-36,3.494e-14,3.356e-18,6.650e-36
238.92,8.714e-35,3.491e-14,3.369e-18,8.714e-35
238.94,4.517e-34,3.488e-14,3.377e-18,4.517e-34
238.97,4.802e-33,3.485e-14,3.390e-18,4.802e-33
238.99,2.165e-32,3.483e-14,3.399e-18,2.165e-32
239.02,1.867e-31,3.480e-14,3.411e-18,1.867e-31
239.04,7.323e-31,3.478e-14,3.420e-18,7.323e-31
239.07,5.123e-30,3.475e-14,3.432e-18,5.123e-30
239.09,1.748e-29,3.473e-14,3.441e-18,1.748e-29
239.11,5.639e-29,3.471e-14,3.449e-18,5.639e-29
239.14,2.944e-28,3.468e-14,3.462e-18,2.944e-28
239.16,8.261e-28,3.466e-14,3.471e-18,8.261e-28
239.19,3.498e-27,3.463e-14,3.483e-18,3.498e-27
239.21,8.540e-27,3.461e-14,3.492e-18,8.540e-27
239.24,2.934e-26,3.458e-14,3.505e-18,2.934e-26
239.26,6.230e-26,3.455e-14,3.513e-18,6.230e-26
239.29,1.736e-25,3.452e-14,3.526e-18,1.736e-25
239.31,3.207e-25,3.450e-14,3.534e-18,3.207e-25
239.34,7.251e-25,3.447e-14,3.547e-18,7.251e-25
239.36,1.165e-24,3.445e-14,3.555e-18,1.165e-24
239.39,2.137e-24,3.442e-14,3.568e-18,2.137e-24
239.41,2.986e-24,3.440e-14,3.577e-18,2.986e-24
239.44,4.443e-24,3.437e-14,3.589e-18,4.443e-24
239.46,5.401e-24,3.435e-14,3.598e-18,5.401e-24
239.48,6.210e-24,3.433e-14,3.606e-18,6.210e-24
239.51,6.894e-24,3.430e-14,3.619e-18,6.894e-24
239.53,6.894e-24,3.428e-14,3.628e-18,6.894e-24
239.56,6.210e-24,3.424e-14,3.640e-18,6.210e-24
239.58,5.401e-24,3.422e-14,3.649e-18,5.401e-24
239.61,3.947e-24,3.419e-14,3.661e-18,3.947e-24
239.63,2.986e-24,3.417e-14,3.670e-18,2.986e-24
239.66,1.770e-24,3.414e-14,3.683e-18,1.770e-24
239.68,1.165e-24,3.412e-14,3.691e-18,1.165e-24
239.71,5.602e-25,3.409e-14,3.704e-18,5.602e-25
239.73,3.207e-25,3.407e-14,3.712e-18,3.207e-25
239.76,1.251e-25,3.404e-14,3.725e-18,1.251e-25
239.78,6.230e-26,3.402e-14,3.734e-18,6.230e-26
239.81,1.972e-26,3.399e-14,3.746e-18,1.972e-26
239.83,8.540e-27,3.397e-14,3.755e-18,8.540e-27
239.86,2.193e-27,3.394e-14,3.768e-18,2.193e-27
239.88,8.261e-28,3.391e-14,3.776e-18,8.261e-28
239.9,2.944e-28,3.389e-14,3.785e-18,2.944e-28
239.93,5.639e-29,3.386e-14,3.797e-18,5.639e-29
239.95,1.748e-29,3.384e-14,3.806e-18,1.748e-29
239.98,2.716e-30,3.381e-14,3.818e-18,2.716e-30
240,7.323e-31,3.379e-14,3.827e-18,7.323e-31
240.03,9.233e-32,3.376e-14,3.840e-18,9.233e-32
240.05,2.165e-32,3.374e-14,3.848e-18,2.165e-32
240.08,2.214e-33,3.371e-14,3.861e-18,2.214e-33
240.1,4.517e-34,3.369e-14,3.869e-18,4.517e-34
240.13,3.748e-35,3.366e-14,3.882e-18,3.748e-35
240.15,6.650e-36,3.364e-14,3.891e-18,6.650e-36
240.18,4.476e-37,3.361e-14,3.903e-18,4.476e-37
240.2,6.909e-38,3.358e-14,3.912e-18,6.909e-38
240.23,3.773e-39,3.355e-14,3.924e-18,3.773e-39
240.25,5.065e-40,3.353e-14,3.933e-18,5.065e-40
240.27,6.430e-41,3.351e-14,3.941e-18,6.430e-41
244.15,5.587e-18,2.951e-14,5.587e-18,2.166e-41
244.17,4.717e-17,2.949e-14,4.717e-17,2.144e-41
244.2,1.047e-15,2.946e-14,1.047e-15,2.111e-41
244.22,7.733e-15,2.944e-14,7.733e-15,2.089e-41
244.25,1.405e-13,2.941e-14,1.405e-13,2.056e-41
244.27,9.085e-13,2.939e-14,9.085e-13,2.034e-41
244.3,1.352e-11,2.935e-14,1.352e-11,2.001e-41
244.32,7.648e-11,2.933e-14,7.648e-11,1.979e-41
244.35,9.316e-10,2.930e-14,9.316e-10,1.946e-41
244.37,4.614e-9,2.928e-14,4.614e-9,1.924e-41
244.4,4.601e-8,2.925e-14,4.601e-8,1.891e-41
244.42,1.994e-7,2.923e-14,1.994e-7,1.869e-41
244.45,1.628e-6,2.920e-14,1.628e-6,1.836e-41
244.47,6.176e-6,2.918e-14,6.176e-6,1.814e-41
244.5,4.129e-5,2.915e-14,4.129e-5,1.781e-41
244.52,1.371e-4,2.913e-14,1.371e-4,1.759e-41
244.54,4.314e-4,2.911e-14,4.314e-4,1.737e-41
244.57,2.180e-3,2.908e-14,2.180e-3,1.704e-41
244.59,6.004e-3,2.906e-14,6.004e-3,1.682e-41
244.62,2.484e-2,2.902e-14,2.484e-2,1.649e-41
244.64,5.987e-2,2.900e-14,5.987e-2,1.627e-41
244.67,2.028e-1,2.897e-14,2.028e-1,1.594e-41
244.69,4.278e-1,2.895e-14,4.278e-1,1.572e-41
244.72,1.186e+0,2.892e-14,1.186e+0,1.539e-41
244.74,2.191e+0,2.890e-14,2.191e+0,1.517e-41
244.77,4.974e+0,2.887e-14,4.974e+0,1.484e-41
244.79,8.038e+0,2.885e-14,8.038e+0,1.462e-41
244.82,1.494e+1,2.882e-14,1.494e+1,1.429e-41
244.84,2.113e+1,2.880e-14,2.113e+1,1.407e-41
244.87,3.216e+1,2.877e-14,3.216e+1,1.374e-41
244.89,3.981e+1,2.875e-14,3.981e+1,1.352e-41
244.91,4.671e+1,2.873e-14,4.671e+1,1.330e-41
244.94,5.373e+1,2.869e-14,5.373e+1,1.297e-41
244.96,5.518e+1,2.867e-14,5.518e+1,1.275e-41
244.99,5.197e+1,2.864e-14,5.197e+1,1.243e-41
245.01,4.671e+1,2.862e-14,4.671e+1,1.221e-41
245.04,3.602e+1,2.859e-14,3.602e+1,1.188e-41
245.06,2.833e+1,2.857e-14,2.833e+1,1.166e-41
245.09,1.789e+1,2.854e-14,1.789e+1,1.133e-41
245.11,1.231e+1,2.852e-14,1.231e+1,1.111e-41
245.14,6.365e+0,2.849e-14,6.365e+0,1.078e-41
245.16,3.835e+0,2.847e-14,3.835e+0,1.056e-41
245.19,1.623e+0,2.844e-14,1.623e+0,1.023e-41
245.21,8.558e-1,2.842e-14,8.558e-1,1.001e-41
245.24,2.965e-1,2.839e-14,2.965e-1,9.677e-42
245.26,1.368e-1,2.836e-14,1.368e-1,9.458e-42
245.28,5.987e-2,2.834e-14,5.987e-2,9.238e-42
245.31,1.568e-2,2.831e-14,1.568e-2,8.908e-42
245.33,6.004e-3,2.829e-14,6.004e-3,8.688e-42
245.36,1.287e-3,2.826e-14,1.287e-3,8.359e-42
245.38,4.314e-4,2.824e-14,4.314e-4,8.139e-42
245.41,7.573e-5,2.821e-14,7.573e-5,7.809e-42
245.43,2.221e-5,2.819e-14,2.221e-5,7.589e-42
245.46,3.192e-6,2.816e-14,3.192e-6,7.259e-42
245.48,8.194e-7,2.814e-14,8.194e-7,7.040e-42
245.51,9.643e-8,2.811e-14,9.643e-8,6.710e-42
245.53,2.166e-8,2.809e-14,2.166e-8,6.490e-42
245.56,2.087e-9,2.806e-14,2.087e-9,6.160e-42
245.58,4.103e-10,2.803e-14,4.103e-10,5.941e-42
245.61,3.237e-11,2.800e-14,3.237e-11,5.611e-42
245.63,5.569e-12,2.798e-14,5.569e-12,5.391e-42
245.66,3.597e-13,2.795e-14,3.597e-13,5.061e-42
245.68,5.417e-14,2.793e-14,5.417e-14,4.842e-42
245.7,7.733e-15,2.791e-14,7.733e-15,4.622e-42
245.73,3.775e-16,2.788e-14,3.775e-16,4.292e-42
245.75,4.717e-17,2.786e-14,4.717e-17,4.072e-42
245.98,1.544e-42,2.762e-14,4.671e-17,1.544e-42
246,1.231e-41,2.760e-14,4.667e-17,1.231e-41
246.03,2.509e-40,2.757e-14,4.661e-17,2.509e-40
246.05,1.753e-39,2.755e-14,4.657e-17,1.753e-39
246.07,1.163e-38,2.753e-14,4.653e-17,1.163e-38
246.1,1.799e-37,2.750e-14,4.647e-17,1.799e-37
246.12,1.046e-36,2.748e-14,4.643e-17,1.046e-36
246.15,1.329e-35,2.745e-14,4.637e-17,1.329e-35
246.17,6.774e-35,2.743e-14,4.633e-17,6.774e-35
246.2,7.066e-34,2.739e-14,4.627e-17,7.066e-34
246.22,3.159e-33,2.737e-14,4.623e-17,3.159e-33
246.25,2.706e-32,2.734e-14,4.617e-17,2.706e-32
246.27,1.061e-31,2.732e-14,4.613e-17,1.061e-31
246.3,7.464e-31,2.729e-14,4.607e-17,7.464e-31
246.32,2.566e-30,2.727e-14,4.603e-17,2.566e-30
246.35,1.482e-29,2.724e-14,4.597e-17,1.482e-29
246.37,4.468e-29,2.722e-14,4.593e-17,4.468e-29
246.4,2.119e-28,2.719e-14,4.587e-17,2.119e-28
246.42,5.602e-28,2.717e-14,4.583e-17,5.602e-28
246.45,2.182e-27,2.714e-14,4.577e-17,2.182e-27
246.47,5.058e-27,2.712e-14,4.573e-17,5.058e-27
246.49,1.112e-26,2.710e-14,4.569e-17,1.112e-26
246.52,3.288e-26,2.706e-14,4.563e-17,3.288e-26
246.54,6.342e-26,2.704e-14,4.559e-17,6.342e-26
246.57,1.539e-25,2.701e-14,4.553e-17,1.539e-25
246.59,2.603e-25,2.699e-14,4.549e-17,2.603e-25
246.62,5.189e-25,2.696e-14,4.543e-17,5.189e-25
246.64,7.695e-25,2.694e-14,4.539e-17,7.695e-25
246.67,1.259e-24,2.691e-14,4.533e-17,1.259e-24
246.69,1.638e-24,2.689e-14,4.529e-17,1.638e-24
246.72,2.201e-24,2.686e-14,4.523e-17,2.201e-24
246.74,2.510e-24,2.684e-14,4.519e-17,2.510e-24
246.77,2.770e-24,2.681e-14,4.513e-17,2.770e-24
246.79,2.770e-24,2.679e-14,4.509e-17,2.770e-24
246.82,2.510e-24,2.676e-14,4.503e-17,2.510e-24
246.84,2.201e-24,2.673e-14,4.499e-17,2.201e-24
246.86,1.831e-24,2.671e-14,4.495e-17,1.831e-24
246.89,1.259e-24,2.668e-14,4.489e-17,1.259e-24
246.91,9.188e-25,2.666e-14,4.485e-17,9.188e-25
246.94,5.189e-25,2.663e-14,4.479e-17,5.189e-25
246.96,3.320e-25,2.661e-14,4.475e-17,3.320e-25
246.99,1.539e-25,2.658e-14,4.469e-17,1.539e-25
247.01,8.636e-26,2.656e-14,4.465e-17,8.636e-26
247.04,3.288e-26,2.653e-14,4.459e-17,3.288e-26
247.06,1.618e-26,2.651e-14,4.455e-17,1.618e-26
247.09,5.058e-27,2.648e-14,4.449e-17,5.058e-27
247.11,2.182e-27,2.646e-14,4.445e-17,2.182e-27
247.14,5.602e-28,2.643e-14,4.439e-17,5.602e-28
247.16,2.119e-28,2.640e-14,4.435e-17,2.119e-28
247.19,4.468e-29,2.637e-14,4.429e-17,4.468e-29
247.21,1.482e-29,2.635e-14,4.425e-17,1.482e-29
247.23,4.665e-30,2.633e-14,4.421e-17,4.665e-30
247.26,7.464e-31,2.630e-14,4.415e-17,7.464e-31
247.28,2.060e-31,2.628e-14,4.411e-17,2.060e-31
247.31,2.706e-32,2.625e-14,4.405e-17,2.706e-32
247.33,6.550e-33,2.623e-14,4.401e-17,6.550e-33
247.36,7.066e-34,2.620e-14,4.395e-17,7.066e-34
247.38,1.500e-34,2.618e-14,4.391e-17,1.500e-34
247.41,1.329e-35,2.615e-14,4.385e-17,1.329e-35
247.43,2.472e-36,2.613e-14,4.381e-17,2.472e-36
247.46,1.799e-37,2.609e-14,4.375e-17,1.799e-37
247.48,2.935e-38,2.607e-14,4.371e-17,2.935e-38
247.51,1.753e-39,2.604e-14,4.365e-17,1.753e-39
247.53,2.509e-40,2.602e-14,4.361e-17,2.509e-40
247.56,1.231e-41,2.599e-14,4.355e-17,1.231e-41
247.58,1.544e-42,2.597e-14,4.351e-17,1.544e-42
248.25,3.789e-46,2.528e-14,4.218e-17,3.789e-46
248.27,2.908e-45,2.526e-14,4.214e-17,2.908e-45
248.3,5.611e-44,2.523e-14,4.208e-17,5.611e-44
248.32,3.785e-43,2.521e-14,4.204e-17,3.785e-43
248.35,6.019e-42,2.518e-14,4.198e-17,6.019e-42
248.37,3.568e-41,2.516e-14,4.194e-17,3.568e-41
248.39,2.009e-40,2.514e-14,4.190e-17,2.009e-40
248.42,2.437e-39,2.510e-14,4.184e-17,2.437e-39
248.44,1.206e-38,2.508e-14,4.180e-17,1.206e-38
248.47,1.206e-37,2.505e-14,4.174e-17,1.206e-37
248.49,5.246e-37,2.503e-14,4.170e-17,5.246e-37
248.52,4.322e-36,2.500e-14,4.164e-17,4.322e-36
248.54,1.653e-35,2.498e-14,4.160e-17,1.653e-35
248.57,1.122e-34,2.495e-14,4.154e-17,1.122e-34
248.59,3.771e-34,2.493e-14,4.150e-17,3.771e-34
248.62,2.110e-33,2.490e-14,4.144e-17,2.110e-33
248.64,6.234e-33,2.488e-14,4.140e-17,6.234e-33
248.67,2.874e-32,2.485e-14,4.134e-17,2.874e-32
248.69,7.465e-32,2.483e-14,4.130e-17,7.465e-32
248.72,2.836e-31,2.479e-14,4.124e-17,2.836e-31
248.74,6.475e-31,2.477e-14,4.120e-17,6.475e-31
248.77,2.028e-30,2.474e-14,4.114e-17,2.028e-30
248.79,4.069e-30,2.472e-14,4.110e-17,4.069e-30
248.81,7.754e-30,2.470e-14,4.106e-17,7.754e-30
248.84,1.852e-29,2.467e-14,4.100e-17,1.852e-29
248.86,3.102e-29,2.465e-14,4.096e-17,3.102e-29
248.89,6.105e-29,2.462e-14,4.090e-17,6.105e-29
248.91,8.990e-29,2.460e-14,4.086e-17,8.990e-29
248.94,1.458e-28,2.457e-14,4.080e-17,1.458e-28
248.96,1.887e-28,2.455e-14,4.076e-17,1.887e-28
248.99,2.523e-28,2.452e-14,4.070e-17,2.523e-28
249.01,2.870e-28,2.450e-14,4.066e-17,2.870e-28
249.04,3.161e-28,2.446e-14,4.060e-17,3.161e-28
249.06,3.161e-28,2.444e-14,4.056e-17,3.161e-28
249.09,2.870e-28,2.441e-14,4.050e-17,2.870e-28
249.11,2.523e-28,2.439e-14,4.046e-17,2.523e-28
249.14,1.887e-28,2.436e-14,4.040e-17,1.887e-28
249.16,1.458e-28,2.434e-14,4.036e-17,1.458e-28
249.18,1.070e-28,2.432e-14,4.032e-17,1.070e-28
249.21,6.105e-29,2.429e-14,4.026e-17,6.105e-29
249.23,3.938e-29,2.427e-14,4.022e-17,3.938e-29
249.26,1.852e-29,2.424e-14,4.016e-17,1.852e-29
249.28,1.050e-29,2.422e-14,4.012e-17,1.050e-29
249.31,4.069e-30,2.419e-14,4.006e-17,4.069e-30
249.33,2.028e-30,2.417e-14,4.002e-17,2.028e-30
249.36,6.475e-31,2.413e-14,3.996e-17,6.475e-31
249.38,2.836e-31,2.411e-14,3.992e-17,2.836e-31
249.41,7.465e-32,2.408e-14,3.986e-17,7.465e-32
249.43,2.874e-32,2.406e-14,3.982e-17,2.874e-32
249.46,6.234e-33,2.403e-14,3.976e-17,6.234e-33
249.48,2.110e-33,2.401e-14,3.972e-17,2.110e-33
249.51,3.771e-34,2.398e-14,3.966e-17,3.771e-34
249.53,1.122e-34,2.396e-14,3.962e-17,1.122e-34
249.55,3.170e-35,2.394e-14,3.958e-17,3.170e-35
249.58,4.322e-36,2.391e-14,3.952e-17,4.322e-36
249.6,1.073e-36,2.389e-14,3.948e-17,1.073e-36
249.63,1.206e-37,2.386e-14,3.942e-17,1.206e-37
249.65,2.632e-38,2.384e-14,3.938e-17,2.632e-38
249.68,2.437e-39,2.380e-14,3.932e-17,2.437e-39
249.7,4.677e-40,2.378e-14,3.928e-17,4.677e-40
249.73,3.568e-41,2.375e-14,3.923e-17,3.568e-41
249.75,6.019e-42,2.373e-14,3.919e-17,6.019e-42
249.78,3.785e-43,2.370e-14,3.913e-17,3.785e-43
249.8,5.611e-44,2.368e-14,3.909e-17,5.611e-44
249.83,2.908e-45,2.365e-14,3.903e-17,2.908e-45
249.85,3.789e-46,2.363e-14,3.899e-17,3.789e-46
249.88,1.618e-47,2.360e-14,3.893e-17,1.618e-47
252.1,4.086e-43,2.131e-14,3.450e-17,4.086e-43
252.12,3.099e-42,2.129e-14,3.446e-17,3.099e-42
252.15,5.893e-41,2.126e-14,3.440e-17,5.893e-41
252.17,3.943e-40,2.124e-14,3.436e-17,3.943e-40
252.2,6.216e-39,2.120e-14,3.430e-17,6.216e-39
252.22,3.671e-38,2.118e-14,3.426e-17,3.671e-38
252.25,4.796e-37,2.115e-14,3.420e-17,4.796e-37
252.27,2.499e-36,2.113e-14,3.416e-17,2.499e-36
252.29,1.239e-35,2.111e-14,3.412e-17,1.239e-35
252.32,1.245e-34,2.108e-14,3.406e-17,1.245e-34
252.34,5.446e-34,2.106e-14,3.402e-17,5.446e-34
252.37,4.536e-33,2.103e-14,3.396e-17,4.536e-33
252.39,1.751e-32,2.101e-14,3.392e-17,1.751e-32
252.42,1.209e-31,2.098e-14,3.386e-17,1.209e-31
252.44,4.118e-31,2.096e-14,3.382e-17,4.118e-31
252.47,2.357e-30,2.093e-14,3.376e-17,2.357e-30
252.49,7.085e-30,2.091e-14,3.372e-17,7.085e-30
252.52,3.361e-29,2.087e-14,3.366e-17,3.361e-29
252.54,8.916e-29,2.085e-14,3.362e-17,8.916e-29
252.57,3.507e-28,2.082e-14,3.356e-17,3.507e-28
252.59,8.208e-28,2.080e-14,3.352e-17,8.208e-28
252.62,2.676e-27,2.077e-14,3.346e-17,2.676e-27
252.64,5.527e-27,2.075e-14,3.342e-17,5.527e-27
252.66,1.086e-26,2.073e-14,3.338e-17,1.086e-26
252.69,2.723e-26,2.070e-14,3.332e-17,2.723e-26
252.71,4.721e-26,2.068e-14,3.328e-17,4.721e-26
252.74,9.812e-26,2.065e-14,3.322e-17,9.812e-26
252.76,1.501e-25,2.063e-14,3.318e-17,1.501e-25
252.79,2.586e-25,2.060e-14,3.312e-17,2.586e-25
252.81,3.492e-25,2.058e-14,3.308e-17,3.492e-25
252.84,4.987e-25,2.054e-14,3.302e-17,4.987e-25
252.86,5.941e-25,2.052e-14,3.298e-17,5.941e-25
252.89,7.034e-25,2.049e-14,3.292e-17,7.034e-25
252.91,7.394e-25,2.047e-14,3.288e-17,7.394e-25
252.94,7.257e-25,2.044e-14,3.282e-17,7.257e-25
252.96,6.732e-25,2.042e-14,3.278e-17,6.732e-25
252.99,5.477e-25,2.039e-14,3.272e-17,5.477e-25
253.01,4.484e-25,2.037e-14,3.268e-17,4.484e-25
253.03,3.492e-25,2.035e-14,3.264e-17,3.492e-25
253.06,2.184e-25,2.032e-14,3.258e-17,2.184e-25
