Wavelength (nm),Sum(calc),Ca I (3.8e-2),Ca II (9.5e-1),Ca III (1.3e-2)
658.62,3.510e-23,6.480e-13,1.067e-13,3.510e-23
658.65,7.324e-23,6.467e-13,1.068e-13,7.324e-23
658.67,1.185e-22,6.459e-13,1.068e-13,1.185e-22
658.7,2.406e-22,6.447e-13,1.068e-13,2.406e-22
658.72,3.822e-22,6.439e-13,1.068e-13,3.822e-22
658.75,7.547e-22,6.427e-13,1.068e-13,7.547e-22
658.77,1.177e-21,6.419e-13,1.068e-13,1.177e-21
658.8,2.262e-21,6.406e-13,1.068e-13,2.262e-21
658.82,3.463e-21,6.398e-13,1.069e-13,3.463e-21
658.85,6.473e-21,6.386e-13,1.069e-13,6.473e-21
658.87,9.731e-21,6.378e-13,1.069e-13,9.731e-21
658.9,1.769e-20,6.366e-13,1.069e-13,1.769e-20
658.92,2.612e-20,6.358e-13,1.069e-13,2.612e-20
658.94,3.827e-20,6.349e-13,1.069e-13,3.827e-20
658.97,6.695e-20,6.337e-13,1.070e-13,6.695e-20
658.99,9.631e-20,6.329e-13,1.070e-13,9.631e-20
659.02,1.639e-19,6.317e-13,1.070e-13,1.639e-19
659.04,2.315e-19,6.309e-13,1.070e-13,2.315e-19
659.07,3.833e-19,6.296e-13,1.070e-13,3.833e-19
659.09,5.315e-19,6.288e-13,1.070e-13,5.315e-19
659.12,8.561e-19,6.276e-13,1.070e-13,8.561e-19
659.14,1.166e-18,6.268e-13,1.071e-13,1.166e-18
659.17,1.826e-18,6.256e-13,1.071e-13,1.826e-18
659.19,2.441e-18,6.248e-13,1.071e-13,2.441e-18
659.22,3.721e-18,6.235e-13,1.071e-13,3.721e-18
659.24,4.884e-18,6.227e-13,1.071e-13,4.884e-18
659.27,7.242e-18,6.215e-13,1.071e-13,7.242e-18
659.29,9.331e-18,6.207e-13,1.071e-13,9.331e-18
659.31,1.193e-17,6.199e-13,1.072e-13,1.193e-17
659.34,1.703e-17,6.187e-13,1.072e-13,1.703e-17
659.36,2.138e-17,6.179e-13,1.072e-13,2.138e-17
659.39,2.968e-17,6.166e-13,1.072e-13,2.968e-17
659.41,3.659e-17,6.158e-13,1.072e-13,3.659e-17
659.44,4.941e-17,6.146e-13,1.072e-13,4.941e-17
659.46,5.981e-17,6.138e-13,1.073e-13,5.981e-17
659.49,7.857e-17,6.126e-13,1.073e-13,7.857e-17
659.51,9.337e-17,6.117e-13,1.073e-13,9.337e-17
659.54,1.193e-16,6.105e-13,1.073e-13,1.193e-16
659.56,1.392e-16,6.097e-13,1.073e-13,1.392e-16
659.59,1.731e-16,6.085e-13,1.073e-13,1.731e-16
659.61,1.983e-16,6.077e-13,1.073e-13,1.983e-16
659.64,2.398e-16,6.065e-13,1.074e-13,2.398e-16
659.66,2.697e-16,6.056e-13,1.074e-13,2.697e-16
659.69,3.173e-16,6.044e-13,1.074e-13,3.173e-16
659.71,3.504e-16,6.036e-13,1.074e-13,3.504e-16
659.73,3.841e-16,6.028e-13,1.074e-13,3.841e-16
659.76,4.348e-16,6.016e-13,1.074e-13,4.348e-16
659.78,4.679e-16,6.008e-13,1.074e-13,4.679e-16
659.81,5.153e-16,5.995e-13,1.075e-13,5.153e-16
659.83,5.445e-16,5.987e-13,1.075e-13,5.445e-16
659.86,5.833e-16,5.975e-13,1.075e-13,5.833e-16
659.88,6.052e-16,5.967e-13,1.075e-13,6.052e-16
659.91,6.307e-16,5.955e-13,1.075e-13,6.307e-16
659.93,6.424e-16,5.947e-13,1.075e-13,6.424e-16
659.96,6.513e-16,5.934e-13,1.076e-13,6.513e-16
659.98,6.513e-16,5.926e-13,1.076e-13,6.513e-16
660.01,6.424e-16,5.914e-13,1.076e-13,6.424e-16
660.03,6.307e-16,5.906e-13,1.076e-13,6.307e-16
660.06,6.052e-16,5.894e-13,1.076e-13,6.052e-16
660.08,5.833e-16,5.886e-13,1.076e-13,5.833e-16
660.1,5.582e-16,5.877e-13,1.076e-13,5.582e-16
660.13,5.153e-16,5.865e-13,1.077e-13,5.153e-16
660.15,4.841e-16,5.857e-13,1.077e-13,4.841e-16
660.18,4.348e-16,5.845e-13,1.077e-13,4.348e-16
660.2,4.010e-16,5.837e-13,1.077e-13,4.010e-16
660.23,3.504e-16,5.825e-13,1.077e-13,3.504e-16
660.25,3.173e-16,5.816e-13,1.077e-13,3.173e-16
660.28,2.697e-16,5.804e-13,1.078e-13,2.697e-16
660.3,2.398e-16,5.796e-13,1.078e-13,2.398e-16
660.33,1.983e-16,5.784e-13,1.078e-13,1.983e-16
660.35,1.731e-16,5.776e-13,1.078e-13,1.731e-16
660.38,1.392e-16,5.764e-13,1.078e-13,1.392e-16
660.4,1.193e-16,5.755e-13,1.078e-13,1.193e-16
660.43,9.337e-17,5.743e-13,1.078e-13,9.337e-17
660.45,7.857e-17,5.735e-13,1.079e-13,7.857e-17
660.48,5.981e-17,5.723e-13,1.079e-13,5.981e-17
660.5,4.941e-17,5.715e-13,1.079e-13,4.941e-17
660.52,4.052e-17,5.707e-13,1.079e-13,4.052e-17
660.55,2.968e-17,5.694e-13,1.079e-13,2.968e-17
660.57,2.390e-17,5.686e-13,1.079e-13,2.390e-17
660.6,1.703e-17,5.674e-13,1.079e-13,1.703e-17
660.62,1.346e-17,5.666e-13,1.080e-13,1.346e-17
660.65,9.331e-18,5.654e-13,1.080e-13,9.331e-18
660.67,7.242e-18,5.646e-13,1.080e-13,7.242e-18
660.7,4.884e-18,5.633e-13,1.080e-13,4.884e-18
660.72,3.721e-18,5.625e-13,1.080e-13,3.721e-18
660.75,2.441e-18,5.613e-13,1.080e-13,2.441e-18
660.77,1.826e-18,5.605e-13,1.081e-13,1.826e-18
660.8,1.166e-18,5.593e-13,1.081e-13,1.166e-18
660.82,8.561e-19,5.585e-13,1.081e-13,8.561e-19
660.85,5.315e-19,5.572e-13,1.081e-13,5.315e-19
660.87,3.833e-19,5.564e-13,1.081e-13,3.833e-19
660.89,2.744e-19,5.556e-13,1.081e-13,2.744e-19
660.92,1.639e-19,5.544e-13,1.081e-13,1.639e-19
660.94,1.152e-19,5.536e-13,1.082e-13,1.152e-19
660.97,6.695e-20,5.524e-13,1.082e-13,6.695e-20
660.99,4.620e-20,5.515e-13,1.082e-13,4.620e-20
661.02,2.612e-20,5.503e-13,1.082e-13,2.612e-20
661.04,1.769e-20,5.495e-13,1.082e-13,1.769e-20
661.07,9.731e-21,5.483e-13,1.082e-13,9.731e-21
661.09,6.473e-21,5.475e-13,1.082e-13,6.473e-21
661.12,3.463e-21,5.463e-13,1.083e-13,3.463e-21
661.14,2.262e-21,5.454e-13,1.083e-13,2.262e-21
661.17,1.177e-21,5.442e-13,1.083e-13,1.177e-21
661.19,7.547e-22,5.434e-13,1.083e-13,7.547e-22
661.22,3.822e-22,5.422e-13,1.083e-13,3.822e-22
661.24,2.406e-22,5.414e-13,1.083e-13,2.406e-22
661.27,1.185e-22,5.402e-13,1.084e-13,1.185e-22
661.29,7.324e-23,5.393e-13,1.084e-13,7.324e-23
661.31,4.493e-23,5.385e-13,1.084e-13,4.493e-23
661.34,2.130e-23,5.373e-13,1.084e-13,2.130e-23
661.36,1.283e-23,5.365e-13,1.084e-13,1.283e-23
661.39,5.914e-24,5.353e-13,1.084e-13,5.914e-24
661.41,3.498e-24,5.345e-13,1.084e-13,3.498e-24
661.44,1.569e-24,5.332e-13,1.085e-13,1.569e-24
661.46,9.109e-25,5.324e-13,1.085e-13,9.109e-25
661.49,3.975e-25,5.312e-13,1.085e-13,3.975e-25
661.51,2.266e-25,5.304e-13,1.085e-13,2.266e-25
661.54,9.618e-26,5.292e-13,1.085e-13,9.618e-26
661.56,5.383e-26,5.284e-13,1.085e-13,5.383e-26
661.59,2.223e-26,5.271e-13,1.086e-13,2.223e-26
661.61,1.221e-26,5.263e-13,1.086e-13,1.221e-26
661.64,4.907e-27,5.251e-13,1.086e-13,4.907e-27
661.66,2.647e-27,5.243e-13,1.086e-13,2.647e-27
661.68,1.418e-27,5.235e-13,1.086e-13,1.418e-27
661.71,5.480e-28,5.223e-13,1.086e-13,5.480e-28
661.73,2.881e-28,5.214e-13,1.086e-13,2.881e-28
661.76,1.084e-28,5.202e-13,1.087e-13,1.084e-28
661.78,5.593e-29,5.194e-13,1.087e-13,5.593e-29
661.81,2.046e-29,5.182e-13,1.087e-13,2.046e-29
661.83,1.037e-29,5.174e-13,1.087e-13,1.037e-29
661.86,3.691e-30,5.162e-13,1.087e-13,3.691e-30
661.88,1.836e-30,5.153e-13,1.087e-13,1.836e-30
661.91,6.358e-31,5.141e-13,1.088e-13,6.358e-31
661.93,3.106e-31,5.133e-13,1.088e-13,3.106e-31
661.96,1.046e-31,5.121e-13,1.088e-13,1.046e-31
669.73,1.960e-13,1.960e-13,1.135e-13,8.873e-32
669.76,5.754e-13,5.754e-13,1.136e-13,8.867e-32
669.78,1.169e-12,1.169e-12,1.136e-13,8.863e-32
669.81,3.343e-12,3.343e-12,1.136e-13,8.857e-32
669.83,6.674e-12,6.674e-12,1.136e-13,8.853e-32
669.86,1.858e-11,1.858e-11,1.136e-13,8.847e-32
669.88,3.644e-11,3.644e-11,1.136e-13,8.843e-32
669.91,9.877e-11,9.877e-11,1.137e-13,8.837e-32
669.93,1.903e-10,1.903e-10,1.137e-13,8.832e-32
669.95,3.641e-10,3.641e-10,1.137e-13,8.828e-32
669.98,9.510e-10,9.510e-10,1.137e-13,8.822e-32
670,1.788e-9,1.788e-9,1.137e-13,8.818e-32
670.03,4.546e-9,4.546e-9,1.137e-13,8.812e-32
670.05,8.394e-9,8.394e-9,1.137e-13,8.808e-32
670.08,2.079e-8,2.079e-8,1.138e-13,8.802e-32
670.1,3.771e-8,3.771e-8,1.138e-13,8.798e-32
670.13,9.094e-8,9.094e-8,1.138e-13,8.792e-32
670.15,1.621e-7,1.621e-7,1.138e-13,8.788e-32
670.18,3.806e-7,3.806e-7,1.138e-13,8.781e-32
670.2,6.664e-7,6.664e-7,1.138e-13,8.777e-32
670.23,1.524e-6,1.524e-6,1.138e-13,8.771e-32
670.25,2.621e-6,2.621e-6,1.139e-13,8.767e-32
670.28,5.836e-6,5.836e-6,1.139e-13,8.761e-32
670.3,9.862e-6,9.862e-6,1.139e-13,8.757e-32
670.33,2.138e-5,2.138e-5,1.139e-13,8.751e-32
670.35,3.550e-5,3.550e-5,1.139e-13,8.747e-32
670.37,5.852e-5,5.852e-5,1.139e-13,8.743e-32
670.4,1.222e-4,1.222e-4,1.140e-13,8.736e-32
670.42,1.980e-4,1.980e-4,1.140e-13,8.732e-32
670.45,4.027e-4,4.027e-4,1.140e-13,8.726e-32
670.47,6.408e-4,6.408e-4,1.140e-13,8.722e-32
670.5,1.269e-3,1.269e-3,1.140e-13,8.716e-32
670.52,1.984e-3,1.984e-3,1.140e-13,8.712e-32
670.55,3.826e-3,3.826e-3,1.140e-13,8.706e-32
670.57,5.876e-3,5.876e-3,1.141e-13,8.702e-32
670.6,1.104e-2,1.104e-2,1.141e-13,8.696e-32
670.62,1.665e-2,1.665e-2,1.141e-13,8.691e-32
670.65,3.045e-2,3.045e-2,1.141e-13,8.685e-32
670.67,4.513e-2,4.513e-2,1.141e-13,8.681e-32
670.7,8.037e-2,8.037e-2,1.141e-13,8.675e-32
670.72,1.170e-1,1.170e-1,1.141e-13,8.671e-32
670.74,1.692e-1,1.692e-1,1.142e-13,8.667e-32
670.77,2.903e-1,2.903e-1,1.142e-13,8.661e-32
670.79,4.124e-1,4.124e-1,1.142e-13,8.657e-32
670.82,6.890e-1,6.890e-1,1.142e-13,8.651e-32
670.84,9.615e-1,9.615e-1,1.142e-13,8.647e-32
670.87,1.564e+0,1.564e+0,1.142e-13,8.640e-32
670.89,2.144e+0,2.144e+0,1.143e-13,8.636e-32
670.92,3.397e+0,3.397e+0,1.143e-13,8.630e-32
670.94,4.576e+0,4.576e+0,1.143e-13,8.626e-32
670.97,7.058e+0,7.058e+0,1.143e-13,8.620e-32
670.99,9.340e+0,9.340e+0,1.143e-13,8.616e-32
671.02,1.403e+1,1.403e+1,1.143e-13,8.610e-32
671.04,1.824e+1,1.824e+1,1.143e-13,8.606e-32
671.07,2.668e+1,2.668e+1,1.144e-13,8.600e-32
671.09,3.407e+1,3.407e+1,1.144e-13,8.595e-32
671.12,4.852e+1,4.852e+1,1.144e-13,8.589e-32
671.14,6.088e+1,6.088e+1,1.144e-13,8.585e-32
671.16,7.585e+1,7.585e+1,1.144e-13,8.581e-32
671.19,1.041e+2,1.041e+2,1.144e-13,8.575e-32
671.21,1.274e+2,1.274e+2,1.144e-13,8.571e-32
671.24,1.702e+2,1.702e+2,1.145e-13,8.565e-32
671.26,2.047e+2,2.047e+2,1.145e-13,8.561e-32
671.29,2.663e+2,2.663e+2,1.145e-13,8.555e-32
671.31,3.146e+2,3.146e+2,1.145e-13,8.550e-32
671.34,3.987e+2,3.987e+2,1.145e-13,8.544e-32
671.36,4.627e+2,4.627e+2,1.145e-13,8.540e-32
671.39,5.708e+2,5.708e+2,1.146e-13,8.534e-32
671.41,6.509e+2,6.509e+2,1.146e-13,8.530e-32
671.44,7.819e+2,7.819e+2,1.146e-13,8.524e-32
671.46,8.759e+2,8.759e+2,1.146e-13,8.520e-32
671.49,1.025e+3,1.025e+3,1.146e-13,8.514e-32
671.51,1.128e+3,1.128e+3,1.146e-13,8.510e-32
671.53,1.232e+3,1.232e+3,1.146e-13,8.506e-32
671.56,1.389e+3,1.389e+3,1.147e-13,8.499e-32
671.58,1.491e+3,1.491e+3,1.147e-13,8.495e-32
671.61,1.636e+3,1.636e+3,1.147e-13,8.489e-32
671.63,1.726e+3,1.726e+3,1.147e-13,8.485e-32
671.66,1.844e+3,1.844e+3,1.147e-13,8.479e-32
671.68,1.911e+3,1.911e+3,1.147e-13,8.475e-32
671.71,1.988e+3,1.988e+3,1.148e-13,8.469e-32
671.73,2.024e+3,2.024e+3,1.148e-13,8.465e-32
671.76,2.051e+3,2.051e+3,1.148e-13,8.458e-32
671.78,2.051e+3,2.051e+3,1.148e-13,8.454e-32
671.81,2.024e+3,2.024e+3,1.148e-13,8.448e-32
671.83,1.988e+3,1.988e+3,1.148e-13,8.444e-32
671.86,1.911e+3,1.911e+3,1.148e-13,8.438e-32
671.88,1.844e+3,1.844e+3,1.149e-13,8.434e-32
671.91,1.726e+3,1.726e+3,1.149e-13,8.428e-32
671.93,1.636e+3,1.636e+3,1.149e-13,8.424e-32
671.95,1.540e+3,1.540e+3,1.149e-13,8.420e-32
671.98,1.389e+3,1.389e+3,1.149e-13,8.414e-32
672,1.285e+3,1.285e+3,1.149e-13,8.409e-32
672.03,1.128e+3,1.128e+3,1.149e-13,8.403e-32
672.05,1.025e+3,1.025e+3,1.150e-13,8.399e-32
672.08,8.759e+2,8.759e+2,1.150e-13,8.393e-32
672.1,7.819e+2,7.819e+2,1.150e-13,8.389e-32
672.13,6.509e+2,6.509e+2,1.150e-13,8.383e-32
672.15,5.708e+2,5.708e+2,1.150e-13,8.379e-32
672.18,4.627e+2,4.627e+2,1.150e-13,8.373e-32
672.2,3.987e+2,3.987e+2,1.151e-13,8.369e-32
672.23,3.146e+2,3.146e+2,1.151e-13,8.362e-32
672.25,2.663e+2,2.663e+2,1.151e-13,8.358e-32
672.28,2.047e+2,2.047e+2,1.151e-13,8.352e-32
672.3,1.702e+2,1.702e+2,1.151e-13,8.348e-32
672.32,1.406e+2,1.406e+2,1.151e-13,8.344e-32
672.35,1.041e+2,1.041e+2,1.151e-13,8.338e-32
672.37,8.444e+1,8.444e+1,1.152e-13,8.334e-32
672.4,6.088e+1,6.088e+1,1.152e-13,8.328e-32
672.42,4.852e+1,4.852e+1,1.152e-13,8.324e-32
672.45,3.407e+1,3.407e+1,1.152e-13,8.317e-32
672.47,2.668e+1,2.668e+1,1.152e-13,8.313e-32
672.5,1.824e+1,1.824e+1,1.152e-13,8.307e-32
672.52,1.403e+1,1.403e+1,1.153e-13,8.303e-32
672.55,9.340e+0,9.340e+0,1.153e-13,8.297e-32
672.57,7.058e+0,7.058e+0,1.153e-13,8.293e-32
672.6,4.576e+0,4.576e+0,1.153e-13,8.287e-32
672.62,3.397e+0,3.397e+0,1.153e-13,8.283e-32
672.65,2.144e+0,2.144e+0,1.153e-13,8.277e-32
672.67,1.564e+0,1.564e+0,1.153e-13,8.273e-32
672.7,9.615e-1,9.615e-1,1.154e-13,8.266e-32
672.72,6.890e-1,6.890e-1,1.154e-13,8.262e-32
672.74,4.902e-1,4.902e-1,1.154e-13,8.258e-32
672.77,2.903e-1,2.903e-1,1.154e-13,8.252e-32
672.79,2.029e-1,2.029e-1,1.154e-13,8.248e-32
672.82,1.170e-1,1.170e-1,1.154e-13,8.242e-32
672.84,8.037e-2,8.037e-2,1.154e-13,8.238e-32
672.87,4.513e-2,4.513e-2,1.155e-13,8.232e-32
672.89,3.045e-2,3.045e-2,1.155e-13,8.228e-32
672.92,1.665e-2,1.665e-2,1.155e-13,8.221e-32
672.94,1.104e-2,1.104e-2,1.155e-13,8.217e-32
672.97,5.876e-3,5.876e-3,1.155e-13,8.211e-32
672.99,3.826e-3,3.826e-3,1.155e-13,8.207e-32
673.02,1.984e-3,1.984e-3,1.156e-13,8.201e-32
673.04,1.269e-3,1.269e-3,1.156e-13,8.197e-32
673.07,6.408e-4,6.408e-4,1.156e-13,8.191e-32
673.09,4.027e-4,4.027e-4,1.156e-13,8.187e-32
673.11,2.513e-4,2.513e-4,1.156e-13,8.183e-32
673.14,1.222e-4,1.222e-4,1.156e-13,8.176e-32
673.16,7.494e-5,7.494e-5,1.156e-13,8.172e-32
673.19,3.550e-5,3.550e-5,1.157e-13,8.166e-32
673.21,2.138e-5,2.138e-5,1.157e-13,8.162e-32
673.24,9.862e-6,9.862e-6,1.157e-13,8.156e-32
673.26,5.836e-6,5.836e-6,1.157e-13,8.152e-32
673.29,2.621e-6,2.621e-6,1.157e-13,8.146e-32
673.31,1.524e-6,1.524e-6,1.157e-13,8.142e-32
673.34,6.664e-7,6.664e-7,1.158e-13,8.136e-32
673.36,3.806e-7,3.806e-7,1.158e-13,8.132e-32
673.39,1.621e-7,1.621e-7,1.158e-13,8.125e-32
673.41,9.094e-8,9.094e-8,1.158e-13,8.121e-32
673.44,3.771e-8,3.771e-8,1.158e-13,8.115e-32
673.46,2.079e-8,2.079e-8,1.158e-13,8.111e-32
673.49,8.394e-9,8.394e-9,1.158e-13,8.105e-32
673.51,4.546e-9,4.546e-9,1.159e-13,8.101e-32
673.53,2.444e-9,2.444e-9,1.159e-13,8.097e-32
673.56,9.510e-10,9.510e-10,1.159e-13,8.091e-32
673.58,5.023e-10,5.023e-10,1.159e-13,8.087e-32
673.61,1.903e-10,1.903e-10,1.159e-13,8.080e-32
673.63,9.877e-11,9.877e-11,1.159e-13,8.076e-32
673.66,3.644e-11,3.644e-11,1.159e-13,8.070e-32
673.68,1.858e-11,1.858e-11,1.160e-13,8.066e-32
673.71,6.674e-12,6.674e-12,1.160e-13,8.060e-32
673.73,3.343e-12,3.343e-12,1.160e-13,8.056e-32
673.76,1.169e-12,1.169e-12,1.160e-13,8.050e-32
673.78,5.754e-13,5.754e-13,1.160e-13,8.046e-32
673.81,1.960e-13,1.960e-13,1.160e-13,8.040e-32
704.32,1.804e-32,,1.347e-13,1.804e-32
704.34,3.583e-32,,1.347e-13,3.583e-32
704.37,9.906e-32,,1.348e-13,9.906e-32
704.39,1.936e-31,,1.348e-13,1.936e-31
704.42,5.225e-31,,1.348e-13,5.225e-31
704.44,1.005e-30,,1.348e-13,1.005e-30
704.47,2.648e-30,,1.348e-13,2.648e-30
704.49,5.012e-30,,1.348e-13,5.012e-30
704.52,1.289e-29,,1.348e-13,1.289e-29
704.54,2.401e-29,,1.349e-13,2.401e-29
704.57,6.031e-29,,1.349e-13,6.031e-29
704.59,1.105e-28,,1.349e-13,1.105e-28
704.62,2.710e-28,,1.349e-13,2.710e-28
704.64,4.888e-28,,1.349e-13,4.888e-28
704.66,8.761e-28,,1.349e-13,8.761e-28
704.69,2.077e-27,,1.350e-13,2.077e-27
704.71,3.663e-27,,1.350e-13,3.663e-27
704.74,8.477e-27,,1.350e-13,8.477e-27
704.76,1.471e-26,,1.350e-13,1.471e-26
704.79,3.324e-26,,1.350e-13,3.324e-26
704.81,5.678e-26,,1.350e-13,5.678e-26
704.84,1.252e-25,,1.350e-13,1.252e-25
704.86,2.105e-25,,1.351e-13,2.105e-25
704.89,4.533e-25,,1.351e-13,4.533e-25
704.91,7.498e-25,,1.351e-13,7.498e-25
704.94,1.576e-24,,1.351e-13,1.576e-24
704.96,2.566e-24,,1.351e-13,2.566e-24
704.99,5.265e-24,,1.351e-13,5.265e-24
705.01,8.435e-24,,1.351e-13,8.435e-24
705.03,1.343e-23,,1.352e-13,1.343e-23
705.06,2.664e-23,,1.352e-13,2.664e-23
705.08,4.173e-23,,1.352e-13,4.173e-23
705.11,8.084e-23,,1.352e-13,8.084e-23
705.13,1.246e-22,,1.352e-13,1.246e-22
705.16,2.356e-22,,1.352e-13,2.356e-22
705.18,3.575e-22,,1.353e-13,3.575e-22
705.21,6.600e-22,,1.353e-13,6.600e-22
705.23,9.853e-22,,1.353e-13,9.853e-22
705.26,1.776e-21,,1.353e-13,1.776e-21
705.28,2.609e-21,,1.353e-13,2.609e-21
705.31,4.590e-21,,1.353e-13,4.590e-21
705.33,6.636e-21,,1.353e-13,6.636e-21
705.36,1.140e-20,,1.354e-13,1.140e-20
705.38,1.622e-20,,1.354e-13,1.622e-20
705.41,2.720e-20,,1.354e-13,2.720e-20
705.43,3.808e-20,,1.354e-13,3.808e-20
705.45,5.298e-20,,1.354e-13,5.298e-20
705.48,8.590e-20,,1.354e-13,8.590e-20
705.5,1.176e-19,,1.354e-13,1.176e-19
705.53,1.861e-19,,1.355e-13,1.861e-19
705.55,2.508e-19,,1.355e-13,2.508e-19
705.58,3.876e-19,,1.355e-13,3.876e-19
705.6,5.139e-19,,1.355e-13,5.139e-19
705.63,7.752e-19,,1.355e-13,7.752e-19
705.65,1.011e-18,,1.355e-13,1.011e-18
705.68,1.490e-18,,1.356e-13,1.490e-18
705.7,1.913e-18,,1.356e-13,1.913e-18
705.73,2.750e-18,,1.356e-13,2.750e-18
705.75,3.475e-18,,1.356e-13,3.475e-18
705.78,4.878e-18,,1.356e-13,4.878e-18
705.8,6.066e-18,,1.356e-13,6.066e-18
705.82,7.495e-18,,1.356e-13,7.495e-18
705.85,1.017e-17,,1.357e-13,1.017e-17
705.87,1.237e-17,,1.357e-13,1.237e-17
705.9,1.639e-17,,1.357e-13,1.639e-17
705.92,1.961e-17,,1.357e-13,1.961e-17
705.95,2.536e-17,,1.357e-13,2.536e-17
705.97,2.986e-17,,1.357e-13,2.986e-17
706,3.771e-17,,1.358e-13,3.771e-17
706.02,4.370e-17,,1.358e-13,4.370e-17
706.05,5.387e-17,,1.358e-13,5.387e-17
706.07,6.143e-17,,1.358e-13,6.143e-17
706.1,7.393e-17,,1.358e-13,7.393e-17
706.12,8.297e-17,,1.358e-13,8.297e-17
706.15,9.748e-17,,1.358e-13,9.748e-17
706.17,1.077e-16,,1.359e-13,1.077e-16
706.2,1.235e-16,,1.359e-13,1.235e-16
706.22,1.342e-16,,1.359e-13,1.342e-16
706.24,1.449e-16,,1.359e-13,1.449e-16
706.27,1.607e-16,,1.359e-13,1.607e-16
706.29,1.708e-16,,1.359e-13,1.708e-16
706.32,1.849e-16,,1.360e-13,1.849e-16
706.34,1.934e-16,,1.360e-13,1.934e-16
706.37,2.044e-16,,1.360e-13,2.044e-16
706.39,2.104e-16,,1.360e-13,2.104e-16
706.42,2.171e-16,,1.360e-13,2.171e-16
706.44,2.199e-16,,1.360e-13,2.199e-16
706.47,2.215e-16,,1.360e-13,2.215e-16
706.49,2.208e-16,,1.361e-13,2.208e-16
706.52,2.171e-16,,1.361e-13,2.171e-16
706.54,2.129e-16,,1.361e-13,2.129e-16
706.57,2.044e-16,,1.361e-13,2.044e-16
706.59,1.973e-16,,1.361e-13,1.973e-16
706.61,1.893e-16,,1.361e-13,1.893e-16
706.64,1.757e-16,,1.361e-13,1.757e-16
706.66,1.658e-16,,1.362e-13,1.658e-16
706.69,1.503e-16,,1.362e-13,1.503e-16
706.71,1.396e-16,,1.362e-13,1.396e-16
706.74,1.235e-16,,1.362e-13,1.235e-16
706.76,1.129e-16,,1.362e-13,1.129e-16
706.79,9.748e-17,,1.362e-13,9.748e-17
706.81,8.769e-17,,1.363e-13,8.769e-17
706.84,7.393e-17,,1.363e-13,7.393e-17
706.86,6.545e-17,,1.363e-13,6.545e-17
706.89,5.387e-17,,1.363e-13,5.387e-17
706.91,4.693e-17,,1.363e-13,4.693e-17
706.94,3.771e-17,,1.363e-13,3.771e-17
706.96,3.233e-17,,1.363e-13,3.233e-17
706.99,2.536e-17,,1.364e-13,2.536e-17
707.01,2.140e-17,,1.364e-13,2.140e-17
707.03,1.794e-17,,1.364e-13,1.794e-17
707.06,1.361e-17,,1.364e-13,1.361e-17
707.08,1.122e-17,,1.364e-13,1.122e-17
707.11,8.311e-18,,1.364e-13,8.311e-18
707.13,6.748e-18,,1.364e-13,6.748e-18
707.16,4.878e-18,,1.365e-13,4.878e-18
707.18,3.897e-18,,1.365e-13,3.897e-18
707.21,2.750e-18,,1.365e-13,2.750e-18
707.23,2.162e-18,,1.365e-13,2.162e-18
707.26,1.490e-18,,1.365e-13,1.490e-18
707.28,1.153e-18,,1.365e-13,1.153e-18
707.31,7.752e-19,,1.366e-13,7.752e-19
707.33,5.903e-19,,1.366e-13,5.903e-19
707.36,3.876e-19,,1.366e-13,3.876e-19
707.38,2.904e-19,,1.366e-13,2.904e-19
707.4,2.162e-19,,1.366e-13,2.162e-19
707.43,1.373e-19,,1.366e-13,1.373e-19
707.45,1.006e-19,,1.366e-13,1.006e-19
707.48,6.234e-20,,1.367e-13,6.234e-20
707.5,4.495e-20,,1.367e-13,4.495e-20
707.53,2.720e-20,,1.367e-13,2.720e-20
707.55,1.930e-20,,1.367e-13,1.930e-20
707.58,1.140e-20,,1.367e-13,1.140e-20
707.6,7.960e-21,,1.367e-13,7.960e-21
707.63,4.590e-21,,1.368e-13,4.590e-21
707.65,3.155e-21,,1.368e-13,3.155e-21
707.68,1.776e-21,,1.368e-13,1.776e-21
707.7,1.201e-21,,1.368e-13,1.201e-21
707.73,6.600e-22,,1.368e-13,6.600e-22
707.75,4.392e-22,,1.368e-13,4.392e-22
707.78,2.356e-22,,1.368e-13,2.356e-22
707.8,1.543e-22,,1.369e-13,1.543e-22
707.82,1.004e-22,,1.369e-13,1.004e-22
707.85,5.210e-23,,1.369e-13,5.210e-23
707.87,3.337e-23,,1.369e-13,3.337e-23
707.9,1.690e-23,,1.369e-13,1.690e-23
707.92,1.065e-23,,1.369e-13,1.065e-23
707.95,5.265e-24,,1.369e-13,5.265e-24
707.97,3.266e-24,,1.370e-13,3.266e-24
708,1.576e-24,,1.370e-13,1.576e-24
708.02,9.620e-25,,1.370e-13,9.620e-25
708.05,4.533e-25,,1.370e-13,4.533e-25
708.07,2.723e-25,,1.370e-13,2.723e-25
708.1,1.252e-25,,1.370e-13,1.252e-25
708.12,7.403e-26,,1.371e-13,7.403e-26
708.15,3.324e-26,,1.371e-13,3.324e-26
708.17,1.934e-26,,1.371e-13,1.934e-26
708.19,1.118e-26,,1.371e-13,1.118e-26
708.22,4.853e-27,,1.371e-13,4.853e-27
708.24,2.760e-27,,1.371e-13,2.760e-27
708.27,1.170e-27,,1.371e-13,1.170e-27
708.29,6.549e-28,,1.372e-13,6.549e-28
708.32,2.710e-28,,1.372e-13,2.710e-28
708.34,1.493e-28,,1.372e-13,1.493e-28
708.37,6.031e-29,,1.372e-13,6.031e-29
