Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
378.17,3.940e+1,3.940e+1,,2.091e-25
378.18,7.337e+1,7.337e+1,,2.091e-25
378.19,1.319e+2,1.319e+2,,2.092e-25
378.2,2.291e+2,2.291e+2,,2.092e-25
378.21,3.842e+2,3.842e+2,,2.092e-25
378.22,6.221e+2,6.221e+2,,2.092e-25
378.23,9.728e+2,9.728e+2,,2.092e-25
378.24,1.469e+3,1.469e+3,,2.093e-25
378.249,2.066e+3,2.066e+3,,2.093e-25
378.259,2.920e+3,2.920e+3,,2.093e-25
378.269,3.984e+3,3.984e+3,,2.093e-25
378.279,5.250e+3,5.250e+3,,2.093e-25
378.289,6.681e+3,6.681e+3,,2.094e-25
378.299,8.210e+3,8.210e+3,,2.094e-25
378.309,9.742e+3,9.742e+3,,2.094e-25
378.319,1.116e+4,1.116e+4,,2.094e-25
378.329,1.235e+4,1.235e+4,,2.095e-25
378.339,1.320e+4,1.320e+4,,2.095e-25
378.349,1.362e+4,1.362e+4,,2.095e-25
378.359,1.358e+4,1.358e+4,,2.095e-25
378.369,1.306e+4,1.306e+4,,2.095e-25
378.379,1.214e+4,1.214e+4,,2.096e-25
378.389,1.089e+4,1.089e+4,,2.096e-25
378.399,9.441e+3,9.441e+3,,2.096e-25
378.409,7.900e+3,7.900e+3,,2.096e-25
378.419,6.384e+3,6.384e+3,,2.096e-25
378.429,4.982e+3,4.982e+3,,2.097e-25
378.439,3.754e+3,3.754e+3,,2.097e-25
378.449,2.732e+3,2.732e+3,,2.097e-25
378.459,1.920e+3,1.920e+3,,2.097e-25
378.468,1.357e+3,1.357e+3,,2.098e-25
378.478,8.921e+2,8.921e+2,,2.098e-25
378.488,5.665e+2,5.665e+2,,2.098e-25
378.498,3.474e+2,3.474e+2,,2.098e-25
378.508,2.057e+2,2.057e+2,,2.098e-25
378.518,1.177e+2,1.177e+2,,2.099e-25
378.528,6.497e+1,6.497e+1,,2.099e-25
378.538,3.465e+1,3.465e+1,,2.099e-25
378.548,1.784e+1,1.784e+1,,2.099e-25
378.558,8.873e+0,8.873e+0,,2.099e-25
378.568,4.261e+0,4.261e+0,,2.100e-25
378.578,1.976e+0,1.976e+0,,2.100e-25
378.588,8.850e-1,8.850e-1,,2.100e-25
378.598,3.827e-1,3.827e-1,,2.100e-25
378.608,1.598e-1,1.598e-1,,2.101e-25
378.618,6.445e-2,6.445e-2,,2.101e-25
378.628,2.510e-2,2.510e-2,,2.101e-25
378.638,9.439e-3,9.439e-3,,2.101e-25
378.648,3.428e-3,3.428e-3,,2.101e-25
378.658,1.202e-3,1.202e-3,,2.102e-25
378.668,4.071e-4,4.071e-4,,2.102e-25
378.677,1.491e-4,1.491e-4,,2.102e-25
378.687,4.726e-5,4.726e-5,,2.102e-25
378.697,1.446e-5,1.446e-5,,2.102e-25
378.707,4.274e-6,4.274e-6,,2.103e-25
378.717,1.220e-6,1.220e-6,,2.103e-25
378.727,3.361e-7,3.361e-7,,2.103e-25
378.737,8.946e-8,8.946e-8,,2.103e-25
378.747,2.299e-8,2.299e-8,,2.104e-25
378.757,5.705e-9,5.705e-9,,2.104e-25
378.767,1.367e-9,1.367e-9,,2.104e-25
378.777,3.164e-10,3.164e-10,,2.104e-25
378.787,7.072e-11,7.072e-11,,2.104e-25
378.797,1.526e-11,1.526e-11,,2.105e-25
378.807,3.181e-12,3.181e-12,,2.105e-25
378.817,6.401e-13,6.401e-13,,2.105e-25
378.827,1.244e-13,1.244e-13,,2.105e-25
378.837,2.335e-14,2.335e-14,,2.105e-25
380.21,1.699e-15,1.699e-15,,2.135e-25
380.22,9.502e-15,9.502e-15,,2.135e-25
380.23,5.134e-14,5.134e-14,,2.136e-25
380.24,2.679e-13,2.679e-13,,2.136e-25
380.25,1.351e-12,1.351e-12,,2.136e-25
380.26,6.582e-12,6.582e-12,,2.136e-25
380.27,3.097e-11,3.097e-11,,2.136e-25
380.28,1.408e-10,1.408e-10,,2.137e-25
380.29,6.186e-10,6.186e-10,,2.137e-25
380.3,2.625e-9,2.625e-9,,2.137e-25
380.31,1.076e-8,1.076e-8,,2.137e-25
380.32,4.262e-8,4.262e-8,,2.137e-25
380.33,1.631e-7,1.631e-7,,2.138e-25
380.34,6.029e-7,6.029e-7,,2.138e-25
380.35,2.153e-6,2.153e-6,,2.138e-25
380.36,7.428e-6,7.428e-6,,2.138e-25
380.37,2.476e-5,2.476e-5,,2.139e-25
380.38,7.973e-5,7.973e-5,,2.139e-25
380.39,2.480e-4,2.480e-4,,2.139e-25
380.4,7.454e-4,7.454e-4,,2.139e-25
380.41,2.164e-3,2.164e-3,,2.139e-25
380.419,5.485e-3,5.485e-3,,2.140e-25
380.429,1.492e-2,1.492e-2,,2.140e-25
380.439,3.918e-2,3.918e-2,,2.140e-25
380.449,9.945e-2,9.945e-2,,2.140e-25
380.459,2.439e-1,2.439e-1,,2.140e-25
380.469,5.777e-1,5.777e-1,,2.141e-25
380.479,1.322e+0,1.322e+0,,2.141e-25
380.489,2.923e+0,2.923e+0,,2.141e-25
380.499,6.243e+0,6.243e+0,,2.141e-25
380.509,1.288e+1,1.288e+1,,2.142e-25
380.519,2.568e+1,2.568e+1,,2.142e-25
380.529,4.946e+1,4.946e+1,,2.142e-25
380.539,9.204e+1,9.204e+1,,2.142e-25
380.549,1.654e+2,1.654e+2,,2.142e-25
380.559,2.873e+2,2.873e+2,,2.143e-25
380.569,4.820e+2,4.820e+2,,2.143e-25
380.579,7.813e+2,7.813e+2,,2.143e-25
380.589,1.223e+3,1.223e+3,,2.143e-25
380.599,1.851e+3,1.851e+3,,2.143e-25
380.609,2.705e+3,2.705e+3,,2.144e-25
380.619,3.819e+3,3.819e+3,,2.144e-25
380.629,5.210e+3,5.210e+3,,2.144e-25
380.638,6.689e+3,6.689e+3,,2.144e-25
380.648,8.545e+3,8.545e+3,,2.145e-25
380.658,1.055e+4,1.055e+4,,2.145e-25
380.668,1.257e+4,1.257e+4,,2.145e-25
380.678,1.449e+4,1.449e+4,,2.145e-25
380.688,1.612e+4,1.612e+4,,2.145e-25
380.698,1.733e+4,1.733e+4,,2.146e-25
380.708,1.800e+4,1.800e+4,,2.146e-25
380.718,1.806e+4,1.806e+4,,2.146e-25
380.728,1.751e+4,1.751e+4,,2.146e-25
380.738,1.640e+4,1.640e+4,,2.146e-25
380.748,1.484e+4,1.484e+4,,2.147e-25
380.758,1.297e+4,1.297e+4,,2.147e-25
380.768,1.095e+4,1.095e+4,,2.147e-25
380.778,8.937e+3,8.937e+3,,2.147e-25
380.788,7.044e+3,7.044e+3,,2.148e-25
380.798,5.364e+3,5.364e+3,,2.148e-25
380.808,3.946e+3,3.946e+3,,2.148e-25
380.818,2.804e+3,2.804e+3,,2.148e-25
380.828,1.925e+3,1.925e+3,,2.148e-25
380.838,1.277e+3,1.277e+3,,2.149e-25
380.848,8.184e+2,8.184e+2,,2.149e-25
380.857,5.324e+2,5.324e+2,,2.149e-25
380.867,3.195e+2,3.195e+2,,2.149e-25
380.877,1.853e+2,1.853e+2,,2.149e-25
380.887,1.038e+2,1.038e+2,,2.150e-25
380.897,5.616e+1,5.616e+1,,2.150e-25
380.907,2.936e+1,2.936e+1,,2.150e-25
380.917,1.483e+1,1.483e+1,,2.150e-25
380.927,7.236e+0,7.236e+0,,2.151e-25
380.937,3.411e+0,3.411e+0,,2.151e-25
380.947,1.554e+0,1.554e+0,,2.151e-25
380.957,6.836e-1,6.836e-1,,2.151e-25
380.967,2.906e-1,2.906e-1,,2.151e-25
380.977,1.193e-1,1.193e-1,,2.152e-25
380.987,4.734e-2,4.734e-2,,2.152e-25
380.997,1.814e-2,1.814e-2,,2.152e-25
381.007,6.718e-3,6.718e-3,,2.152e-25
381.017,2.403e-3,2.403e-3,,2.152e-25
381.027,8.306e-4,8.306e-4,,2.153e-25
381.037,2.773e-4,2.773e-4,,2.153e-25
381.047,8.945e-5,8.945e-5,,2.153e-25
381.057,2.787e-5,2.787e-5,,2.153e-25
381.067,8.391e-6,8.391e-6,,2.154e-25
381.076,2.766e-6,2.766e-6,,2.154e-25
381.086,7.798e-7,7.798e-7,,2.154e-25
381.096,2.124e-7,2.124e-7,,2.154e-25
381.106,5.590e-8,5.590e-8,,2.154e-25
381.116,1.421e-8,1.421e-8,,2.155e-25
381.126,3.490e-9,3.490e-9,,2.155e-25
381.136,8.282e-10,8.282e-10,,2.155e-25
381.146,1.899e-10,1.899e-10,,2.155e-25
381.156,4.205e-11,4.205e-11,,2.155e-25
381.166,8.996e-12,8.996e-12,,2.156e-25
381.176,1.860e-12,1.860e-12,,2.156e-25
381.186,3.713e-13,3.713e-13,,2.156e-25
381.196,7.164e-14,7.164e-14,,2.156e-25
381.206,1.335e-14,1.335e-14,,2.157e-25
385.327,1.062e-14,1.062e-14,,2.245e-25
385.337,5.659e-14,5.659e-14,,2.246e-25
385.347,2.915e-13,2.915e-13,,2.246e-25
385.357,1.452e-12,1.452e-12,,2.246e-25
385.367,6.990e-12,6.990e-12,,2.246e-25
385.377,3.255e-11,3.255e-11,,2.247e-25
385.387,1.466e-10,1.466e-10,,2.247e-25
385.397,6.382e-10,6.382e-10,,2.247e-25
385.407,2.687e-9,2.687e-9,,2.247e-25
385.416,9.522e-9,9.522e-9,,2.247e-25
385.426,3.761e-8,3.761e-8,,2.248e-25
385.436,1.437e-7,1.437e-7,,2.248e-25
385.446,5.306e-7,5.306e-7,,2.248e-25
385.456,1.895e-6,1.895e-6,,2.248e-25
385.466,6.544e-6,6.544e-6,,2.248e-25
385.476,2.185e-5,2.185e-5,,2.249e-25
385.486,7.057e-5,7.057e-5,,2.249e-25
385.496,2.203e-4,2.203e-4,,2.249e-25
385.506,6.653e-4,6.653e-4,,2.249e-25
385.516,1.942e-3,1.942e-3,,2.250e-25
385.526,5.484e-3,5.484e-3,,2.250e-25
385.536,1.497e-2,1.497e-2,,2.250e-25
385.546,3.952e-2,3.952e-2,,2.250e-25
385.556,1.009e-1,1.009e-1,,2.250e-25
385.566,2.490e-1,2.490e-1,,2.251e-25
385.576,5.942e-1,5.942e-1,,2.251e-25
385.586,1.371e+0,1.371e+0,,2.251e-25
385.596,3.060e+0,3.060e+0,,2.251e-25
385.606,6.604e+0,6.604e+0,,2.251e-25
385.616,1.378e+1,1.378e+1,,2.252e-25
385.626,2.781e+1,2.781e+1,,2.252e-25
385.635,5.082e+1,5.082e+1,,2.252e-25
385.645,9.621e+1,9.621e+1,,2.252e-25
385.655,1.761e+2,1.761e+2,,2.253e-25
385.665,3.117e+2,3.117e+2,,2.253e-25
385.675,5.335e+2,5.335e+2,,2.253e-25
385.685,8.830e+2,8.830e+2,,2.253e-25
385.695,1.413e+3,1.413e+3,,2.253e-25
385.705,2.187e+3,2.187e+3,,2.254e-25
385.715,3.272e+3,3.272e+3,,2.254e-25
385.725,4.735e+3,4.735e+3,,2.254e-25
385.735,6.625e+3,6.625e+3,,2.254e-25
385.745,8.963e+3,8.963e+3,,2.254e-25
385.755,1.173e+4,1.173e+4,,2.255e-25
385.765,1.483e+4,1.483e+4,,2.255e-25
385.775,1.815e+4,1.815e+4,,2.255e-25
385.785,2.146e+4,2.146e+4,,2.255e-25
385.795,2.455e+4,2.455e+4,,2.256e-25
385.805,2.715e+4,2.715e+4,,2.256e-25
385.815,2.904e+4,2.904e+4,,2.256e-25
385.825,3.003e+4,3.003e+4,,2.256e-25
385.835,3.003e+4,3.003e+4,,2.256e-25
385.845,2.904e+4,2.904e+4,,2.257e-25
385.854,2.738e+4,2.738e+4,,2.257e-25
385.864,2.484e+4,2.484e+4,,2.257e-25
385.874,2.179e+4,2.179e+4,,2.257e-25
385.884,1.848e+4,1.848e+4,,2.257e-25
385.894,1.516e+4,1.516e+4,,2.258e-25
385.904,1.202e+4,1.202e+4,,2.258e-25
385.914,9.221e+3,9.221e+3,,2.258e-25
385.924,6.838e+3,6.838e+3,,2.258e-25
385.934,4.904e+3,4.904e+3,,2.259e-25
385.944,3.400e+3,3.400e+3,,2.259e-25
385.954,2.280e+3,2.280e+3,,2.259e-25
385.964,1.478e+3,1.478e+3,,2.259e-25
385.974,9.269e+2,9.269e+2,,2.259e-25
385.984,5.619e+2,5.619e+2,,2.260e-25
385.994,3.294e+2,3.294e+2,,2.260e-25
386.004,1.867e+2,1.867e+2,,2.260e-25
386.014,1.024e+2,1.024e+2,,2.260e-25
386.024,5.425e+1,5.425e+1,,2.260e-25
386.034,2.781e+1,2.781e+1,,2.261e-25
386.044,1.378e+1,1.378e+1,,2.261e-25
386.054,6.604e+0,6.604e+0,,2.261e-25
386.064,3.060e+0,3.060e+0,,2.261e-25
386.073,1.488e+0,1.488e+0,,2.262e-25
386.083,6.470e-1,6.470e-1,,2.262e-25
386.093,2.720e-1,2.720e-1,,2.262e-25
386.103,1.106e-1,1.106e-1,,2.262e-25
386.113,4.346e-2,4.346e-2,,2.262e-25
386.123,1.652e-2,1.652e-2,,2.263e-25
386.133,6.072e-3,6.072e-3,,2.263e-25
386.143,2.158e-3,2.158e-3,,2.263e-25
386.153,7.417e-4,7.417e-4,,2.263e-25
386.163,2.465e-4,2.465e-4,,2.263e-25
386.173,7.920e-5,7.920e-5,,2.264e-25
386.183,2.461e-5,2.461e-5,,2.264e-25
386.193,7.394e-6,7.394e-6,,2.264e-25
386.203,2.148e-6,2.148e-6,,2.264e-25
386.213,6.035e-7,6.035e-7,,2.265e-25
386.223,1.640e-7,1.640e-7,,2.265e-25
386.233,4.307e-8,4.307e-8,,2.265e-25
386.243,1.094e-8,1.094e-8,,2.265e-25
386.253,2.687e-9,2.687e-9,,2.265e-25
386.263,6.382e-10,6.382e-10,,2.266e-25
386.273,1.466e-10,1.466e-10,,2.266e-25
386.282,3.789e-11,3.789e-11,,2.266e-25
386.292,8.165e-12,8.165e-12,,2.266e-25
386.302,1.701e-12,1.701e-12,,2.266e-25
386.312,3.427e-13,3.427e-13,,2.267e-25
386.322,6.677e-14,6.677e-14,,2.267e-25
386.332,1.258e-14,1.258e-14,,2.267e-25
402.239,2.888e-16,2.888e-16,,2.610e-25
402.249,1.443e-15,1.443e-15,,2.610e-25
402.259,6.995e-15,6.995e-15,,2.611e-25
402.269,3.287e-14,3.287e-14,,2.611e-25
402.279,1.497e-13,1.497e-13,,2.611e-25
402.289,6.615e-13,6.615e-13,,2.611e-25
402.299,2.834e-12,2.834e-12,,2.612e-25
402.309,1.177e-11,1.177e-11,,2.612e-25
402.319,4.740e-11,4.740e-11,,2.612e-25
402.329,1.851e-10,1.851e-10,,2.612e-25
402.339,7.010e-10,7.010e-10,,2.612e-25
402.349,2.574e-9,2.574e-9,,2.613e-25
402.359,9.165e-9,9.165e-9,,2.613e-25
402.368,2.799e-8,2.799e-8,,2.613e-25
402.378,9.399e-8,9.399e-8,,2.613e-25
402.388,3.060e-7,3.060e-7,,2.613e-25
402.398,9.662e-7,9.662e-7,,2.614e-25
402.408,2.958e-6,2.958e-6,,2.614e-25
402.418,8.780e-6,8.780e-6,,2.614e-25
402.428,2.527e-5,2.527e-5,,2.614e-25
402.438,7.053e-5,7.053e-5,,2.615e-25
402.448,1.909e-4,1.909e-4,,2.615e-25
402.458,5.009e-4,5.009e-4,,2.615e-25
402.468,1.274e-3,1.274e-3,,2.615e-25
402.478,3.144e-3,3.144e-3,,2.615e-25
402.488,7.522e-3,7.522e-3,,2.616e-25
402.498,1.745e-2,1.745e-2,,2.616e-25
402.508,3.925e-2,3.925e-2,,2.616e-25
402.518,8.561e-2,8.561e-2,,2.616e-25
402.528,1.810e-1,1.810e-1,,2.616e-25
402.538,3.713e-1,3.713e-1,,2.617e-25
402.548,7.382e-1,7.382e-1,,2.617e-25
402.558,1.423e+0,1.423e+0,,2.617e-25
402.568,2.661e+0,2.661e+0,,2.617e-25
402.578,4.824e+0,4.824e+0,,2.618e-25
402.587,8.025e+0,8.025e+0,,2.618e-25
402.597,1.372e+1,1.372e+1,,2.618e-25
402.607,2.275e+1,2.275e+1,,2.618e-25
402.617,3.656e+1,3.656e+1,,2.618e-25
402.627,5.699e+1,5.699e+1,,2.619e-25
402.637,8.613e+1,8.613e+1,,2.619e-25
402.647,1.262e+2,1.262e+2,,2.619e-25
402.657,1.794e+2,1.794e+2,,2.619e-25
402.667,2.472e+2,2.472e+2,,2.619e-25
402.677,3.302e+2,3.302e+2,,2.620e-25
402.687,4.278e+2,4.278e+2,,2.620e-25
402.697,5.374e+2,5.374e+2,,2.620e-25
402.707,6.546e+2,6.546e+2,,2.620e-25
402.717,7.731e+2,7.731e+2,,2.621e-25
402.727,8.854e+2,8.854e+2,,2.621e-25
402.737,9.832e+2,9.832e+2,,2.621e-25
402.747,1.059e+3,1.059e+3,,2.621e-25
402.757,1.105e+3,1.105e+3,,2.621e-25
402.767,1.119e+3,1.119e+3,,2.622e-25
402.777,1.099e+3,1.099e+3,,2.622e-25
402.787,1.046e+3,1.046e+3,,2.622e-25
402.797,9.652e+2,9.652e+2,,2.622e-25
402.806,8.747e+2,8.747e+2,,2.622e-25
402.816,7.614e+2,7.614e+2,,2.623e-25
402.826,6.427e+2,6.427e+2,,2.623e-25
402.836,5.260e+2,5.260e+2,,2.623e-25
402.846,4.174e+2,4.174e+2,,2.623e-25
402.856,3.212e+2,3.212e+2,,2.624e-25
402.866,2.397e+2,2.397e+2,,2.624e-25
402.876,1.734e+2,1.734e+2,,2.624e-25
402.886,1.217e+2,1.217e+2,,2.624e-25
402.896,8.276e+1,8.276e+1,,2.624e-25
402.906,5.459e+1,5.459e+1,,2.625e-25
402.916,3.492e+1,3.492e+1,,2.625e-25
402.926,2.165e+1,2.165e+1,,2.625e-25
402.936,1.302e+1,1.302e+1,,2.625e-25
402.946,7.593e+0,7.593e+0,,2.625e-25
402.956,4.293e+0,4.293e+0,,2.626e-25
402.966,2.354e+0,2.354e+0,,2.626e-25
402.976,1.251e+0,1.251e+0,,2.626e-25
402.986,6.450e-1,6.450e-1,,2.626e-25
402.996,3.224e-1,3.224e-1,,2.627e-25
403.006,1.562e-1,1.562e-1,,2.627e-25
403.016,7.343e-2,7.343e-2,,2.627e-25
403.025,3.624e-2,3.624e-2,,2.627e-25
403.035,1.606e-2,1.606e-2,,2.627e-25
403.045,6.904e-3,6.904e-3,,2.628e-25
403.055,2.877e-3,2.877e-3,,2.628e-25
403.065,1.162e-3,1.162e-3,,2.628e-25
403.075,4.555e-4,4.555e-4,,2.628e-25
403.085,1.730e-4,1.730e-4,,2.628e-25
403.095,6.374e-5,6.374e-5,,2.629e-25
403.105,2.277e-5,2.277e-5,,2.629e-25
403.115,7.886e-6,7.886e-6,,2.629e-25
403.125,2.648e-6,2.648e-6,,2.629e-25
403.135,8.625e-7,8.625e-7,,2.630e-25
403.145,2.723e-7,2.723e-7,,2.630e-25
403.155,8.339e-8,8.339e-8,,2.630e-25
403.165,2.476e-8,2.476e-8,,2.630e-25
403.175,7.127e-9,7.127e-9,,2.630e-25
403.185,1.989e-9,1.989e-9,,2.631e-25
403.195,5.385e-10,5.385e-10,,2.631e-25
403.205,1.413e-10,1.413e-10,,2.631e-25
403.215,3.596e-11,3.596e-11,,2.631e-25
403.225,8.875e-12,8.875e-12,,2.631e-25
403.234,2.453e-12,2.453e-12,,2.632e-25
403.244,5.710e-13,5.710e-13,,2.632e-25
403.254,1.288e-13,1.288e-13,,2.632e-25
403.264,2.819e-14,2.819e-14,,2.632e-25
403.274,5.982e-15,5.982e-15,,2.633e-25
403.284,1.231e-15,1.231e-15,,2.633e-25
429.026,4.802e-16,4.802e-16,,3.188e-25
429.036,2.172e-15,2.172e-15,,3.188e-25
429.046,9.560e-15,9.560e-15,,3.188e-25
429.056,4.095e-14,4.095e-14,,3.189e-25
429.066,1.708e-13,1.708e-13,,3.189e-25
429.076,6.930e-13,6.930e-13,,3.189e-25
429.086,2.737e-12,2.737e-12,,3.189e-25
429.095,9.208e-12,9.208e-12,,3.189e-25
429.105,3.454e-11,3.454e-11,,3.190e-25
429.115,1.261e-10,1.261e-10,,3.190e-25
429.125,4.482e-10,4.482e-10,,3.190e-25
429.135,1.550e-9,1.550e-9,,3.190e-25
429.145,5.218e-9,5.218e-9,,3.191e-25
429.155,1.710e-8,1.710e-8,,3.191e-25
429.165,5.451e-8,5.451e-8,,3.191e-25
429.175,1.692e-7,1.692e-7,,3.191e-25
429.185,5.110e-7,5.110e-7,,3.191e-25
429.195,1.502e-6,1.502e-6,,3.192e-25
429.205,4.298e-6,4.298e-6,,3.192e-25
429.215,1.197e-5,1.197e-5,,3.192e-25
429.225,3.244e-5,3.244e-5,,3.192e-25
429.235,8.557e-5,8.557e-5,,3.192e-25
429.245,2.197e-4,2.197e-4,,3.193e-25
429.255,5.489e-4,5.489e-4,,3.193e-25
429.265,1.335e-3,1.335e-3,,3.193e-25
429.275,3.159e-3,3.159e-3,,3.193e-25
429.285,7.278e-3,7.278e-3,,3.194e-25
429.295,1.632e-2,1.632e-2,,3.194e-25
429.305,3.561e-2,3.561e-2,,3.194e-25
429.314,7.022e-2,7.022e-2,,3.194e-25
429.324,1.455e-1,1.455e-1,,3.194e-25
429.334,2.936e-1,2.936e-1,,3.195e-25
429.344,5.764e-1,5.764e-1,,3.195e-25
429.354,1.101e+0,1.101e+0,,3.195e-25
429.364,2.048e+0,2.048e+0,,3.195e-25
429.374,3.708e+0,3.708e+0,,3.195e-25
429.384,6.532e+0,6.532e+0,,3.196e-25
429.394,1.120e+1,1.120e+1,,3.196e-25
429.404,1.869e+1,1.869e+1,,3.196e-25
429.414,3.035e+1,3.035e+1,,3.196e-25
429.424,4.798e+1,4.798e+1,,3.197e-25
429.434,7.381e+1,7.381e+1,,3.197e-25
429.444,1.105e+2,1.105e+2,,3.197e-25
429.454,1.611e+2,1.611e+2,,3.197e-25
429.464,2.284e+2,2.284e+2,,3.197e-25
429.474,3.154e+2,3.154e+2,,3.198e-25
429.484,4.237e+2,4.237e+2,,3.198e-25
429.494,5.541e+2,5.541e+2,,3.198e-25
429.504,7.051e+2,7.051e+2,,3.198e-25
429.514,8.734e+2,8.734e+2,,3.198e-25
429.524,1.053e+3,1.053e+3,,3.199e-25
429.533,1.217e+3,1.217e+3,,3.199e-25
429.543,1.394e+3,1.394e+3,,3.199e-25
429.553,1.554e+3,1.554e+3,,3.199e-25
429.563,1.685e+3,1.685e+3,,3.200e-25
429.573,1.779e+3,1.779e+3,,3.200e-25
429.583,1.828e+3,1.828e+3,,3.200e-25
429.593,1.828e+3,1.828e+3,,3.200e-25
429.603,1.779e+3,1.779e+3,,3.200e-25
429.613,1.685e+3,1.685e+3,,3.201e-25
429.623,1.554e+3,1.554e+3,,3.201e-25
429.633,1.394e+3,1.394e+3,,3.201e-25
429.643,1.217e+3,1.217e+3,,3.201e-25
429.653,1.035e+3,1.035e+3,,3.201e-25
429.663,8.560e+2,8.560e+2,,3.202e-25
429.673,6.892e+2,6.892e+2,,3.202e-25
429.683,5.401e+2,5.401e+2,,3.202e-25
429.693,4.119e+2,4.119e+2,,3.202e-25
429.703,3.057e+2,3.057e+2,,3.203e-25
429.713,2.209e+2,2.209e+2,,3.203e-25
429.723,1.553e+2,1.553e+2,,3.203e-25
429.733,1.063e+2,1.063e+2,,3.203e-25
429.743,7.079e+1,7.079e+1,,3.203e-25
429.752,4.798e+1,4.798e+1,,3.204e-25
429.762,3.035e+1,3.035e+1,,3.204e-25
429.772,1.869e+1,1.869e+1,,3.204e-25
429.782,1.120e+1,1.120e+1,,3.204e-25
429.792,6.532e+0,6.532e+0,,3.204e-25
429.802,3.708e+0,3.708e+0,,3.205e-25
429.812,2.048e+0,2.048e+0,,3.205e-25
429.822,1.101e+0,1.101e+0,,3.205e-25
429.832,5.764e-1,5.764e-1,,3.205e-25
429.842,2.936e-1,2.936e-1,,3.206e-25
429.852,1.455e-1,1.455e-1,,3.206e-25
429.862,7.022e-2,7.022e-2,,3.206e-25
429.872,3.297e-2,3.297e-2,,3.206e-25
429.882,1.507e-2,1.507e-2,,3.206e-25
429.892,6.704e-3,6.704e-3,,3.207e-25
429.902,2.902e-3,2.902e-3,,3.207e-25
429.912,1.223e-3,1.223e-3,,3.207e-25
429.922,5.015e-4,5.015e-4,,3.207e-25
429.932,2.002e-4,2.002e-4,,3.207e-25
429.942,7.775e-5,7.775e-5,,3.208e-25
429.952,2.940e-5,2.940e-5,,3.208e-25
429.962,1.082e-5,1.082e-5,,3.208e-25
429.971,4.298e-6,4.298e-6,,3.208e-25
429.981,1.502e-6,1.502e-6,,3.209e-25
429.991,5.110e-7,5.110e-7,,3.209e-25
430.001,1.692e-7,1.692e-7,,3.209e-25
430.011,5.451e-8,5.451e-8,,3.209e-25
430.021,1.710e-8,1.710e-8,,3.209e-25
430.031,5.218e-9,5.218e-9,,3.210e-25
430.041,1.550e-9,1.550e-9,,3.210e-25
430.051,4.482e-10,4.482e-10,,3.210e-25
430.061,1.261e-10,1.261e-10,,3.210e-25
430.071,3.454e-11,3.454e-11,,3.210e-25
430.081,9.208e-12,9.208e-12,,3.211e-25
430.091,2.389e-12,2.389e-12,,3.211e-25
430.101,6.032e-13,6.032e-13,,3.211e-25
430.111,1.482e-13,1.482e-13,,3.211e-25
430.121,3.545e-14,3.545e-14,,3.212e-25
430.131,8.253e-15,8.253e-15,,3.212e-25
430.141,1.870e-15,1.870e-15,,3.212e-25
432.052,3.253e-25,4.308e-15,,3.253e-25
432.062,1.448e-24,4.321e-15,,1.448e-24
432.072,6.279e-24,4.334e-15,,6.279e-24
432.082,2.650e-23,4.347e-15,,2.650e-23
432.092,1.089e-22,4.359e-15,,1.089e-22
432.102,4.357e-22,4.372e-15,,4.357e-22
432.112,1.697e-21,4.385e-15,,1.697e-21
432.122,6.437e-21,4.398e-15,,6.437e-21
432.132,2.377e-20,4.410e-15,,2.377e-20
432.141,7.529e-20,4.422e-15,,7.529e-20
432.151,2.643e-19,4.435e-15,,2.643e-19
432.161,9.032e-19,4.447e-15,,9.032e-19
432.171,3.005e-18,4.460e-15,,3.005e-18
432.181,9.736e-18,4.473e-15,,9.736e-18
432.191,3.071e-17,4.486e-15,,3.071e-17
432.201,9.432e-17,4.498e-15,,9.432e-17
432.211,2.820e-16,4.511e-15,,2.820e-16
432.221,8.211e-16,4.524e-15,,8.211e-16
432.231,2.328e-15,4.537e-15,,2.328e-15
432.241,6.424e-15,4.549e-15,,6.424e-15
432.251,1.726e-14,4.562e-15,,1.726e-14
432.261,4.516e-14,4.575e-15,,4.516e-14
432.271,1.150e-13,4.588e-15,,1.150e-13
432.281,2.853e-13,4.600e-15,,2.853e-13
432.291,6.890e-13,4.613e-15,,6.890e-13
432.301,1.620e-12,4.626e-15,,1.620e-12
432.311,3.708e-12,4.639e-15,,3.708e-12
432.321,8.265e-12,4.652e-15,,8.265e-12
432.331,1.794e-11,4.664e-15,,1.794e-11
432.341,3.790e-11,4.677e-15,,3.790e-11
432.351,7.796e-11,4.690e-15,,7.796e-11
432.36,1.458e-10,4.701e-15,,1.458e-10
432.37,2.852e-10,4.714e-15,,2.852e-10
432.38,5.429e-10,4.727e-15,,5.429e-10
432.39,1.006e-9,4.740e-15,,1.006e-9
432.4,1.816e-9,4.752e-15,,1.816e-9
432.41,3.191e-9,4.765e-15,,3.191e-9
432.42,5.460e-9,4.778e-15,,5.460e-9
432.43,9.094e-9,4.791e-15,,9.094e-9
432.44,1.475e-8,4.803e-15,,1.475e-8
432.45,2.329e-8,4.816e-15,,2.329e-8
432.46,3.581e-8,4.829e-15,,3.581e-8
432.47,5.360e-8,4.842e-15,,5.360e-8
432.48,7.812e-8,4.854e-15,,7.812e-8
432.49,1.109e-7,4.867e-15,,1.109e-7
432.5,1.532e-7,4.880e-15,,1.532e-7
