Wavelength (nm),Sum(calc),Al I (2.4e-2),Al II (4.8e-1),Al III (3.5e-4),Cr I (1.4e-2),Cr II (4.8e-1)
438.461,1.844e+1,1.668e-21,1.169e-26,1.440e-30,1.844e+1,4.224e-23
438.463,3.331e+1,1.668e-21,1.169e-26,1.441e-30,3.331e+1,4.224e-23
438.465,5.822e+1,1.668e-21,1.169e-26,1.443e-30,5.822e+1,4.224e-23
438.466,7.604e+1,1.669e-21,1.169e-26,1.444e-30,7.604e+1,4.224e-23
438.468,1.265e+2,1.669e-21,1.169e-26,1.445e-30,1.265e+2,4.224e-23
438.47,2.037e+2,1.669e-21,1.169e-26,1.447e-30,2.037e+2,4.224e-23
438.471,2.554e+2,1.669e-21,1.169e-26,1.447e-30,2.554e+2,4.224e-23
438.473,3.915e+2,1.669e-21,1.170e-26,1.449e-30,3.915e+2,4.224e-23
438.475,5.806e+2,1.669e-21,1.170e-26,1.451e-30,5.806e+2,4.224e-23
438.476,6.985e+2,1.669e-21,1.170e-26,1.451e-30,6.985e+2,4.224e-23
438.478,9.863e+2,1.669e-21,1.170e-26,1.453e-30,9.863e+2,4.224e-23
438.48,1.348e+3,1.669e-21,1.170e-26,1.454e-30,1.348e+3,4.224e-23
438.481,1.556e+3,1.669e-21,1.170e-26,1.455e-30,1.556e+3,4.224e-23
438.483,2.024e+3,1.669e-21,1.170e-26,1.457e-30,2.024e+3,4.224e-23
438.485,2.547e+3,1.669e-21,1.170e-26,1.458e-30,2.547e+3,4.224e-23
438.486,2.822e+3,1.669e-21,1.170e-26,1.459e-30,2.822e+3,4.225e-23
438.488,3.381e+3,1.669e-21,1.170e-26,1.461e-30,3.381e+3,4.225e-23
438.49,3.920e+3,1.669e-21,1.170e-26,1.462e-30,3.920e+3,4.225e-23
438.491,4.169e+3,1.669e-21,1.170e-26,1.463e-30,4.169e+3,4.225e-23
438.493,4.601e+3,1.670e-21,1.170e-26,1.464e-30,4.601e+3,4.225e-23
438.495,4.913e+3,1.670e-21,1.170e-26,1.466e-30,4.913e+3,4.225e-23
438.496,5.015e+3,1.670e-21,1.170e-26,1.467e-30,5.015e+3,4.225e-23
438.498,5.098e+3,1.670e-21,1.170e-26,1.468e-30,5.098e+3,4.225e-23
438.5,5.015e+3,1.670e-21,1.171e-26,1.470e-30,5.015e+3,4.225e-23
438.501,4.913e+3,1.670e-21,1.171e-26,1.471e-30,4.913e+3,4.225e-23
438.503,4.601e+3,1.670e-21,1.171e-26,1.472e-30,4.601e+3,4.225e-23
438.505,4.169e+3,1.670e-21,1.171e-26,1.474e-30,4.169e+3,4.225e-23
438.506,3.920e+3,1.670e-21,1.171e-26,1.474e-30,3.920e+3,4.225e-23
438.508,3.381e+3,1.670e-21,1.171e-26,1.476e-30,3.381e+3,4.225e-23
438.51,2.822e+3,1.670e-21,1.171e-26,1.477e-30,2.822e+3,4.225e-23
438.511,2.547e+3,1.670e-21,1.171e-26,1.478e-30,2.547e+3,4.225e-23
438.513,2.024e+3,1.670e-21,1.171e-26,1.480e-30,2.024e+3,4.225e-23
438.515,1.556e+3,1.670e-21,1.171e-26,1.481e-30,1.556e+3,4.225e-23
438.516,1.348e+3,1.670e-21,1.171e-26,1.482e-30,1.348e+3,4.226e-23
438.518,9.863e+2,1.671e-21,1.171e-26,1.484e-30,9.863e+2,4.226e-23
438.52,6.985e+2,1.671e-21,1.171e-26,1.485e-30,6.985e+2,4.226e-23
438.521,5.806e+2,1.671e-21,1.171e-26,1.486e-30,5.806e+2,4.226e-23
438.523,3.915e+2,1.671e-21,1.171e-26,1.487e-30,3.915e+2,4.226e-23
438.525,2.554e+2,1.671e-21,1.171e-26,1.489e-30,2.554e+2,4.226e-23
438.526,2.037e+2,1.671e-21,1.172e-26,1.490e-30,2.037e+2,4.226e-23
438.528,1.265e+2,1.671e-21,1.172e-26,1.491e-30,1.265e+2,4.226e-23
438.53,7.604e+1,1.671e-21,1.172e-26,1.493e-30,7.604e+1,4.226e-23
438.531,5.822e+1,1.671e-21,1.172e-26,1.494e-30,5.822e+1,4.226e-23
438.533,3.331e+1,1.671e-21,1.172e-26,1.495e-30,3.331e+1,4.226e-23
438.535,1.844e+1,1.671e-21,1.172e-26,1.497e-30,1.844e+1,4.226e-23
438.536,1.355e+1,1.671e-21,1.172e-26,1.497e-30,1.355e+1,4.226e-23
438.538,7.140e+0,1.671e-21,1.172e-26,1.499e-30,7.140e+0,4.226e-23
438.54,3.641e+0,1.671e-21,1.172e-26,1.500e-30,3.641e+0,4.226e-23
438.541,2.568e+0,1.671e-21,1.172e-26,1.501e-30,2.568e+0,4.226e-23
438.543,1.246e+0,1.672e-21,1.172e-26,1.503e-30,1.246e+0,4.226e-23
438.545,5.854e-1,1.672e-21,1.172e-26,1.504e-30,5.854e-1,4.227e-23
438.546,3.963e-1,1.672e-21,1.172e-26,1.505e-30,3.963e-1,4.227e-23
438.548,1.772e-1,1.672e-21,1.172e-26,1.507e-30,1.772e-1,4.227e-23
438.55,7.667e-2,1.672e-21,1.172e-26,1.508e-30,7.667e-2,4.227e-23
438.551,4.981e-2,1.672e-21,1.172e-26,1.509e-30,4.981e-2,4.227e-23
438.553,2.052e-2,1.672e-21,1.173e-26,1.510e-30,2.052e-2,4.227e-23
438.555,8.176e-3,1.672e-21,1.173e-26,1.512e-30,8.176e-3,4.227e-23
438.556,5.099e-3,1.672e-21,1.173e-26,1.513e-30,5.099e-3,4.227e-23
438.558,1.934e-3,1.672e-21,1.173e-26,1.514e-30,1.934e-3,4.227e-23
438.56,7.101e-4,1.672e-21,1.173e-26,1.516e-30,7.101e-4,4.227e-23
438.561,4.250e-4,1.672e-21,1.173e-26,1.517e-30,4.250e-4,4.227e-23
438.563,1.485e-4,1.672e-21,1.173e-26,1.518e-30,1.485e-4,4.227e-23
438.565,5.022e-5,1.672e-21,1.173e-26,1.520e-30,5.022e-5,4.227e-23
438.566,2.885e-5,1.672e-21,1.173e-26,1.520e-30,2.885e-5,4.227e-23
438.568,9.287e-6,1.673e-21,1.173e-26,1.522e-30,9.287e-6,4.227e-23
438.57,2.893e-6,1.673e-21,1.173e-26,1.523e-30,2.893e-6,4.227e-23
438.571,1.595e-6,1.673e-21,1.173e-26,1.524e-30,1.595e-6,4.227e-23
438.573,4.729e-7,1.673e-21,1.173e-26,1.526e-30,4.729e-7,4.227e-23
438.575,1.357e-7,1.673e-21,1.173e-26,1.527e-30,1.357e-7,4.228e-23
438.576,7.180e-8,1.673e-21,1.173e-26,1.528e-30,7.180e-8,4.228e-23
438.578,1.961e-8,1.673e-21,1.173e-26,1.530e-30,1.961e-8,4.228e-23
438.58,5.183e-9,1.673e-21,1.174e-26,1.531e-30,5.183e-9,4.228e-23
438.581,2.632e-9,1.673e-21,1.174e-26,1.532e-30,2.632e-9,4.228e-23
438.583,6.623e-10,1.673e-21,1.174e-26,1.533e-30,6.623e-10,4.228e-23
438.585,1.612e-10,1.673e-21,1.174e-26,1.535e-30,1.612e-10,4.228e-23
438.586,7.859e-11,1.673e-21,1.174e-26,1.536e-30,7.859e-11,4.228e-23
438.588,1.821e-11,1.673e-21,1.174e-26,1.537e-30,1.821e-11,4.228e-23
438.59,4.085e-12,1.673e-21,1.174e-26,1.539e-30,4.085e-12,4.228e-23
438.591,1.911e-12,1.673e-21,1.174e-26,1.540e-30,1.911e-12,4.228e-23
438.593,4.079e-13,1.674e-21,1.174e-26,1.541e-30,4.079e-13,4.228e-23
438.595,8.427e-14,1.674e-21,1.174e-26,1.543e-30,8.427e-14,4.228e-23
438.596,3.783e-14,1.674e-21,1.174e-26,1.543e-30,3.783e-14,4.228e-23
438.598,7.440e-15,1.674e-21,1.174e-26,1.545e-30,7.440e-15,4.228e-23
438.6,1.416e-15,1.674e-21,1.174e-26,1.546e-30,1.416e-15,4.228e-23
438.601,6.101e-16,1.674e-21,1.174e-26,1.547e-30,6.101e-16,4.228e-23
438.603,1.105e-16,1.674e-21,1.174e-26,1.549e-30,1.105e-16,4.228e-23
438.605,1.937e-17,1.674e-21,1.174e-26,1.550e-30,1.937e-17,4.229e-23
438.606,8.011e-18,1.674e-21,1.174e-26,1.551e-30,8.011e-18,4.229e-23
438.608,1.337e-18,1.674e-21,1.175e-26,1.553e-30,1.337e-18,4.229e-23
438.61,2.158e-19,1.674e-21,1.175e-26,1.554e-30,2.158e-19,4.229e-23
438.611,8.567e-20,1.674e-21,1.175e-26,1.555e-30,8.567e-20,4.229e-23
438.613,1.317e-20,1.674e-21,1.175e-26,1.556e-30,1.317e-20,4.229e-23
438.615,1.959e-21,1.674e-21,1.175e-26,1.558e-30,1.959e-21,4.229e-23
438.616,7.461e-22,1.674e-21,1.175e-26,1.559e-30,7.461e-22,4.229e-23
438.618,1.056e-22,1.674e-21,1.175e-26,1.560e-30,1.056e-22,4.229e-23
438.62,1.447e-23,1.675e-21,1.175e-26,1.562e-30,1.447e-23,4.229e-23
438.621,5.291e-24,1.675e-21,1.175e-26,1.563e-30,5.291e-24,4.229e-23
440.984,5.477e-25,1.767e-21,1.262e-26,3.377e-30,5.477e-25,4.309e-23
440.986,4.100e-24,1.767e-21,1.262e-26,3.378e-30,4.100e-24,4.309e-23
440.988,2.971e-23,1.767e-21,1.262e-26,3.380e-30,2.971e-23,4.309e-23
440.989,7.901e-23,1.768e-21,1.262e-26,3.380e-30,7.901e-23,4.309e-23
440.991,5.453e-22,1.768e-21,1.262e-26,3.382e-30,5.453e-22,4.309e-23
440.993,3.643e-21,1.768e-21,1.263e-26,3.383e-30,3.643e-21,4.309e-23
440.994,9.303e-21,1.768e-21,1.263e-26,3.384e-30,9.303e-21,4.309e-23
440.996,5.920e-20,1.768e-21,1.263e-26,3.386e-30,5.920e-20,4.310e-23
440.998,3.647e-19,1.768e-21,1.263e-26,3.387e-30,3.647e-19,4.310e-23
440.999,8.943e-19,1.768e-21,1.263e-26,3.388e-30,8.943e-19,4.310e-23
441.001,5.247e-18,1.768e-21,1.263e-26,3.390e-30,5.247e-18,4.310e-23
441.003,2.981e-17,1.768e-21,1.263e-26,3.391e-30,2.981e-17,4.310e-23
441.004,7.018e-17,1.768e-21,1.263e-26,3.392e-30,7.018e-17,4.310e-23
441.006,3.797e-16,1.768e-21,1.263e-26,3.393e-30,3.797e-16,4.310e-23
441.008,1.988e-15,1.768e-21,1.263e-26,3.395e-30,1.988e-15,4.310e-23
441.009,4.496e-15,1.768e-21,1.263e-26,3.396e-30,4.496e-15,4.310e-23
441.011,2.243e-14,1.768e-21,1.263e-26,3.397e-30,2.243e-14,4.310e-23
441.013,1.083e-13,1.768e-21,1.263e-26,3.399e-30,1.083e-13,4.310e-23
441.014,2.351e-13,1.769e-21,1.263e-26,3.400e-30,2.351e-13,4.310e-23
441.016,1.081e-12,1.769e-21,1.263e-26,3.401e-30,1.081e-12,4.310e-23
441.018,4.815e-12,1.769e-21,1.263e-26,3.403e-30,4.815e-12,4.310e-23
441.019,1.004e-11,1.769e-21,1.264e-26,3.403e-30,1.004e-11,4.310e-23
441.021,4.257e-11,1.769e-21,1.264e-26,3.405e-30,4.257e-11,4.310e-23
441.023,1.747e-10,1.769e-21,1.264e-26,3.407e-30,1.747e-10,4.310e-23
441.024,3.498e-10,1.769e-21,1.264e-26,3.407e-30,3.498e-10,4.310e-23
441.026,1.368e-9,1.769e-21,1.264e-26,3.409e-30,1.368e-9,4.311e-23
441.028,5.178e-9,1.769e-21,1.264e-26,3.410e-30,5.178e-9,4.311e-23
441.029,9.952e-9,1.769e-21,1.264e-26,3.411e-30,9.952e-9,4.311e-23
441.031,3.588e-8,1.769e-21,1.264e-26,3.413e-30,3.588e-8,4.311e-23
441.033,1.252e-7,1.769e-21,1.264e-26,3.414e-30,1.252e-7,4.311e-23
441.034,2.311e-7,1.769e-21,1.264e-26,3.415e-30,2.311e-7,4.311e-23
441.036,7.684e-7,1.769e-21,1.264e-26,3.416e-30,7.684e-7,4.311e-23
441.038,2.473e-6,1.769e-21,1.264e-26,3.418e-30,2.473e-6,4.311e-23
441.039,4.382e-6,1.770e-21,1.264e-26,3.419e-30,4.382e-6,4.311e-23
441.041,1.343e-5,1.770e-21,1.264e-26,3.420e-30,1.343e-5,4.311e-23
441.043,3.986e-5,1.770e-21,1.264e-26,3.422e-30,3.986e-5,4.311e-23
441.044,6.783e-5,1.770e-21,1.264e-26,3.423e-30,6.783e-5,4.311e-23
441.046,1.917e-4,1.770e-21,1.265e-26,3.424e-30,1.917e-4,4.311e-23
441.048,5.245e-4,1.770e-21,1.265e-26,3.426e-30,5.245e-4,4.311e-23
441.049,8.570e-4,1.770e-21,1.265e-26,3.426e-30,8.570e-4,4.311e-23
441.051,2.233e-3,1.770e-21,1.265e-26,3.428e-30,2.233e-3,4.311e-23
441.053,5.634e-3,1.770e-21,1.265e-26,3.430e-30,5.634e-3,4.311e-23
441.054,8.840e-3,1.770e-21,1.265e-26,3.430e-30,8.840e-3,4.311e-23
441.056,2.124e-2,1.770e-21,1.265e-26,3.432e-30,2.124e-2,4.312e-23
441.058,4.940e-2,1.770e-21,1.265e-26,3.433e-30,4.940e-2,4.312e-23
441.059,7.443e-2,1.770e-21,1.265e-26,3.434e-30,7.443e-2,4.312e-23
441.061,1.649e-1,1.770e-21,1.265e-26,3.436e-30,1.649e-1,4.312e-23
441.063,3.537e-1,1.770e-21,1.265e-26,3.437e-30,3.537e-1,4.312e-23
441.064,5.116e-1,1.770e-21,1.265e-26,3.438e-30,5.116e-1,4.312e-23
441.066,1.045e+0,1.771e-21,1.265e-26,3.440e-30,1.045e+0,4.312e-23
441.068,2.067e+0,1.771e-21,1.265e-26,3.441e-30,2.067e+0,4.312e-23
441.069,2.871e+0,1.771e-21,1.265e-26,3.442e-30,2.871e+0,4.312e-23
441.071,5.407e+0,1.771e-21,1.265e-26,3.443e-30,5.407e+0,4.312e-23
441.073,9.859e+0,1.771e-21,1.266e-26,3.445e-30,9.859e+0,4.312e-23
441.074,1.315e+1,1.771e-21,1.266e-26,3.446e-30,1.315e+1,4.312e-23
441.076,2.284e+1,1.771e-21,1.266e-26,3.447e-30,2.284e+1,4.312e-23
441.078,3.840e+1,1.771e-21,1.266e-26,3.449e-30,3.840e+1,4.312e-23
441.079,4.918e+1,1.771e-21,1.266e-26,3.449e-30,4.918e+1,4.312e-23
441.081,7.875e+1,1.771e-21,1.266e-26,3.451e-30,7.875e+1,4.312e-23
441.083,1.221e+2,1.771e-21,1.266e-26,3.453e-30,1.221e+2,4.312e-23
441.084,1.501e+2,1.771e-21,1.266e-26,3.453e-30,1.501e+2,4.313e-23
441.086,2.217e+2,1.771e-21,1.266e-26,3.455e-30,2.217e+2,4.313e-23
441.088,3.168e+2,1.771e-21,1.266e-26,3.456e-30,3.168e+2,4.313e-23
441.089,3.742e+2,1.771e-21,1.266e-26,3.457e-30,3.742e+2,4.313e-23
441.091,5.094e+2,1.772e-21,1.266e-26,3.459e-30,5.094e+2,4.313e-23
441.093,6.712e+2,1.772e-21,1.266e-26,3.460e-30,6.712e+2,4.313e-23
441.094,7.612e+2,1.772e-21,1.266e-26,3.461e-30,7.612e+2,4.313e-23
441.096,9.555e+2,1.772e-21,1.266e-26,3.463e-30,9.555e+2,4.313e-23
441.098,1.161e+3,1.772e-21,1.266e-26,3.464e-30,1.161e+3,4.313e-23
441.099,1.264e+3,1.772e-21,1.266e-26,3.465e-30,1.264e+3,4.313e-23
441.101,1.463e+3,1.772e-21,1.267e-26,3.466e-30,1.463e+3,4.313e-23
441.103,1.639e+3,1.772e-21,1.267e-26,3.468e-30,1.639e+3,4.313e-23
441.104,1.714e+3,1.772e-21,1.267e-26,3.469e-30,1.714e+3,4.313e-23
441.106,1.829e+3,1.772e-21,1.267e-26,3.470e-30,1.829e+3,4.313e-23
441.108,1.889e+3,1.772e-21,1.267e-26,3.472e-30,1.889e+3,4.313e-23
441.109,1.897e+3,1.772e-21,1.267e-26,3.473e-30,1.897e+3,4.313e-23
441.111,1.867e+3,1.772e-21,1.267e-26,3.474e-30,1.867e+3,4.313e-23
441.113,1.778e+3,1.772e-21,1.267e-26,3.476e-30,1.778e+3,4.313e-23
441.114,1.714e+3,1.772e-21,1.267e-26,3.476e-30,1.714e+3,4.314e-23
441.116,1.555e+3,1.773e-21,1.267e-26,3.478e-30,1.555e+3,4.314e-23
441.118,1.366e+3,1.773e-21,1.267e-26,3.479e-30,1.366e+3,4.314e-23
441.119,1.264e+3,1.773e-21,1.267e-26,3.480e-30,1.264e+3,4.314e-23
441.121,1.058e+3,1.773e-21,1.267e-26,3.482e-30,1.058e+3,4.314e-23
441.123,8.563e+2,1.773e-21,1.267e-26,3.483e-30,8.563e+2,4.314e-23
441.124,7.612e+2,1.773e-21,1.267e-26,3.484e-30,7.612e+2,4.314e-23
441.126,5.871e+2,1.773e-21,1.267e-26,3.486e-30,5.871e+2,4.314e-23
441.128,4.383e+2,1.773e-21,1.268e-26,3.487e-30,4.383e+2,4.314e-23
441.129,3.742e+2,1.773e-21,1.268e-26,3.488e-30,3.742e+2,4.314e-23
441.131,2.661e+2,1.773e-21,1.268e-26,3.489e-30,2.661e+2,4.314e-23
441.133,1.832e+2,1.773e-21,1.268e-26,3.491e-30,1.832e+2,4.314e-23
441.134,1.501e+2,1.773e-21,1.268e-26,3.492e-30,1.501e+2,4.314e-23
441.136,9.845e+1,1.773e-21,1.268e-26,3.493e-30,9.845e+1,4.314e-23
441.138,6.249e+1,1.773e-21,1.268e-26,3.495e-30,6.249e+1,4.314e-23
441.139,4.918e+1,1.773e-21,1.268e-26,3.496e-30,4.918e+1,4.314e-23
441.141,2.973e+1,1.774e-21,1.268e-26,3.497e-30,2.973e+1,4.314e-23
441.143,1.740e+1,1.774e-21,1.268e-26,3.499e-30,1.740e+1,4.315e-23
441.144,1.315e+1,1.774e-21,1.268e-26,3.499e-30,1.315e+1,4.315e-23
441.146,7.331e+0,1.774e-21,1.268e-26,3.501e-30,7.331e+0,4.315e-23
441.148,3.956e+0,1.774e-21,1.268e-26,3.502e-30,3.956e+0,4.315e-23
441.149,2.871e+0,1.774e-21,1.268e-26,3.503e-30,2.871e+0,4.315e-23
441.151,1.476e+0,1.774e-21,1.268e-26,3.505e-30,1.476e+0,4.315e-23
441.153,7.342e-1,1.774e-21,1.268e-26,3.506e-30,7.342e-1,4.315e-23
441.154,5.116e-1,1.774e-21,1.268e-26,3.507e-30,5.116e-1,4.315e-23
441.156,2.425e-1,1.774e-21,1.269e-26,3.509e-30,2.425e-1,4.315e-23
441.158,1.112e-1,1.774e-21,1.269e-26,3.510e-30,1.112e-1,4.315e-23
441.159,7.443e-2,1.774e-21,1.269e-26,3.511e-30,7.443e-2,4.315e-23
441.161,3.252e-2,1.774e-21,1.269e-26,3.512e-30,3.252e-2,4.315e-23
441.163,1.376e-2,1.774e-21,1.269e-26,3.514e-30,1.376e-2,4.315e-23
441.164,8.840e-3,1.774e-21,1.269e-26,3.515e-30,8.840e-3,4.315e-23
441.166,3.561e-3,1.774e-21,1.269e-26,3.516e-30,3.561e-3,4.315e-23
441.168,1.389e-3,1.775e-21,1.269e-26,3.518e-30,1.389e-3,4.315e-23
441.169,8.570e-4,1.775e-21,1.269e-26,3.519e-30,8.570e-4,4.315e-23
441.171,3.184e-4,1.775e-21,1.269e-26,3.520e-30,3.184e-4,4.315e-23
441.173,1.145e-4,1.775e-21,1.269e-26,3.522e-30,1.145e-4,4.316e-23
441.174,6.783e-5,1.775e-21,1.269e-26,3.522e-30,6.783e-5,4.316e-23
441.176,2.323e-5,1.775e-21,1.269e-26,3.524e-30,2.323e-5,4.316e-23
441.178,7.703e-6,1.775e-21,1.269e-26,3.525e-30,7.703e-6,4.316e-23
441.179,4.382e-6,1.775e-21,1.269e-26,3.526e-30,4.382e-6,4.316e-23
441.181,1.384e-6,1.775e-21,1.269e-26,3.528e-30,1.384e-6,4.316e-23
441.183,4.231e-7,1.775e-21,1.270e-26,3.529e-30,4.231e-7,4.316e-23
441.184,2.311e-7,1.775e-21,1.270e-26,3.530e-30,2.311e-7,4.316e-23
441.186,6.731e-8,1.775e-21,1.270e-26,3.532e-30,6.731e-8,4.316e-23
441.188,1.897e-8,1.775e-21,1.270e-26,3.533e-30,1.897e-8,4.316e-23
441.189,9.952e-9,1.775e-21,1.270e-26,3.534e-30,9.952e-9,4.316e-23
441.191,2.672e-9,1.775e-21,1.270e-26,3.535e-30,2.672e-9,4.316e-23
441.193,6.945e-10,1.776e-21,1.270e-26,3.537e-30,6.945e-10,4.316e-23
441.194,3.498e-10,1.776e-21,1.270e-26,3.538e-30,3.498e-10,4.316e-23
441.196,8.660e-11,1.776e-21,1.270e-26,3.539e-30,8.660e-11,4.316e-23
441.198,2.075e-11,1.776e-21,1.270e-26,3.541e-30,2.075e-11,4.316e-23
441.199,1.004e-11,1.776e-21,1.270e-26,3.542e-30,1.004e-11,4.316e-23
441.201,2.299e-12,1.776e-21,1.270e-26,3.543e-30,2.299e-12,4.316e-23
441.203,5.434e-13,1.776e-21,1.270e-26,3.545e-30,5.434e-13,4.317e-23
441.204,3.158e-13,1.776e-21,1.270e-26,3.545e-30,3.158e-13,4.317e-23
441.206,4.200e-13,1.776e-21,1.270e-26,3.547e-30,4.200e-13,4.317e-23
441.208,1.658e-12,1.776e-21,1.270e-26,3.549e-30,1.658e-12,4.317e-23
441.209,3.437e-12,1.776e-21,1.271e-26,3.549e-30,3.437e-12,4.317e-23
441.211,1.454e-11,1.776e-21,1.271e-26,3.551e-30,1.454e-11,4.317e-23
441.213,5.962e-11,1.776e-21,1.271e-26,3.552e-30,5.962e-11,4.317e-23
441.214,1.193e-10,1.776e-21,1.271e-26,3.553e-30,1.193e-10,4.317e-23
441.216,4.658e-10,1.776e-21,1.271e-26,3.555e-30,4.658e-10,4.317e-23
441.218,1.761e-9,1.777e-21,1.271e-26,3.556e-30,1.761e-9,4.317e-23
441.219,3.383e-9,1.777e-21,1.271e-26,3.557e-30,3.383e-9,4.317e-23
441.221,1.219e-8,1.777e-21,1.271e-26,3.558e-30,1.219e-8,4.317e-23
441.223,4.248e-8,1.777e-21,1.271e-26,3.560e-30,4.248e-8,4.317e-23
441.224,7.837e-8,1.777e-21,1.271e-26,3.561e-30,7.837e-8,4.317e-23
441.226,2.603e-7,1.777e-21,1.271e-26,3.562e-30,2.603e-7,4.317e-23
441.228,8.367e-7,1.777e-21,1.271e-26,3.564e-30,8.367e-7,4.317e-23
441.229,1.482e-6,1.777e-21,1.271e-26,3.565e-30,1.482e-6,4.317e-23
441.231,4.538e-6,1.777e-21,1.271e-26,3.566e-30,4.538e-6,4.317e-23
441.233,1.345e-5,1.777e-21,1.271e-26,3.568e-30,1.345e-5,4.318e-23
441.234,2.289e-5,1.777e-21,1.271e-26,3.568e-30,2.289e-5,4.318e-23
441.236,6.462e-5,1.777e-21,1.272e-26,3.570e-30,6.462e-5,4.318e-23
441.238,1.766e-4,1.777e-21,1.272e-26,3.572e-30,1.766e-4,4.318e-23
441.239,2.885e-4,1.777e-21,1.272e-26,3.572e-30,2.885e-4,4.318e-23
441.241,7.512e-4,1.777e-21,1.272e-26,3.574e-30,7.512e-4,4.318e-23
441.243,1.894e-3,1.778e-21,1.272e-26,3.575e-30,1.894e-3,4.318e-23
441.244,2.970e-3,1.778e-21,1.272e-26,3.576e-30,2.970e-3,4.318e-23
441.246,7.131e-3,1.778e-21,1.272e-26,3.578e-30,7.131e-3,4.318e-23
441.248,1.657e-2,1.778e-21,1.272e-26,3.579e-30,1.657e-2,4.318e-23
441.249,2.496e-2,1.778e-21,1.272e-26,3.580e-30,2.496e-2,4.318e-23
441.251,5.526e-2,1.778e-21,1.272e-26,3.582e-30,5.526e-2,4.318e-23
441.253,1.184e-1,1.778e-21,1.272e-26,3.583e-30,1.184e-1,4.318e-23
441.255,2.458e-1,1.778e-21,1.272e-26,3.585e-30,2.458e-1,4.318e-23
441.256,3.497e-1,1.778e-21,1.272e-26,3.585e-30,3.497e-1,4.318e-23
441.258,6.911e-1,1.778e-21,1.272e-26,3.587e-30,6.911e-1,4.318e-23
441.26,1.322e+0,1.778e-21,1.272e-26,3.588e-30,1.322e+0,4.318e-23
441.261,1.807e+0,1.778e-21,1.272e-26,3.589e-30,1.807e+0,4.319e-23
441.263,3.293e+0,1.778e-21,1.273e-26,3.591e-30,3.293e+0,4.319e-23
441.265,5.809e+0,1.778e-21,1.273e-26,3.592e-30,5.809e+0,4.319e-23
441.266,7.622e+0,1.778e-21,1.273e-26,3.593e-30,7.622e+0,4.319e-23
441.268,1.281e+1,1.778e-21,1.273e-26,3.595e-30,1.281e+1,4.319e-23
441.27,2.084e+1,1.779e-21,1.273e-26,3.596e-30,2.084e+1,4.319e-23
441.271,2.625e+1,1.779e-21,1.273e-26,3.597e-30,2.625e+1,4.319e-23
441.273,4.068e+1,1.779e-21,1.273e-26,3.598e-30,4.068e+1,4.319e-23
441.275,6.102e+1,1.779e-21,1.273e-26,3.600e-30,6.102e+1,4.319e-23
441.276,7.383e+1,1.779e-21,1.273e-26,3.601e-30,7.383e+1,4.319e-23
441.278,1.055e+2,1.779e-21,1.273e-26,3.602e-30,1.055e+2,4.319e-23
441.28,1.459e+2,1.779e-21,1.273e-26,3.604e-30,1.459e+2,4.319e-23
441.281,1.695e+2,1.779e-21,1.273e-26,3.605e-30,1.695e+2,4.319e-23
441.283,2.234e+2,1.779e-21,1.273e-26,3.606e-30,2.234e+2,4.319e-23
441.285,2.849e+2,1.779e-21,1.273e-26,3.608e-30,2.849e+2,4.319e-23
441.286,3.178e+2,1.779e-21,1.273e-26,3.608e-30,3.178e+2,4.319e-23
441.288,3.861e+2,1.779e-21,1.273e-26,3.610e-30,3.861e+2,4.319e-23
441.29,4.541e+2,1.779e-21,1.274e-26,3.611e-30,4.541e+2,4.319e-23
441.291,4.865e+2,1.779e-21,1.274e-26,3.612e-30,4.865e+2,4.320e-23
441.293,5.450e+2,1.779e-21,1.274e-26,3.614e-30,5.450e+2,4.320e-23
441.295,5.911e+2,1.780e-21,1.274e-26,3.615e-30,5.911e+2,4.320e-23
441.296,6.081e+2,1.780e-21,1.274e-26,3.616e-30,6.081e+2,4.320e-23
441.298,6.281e+2,1.780e-21,1.274e-26,3.618e-30,6.281e+2,4.320e-23
441.3,6.281e+2,1.780e-21,1.274e-26,3.619e-30,6.281e+2,4.320e-23
441.301,6.205e+2,1.780e-21,1.274e-26,3.620e-30,6.205e+2,4.320e-23
441.303,5.911e+2,1.780e-21,1.274e-26,3.621e-30,5.911e+2,4.320e-23
441.305,5.450e+2,1.780e-21,1.274e-26,3.623e-30,5.450e+2,4.320e-23
441.306,5.170e+2,1.780e-21,1.274e-26,3.624e-30,5.170e+2,4.320e-23
441.308,4.541e+2,1.780e-21,1.274e-26,3.625e-30,4.541e+2,4.320e-23
441.31,3.861e+2,1.780e-21,1.274e-26,3.627e-30,3.861e+2,4.320e-23
441.311,3.517e+2,1.780e-21,1.274e-26,3.628e-30,3.517e+2,4.320e-23
441.313,2.849e+2,1.780e-21,1.274e-26,3.629e-30,2.849e+2,4.320e-23
441.315,2.234e+2,1.780e-21,1.274e-26,3.631e-30,2.234e+2,4.320e-23
441.316,1.954e+2,1.780e-21,1.274e-26,3.631e-30,1.954e+2,4.320e-23
441.318,1.459e+2,1.780e-21,1.275e-26,3.633e-30,1.459e+2,4.320e-23
441.32,1.055e+2,1.781e-21,1.275e-26,3.634e-30,1.055e+2,4.320e-23
441.321,8.861e+1,1.781e-21,1.275e-26,3.635e-30,8.861e+1,4.321e-23
441.323,6.102e+1,1.781e-21,1.275e-26,3.637e-30,6.102e+1,4.321e-23
441.325,4.068e+1,1.781e-21,1.275e-26,3.638e-30,4.068e+1,4.321e-23
