Wavelength (nm),Sum(calc),Ca I (3.8e-2),Ca II (9.5e-1),Ca III (1.3e-2)
204.719,5.114e-13,,,5.114e-13
204.721,4.693e-13,,,4.693e-13
204.723,3.627e-13,,,3.627e-13
204.724,2.989e-13,,,2.989e-13
204.726,1.785e-13,,,1.785e-13
204.728,8.981e-14,,,8.981e-14
204.729,5.972e-14,,,5.972e-14
204.731,2.321e-14,,,2.321e-14
204.733,7.600e-15,,,7.600e-15
204.734,4.077e-15,,,4.077e-15
204.736,1.031e-15,,,1.031e-15
204.738,2.198e-16,,,2.198e-16
204.739,9.511e-17,,,9.511e-17
204.741,1.566e-17,,,1.566e-17
204.743,2.172e-18,,,2.172e-18
204.744,7.582e-19,,,7.582e-19
204.746,8.126e-20,,,8.126e-20
204.748,7.334e-21,,,7.334e-21
204.749,2.066e-21,,,2.066e-21
204.751,1.441e-22,,,1.441e-22
204.752,3.568e-23,,,3.568e-23
204.754,1.923e-24,,,1.923e-24
204.756,8.730e-26,,,8.730e-26
204.757,1.744e-26,,,1.744e-26
204.759,6.118e-28,,,6.118e-28
204.761,1.808e-29,,,1.808e-29
204.762,2.913e-30,,,2.913e-30
204.764,6.652e-32,,,6.652e-32
204.766,1.279e-33,,,1.279e-33
204.767,1.663e-34,,,1.663e-34
204.769,2.471e-36,,,2.471e-36
204.771,3.093e-38,,,3.093e-38
204.772,3.244e-39,,,3.244e-39
204.774,3.138e-41,,,3.138e-41
204.776,2.556e-43,,,2.556e-43
204.777,2.163e-44,,,2.163e-44
204.779,1.361e-46,,,1.361e-46
204.781,7.217e-49,,,7.217e-49
204.782,4.927e-50,,,4.927e-50
204.784,2.019e-52,,,2.019e-52
204.786,6.965e-55,,,6.965e-55
204.787,3.836e-56,,,3.836e-56
204.789,1.023e-58,,,1.023e-58
204.791,2.297e-61,,,2.297e-61
204.792,1.020e-62,,,1.020e-62
206.14,3.824e-66,,,3.824e-66
206.142,2.188e-63,,,2.188e-63
206.144,1.057e-60,,,1.057e-60
206.145,2.179e-59,,,2.179e-59
206.147,8.163e-57,,,8.163e-57
206.149,2.582e-54,,,2.582e-54
206.15,4.309e-53,,,4.309e-53
206.152,1.057e-50,,,1.057e-50
206.154,2.190e-48,,,2.190e-48
206.155,2.958e-47,,,2.958e-47
206.157,4.752e-45,,,4.752e-45
206.159,6.446e-43,,,6.446e-43
206.16,7.046e-42,,,7.046e-42
206.162,7.414e-40,,,7.414e-40
206.164,6.587e-38,,,6.587e-38
206.165,5.826e-37,,,5.826e-37
206.167,4.015e-35,,,4.015e-35
206.169,2.336e-33,,,2.336e-33
206.17,1.672e-32,,,1.672e-32
206.172,7.545e-31,,,7.545e-31
206.174,2.875e-29,,,2.875e-29
206.175,1.665e-28,,,1.665e-28
206.177,4.922e-27,,,4.922e-27
206.179,1.228e-25,,,1.228e-25
206.18,5.757e-25,,,5.757e-25
206.182,1.114e-23,,,1.114e-23
206.184,1.821e-22,,,1.821e-22
206.185,6.908e-22,,,6.908e-22
206.187,8.756e-21,,,8.756e-21
206.189,9.370e-20,,,9.370e-20
206.19,2.877e-19,,,2.877e-19
206.192,2.388e-18,,,2.388e-18
206.194,1.674e-17,,,1.674e-17
206.195,4.158e-17,,,4.158e-17
206.197,2.261e-16,,,2.261e-16
206.199,1.038e-15,,,1.038e-15
206.2,2.086e-15,,,2.086e-15
206.202,7.427e-15,,,7.427e-15
206.204,2.232e-14,,,2.232e-14
206.205,3.632e-14,,,3.632e-14
206.207,8.469e-14,,,8.469e-14
206.209,1.667e-13,,,1.667e-13
206.21,2.195e-13,,,2.195e-13
206.212,3.352e-13,,,3.352e-13
206.214,4.321e-13,,,4.321e-13
206.215,4.604e-13,,,4.604e-13
206.217,4.604e-13,,,4.604e-13
206.219,3.887e-13,,,3.887e-13
206.22,3.352e-13,,,3.352e-13
206.222,2.195e-13,,,2.195e-13
206.224,1.214e-13,,,1.214e-13
206.225,8.469e-14,,,8.469e-14
206.227,3.632e-14,,,3.632e-14
206.229,1.315e-14,,,1.315e-14
206.23,7.427e-15,,,7.427e-15
206.232,2.086e-15,,,2.086e-15
206.234,4.946e-16,,,4.946e-16
206.235,2.261e-16,,,2.261e-16
206.237,4.158e-17,,,4.158e-17
206.239,6.457e-18,,,6.457e-18
206.24,2.388e-18,,,2.388e-18
206.242,2.877e-19,,,2.877e-19
206.244,2.926e-20,,,2.926e-20
206.245,8.756e-21,,,8.756e-21
206.247,6.908e-22,,,6.908e-22
206.249,4.601e-23,,,4.601e-23
206.25,1.114e-23,,,1.114e-23
206.252,5.757e-25,,,5.757e-25
206.254,2.511e-26,,,2.511e-26
206.255,4.922e-27,,,4.922e-27
206.257,1.665e-28,,,1.665e-28
206.259,4.757e-30,,,4.757e-30
206.26,7.545e-31,,,7.545e-31
206.262,1.672e-32,,,1.672e-32
206.264,3.128e-34,,,3.128e-34
206.265,4.015e-35,,,4.015e-35
206.267,5.826e-37,,,5.826e-37
206.269,7.138e-39,,,7.138e-39
206.27,7.414e-40,,,7.414e-40
206.272,7.046e-42,,,7.046e-42
206.274,5.653e-44,,,5.653e-44
206.275,4.752e-45,,,4.752e-45
206.277,2.958e-47,,,2.958e-47
206.279,1.554e-49,,,1.554e-49
206.28,1.057e-50,,,1.057e-50
206.282,4.309e-53,,,4.309e-53
206.284,1.483e-55,,,1.483e-55
206.285,8.163e-57,,,8.163e-57
206.287,2.179e-59,,,2.179e-59
206.289,4.910e-62,,,4.910e-62
207.41,1.789e-62,,,1.789e-62
207.412,8.014e-60,,,8.014e-60
207.413,1.593e-58,,,1.593e-58
207.415,5.552e-56,,,5.552e-56
207.417,1.637e-53,,,1.637e-53
207.418,2.640e-52,,,2.640e-52
207.42,6.057e-50,,,6.057e-50
207.422,1.176e-47,,,1.176e-47
207.423,1.538e-46,,,1.538e-46
207.425,2.323e-44,,,2.323e-44
207.427,2.968e-42,,,2.968e-42
207.428,3.151e-41,,,3.151e-41
207.43,3.133e-39,,,3.133e-39
207.432,2.635e-37,,,2.635e-37
207.433,2.270e-36,,,2.270e-36
207.435,1.485e-34,,,1.485e-34
207.437,8.224e-33,,,8.224e-33
207.438,5.747e-32,,,5.747e-32
207.44,2.476e-30,,,2.476e-30
207.442,9.024e-29,,,9.024e-29
207.443,5.117e-28,,,5.117e-28
207.445,1.451e-26,,,1.451e-26
207.447,3.481e-25,,,3.481e-25
207.448,1.602e-24,,,1.602e-24
207.45,2.990e-23,,,2.990e-23
207.452,4.722e-22,,,4.722e-22
207.453,1.763e-21,,,1.763e-21
207.455,2.166e-20,,,2.166e-20
207.457,2.252e-19,,,2.252e-19
207.458,6.820e-19,,,6.820e-19
207.46,5.517e-18,,,5.517e-18
207.462,3.776e-17,,,3.776e-17
207.463,9.277e-17,,,9.277e-17
207.465,4.941e-16,,,4.941e-16
207.467,2.226e-15,,,2.226e-15
207.468,4.437e-15,,,4.437e-15
207.47,1.556e-14,,,1.556e-14
207.472,4.613e-14,,,4.613e-14
207.473,7.462e-14,,,7.462e-14
207.475,1.722e-13,,,1.722e-13
207.477,3.362e-13,,,3.362e-13
207.478,4.411e-13,,,4.411e-13
207.48,6.701e-13,,,6.701e-13
207.482,8.612e-13,,,8.612e-13
207.483,9.170e-13,,,9.170e-13
207.485,9.170e-13,,,9.170e-13
207.487,7.758e-13,,,7.758e-13
207.488,6.701e-13,,,6.701e-13
207.49,4.411e-13,,,4.411e-13
207.492,2.457e-13,,,2.457e-13
207.493,1.722e-13,,,1.722e-13
207.495,7.462e-14,,,7.462e-14
207.497,2.735e-14,,,2.735e-14
207.498,1.556e-14,,,1.556e-14
207.5,4.437e-15,,,4.437e-15
207.502,1.071e-15,,,1.071e-15
207.503,4.941e-16,,,4.941e-16
207.505,9.277e-17,,,9.277e-17
207.507,1.474e-17,,,1.474e-17
207.508,5.517e-18,,,5.517e-18
207.51,6.820e-19,,,6.820e-19
207.512,7.132e-20,,,7.132e-20
207.513,2.166e-20,,,2.166e-20
207.515,1.763e-21,,,1.763e-21
207.517,1.213e-22,,,1.213e-22
207.518,2.990e-23,,,2.990e-23
207.52,1.602e-24,,,1.602e-24
207.522,7.258e-26,,,7.258e-26
207.523,1.451e-26,,,1.451e-26
207.525,5.117e-28,,,5.117e-28
207.527,1.526e-29,,,1.526e-29
207.528,2.476e-30,,,2.476e-30
207.53,5.747e-32,,,5.747e-32
207.532,1.129e-33,,,1.129e-33
207.533,1.485e-34,,,1.485e-34
207.535,2.270e-36,,,2.270e-36
207.537,2.934e-38,,,2.934e-38
207.538,3.133e-39,,,3.133e-39
207.54,3.151e-41,,,3.151e-41
207.542,2.681e-43,,,2.681e-43
207.543,2.323e-44,,,2.323e-44
207.545,1.538e-46,,,1.538e-46
207.547,8.616e-49,,,8.616e-49
207.548,6.057e-50,,,6.057e-50
207.55,2.640e-52,,,2.640e-52
207.552,9.735e-55,,,9.735e-55
207.553,5.552e-56,,,5.552e-56
207.555,1.593e-58,,,1.593e-58
207.557,3.867e-61,,,3.867e-61
207.558,1.789e-62,,,1.789e-62
207.815,3.724e-64,,,3.724e-64
207.817,1.924e-61,,,1.924e-61
207.818,4.108e-60,,,4.108e-60
207.82,1.653e-57,,,1.653e-57
207.822,5.631e-55,,,5.631e-55
207.823,9.763e-54,,,9.763e-54
207.825,2.590e-51,,,2.590e-51
207.827,5.818e-49,,,5.818e-49
207.828,8.191e-48,,,8.191e-48
207.83,1.433e-45,,,1.433e-45
207.832,2.122e-43,,,2.122e-43
207.833,2.426e-42,,,2.426e-42
207.835,2.798e-40,,,2.798e-40
207.837,2.733e-38,,,2.733e-38
207.838,2.537e-37,,,2.537e-37
207.84,1.929e-35,,,1.929e-35
207.842,1.242e-33,,,1.242e-33
207.843,9.363e-33,,,9.363e-33
207.845,4.695e-31,,,4.695e-31
207.847,1.993e-29,,,1.993e-29
207.848,1.220e-28,,,1.220e-28
207.85,4.034e-27,,,4.034e-27
207.852,1.129e-25,,,1.129e-25
207.853,5.613e-25,,,5.613e-25
207.855,1.224e-23,,,1.224e-23
207.857,2.258e-22,,,2.258e-22
207.858,9.115e-22,,,9.115e-22
207.86,1.310e-20,,,1.310e-20
207.861,4.667e-20,,,4.667e-20
207.863,5.226e-19,,,5.226e-19
207.865,4.953e-18,,,4.953e-18
207.866,1.433e-17,,,1.433e-17
207.868,1.058e-16,,,1.058e-16
207.87,6.610e-16,,,6.610e-16
207.871,1.552e-15,,,1.552e-15
207.873,7.557e-15,,,7.557e-15
207.875,3.114e-14,,,3.114e-14
207.876,5.939e-14,,,5.939e-14
207.878,1.906e-13,,,1.906e-13
207.88,5.179e-13,,,5.179e-13
207.881,8.020e-13,,,8.020e-13
207.883,1.697e-12,,,1.697e-12
207.885,3.041e-12,,,3.041e-12
207.886,3.823e-12,,,3.823e-12
207.888,5.335e-12,,,5.335e-12
207.89,6.302e-12,,,6.302e-12
207.891,6.435e-12,,,6.435e-12
207.893,5.921e-12,,,5.921e-12
207.895,4.612e-12,,,4.612e-12
207.896,3.823e-12,,,3.823e-12
207.898,2.320e-12,,,2.320e-12
207.9,1.191e-12,,,1.191e-12
207.901,8.020e-13,,,8.020e-13
207.903,3.208e-13,,,3.208e-13
207.905,1.086e-13,,,1.086e-13
207.906,5.939e-14,,,5.939e-14
207.908,1.566e-14,,,1.566e-14
207.91,3.497e-15,,,3.497e-15
207.911,1.552e-15,,,1.552e-15
207.913,2.700e-16,,,2.700e-16
207.915,3.974e-17,,,3.974e-17
207.916,1.433e-17,,,1.433e-17
207.918,1.643e-18,,,1.643e-18
207.92,1.595e-19,,,1.595e-19
207.921,4.667e-20,,,4.667e-20
207.923,3.529e-21,,,3.529e-21
207.925,2.258e-22,,,2.258e-22
207.926,5.368e-23,,,5.368e-23
207.928,2.676e-24,,,2.676e-24
207.93,1.129e-25,,,1.129e-25
207.931,2.179e-26,,,2.179e-26
207.933,7.164e-28,,,7.164e-28
207.935,1.993e-29,,,1.993e-29
207.936,3.124e-30,,,3.124e-30
207.938,6.770e-32,,,6.770e-32
207.94,1.242e-33,,,1.242e-33
207.941,1.581e-34,,,1.581e-34
207.943,2.259e-36,,,2.259e-36
207.945,2.733e-38,,,2.733e-38
207.946,2.823e-39,,,2.823e-39
207.948,2.660e-41,,,2.660e-41
207.95,2.122e-43,,,2.122e-43
207.951,1.780e-44,,,1.780e-44
207.953,1.106e-46,,,1.106e-46
207.955,5.818e-49,,,5.818e-49
207.956,3.964e-50,,,3.964e-50
207.958,1.624e-52,,,1.624e-52
207.96,5.631e-55,,,5.631e-55
207.961,3.115e-56,,,3.115e-56
207.963,8.414e-59,,,8.414e-59
207.965,1.924e-61,,,1.924e-61
207.966,8.643e-63,,,8.643e-63
209.774,2.692e-63,,,2.692e-63
209.776,1.238e-60,,,1.238e-60
209.778,4.837e-58,,,4.837e-58
209.779,8.992e-57,,,8.992e-57
209.781,2.749e-54,,,2.749e-54
209.783,7.134e-52,,,7.134e-52
209.784,1.081e-50,,,1.081e-50
209.786,2.196e-48,,,2.196e-48
209.788,3.787e-46,,,3.787e-46
209.789,4.677e-45,,,4.677e-45
209.791,6.313e-43,,,6.313e-43
209.793,7.235e-41,,,7.235e-41
209.794,7.284e-40,,,7.284e-40
209.796,6.532e-38,,,6.532e-38
209.798,4.975e-36,,,4.975e-36
209.799,4.083e-35,,,4.083e-35
209.801,2.433e-33,,,2.433e-33
209.803,1.231e-31,,,1.231e-31
209.804,8.237e-31,,,8.237e-31
209.806,3.262e-29,,,3.262e-29
209.808,1.097e-27,,,1.097e-27
209.809,5.981e-27,,,5.981e-27
209.811,1.574e-25,,,1.574e-25
209.813,3.516e-24,,,3.516e-24
209.814,1.563e-23,,,1.563e-23
209.816,2.733e-22,,,2.733e-22
209.818,4.057e-21,,,4.057e-21
209.819,1.470e-20,,,1.470e-20
209.821,1.708e-19,,,1.708e-19
209.823,1.685e-18,,,1.685e-18
209.824,4.978e-18,,,4.978e-18
209.826,3.843e-17,,,3.843e-17
209.828,2.519e-16,,,2.519e-16
209.829,6.065e-16,,,6.065e-16
209.831,3.111e-15,,,3.111e-15
209.833,1.355e-14,,,1.355e-14
209.834,2.660e-14,,,2.660e-14
209.836,9.067e-14,,,9.067e-14
209.838,2.624e-13,,,2.624e-13
209.839,4.199e-13,,,4.199e-13
209.841,9.510e-13,,,9.510e-13
209.843,1.829e-12,,,1.829e-12
209.844,2.386e-12,,,2.386e-12
209.846,3.590e-12,,,3.590e-12
209.848,4.588e-12,,,4.588e-12
209.849,4.878e-12,,,4.878e-12
209.851,4.878e-12,,,4.878e-12
209.853,4.142e-12,,,4.142e-12
209.854,3.590e-12,,,3.590e-12
209.856,2.386e-12,,,2.386e-12
209.858,1.346e-12,,,1.346e-12
209.859,9.510e-13,,,9.510e-13
209.861,4.199e-13,,,4.199e-13
209.863,1.574e-13,,,1.574e-13
209.864,9.067e-14,,,9.067e-14
209.866,2.660e-14,,,2.660e-14
209.868,6.627e-15,,,6.627e-15
209.869,3.111e-15,,,3.111e-15
209.871,6.065e-16,,,6.065e-16
209.873,1.004e-16,,,1.004e-16
209.874,3.843e-17,,,3.843e-17
209.876,4.978e-18,,,4.978e-18
209.878,5.476e-19,,,5.476e-19
209.879,1.708e-19,,,1.708e-19
209.881,1.470e-20,,,1.470e-20
209.883,1.075e-21,,,1.075e-21
209.884,2.733e-22,,,2.733e-22
209.886,1.563e-23,,,1.563e-23
209.888,7.592e-25,,,7.592e-25
209.889,1.574e-25,,,1.574e-25
209.891,5.981e-27,,,5.981e-27
209.893,1.930e-28,,,1.930e-28
209.894,3.262e-29,,,3.262e-29
209.896,8.237e-31,,,8.237e-31
209.898,1.766e-32,,,1.766e-32
209.899,2.433e-33,,,2.433e-33
209.901,4.083e-35,,,4.083e-35
209.903,5.818e-37,,,5.818e-37
209.904,6.532e-38,,,6.532e-38
209.906,7.284e-40,,,7.284e-40
209.908,6.897e-42,,,6.897e-42
209.909,6.313e-43,,,6.313e-43
209.911,4.677e-45,,,4.677e-45
209.913,2.943e-47,,,2.943e-47
209.914,2.196e-48,,,2.196e-48
209.916,1.081e-50,,,1.081e-50
209.918,4.520e-53,,,4.520e-53
209.919,2.749e-54,,,2.749e-54
209.921,8.992e-57,,,8.992e-57
209.923,2.498e-59,,,2.498e-59
209.924,1.238e-60,,,1.238e-60
210.247,1.814e-46,,1.814e-46,6.776e-61
210.249,8.117e-44,,8.117e-44,6.741e-61
210.251,3.087e-41,,3.087e-41,6.707e-61
210.252,5.663e-40,,5.663e-40,6.689e-61
210.254,1.687e-37,,1.687e-37,6.655e-61
210.256,4.270e-35,,4.270e-35,6.620e-61
210.257,6.392e-34,,6.392e-34,6.603e-61
210.259,1.268e-31,,1.268e-31,6.568e-61
210.261,2.136e-29,,2.136e-29,6.533e-61
210.262,2.609e-28,,2.609e-28,6.516e-61
210.264,3.444e-26,,3.444e-26,6.481e-61
210.266,3.864e-24,,3.864e-24,6.446e-61
210.267,3.850e-23,,3.850e-23,6.429e-61
210.269,3.383e-21,,3.383e-21,6.394e-61
210.271,2.527e-19,,2.527e-19,6.359e-61
210.272,2.054e-18,,2.054e-18,6.342e-61
210.274,1.202e-16,,1.202e-16,6.307e-61
210.276,5.975e-15,,5.975e-15,6.273e-61
210.277,3.963e-14,,3.963e-14,6.255e-61
210.279,1.544e-12,,1.544e-12,6.221e-61
210.281,5.109e-11,,5.109e-11,6.186e-61
210.282,2.765e-10,,2.765e-10,6.168e-61
210.284,7.169e-9,,7.169e-9,6.134e-61
210.286,1.579e-7,,1.579e-7,6.099e-61
210.287,6.975e-7,,6.975e-7,6.082e-61
210.289,1.204e-5,,1.204e-5,6.047e-61
210.291,1.766e-4,,1.766e-4,6.012e-61
210.292,6.361e-4,,6.361e-4,5.995e-61
210.294,7.309e-3,,7.309e-3,5.960e-61
210.296,7.136e-2,,7.136e-2,5.925e-61
210.297,2.098e-1,,2.098e-1,5.908e-61
210.299,1.605e+0,,1.605e+0,5.873e-61
210.301,1.043e+1,,1.043e+1,5.839e-61
210.302,2.502e+1,,2.502e+1,5.821e-61
210.304,1.274e+2,,1.274e+2,5.787e-61
210.306,5.512e+2,,5.512e+2,5.752e-61
210.307,1.079e+3,,1.079e+3,5.734e-61
210.309,3.656e+3,,3.656e+3,5.700e-61
210.311,1.053e+4,,1.053e+4,5.665e-61
210.312,1.682e+4,,1.682e+4,5.648e-61
210.314,3.794e+4,,3.794e+4,5.613e-61
210.316,7.276e+4,,7.276e+4,5.578e-61
210.317,9.479e+4,,9.479e+4,5.561e-61
210.319,1.424e+5,,1.424e+5,5.526e-61
210.321,1.818e+5,,1.818e+5,5.491e-61
210.322,1.932e+5,,1.932e+5,5.474e-61
210.324,1.932e+5,,1.932e+5,5.439e-61
210.326,1.642e+5,,1.642e+5,5.405e-61
210.327,1.424e+5,,1.424e+5,5.387e-61
210.329,9.479e+4,,9.479e+4,5.353e-61
210.331,5.362e+4,,5.362e+4,5.318e-61
210.332,3.794e+4,,3.794e+4,5.300e-61
210.334,1.682e+4,,1.682e+4,5.266e-61
210.336,6.333e+3,,6.333e+3,5.231e-61
210.337,3.656e+3,,3.656e+3,5.214e-61
210.339,1.079e+3,,1.079e+3,5.179e-61
210.341,2.704e+2,,2.704e+2,5.144e-61
210.342,1.274e+2,,1.274e+2,5.127e-61
210.344,2.502e+1,,2.502e+1,5.092e-61
210.346,4.175e+0,,4.175e+0,5.057e-61
210.347,1.605e+0,,1.605e+0,5.040e-61
210.349,2.098e-1,,2.098e-1,5.005e-61
210.351,2.331e-2,,2.331e-2,4.971e-61
210.352,7.309e-3,,7.309e-3,4.953e-61
210.354,6.361e-4,,6.361e-4,4.919e-61
210.356,4.705e-5,,4.705e-5,4.884e-61
210.357,1.204e-5,,1.204e-5,4.866e-61
210.359,6.975e-7,,6.975e-7,4.832e-61
210.361,3.434e-8,,3.434e-8,4.797e-61
210.362,7.169e-9,,7.169e-9,4.780e-61
210.364,2.765e-10,,2.765e-10,4.745e-61
210.366,9.063e-12,,9.063e-12,4.710e-61
210.367,1.544e-12,,1.544e-12,4.693e-61
210.369,3.963e-14,,3.963e-14,4.658e-61
210.371,8.648e-16,,8.648e-16,4.623e-61
210.372,1.202e-16,,1.202e-16,4.606e-61
210.374,2.054e-18,,2.054e-18,4.571e-61
210.376,2.984e-20,,2.984e-20,4.537e-61
210.377,3.383e-21,,3.383e-21,4.519e-61
210.379,3.850e-23,,3.850e-23,4.484e-61
210.381,3.723e-25,,3.723e-25,4.450e-61
210.382,3.444e-26,,3.444e-26,4.432e-61
210.384,2.609e-28,,2.609e-28,4.398e-61
210.386,1.679e-30,,1.679e-30,4.363e-61
210.387,1.268e-31,,1.268e-31,4.346e-61
210.389,6.392e-34,,6.392e-34,4.311e-61
210.391,2.739e-36,,2.739e-36,4.276e-61
210.392,1.687e-37,,1.687e-37,4.259e-61
210.394,5.663e-40,,5.663e-40,4.224e-61
210.396,1.615e-42,,1.615e-42,4.189e-61
210.397,8.117e-44,,8.117e-44,4.172e-61
210.637,5.357e-64,,5.690e-44,5.357e-64
210.639,2.344e-61,,5.669e-44,2.344e-61
210.641,8.718e-59,,5.649e-44,8.718e-59
210.642,1.582e-57,,5.639e-44,1.582e-57
210.644,4.616e-55,,5.619e-44,4.616e-55
210.646,1.145e-52,,5.598e-44,1.145e-52
210.647,1.696e-51,,5.588e-44,1.696e-51
210.649,3.299e-49,,5.568e-44,3.299e-49
210.651,5.455e-47,,5.548e-44,5.455e-47
210.652,6.601e-46,,5.538e-44,6.601e-46
210.654,8.559e-44,,5.518e-44,8.559e-44
210.656,9.436e-42,,5.497e-44,9.436e-42
210.657,9.323e-41,,5.487e-44,9.323e-41
210.659,8.059e-39,,5.467e-44,8.059e-39
210.661,5.923e-37,,5.447e-44,5.923e-37
210.662,4.779e-36,,5.437e-44,4.779e-36
210.664,2.754e-34,,5.416e-44,2.754e-34
210.666,1.350e-32,,5.396e-44,1.350e-32
210.667,8.890e-32,,5.386e-44,8.890e-32
210.669,3.416e-30,,5.366e-44,3.416e-30
210.671,1.116e-28,,5.346e-44,1.116e-28
210.672,6.002e-28,,5.335e-44,6.002e-28
210.674,1.538e-26,,5.315e-44,1.538e-26
210.676,3.349e-25,,5.295e-44,3.349e-25
210.677,1.471e-24,,5.285e-44,1.471e-24
210.679,2.512e-23,,5.265e-44,2.512e-23
210.681,3.648e-22,,5.244e-44,3.648e-22
210.682,1.308e-21,,5.234e-44,1.308e-21
210.684,1.490e-20,,5.214e-44,1.490e-20
210.686,1.442e-19,,5.194e-44,1.442e-19
210.687,4.223e-19,,5.184e-44,4.223e-19
210.689,3.206e-18,,5.163e-44,3.206e-18
210.691,2.069e-17,,5.143e-44,2.069e-17
210.692,4.948e-17,,5.133e-44,4.948e-17
210.694,2.504e-16,,5.113e-44,2.504e-16
210.696,1.078e-15,,5.093e-44,1.078e-15
210.697,2.104e-15,,5.083e-44,2.104e-15
210.699,7.099e-15,,5.062e-44,7.099e-15
210.701,2.037e-14,,5.042e-44,2.037e-14
210.702,3.247e-14,,5.032e-44,3.247e-14
210.704,7.304e-14,,5.012e-44,7.304e-14
210.706,1.397e-13,,4.991e-44,1.397e-13
210.707,1.819e-13,,4.981e-44,1.819e-13
210.709,2.728e-13,,4.961e-44,2.728e-13
210.711,3.479e-13,,4.941e-44,3.479e-13
210.712,3.697e-13,,4.931e-44,3.697e-13
210.714,3.697e-13,,4.911e-44,3.697e-13
210.716,3.144e-13,,4.890e-44,3.144e-13
210.717,2.728e-13,,4.880e-44,2.728e-13
210.719,1.819e-13,,4.860e-44,1.819e-13
210.721,1.031e-13,,4.840e-44,1.031e-13
210.722,7.304e-14,,4.830e-44,7.304e-14
210.724,3.247e-14,,4.809e-44,3.247e-14
210.726,1.227e-14,,4.789e-44,1.227e-14
210.727,7.099e-15,,4.779e-44,7.099e-15
210.729,2.104e-15,,4.759e-44,2.104e-15
210.731,5.301e-16,,4.739e-44,5.301e-16
210.732,2.504e-16,,4.728e-44,2.504e-16
210.734,4.948e-17,,4.708e-44,4.948e-17
210.736,8.312e-18,,4.688e-44,8.312e-18
210.737,3.206e-18,,4.678e-44,3.206e-18
210.739,4.223e-19,,4.658e-44,4.223e-19
210.741,4.730e-20,,4.637e-44,4.730e-20
210.742,1.490e-20,,4.627e-44,1.490e-20
210.744,1.308e-21,,4.607e-44,1.308e-21
210.746,9.770e-23,,4.587e-44,9.770e-23
210.747,2.512e-23,,4.577e-44,2.512e-23
210.749,1.471e-24,,4.556e-44,1.471e-24
210.751,7.323e-26,,4.536e-44,7.323e-26
210.752,1.538e-26,,4.526e-44,1.538e-26
210.754,6.002e-28,,4.506e-44,6.002e-28
210.756,1.992e-29,,4.486e-44,1.992e-29
210.757,3.416e-30,,4.476e-44,3.416e-30
210.759,8.890e-32,,4.455e-44,8.890e-32
210.761,1.967e-33,,4.435e-44,1.967e-33
210.762,2.754e-34,,4.425e-44,2.754e-34
210.764,4.779e-36,,4.405e-44,4.779e-36
210.766,7.051e-38,,4.385e-44,7.051e-38
210.767,8.059e-39,,4.374e-44,8.059e-39
210.769,9.323e-41,,4.354e-44,9.323e-41
210.771,9.171e-43,,4.334e-44,9.171e-43
210.772,8.559e-44,,4.324e-44,8.559e-44
210.774,6.601e-46,,4.304e-44,6.601e-46
210.776,4.329e-48,,4.283e-44,4.329e-48
210.777,3.299e-49,,4.273e-44,3.299e-49
210.779,1.696e-51,,4.253e-44,1.696e-51
210.781,7.418e-54,,4.233e-44,7.418e-54
210.782,4.616e-55,,4.223e-44,4.616e-55
210.784,1.582e-57,,4.202e-44,1.582e-57
210.786,4.613e-60,,4.182e-44,4.613e-60
210.787,2.344e-61,,4.172e-44,2.344e-61
211.199,4.212e-47,,4.212e-47,6.984e-62
211.2,9.208e-46,,9.208e-46,6.944e-62
211.202,3.900e-43,,3.900e-43,6.864e-62
211.204,1.406e-40,,1.406e-40,6.784e-62
211.205,2.513e-39,,2.513e-39,6.745e-62
211.207,7.112e-37,,7.112e-37,6.665e-62
211.209,1.713e-34,,1.713e-34,6.585e-62
211.21,2.502e-33,,2.502e-33,6.545e-62
211.212,4.732e-31,,4.732e-31,6.465e-62
211.214,7.614e-29,,7.614e-29,6.385e-62
211.215,9.092e-28,,9.092e-28,6.345e-62
211.217,1.149e-25,,1.149e-25,6.265e-62
211.219,1.235e-23,,1.235e-23,6.186e-62
211.22,1.206e-22,,1.206e-22,6.146e-62
211.222,1.018e-20,,1.018e-20,6.066e-62
211.224,7.311e-19,,7.311e-19,5.986e-62
211.225,5.833e-18,,5.833e-18,5.946e-62
211.227,3.290e-16,,3.290e-16,5.866e-62
211.229,1.579e-14,,1.579e-14,5.786e-62
211.23,1.030e-13,,1.030e-13,5.746e-62
211.232,3.881e-12,,3.881e-12,5.666e-62
211.234,1.245e-10,,1.245e-10,5.587e-62
211.235,6.635e-10,,6.635e-10,5.547e-62
211.237,1.670e-8,,1.670e-8,5.467e-62
211.239,3.580e-7,,3.580e-7,5.387e-62
211.24,1.560e-6,,1.560e-6,5.347e-62
211.242,2.624e-5,,2.624e-5,5.267e-62
211.244,3.757e-4,,3.757e-4,5.187e-62
211.245,1.338e-3,,1.338e-3,5.147e-62
211.247,1.504e-2,,1.504e-2,5.067e-62
211.249,1.439e-1,,1.439e-1,4.988e-62
211.25,4.188e-1,,4.188e-1,4.948e-62
211.252,3.145e+0,,3.145e+0,4.868e-62
211.254,2.010e+1,,2.010e+1,4.788e-62
211.255,4.784e+1,,4.784e+1,4.748e-62
211.257,2.401e+2,,2.401e+2,4.668e-62
211.259,1.025e+3,,1.025e+3,4.588e-62
211.26,1.994e+3,,1.994e+3,4.548e-62
211.262,6.685e+3,,6.685e+3,4.468e-62
211.264,1.908e+4,,1.908e+4,4.389e-62
