Wavelength (nm),Sum(calc),Na I (4.5e-2),Na II (9.5e-1),Na III (3.4e-19)
412.352,9.759e-17,2.623e-58,9.759e-17,
412.353,6.028e-17,2.623e-58,6.028e-17,
412.355,2.228e-17,2.624e-58,2.228e-17,
412.357,7.894e-18,2.624e-58,7.894e-18,
412.358,4.624e-18,2.624e-58,4.624e-18,
412.36,1.538e-18,2.624e-58,1.538e-18,
412.362,4.900e-19,2.625e-58,4.900e-19,
412.363,2.722e-19,2.625e-58,2.722e-19,
412.365,8.142e-20,2.625e-58,8.142e-20,
412.367,2.334e-20,2.625e-58,2.334e-20,
412.368,1.230e-20,2.625e-58,1.230e-20,
412.37,3.309e-21,2.626e-58,3.309e-21,
412.372,8.533e-22,2.626e-58,8.533e-22,
412.373,4.265e-22,2.626e-58,4.265e-22,
412.375,1.032e-22,2.626e-58,1.032e-22,
412.377,2.394e-23,2.627e-58,2.394e-23,
412.378,1.135e-23,2.627e-58,1.135e-23,
412.38,2.470e-24,2.627e-58,2.470e-24,
412.382,5.154e-25,2.627e-58,5.154e-25,
412.383,2.317e-25,2.628e-58,2.317e-25,
412.385,4.537e-26,2.628e-58,4.537e-26,
412.387,8.516e-27,2.628e-58,8.516e-27,
412.388,3.631e-27,2.628e-58,3.631e-27,
412.39,6.396e-28,2.629e-58,6.396e-28,
412.392,1.080e-28,2.629e-58,1.080e-28,
412.393,4.367e-29,2.629e-58,4.367e-29,
412.395,6.919e-30,2.629e-58,6.919e-30,
412.397,1.051e-30,2.630e-58,1.051e-30,
412.398,4.030e-31,2.630e-58,4.030e-31,
412.4,5.744e-32,2.630e-58,5.744e-32,
412.402,7.847e-33,2.630e-58,7.847e-33,
412.403,2.855e-33,2.630e-58,2.855e-33,
412.405,3.660e-34,2.631e-58,3.660e-34,
412.407,4.497e-35,2.631e-58,4.497e-35,
412.408,1.552e-35,2.631e-58,1.552e-35,
412.41,1.789e-36,2.631e-58,1.789e-36,
412.412,1.978e-37,2.632e-58,1.978e-37,
412.413,6.472e-38,2.632e-58,6.472e-38,
412.415,6.714e-39,2.632e-58,6.714e-39,
412.417,6.676e-40,2.632e-58,6.676e-40,
412.418,2.072e-40,2.633e-58,2.072e-40,
412.42,1.933e-41,2.633e-58,1.933e-41,
412.422,1.729e-42,2.633e-58,1.729e-42,
412.423,5.090e-43,2.633e-58,5.090e-43,
412.425,4.273e-44,2.634e-58,4.273e-44,
412.427,3.438e-45,2.634e-58,3.438e-45,
412.428,9.597e-46,2.634e-58,9.597e-46,
412.43,7.246e-47,2.634e-58,7.246e-47,
412.432,5.244e-48,2.635e-58,5.244e-48,
412.433,1.389e-48,2.635e-58,1.389e-48,
412.435,9.431e-50,2.635e-58,9.431e-50,
412.437,6.139e-51,2.635e-58,6.139e-51,
412.438,1.542e-51,2.635e-58,1.542e-51,
412.44,9.419e-53,2.636e-58,9.419e-53,
412.442,5.516e-54,2.636e-58,5.516e-54,
412.443,1.314e-54,2.636e-58,1.314e-54,
412.445,7.220e-56,2.637e-58,7.220e-56,
412.447,3.803e-57,2.637e-58,3.803e-57,
412.448,8.592e-58,2.637e-58,8.592e-58,
412.45,4.247e-59,2.637e-58,4.247e-59,
417.522,3.369e-58,3.369e-58,8.322e-58,
417.524,6.577e-57,6.577e-57,8.325e-58,
417.525,2.862e-56,2.862e-56,8.326e-58,
417.527,5.252e-55,5.252e-55,8.329e-58,
417.529,9.249e-54,9.249e-54,8.332e-58,
417.53,3.822e-53,3.822e-53,8.334e-58,
417.532,6.327e-52,6.327e-52,8.337e-58,
417.534,1.005e-50,1.005e-50,8.340e-58,
417.535,3.944e-50,3.944e-50,8.342e-58,
417.537,5.888e-49,5.888e-49,8.345e-58,
417.539,8.436e-48,8.436e-48,8.348e-58,
417.54,3.144e-47,3.144e-47,8.350e-58,
417.542,4.234e-46,4.234e-46,8.353e-58,
417.544,5.472e-45,5.472e-45,8.356e-58,
417.545,1.937e-44,1.937e-44,8.357e-58,
417.547,2.352e-43,2.352e-43,8.360e-58,
417.549,2.742e-42,2.742e-42,8.364e-58,
417.55,9.217e-42,9.217e-42,8.365e-58,
417.552,1.010e-40,1.010e-40,8.368e-58,
417.554,1.062e-39,1.062e-39,8.371e-58,
417.555,3.389e-39,3.389e-39,8.373e-58,
417.557,3.349e-38,3.349e-38,8.376e-58,
417.559,3.176e-37,3.176e-37,8.379e-58,
417.56,9.628e-37,9.628e-37,8.381e-58,
417.562,8.582e-36,8.582e-36,8.384e-58,
417.564,7.340e-35,7.340e-35,8.387e-58,
417.565,2.113e-34,2.113e-34,8.388e-58,
417.567,1.699e-33,1.699e-33,8.392e-58,
417.569,1.311e-32,1.311e-32,8.395e-58,
417.57,3.584e-32,3.584e-32,8.396e-58,
417.572,2.599e-31,2.599e-31,8.399e-58,
417.574,1.808e-30,1.808e-30,8.402e-58,
417.575,4.697e-30,4.697e-30,8.404e-58,
417.577,3.072e-29,3.072e-29,8.407e-58,
417.579,1.928e-28,1.928e-28,8.410e-58,
417.58,4.755e-28,4.755e-28,8.412e-58,
417.582,2.805e-27,2.805e-27,8.415e-58,
417.584,1.588e-26,1.588e-26,8.418e-58,
417.585,3.719e-26,3.719e-26,8.420e-58,
417.587,1.979e-25,1.979e-25,8.423e-58,
417.589,1.010e-24,1.010e-24,8.426e-58,
417.59,2.248e-24,2.248e-24,8.427e-58,
417.592,1.079e-23,1.079e-23,8.431e-58,
417.594,4.967e-23,4.967e-23,8.434e-58,
417.595,1.050e-22,1.050e-22,8.435e-58,
417.597,4.543e-22,4.543e-22,8.438e-58,
417.599,1.887e-21,1.887e-21,8.441e-58,
417.6,3.786e-21,3.786e-21,8.443e-58,
417.602,1.478e-20,1.478e-20,8.446e-58,
417.604,5.538e-20,5.538e-20,8.449e-58,
417.605,1.055e-19,1.055e-19,8.451e-58,
417.607,3.716e-19,3.716e-19,8.454e-58,
417.609,1.256e-18,1.256e-18,8.457e-58,
417.61,2.273e-18,2.273e-18,8.459e-58,
417.612,7.219e-18,7.219e-18,8.462e-58,
417.614,2.200e-17,2.200e-17,8.465e-58,
417.615,3.782e-17,3.782e-17,8.466e-58,
417.617,1.083e-16,1.083e-16,8.469e-58,
417.619,2.978e-16,2.978e-16,8.473e-58,
417.62,4.862e-16,4.862e-16,8.474e-58,
417.622,1.256e-15,1.256e-15,8.477e-58,
417.624,3.115e-15,3.115e-15,8.480e-58,
417.625,4.829e-15,4.829e-15,8.482e-58,
417.627,1.125e-14,1.125e-14,8.485e-58,
417.629,2.517e-14,2.517e-14,8.488e-58,
417.63,3.706e-14,3.706e-14,8.490e-58,
417.632,7.791e-14,7.791e-14,8.493e-58,
417.634,1.571e-13,1.571e-13,8.496e-58,
417.635,2.198e-13,2.198e-13,8.497e-58,
417.637,4.166e-13,4.166e-13,8.501e-58,
417.639,7.580e-13,7.580e-13,8.504e-58,
417.64,1.007e-12,1.007e-12,8.505e-58,
417.642,1.722e-12,1.722e-12,8.508e-58,
417.644,2.825e-12,2.825e-12,8.511e-58,
417.645,3.563e-12,3.563e-12,8.513e-58,
417.647,5.496e-12,5.496e-12,8.516e-58,
417.649,8.135e-12,8.135e-12,8.519e-58,
417.65,9.745e-12,9.745e-12,8.521e-58,
417.652,1.356e-11,1.356e-11,8.524e-58,
417.654,1.810e-11,1.810e-11,8.527e-58,
417.655,2.059e-11,2.059e-11,8.529e-58,
417.657,2.584e-11,2.584e-11,8.532e-58,
417.659,3.111e-11,3.111e-11,8.535e-58,
417.66,3.361e-11,3.361e-11,8.536e-58,
417.662,3.805e-11,3.805e-11,8.539e-58,
417.664,4.132e-11,4.132e-11,8.543e-58,
417.665,4.240e-11,4.240e-11,8.544e-58,
417.667,4.328e-11,4.328e-11,8.547e-58,
417.669,4.240e-11,4.240e-11,8.550e-58,
417.67,4.132e-11,4.132e-11,8.552e-58,
417.672,3.805e-11,3.805e-11,8.555e-58,
417.674,3.361e-11,3.361e-11,8.558e-58,
417.675,3.111e-11,3.111e-11,8.560e-58,
417.677,2.584e-11,2.584e-11,8.563e-58,
417.679,2.059e-11,2.059e-11,8.566e-58,
417.68,1.810e-11,1.810e-11,8.568e-58,
417.682,1.356e-11,1.356e-11,8.571e-58,
417.684,9.745e-12,9.745e-12,8.574e-58,
417.685,8.135e-12,8.135e-12,8.575e-58,
417.687,5.496e-12,5.496e-12,8.578e-58,
417.689,3.563e-12,3.563e-12,8.582e-58,
417.69,2.825e-12,2.825e-12,8.583e-58,
417.692,1.722e-12,1.722e-12,8.586e-58,
417.694,1.007e-12,1.007e-12,8.589e-58,
417.695,7.580e-13,7.580e-13,8.591e-58,
417.697,4.166e-13,4.166e-13,8.594e-58,
417.699,2.198e-13,2.198e-13,8.597e-58,
417.7,1.571e-13,1.571e-13,8.599e-58,
417.702,7.791e-14,7.791e-14,8.602e-58,
417.704,3.706e-14,3.706e-14,8.605e-58,
417.705,2.517e-14,2.517e-14,8.606e-58,
417.707,1.125e-14,1.125e-14,8.610e-58,
417.709,4.829e-15,4.829e-15,8.613e-58,
417.71,3.115e-15,3.115e-15,8.614e-58,
417.712,1.256e-15,1.256e-15,8.617e-58,
417.714,4.862e-16,4.862e-16,8.620e-58,
417.715,2.978e-16,2.978e-16,8.622e-58,
417.717,1.083e-16,1.083e-16,8.625e-58,
417.719,3.782e-17,3.782e-17,8.628e-58,
417.72,2.200e-17,2.200e-17,8.630e-58,
417.722,7.219e-18,7.219e-18,8.633e-58,
417.724,2.273e-18,2.273e-18,8.636e-58,
417.725,1.256e-18,1.256e-18,8.638e-58,
417.727,3.716e-19,3.716e-19,8.641e-58,
417.729,1.055e-19,1.055e-19,8.644e-58,
417.73,5.538e-20,5.538e-20,8.645e-58,
417.732,1.478e-20,1.478e-20,8.648e-58,
417.734,3.786e-21,3.786e-21,8.652e-58,
417.735,1.887e-21,1.887e-21,8.653e-58,
417.737,4.543e-22,4.543e-22,8.656e-58,
417.739,1.050e-22,1.050e-22,8.659e-58,
417.74,4.967e-23,4.967e-23,8.661e-58,
417.742,1.079e-23,1.079e-23,8.664e-58,
417.744,2.248e-24,2.248e-24,8.667e-58,
417.745,1.010e-24,1.010e-24,8.669e-58,
417.747,1.979e-25,1.979e-25,8.672e-58,
417.749,3.719e-26,3.719e-26,8.675e-58,
417.75,1.588e-26,1.588e-26,8.677e-58,
417.752,2.805e-27,2.805e-27,8.680e-58,
417.754,4.755e-28,4.755e-28,8.683e-58,
417.755,1.928e-28,1.928e-28,8.684e-58,
417.757,3.072e-29,3.072e-29,8.687e-58,
417.759,4.697e-30,4.697e-30,8.691e-58,
417.76,1.808e-30,1.808e-30,8.692e-58,
417.762,2.599e-31,2.599e-31,8.695e-58,
417.764,3.584e-32,3.584e-32,8.698e-58,
417.765,1.311e-32,1.311e-32,8.700e-58,
417.767,1.699e-33,1.699e-33,8.703e-58,
417.769,2.113e-34,2.113e-34,8.706e-58,
417.77,7.340e-35,7.340e-35,8.708e-58,
417.772,8.582e-36,8.582e-36,8.711e-58,
417.774,9.628e-37,9.628e-37,8.714e-58,
417.775,3.176e-37,3.176e-37,8.715e-58,
417.777,3.349e-38,3.349e-38,8.719e-58,
417.779,3.389e-39,3.389e-39,8.722e-58,
417.78,1.062e-39,1.062e-39,8.723e-58,
417.782,1.010e-40,1.010e-40,8.726e-58,
417.784,9.217e-42,9.217e-42,8.729e-58,
417.785,2.742e-42,2.742e-42,8.731e-58,
417.787,2.352e-43,2.352e-43,8.734e-58,
417.789,1.937e-44,1.937e-44,8.737e-58,
417.79,5.472e-45,5.472e-45,8.739e-58,
417.792,4.234e-46,4.234e-46,8.742e-58,
417.794,3.144e-47,3.144e-47,8.745e-58,
417.795,8.436e-48,8.436e-48,8.747e-58,
417.797,5.888e-49,5.888e-49,8.750e-58,
417.799,3.944e-50,3.944e-50,8.753e-58,
417.8,1.005e-50,1.005e-50,8.754e-58,
417.802,6.327e-52,6.327e-52,8.757e-58,
417.804,3.822e-53,3.822e-53,8.761e-58,
417.805,9.249e-54,9.249e-54,8.762e-58,
417.807,5.252e-55,5.252e-55,8.765e-58,
417.809,2.862e-56,2.862e-56,8.768e-58,
417.81,6.577e-57,6.577e-57,8.770e-58,
418.402,2.474e-57,2.474e-57,9.692e-58,
418.403,1.081e-56,1.081e-56,9.693e-58,
418.405,2.000e-55,2.000e-55,9.696e-58,
418.407,3.552e-54,3.552e-54,9.699e-58,
418.408,1.474e-53,1.474e-53,9.701e-58,
418.41,2.462e-52,2.462e-52,9.704e-58,
418.412,3.946e-51,3.946e-51,9.707e-58,
418.413,1.555e-50,1.555e-50,9.709e-58,
418.415,2.344e-49,2.344e-49,9.712e-58,
418.417,3.390e-48,3.390e-48,9.715e-58,
418.418,1.269e-47,1.269e-47,9.717e-58,
418.42,1.726e-46,1.726e-46,9.720e-58,
418.422,2.252e-45,2.252e-45,9.723e-58,
418.423,8.012e-45,8.012e-45,9.724e-58,
418.425,9.831e-44,9.831e-44,9.727e-58,
418.427,1.158e-42,1.158e-42,9.731e-58,
418.428,3.912e-42,3.912e-42,9.732e-58,
418.43,4.331e-41,4.331e-41,9.735e-58,
418.432,4.602e-40,4.602e-40,9.738e-58,
418.433,1.477e-39,1.477e-39,9.740e-58,
418.435,1.476e-38,1.476e-38,9.743e-58,
418.437,1.415e-37,1.415e-37,9.746e-58,
418.438,4.314e-37,4.314e-37,9.748e-58,
418.44,3.889e-36,3.889e-36,9.751e-58,
418.442,3.365e-35,3.365e-35,9.754e-58,
418.443,9.746e-35,9.746e-35,9.755e-58,
418.445,7.928e-34,7.928e-34,9.759e-58,
418.447,6.189e-33,6.189e-33,9.762e-58,
418.448,1.703e-32,1.703e-32,9.763e-58,
418.45,1.250e-31,1.250e-31,9.766e-58,
418.452,8.806e-31,8.806e-31,9.769e-58,
418.453,2.301e-30,2.301e-30,9.771e-58,
418.455,1.524e-29,1.524e-29,9.774e-58,
418.457,9.690e-29,9.690e-29,9.777e-58,
418.458,2.406e-28,2.406e-28,9.779e-58,
418.46,1.438e-27,1.438e-27,9.782e-58,
418.462,8.248e-27,8.248e-27,9.785e-58,
418.463,1.945e-26,1.945e-26,9.787e-58,
418.465,1.049e-25,1.049e-25,9.790e-58,
418.467,5.429e-25,5.429e-25,9.793e-58,
418.468,1.216e-24,1.216e-24,9.794e-58,
418.47,5.919e-24,5.919e-24,9.797e-58,
418.472,2.765e-23,2.765e-23,9.801e-58,
418.473,5.883e-23,5.883e-23,9.802e-58,
418.475,2.584e-22,2.584e-22,9.805e-58,
418.477,1.089e-21,1.089e-21,9.808e-58,
418.478,2.201e-21,2.201e-21,9.810e-58,
418.48,8.721e-21,8.721e-21,9.813e-58,
418.482,3.317e-20,3.317e-20,9.816e-58,
418.483,6.369e-20,6.369e-20,9.818e-58,
418.485,2.277e-19,2.277e-19,9.821e-58,
418.487,7.814e-19,7.814e-19,9.824e-58,
418.488,1.425e-18,1.425e-18,9.826e-58,
418.49,4.599e-18,4.599e-18,9.829e-58,
418.492,1.424e-17,1.424e-17,9.832e-58,
418.493,2.468e-17,2.468e-17,9.833e-58,
418.495,7.184e-17,7.184e-17,9.836e-58,
418.497,2.007e-16,2.007e-16,9.840e-58,
418.498,3.304e-16,3.304e-16,9.841e-58,
418.5,8.680e-16,8.680e-16,9.844e-58,
418.502,2.188e-15,2.188e-15,9.847e-58,
418.503,3.422e-15,3.422e-15,9.849e-58,
418.505,8.111e-15,8.111e-15,9.852e-58,
418.507,1.845e-14,1.845e-14,9.855e-58,
418.508,2.741e-14,2.741e-14,9.857e-58,
418.51,5.863e-14,5.863e-14,9.860e-58,
418.512,1.204e-13,1.204e-13,9.863e-58,
418.513,1.698e-13,1.698e-13,9.864e-58,
418.515,3.278e-13,3.278e-13,9.868e-58,
418.517,6.071e-13,6.071e-13,9.871e-58,
418.518,8.137e-13,8.137e-13,9.872e-58,
418.52,1.417e-12,1.417e-12,9.875e-58,
418.522,2.369e-12,2.369e-12,9.878e-58,
418.523,3.016e-12,3.016e-12,9.880e-58,
418.525,4.740e-12,4.740e-12,9.883e-58,
418.527,7.149e-12,7.149e-12,9.886e-58,
418.528,8.646e-12,8.646e-12,9.888e-58,
418.53,1.226e-11,1.226e-11,9.891e-58,
418.532,1.669e-11,1.669e-11,9.894e-58,
418.533,1.917e-11,1.917e-11,9.896e-58,
418.535,2.453e-11,2.453e-11,9.899e-58,
418.537,3.013e-11,3.013e-11,9.902e-58,
418.538,3.288e-11,3.288e-11,9.903e-58,
418.54,3.797e-11,3.797e-11,9.906e-58,
418.542,4.208e-11,4.208e-11,9.910e-58,
418.543,4.362e-11,4.362e-11,9.911e-58,
418.545,4.545e-11,4.545e-11,9.914e-58,
418.547,4.545e-11,4.545e-11,9.917e-58,
418.548,4.475e-11,4.475e-11,9.919e-58,
418.55,4.208e-11,4.208e-11,9.922e-58,
418.552,3.797e-11,3.797e-11,9.925e-58,
418.553,3.551e-11,3.551e-11,9.927e-58,
418.555,3.013e-11,3.013e-11,9.930e-58,
418.557,2.453e-11,2.453e-11,9.933e-58,
418.558,2.180e-11,2.180e-11,9.935e-58,
418.56,1.669e-11,1.669e-11,9.938e-58,
418.562,1.226e-11,1.226e-11,9.941e-58,
418.563,1.035e-11,1.035e-11,9.942e-58,
418.565,7.149e-12,7.149e-12,9.945e-58,
418.567,4.740e-12,4.740e-12,9.949e-58,
418.568,3.800e-12,3.800e-12,9.950e-58,
418.57,2.369e-12,2.369e-12,9.953e-58,
418.572,1.417e-12,1.417e-12,9.956e-58,
418.573,1.079e-12,1.079e-12,9.958e-58,
418.575,6.071e-13,6.071e-13,9.961e-58,
418.577,3.278e-13,3.278e-13,9.964e-58,
418.578,2.371e-13,2.371e-13,9.966e-58,
418.58,1.204e-13,1.204e-13,9.969e-58,
418.582,5.863e-14,5.863e-14,9.972e-58,
418.583,4.029e-14,4.029e-14,9.973e-58,
418.585,1.845e-14,1.845e-14,9.977e-58,
418.587,8.111e-15,8.111e-15,9.980e-58,
418.588,5.295e-15,5.295e-15,9.981e-58,
418.59,2.188e-15,2.188e-15,9.984e-58,
418.592,8.680e-16,8.680e-16,9.987e-58,
418.593,5.383e-16,5.383e-16,9.989e-58,
418.595,2.007e-16,2.007e-16,9.992e-58,
418.597,7.184e-17,7.184e-17,9.995e-58,
418.598,4.232e-17,4.232e-17,9.997e-58,
418.6,1.424e-17,1.424e-17,1.000e-57,
418.602,4.599e-18,4.599e-18,1.000e-57,
418.603,2.574e-18,2.574e-18,1.000e-57,
418.605,7.814e-19,7.814e-19,1.001e-57,
418.607,2.277e-19,2.277e-19,1.001e-57,
418.608,1.211e-19,1.211e-19,1.001e-57,
418.61,3.317e-20,3.317e-20,1.002e-57,
418.612,8.721e-21,8.721e-21,1.002e-57,
418.613,4.404e-21,4.404e-21,1.002e-57,
418.615,1.089e-21,1.089e-21,1.002e-57,
418.617,2.584e-22,2.584e-22,1.003e-57,
418.618,1.239e-22,1.239e-22,1.003e-57,
418.62,2.765e-23,2.765e-23,1.003e-57,
418.622,5.919e-24,5.919e-24,1.003e-57,
418.623,2.697e-24,2.697e-24,1.004e-57,
418.625,5.429e-25,5.429e-25,1.004e-57,
418.627,1.049e-25,1.049e-25,1.004e-57,
418.628,4.540e-26,4.540e-26,1.004e-57,
418.63,8.248e-27,8.248e-27,1.005e-57,
418.632,1.438e-27,1.438e-27,1.005e-57,
418.633,5.912e-28,5.912e-28,1.005e-57,
418.635,9.690e-29,9.690e-29,1.005e-57,
418.637,1.524e-29,1.524e-29,1.006e-57,
418.638,5.954e-30,5.954e-30,1.006e-57,
418.64,8.806e-31,8.806e-31,1.006e-57,
418.642,1.250e-31,1.250e-31,1.007e-57,
418.643,4.638e-32,4.638e-32,1.007e-57,
418.645,6.189e-33,6.189e-33,1.007e-57,
418.647,7.928e-34,7.928e-34,1.007e-57,
418.648,2.794e-34,2.794e-34,1.007e-57,
418.65,3.365e-35,3.365e-35,1.008e-57,
418.652,3.889e-36,3.889e-36,1.008e-57,
418.653,1.302e-36,1.302e-36,1.008e-57,
418.655,1.415e-37,1.415e-37,1.009e-57,
418.657,1.476e-38,1.476e-38,1.009e-57,
418.658,4.693e-39,4.693e-39,1.009e-57,
418.66,4.602e-40,4.602e-40,1.009e-57,
418.662,4.331e-41,4.331e-41,1.010e-57,
418.663,1.308e-41,1.308e-41,1.010e-57,
418.665,1.158e-42,1.158e-42,1.010e-57,
418.667,9.831e-44,9.831e-44,1.010e-57,
418.668,2.821e-44,2.821e-44,1.011e-57,
418.67,2.252e-45,2.252e-45,1.011e-57,
418.672,1.726e-46,1.726e-46,1.011e-57,
418.673,4.705e-47,4.705e-47,1.011e-57,
418.675,3.390e-48,3.390e-48,1.012e-57,
418.677,2.344e-49,2.344e-49,1.012e-57,
418.678,6.069e-50,6.069e-50,1.012e-57,
418.68,3.946e-51,3.946e-51,1.012e-57,
418.682,2.462e-52,2.462e-52,1.013e-57,
418.683,6.056e-53,6.056e-53,1.013e-57,
418.685,3.552e-54,3.552e-54,1.013e-57,
418.687,2.000e-55,2.000e-55,1.014e-57,
418.688,4.673e-56,4.673e-56,1.014e-57,
418.69,2.474e-57,2.474e-57,1.014e-57,
420.341,5.212e-58,5.212e-58,1.271e-57,
420.343,9.779e-57,9.779e-57,1.271e-57,
420.345,1.762e-55,1.762e-55,1.272e-57,
420.346,7.365e-55,7.365e-55,1.272e-57,
420.348,1.248e-53,1.248e-53,1.272e-57,
420.35,2.031e-52,2.031e-52,1.272e-57,
420.351,8.069e-52,8.069e-52,1.273e-57,
420.353,1.235e-50,1.235e-50,1.273e-57,
420.355,1.815e-49,1.815e-49,1.273e-57,
420.356,6.855e-49,6.855e-49,1.273e-57,
420.358,9.477e-48,9.477e-48,1.274e-57,
420.36,1.258e-46,1.258e-46,1.274e-57,
420.361,4.514e-46,4.514e-46,1.274e-57,
420.363,5.637e-45,5.637e-45,1.274e-57,
420.365,6.759e-44,6.759e-44,1.275e-57,
420.366,2.305e-43,2.305e-43,1.275e-57,
420.368,2.600e-42,2.600e-42,1.275e-57,
420.37,2.815e-41,2.815e-41,1.276e-57,
420.371,9.124e-41,9.124e-41,1.276e-57,
420.373,9.295e-40,9.295e-40,1.276e-57,
420.375,9.091e-39,9.091e-39,1.276e-57,
420.376,2.800e-38,2.800e-38,1.277e-57,
420.378,2.577e-37,2.577e-37,1.277e-57,
420.38,2.276e-36,2.276e-36,1.277e-57,
420.381,6.663e-36,6.663e-36,1.277e-57,
420.383,5.537e-35,5.537e-35,1.278e-57,
420.385,4.418e-34,4.418e-34,1.278e-57,
420.386,1.229e-33,1.229e-33,1.278e-57,
420.388,9.226e-33,9.226e-33,1.278e-57,
420.39,6.649e-32,6.649e-32,1.279e-57,
420.391,1.758e-31,1.758e-31,1.279e-57,
420.393,1.192e-30,1.192e-30,1.279e-57,
420.395,7.758e-30,7.758e-30,1.279e-57,
420.396,1.949e-29,1.949e-29,1.280e-57,
420.398,1.194e-28,1.194e-28,1.280e-57,
420.4,7.017e-28,7.017e-28,1.280e-57,
420.401,1.676e-27,1.676e-27,1.280e-57,
420.403,9.268e-27,9.268e-27,1.281e-57,
420.405,4.921e-26,4.921e-26,1.281e-57,
420.406,1.117e-25,1.117e-25,1.281e-57,
420.408,5.579e-25,5.579e-25,1.281e-57,
420.41,2.676e-24,2.676e-24,1.282e-57,
420.411,5.771e-24,5.771e-24,1.282e-57,
420.413,2.604e-23,2.604e-23,1.282e-57,
420.415,1.128e-22,1.128e-22,1.283e-57,
420.416,2.312e-22,2.312e-22,1.283e-57,
420.418,9.422e-22,9.422e-22,1.283e-57,
420.42,3.686e-21,3.686e-21,1.283e-57,
420.421,7.181e-21,7.181e-21,1.284e-57,
420.423,2.643e-20,2.643e-20,1.284e-57,
420.425,9.341e-20,9.341e-20,1.284e-57,
420.426,1.729e-19,1.729e-19,1.284e-57,
420.428,5.749e-19,5.749e-19,1.285e-57,
420.43,1.835e-18,1.835e-18,1.285e-57,
420.431,3.229e-18,3.229e-18,1.285e-57,
420.433,9.694e-18,9.694e-18,1.285e-57,
420.435,2.795e-17,2.795e-17,1.286e-57,
420.436,4.673e-17,4.673e-17,1.286e-57,
420.438,1.267e-16,1.267e-16,1.286e-57,
420.44,3.300e-16,3.300e-16,1.286e-57,
420.441,5.244e-16,5.244e-16,1.287e-57,
420.443,1.285e-15,1.285e-15,1.287e-57,
420.445,3.021e-15,3.021e-15,1.287e-57,
420.446,4.563e-15,4.563e-15,1.287e-57,
420.448,1.009e-14,1.009e-14,1.288e-57,
420.45,2.144e-14,2.144e-14,1.288e-57,
420.451,3.078e-14,3.078e-14,1.288e-57,
420.453,6.150e-14,6.150e-14,1.288e-57,
420.455,1.180e-13,1.180e-13,1.289e-57,
420.456,1.609e-13,1.609e-13,1.289e-57,
420.458,2.905e-13,2.905e-13,1.289e-57,
420.46,5.034e-13,5.034e-13,1.290e-57,
420.461,6.526e-13,6.526e-13,1.290e-57,
420.463,1.064e-12,1.064e-12,1.290e-57,
420.465,1.665e-12,1.665e-12,1.290e-57,
420.466,2.051e-12,2.051e-12,1.291e-57,
420.468,3.020e-12,3.020e-12,1.291e-57,
420.47,4.269e-12,4.269e-12,1.291e-57,
420.471,4.999e-12,4.999e-12,1.291e-57,
420.473,6.648e-12,6.648e-12,1.292e-57,
420.475,8.488e-12,8.488e-12,1.292e-57,
420.476,9.445e-12,9.445e-12,1.292e-57,
420.478,1.134e-11,1.134e-11,1.292e-57,
420.48,1.308e-11,1.308e-11,1.293e-57,
420.481,1.384e-11,1.384e-11,1.293e-57,
420.483,1.501e-11,1.501e-11,1.293e-57,
420.485,1.563e-11,1.563e-11,1.293e-57,
420.486,1.571e-11,1.571e-11,1.294e-57,
420.488,1.540e-11,1.540e-11,1.294e-57,
420.49,1.448e-11,1.448e-11,1.294e-57,
420.491,1.384e-11,1.384e-11,1.294e-57,
420.493,1.225e-11,1.225e-11,1.295e-57,
420.495,1.040e-11,1.040e-11,1.295e-57,
420.496,9.445e-12,9.445e-12,1.295e-57,
420.498,7.550e-12,7.550e-12,1.295e-57,
420.5,5.794e-12,5.794e-12,1.296e-57,
420.501,4.999e-12,4.999e-12,1.296e-57,
420.503,3.609e-12,3.609e-12,1.296e-57,
420.505,2.502e-12,2.502e-12,1.297e-57,
420.506,2.051e-12,2.051e-12,1.297e-57,
420.508,1.338e-12,1.338e-12,1.297e-57,
420.51,8.374e-13,8.374e-13,1.297e-57,
420.511,6.526e-13,6.526e-13,1.298e-57,
420.513,3.843e-13,3.843e-13,1.298e-57,
420.515,2.173e-13,2.173e-13,1.298e-57,
420.516,1.609e-13,1.609e-13,1.298e-57,
420.518,8.562e-14,8.562e-14,1.299e-57,
420.52,4.373e-14,4.373e-14,1.299e-57,
420.521,3.078e-14,3.078e-14,1.299e-57,
420.523,1.479e-14,1.479e-14,1.299e-57,
420.525,6.821e-15,6.821e-15,1.300e-57,
420.526,4.563e-15,4.563e-15,1.300e-57,
420.528,1.980e-15,1.980e-15,1.300e-57,
420.53,8.250e-16,8.250e-16,1.300e-57,
420.531,5.244e-16,5.244e-16,1.301e-57,
420.533,2.055e-16,2.055e-16,1.301e-57,
420.535,7.735e-17,7.735e-17,1.301e-57,
420.536,4.673e-17,4.673e-17,1.301e-57,
420.538,1.654e-17,1.654e-17,1.302e-57,
420.54,5.623e-18,5.623e-18,1.302e-57,
420.541,3.229e-18,3.229e-18,1.302e-57,
420.543,1.032e-18,1.032e-18,1.303e-57,
420.545,3.169e-19,3.169e-19,1.303e-57,
420.546,1.729e-19,1.729e-19,1.303e-57,
420.548,4.994e-20,4.994e-20,1.303e-57,
420.55,1.385e-20,1.385e-20,1.304e-57,
420.551,7.181e-21,7.181e-21,1.304e-57,
420.553,1.873e-21,1.873e-21,1.304e-57,
