Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
520.605,4.690e+5,4.690e+5,
520.607,4.567e+5,4.567e+5,
520.609,4.331e+5,4.331e+5,
520.61,4.176e+5,4.176e+5,
520.612,3.805e+5,3.805e+5,
520.614,3.376e+5,3.376e+5,
520.616,2.917e+5,2.917e+5,
520.617,2.685e+5,2.685e+5,
520.619,2.229e+5,2.229e+5,
520.621,1.802e+5,1.802e+5,
520.622,1.605e+5,1.605e+5,
520.624,1.247e+5,1.247e+5,
520.626,9.433e+4,9.433e+4,
520.628,6.950e+4,6.950e+4,
520.629,5.906e+4,5.906e+4,
520.631,4.181e+4,4.181e+4,
520.633,2.883e+4,2.883e+4,
520.634,2.370e+4,2.370e+4,
520.636,1.570e+4,1.570e+4,
520.638,1.013e+4,1.013e+4,
520.64,6.362e+3,6.362e+3,
520.641,4.993e+3,4.993e+3,
520.643,3.014e+3,3.014e+3,
520.645,1.772e+3,1.772e+3,
520.646,1.345e+3,1.345e+3,
520.648,7.597e+2,7.597e+2,
520.65,4.179e+2,4.179e+2,
520.652,2.238e+2,2.238e+2,
520.653,1.622e+2,1.622e+2,
520.655,8.349e+1,8.349e+1,
520.657,4.184e+1,4.184e+1,
520.658,2.933e+1,2.933e+1,
520.66,1.413e+1,1.413e+1,
520.662,6.626e+0,6.626e+0,
520.664,3.026e+0,3.026e+0,
520.665,2.025e+0,2.025e+0,
520.667,8.887e-1,8.887e-1,
520.669,3.798e-1,3.798e-1,
520.67,2.458e-1,2.458e-1,
520.672,1.010e-1,1.010e-1,
520.674,4.037e-2,4.037e-2,
520.675,2.528e-2,2.528e-2,
520.677,9.714e-3,9.714e-3,
520.679,3.635e-3,3.635e-3,
520.681,1.325e-3,1.325e-3,
520.682,7.917e-4,7.917e-4,
520.684,2.772e-4,2.772e-4,
520.686,9.454e-5,9.454e-5,
520.687,5.466e-5,5.466e-5,
520.689,1.791e-5,1.791e-5,
520.691,5.714e-6,5.714e-6,
520.693,1.776e-6,1.776e-6,
520.694,9.799e-7,9.799e-7,
520.696,2.926e-7,2.926e-7,
520.698,8.507e-8,8.507e-8,
520.699,4.541e-8,4.541e-8,
520.701,1.269e-8,1.269e-8,
520.703,3.452e-9,3.452e-9,
520.705,9.146e-10,9.146e-10,
520.706,4.661e-10,4.661e-10,
520.708,1.187e-10,1.187e-10,
520.71,2.942e-11,2.942e-11,
520.711,1.450e-11,1.450e-11,
520.713,3.455e-12,3.455e-12,
520.715,8.014e-13,8.014e-13,
520.732,1.148e-12,1.148e-12,
520.734,4.941e-12,4.941e-12,
520.735,1.015e-11,1.015e-11,
520.737,4.199e-11,4.199e-11,
520.739,1.691e-10,1.691e-10,
520.741,6.636e-10,6.636e-10,
520.742,1.301e-9,1.301e-9,
520.744,4.906e-9,4.906e-9,
520.746,1.801e-8,1.801e-8,
520.747,3.417e-8,3.417e-8,
520.749,1.205e-7,1.205e-7,
520.751,4.141e-7,4.141e-7,
520.753,1.385e-6,1.385e-6,
520.754,2.509e-6,2.509e-6,
520.756,8.066e-6,8.066e-6,
520.758,2.525e-5,2.525e-5,
520.759,4.424e-5,4.424e-5,
520.761,1.331e-4,1.331e-4,
520.763,3.899e-4,3.899e-4,
520.764,6.608e-4,6.608e-4,
520.766,1.860e-3,1.860e-3,
520.768,5.101e-3,5.101e-3,
520.77,1.362e-2,1.362e-2,
520.771,2.203e-2,2.203e-2,
520.773,5.652e-2,5.652e-2,
520.775,1.412e-1,1.412e-1,
520.776,2.210e-1,2.210e-1,
520.778,5.306e-1,5.306e-1,
520.78,1.241e+0,1.241e+0,
520.782,2.825e+0,2.825e+0,
520.783,4.220e+0,4.220e+0,
520.785,9.233e+0,9.233e+0,
520.787,1.967e+1,1.967e+1,
520.788,2.843e+1,2.843e+1,
520.79,5.821e+1,5.821e+1,
520.792,1.161e+2,1.161e+2,
520.794,2.254e+2,2.254e+2,
520.795,3.109e+2,3.109e+2,
520.797,5.801e+2,5.801e+2,
520.799,1.054e+3,1.054e+3,
520.8,1.407e+3,1.407e+3,
520.802,2.456e+3,2.456e+3,
520.804,4.177e+3,4.177e+3,
520.806,6.915e+3,6.915e+3,
520.807,8.811e+3,8.811e+3,
520.809,1.402e+4,1.402e+4,
520.811,2.172e+4,2.172e+4,
520.812,2.677e+4,2.677e+4,
520.814,3.986e+4,3.986e+4,
520.816,5.780e+4,5.780e+4,
520.818,8.162e+4,8.162e+4,
520.819,9.603e+4,9.603e+4,
520.821,1.303e+5,1.303e+5,
520.823,1.722e+5,1.722e+5,
520.824,1.960e+5,1.960e+5,
520.826,2.488e+5,2.488e+5,
520.828,3.077e+5,3.077e+5,
520.83,3.705e+5,3.705e+5,
520.831,4.026e+5,4.026e+5,
520.833,4.658e+5,4.658e+5,
520.835,5.249e+5,5.249e+5,
520.836,5.517e+5,5.517e+5,
520.838,5.975e+5,5.975e+5,
520.84,6.300e+5,6.300e+5,
520.841,6.406e+5,6.406e+5,
520.843,6.491e+5,6.491e+5,
520.845,6.406e+5,6.406e+5,
520.847,6.156e+5,6.156e+5,
520.848,5.975e+5,5.975e+5,
520.85,5.517e+5,5.517e+5,
520.852,4.962e+5,4.962e+5,
520.853,4.658e+5,4.658e+5,
520.855,4.026e+5,4.026e+5,
520.857,3.388e+5,3.388e+5,
520.859,2.776e+5,2.776e+5,
520.86,2.488e+5,2.488e+5,
520.862,1.960e+5,1.960e+5,
520.864,1.503e+5,1.503e+5,
520.865,1.303e+5,1.303e+5,
520.867,9.603e+4,9.603e+4,
520.869,6.892e+4,6.892e+4,
520.871,4.816e+4,4.816e+4,
520.872,3.986e+4,3.986e+4,
520.874,2.677e+4,2.677e+4,
520.876,1.751e+4,1.751e+4,
520.877,1.402e+4,1.402e+4,
520.879,8.811e+3,8.811e+3,
520.881,5.392e+3,5.392e+3,
520.883,3.214e+3,3.214e+3,
520.884,2.456e+3,2.456e+3,
520.886,1.407e+3,1.407e+3,
520.888,7.846e+2,7.846e+2,
520.889,5.801e+2,5.801e+2,
520.891,3.109e+2,3.109e+2,
520.893,1.623e+2,1.623e+2,
520.895,8.247e+1,8.247e+1,
520.896,5.821e+1,5.821e+1,
520.898,2.843e+1,2.843e+1,
520.9,1.352e+1,1.352e+1,
520.901,9.233e+0,9.233e+0,
520.903,4.220e+0,4.220e+0,
520.905,1.878e+0,1.878e+0,
520.907,8.141e-1,8.141e-1,
520.908,5.306e-1,5.306e-1,
520.91,2.210e-1,2.210e-1,
520.912,8.964e-2,8.964e-2,
520.913,5.652e-2,5.652e-2,
520.915,2.203e-2,2.203e-2,
520.917,8.362e-3,8.362e-3,
520.919,3.091e-3,3.091e-3,
520.92,1.860e-3,1.860e-3,
520.922,6.608e-4,6.608e-4,
520.924,2.286e-4,2.286e-4,
520.925,1.331e-4,1.331e-4,
520.927,4.424e-5,4.424e-5,
520.929,1.432e-5,1.432e-5,
520.93,8.066e-6,8.066e-6,
520.932,2.509e-6,2.509e-6,
520.934,7.599e-7,7.599e-7,
520.936,2.242e-7,2.242e-7,
520.937,1.205e-7,1.205e-7,
520.939,3.417e-8,3.417e-8,
520.941,9.431e-9,9.431e-9,
520.942,4.906e-9,4.906e-9,
520.944,1.301e-9,1.301e-9,
520.946,3.361e-10,3.361e-10,
520.948,8.455e-11,8.455e-11,
520.949,4.199e-11,4.199e-11,
520.951,1.015e-11,1.015e-11,
520.953,2.389e-12,2.389e-12,
521.302,9.386e-15,9.386e-15,
521.304,4.028e-14,4.028e-14,
521.305,8.261e-14,8.261e-14,
521.307,3.407e-13,3.407e-13,
521.309,1.368e-12,1.368e-12,
521.31,2.715e-12,2.715e-12,
521.312,1.048e-11,1.048e-11,
521.314,3.939e-11,3.939e-11,
521.316,1.442e-10,1.442e-10,
521.317,2.732e-10,2.732e-10,
521.319,9.612e-10,9.612e-10,
521.321,3.293e-9,3.293e-9,
521.322,6.036e-9,6.036e-9,
521.324,1.987e-8,1.987e-8,
521.326,6.373e-8,6.373e-8,
521.328,1.990e-7,1.990e-7,
521.329,3.482e-7,3.482e-7,
521.331,1.045e-6,1.045e-6,
521.333,3.055e-6,3.055e-6,
521.334,5.171e-6,5.171e-6,
521.336,1.453e-5,1.453e-5,
521.338,3.974e-5,3.974e-5,
521.34,1.059e-4,1.059e-4,
521.341,1.711e-4,1.711e-4,
521.343,4.380e-4,4.380e-4,
521.345,1.092e-3,1.092e-3,
521.346,1.708e-3,1.708e-3,
521.348,4.092e-3,4.092e-3,
521.35,9.550e-3,9.550e-3,
521.351,1.444e-2,1.444e-2,
521.353,3.240e-2,3.240e-2,
521.355,7.076e-2,7.076e-2,
521.357,1.505e-1,1.505e-1,
521.358,2.174e-1,2.174e-1,
521.36,4.443e-1,4.443e-1,
521.362,8.846e-1,8.846e-1,
521.363,1.236e+0,1.236e+0,
521.365,2.365e+0,2.365e+0,
521.367,4.406e+0,4.406e+0,
521.369,7.995e+0,7.995e+0,
521.37,1.066e+1,1.066e+1,
521.372,1.860e+1,1.860e+1,
521.374,3.158e+1,3.158e+1,
521.375,4.075e+1,4.075e+1,
521.377,6.652e+1,6.652e+1,
521.379,1.057e+2,1.057e+2,
521.381,1.637e+2,1.637e+2,
521.382,2.016e+2,2.016e+2,
521.384,3.000e+2,3.000e+2,
521.386,4.346e+2,4.346e+2,
521.387,5.180e+2,5.180e+2,
521.389,7.212e+2,7.212e+2,
521.391,9.780e+2,9.780e+2,
521.393,1.291e+3,1.291e+3,
521.394,1.469e+3,1.469e+3,
521.396,1.865e+3,1.865e+3,
521.398,2.305e+3,2.305e+3,
521.399,2.537e+3,2.537e+3,
521.401,3.014e+3,3.014e+3,
521.403,3.487e+3,3.487e+3,
521.405,3.928e+3,3.928e+3,
521.406,4.128e+3,4.128e+3,
521.408,4.469e+3,4.469e+3,
521.41,4.712e+3,4.712e+3,
521.411,4.791e+3,4.791e+3,
521.413,4.855e+3,4.855e+3,
521.415,4.791e+3,4.791e+3,
521.417,4.604e+3,4.604e+3,
521.418,4.469e+3,4.469e+3,
521.42,4.128e+3,4.128e+3,
521.422,3.713e+3,3.713e+3,
521.423,3.487e+3,3.487e+3,
521.425,3.014e+3,3.014e+3,
521.427,2.537e+3,2.537e+3,
521.428,2.305e+3,2.305e+3,
521.43,1.865e+3,1.865e+3,
521.432,1.469e+3,1.469e+3,
521.434,1.128e+3,1.128e+3,
521.435,9.780e+2,9.780e+2,
521.437,7.212e+2,7.212e+2,
521.439,5.180e+2,5.180e+2,
521.44,4.346e+2,4.346e+2,
521.442,3.000e+2,3.000e+2,
521.444,2.016e+2,2.016e+2,
521.446,1.320e+2,1.320e+2,
521.447,1.057e+2,1.057e+2,
521.449,6.652e+1,6.652e+1,
521.451,4.075e+1,4.075e+1,
521.452,3.158e+1,3.158e+1,
521.454,1.860e+1,1.860e+1,
521.456,1.066e+1,1.066e+1,
521.458,5.955e+0,5.955e+0,
521.459,4.406e+0,4.406e+0,
521.461,2.365e+0,2.365e+0,
521.463,1.236e+0,1.236e+0,
521.464,8.846e-1,8.846e-1,
521.466,4.443e-1,4.443e-1,
521.468,2.174e-1,2.174e-1,
521.47,1.035e-1,1.035e-1,
521.471,7.076e-2,7.076e-2,
521.473,3.240e-2,3.240e-2,
521.475,1.444e-2,1.444e-2,
521.476,9.550e-3,9.550e-3,
521.478,4.092e-3,4.092e-3,
521.48,1.708e-3,1.708e-3,
521.482,6.940e-4,6.940e-4,
521.483,4.380e-4,4.380e-4,
521.485,1.711e-4,1.711e-4,
521.487,6.508e-5,6.508e-5,
521.488,3.974e-5,3.974e-5,
521.49,1.453e-5,1.453e-5,
521.492,5.171e-6,5.171e-6,
521.494,1.793e-6,1.793e-6,
521.495,1.045e-6,1.045e-6,
521.497,3.482e-7,3.482e-7,
521.499,1.130e-7,1.130e-7,
521.5,6.373e-8,6.373e-8,
521.502,1.987e-8,1.987e-8,
521.504,6.036e-9,6.036e-9,
521.506,1.785e-9,1.785e-9,
521.507,9.612e-10,9.612e-10,
521.509,2.732e-10,2.732e-10,
521.511,7.562e-11,7.562e-11,
521.512,3.939e-11,3.939e-11,
521.514,1.048e-11,1.048e-11,
521.516,2.715e-12,2.715e-12,
521.517,1.368e-12,1.368e-12,
521.519,3.407e-13,3.407e-13,
521.521,8.261e-14,8.261e-14,
521.523,1.951e-14,1.951e-14,
521.524,9.386e-15,9.386e-15,
524.223,1.030e-14,1.030e-14,
524.225,4.407e-14,4.407e-14,
524.227,1.837e-13,1.837e-13,
524.228,3.712e-13,3.712e-13,
524.23,1.488e-12,1.488e-12,
524.232,5.806e-12,5.806e-12,
524.233,1.136e-11,1.136e-11,
524.235,4.263e-11,4.263e-11,
524.237,1.558e-10,1.558e-10,
524.239,5.550e-10,5.550e-10,
524.24,1.037e-9,1.037e-9,
524.242,3.552e-9,3.552e-9,
524.244,1.185e-8,1.185e-8,
524.245,2.143e-8,2.143e-8,
524.247,6.872e-8,6.872e-8,
524.249,2.147e-7,2.147e-7,
524.251,6.534e-7,6.534e-7,
524.252,1.129e-6,1.129e-6,
524.254,3.303e-6,3.303e-6,
524.256,9.416e-6,9.416e-6,
524.257,1.574e-5,1.574e-5,
524.259,4.315e-5,4.315e-5,
524.261,1.152e-4,1.152e-4,
524.263,2.997e-4,2.997e-4,
524.264,4.786e-4,4.786e-4,
524.266,1.197e-3,1.197e-3,
524.268,2.915e-3,2.915e-3,
524.269,4.506e-3,4.506e-3,
524.271,1.055e-2,1.055e-2,
524.273,2.408e-2,2.408e-2,
524.275,5.353e-2,5.353e-2,
524.276,7.903e-2,7.903e-2,
524.278,1.689e-1,1.689e-1,
524.28,3.516e-1,3.516e-1,
524.281,5.024e-1,5.024e-1,
524.283,1.006e+0,1.006e+0,
524.285,1.961e+0,1.961e+0,
524.286,2.712e+0,2.712e+0,
524.288,5.084e+0,5.084e+0,
524.29,9.285e+0,9.285e+0,
524.292,1.652e+1,1.652e+1,
524.293,2.182e+1,2.182e+1,
524.295,3.733e+1,3.733e+1,
524.297,6.220e+1,6.220e+1,
524.298,7.951e+1,7.951e+1,
524.3,1.274e+2,1.274e+2,
524.302,1.988e+2,1.988e+2,
524.304,3.023e+2,3.023e+2,
524.305,3.691e+2,3.691e+2,
524.307,5.397e+2,5.397e+2,
524.309,7.685e+2,7.685e+2,
524.31,9.082e+2,9.082e+2,
524.312,1.244e+3,1.244e+3,
524.314,1.659e+3,1.659e+3,
524.316,2.155e+3,2.155e+3,
524.317,2.433e+3,2.433e+3,
524.319,3.039e+3,3.039e+3,
524.321,3.699e+3,3.699e+3,
524.322,4.041e+3,4.041e+3,
524.324,4.728e+3,4.728e+3,
524.326,5.390e+3,5.390e+3,
524.328,5.985e+3,5.985e+3,
524.329,6.245e+3,6.245e+3,
524.331,6.668e+3,6.668e+3,
524.333,6.935e+3,6.935e+3,
524.334,7.003e+3,7.003e+3,
524.336,7.003e+3,7.003e+3,
524.338,6.822e+3,6.822e+3,
524.34,6.474e+3,6.474e+3,
524.341,6.245e+3,6.245e+3,
524.343,5.698e+3,5.698e+3,
524.345,5.065e+3,5.065e+3,
524.346,4.728e+3,4.728e+3,
524.348,4.041e+3,4.041e+3,
524.35,3.364e+3,3.364e+3,
524.352,2.728e+3,2.728e+3,
524.353,2.433e+3,2.433e+3,
524.355,1.897e+3,1.897e+3,
524.357,1.441e+3,1.441e+3,
524.358,1.244e+3,1.244e+3,
524.36,9.082e+2,9.082e+2,
524.362,6.461e+2,6.461e+2,
524.364,4.478e+2,4.478e+2,
524.365,3.691e+2,3.691e+2,
524.367,2.460e+2,2.460e+2,
524.369,1.597e+2,1.597e+2,
524.37,1.274e+2,1.274e+2,
524.372,7.951e+1,7.951e+1,
524.374,4.834e+1,4.834e+1,
524.375,3.733e+1,3.733e+1,
524.377,2.182e+1,2.182e+1,
524.379,1.243e+1,1.243e+1,
524.381,6.893e+0,6.893e+0,
524.382,5.084e+0,5.084e+0,
524.384,2.712e+0,2.712e+0,
524.386,1.409e+0,1.409e+0,
524.387,1.006e+0,1.006e+0,
524.389,5.024e-1,5.024e-1,
524.391,2.445e-1,2.445e-1,
524.393,1.159e-1,1.159e-1,
524.394,7.903e-2,7.903e-2,
524.396,3.602e-2,3.602e-2,
524.398,1.600e-2,1.600e-2,
524.399,1.055e-2,1.055e-2,
524.401,4.506e-3,4.506e-3,
524.403,1.874e-3,1.874e-3,
524.405,7.593e-4,7.593e-4,
524.406,4.786e-4,4.786e-4,
524.408,1.864e-4,1.864e-4,
524.41,7.074e-5,7.074e-5,
524.411,4.315e-5,4.315e-5,
524.413,1.574e-5,1.574e-5,
524.415,5.595e-6,5.595e-6,
524.417,1.937e-6,1.937e-6,
524.418,1.129e-6,1.129e-6,
524.42,3.758e-7,3.758e-7,
524.422,1.219e-7,1.219e-7,
524.423,6.872e-8,6.872e-8,
524.425,2.143e-8,2.143e-8,
524.427,6.508e-9,6.508e-9,
524.429,1.926e-9,1.926e-9,
524.43,1.037e-9,1.037e-9,
524.432,2.951e-10,2.951e-10,
524.434,8.178e-11,8.178e-11,
524.435,4.263e-11,4.263e-11,
524.437,1.136e-11,1.136e-11,
524.439,2.949e-12,2.949e-12,
524.441,7.456e-13,7.456e-13,
524.442,3.712e-13,3.712e-13,
524.444,9.026e-14,9.026e-14,
524.446,2.138e-14,2.138e-14,
524.447,1.030e-14,1.030e-14,
526.063,1.729e-14,1.729e-14,
526.065,7.321e-14,7.321e-14,
526.066,1.492e-13,1.492e-13,
526.068,6.076e-13,6.076e-13,
526.07,2.411e-12,2.411e-12,
526.071,4.757e-12,4.757e-12,
526.073,1.815e-11,1.815e-11,
526.075,6.750e-11,6.750e-11,
526.077,2.445e-10,2.445e-10,
526.078,4.610e-10,4.610e-10,
526.08,1.606e-9,1.606e-9,
526.082,5.453e-9,5.453e-9,
526.083,9.949e-9,9.949e-9,
526.085,3.248e-8,3.248e-8,
526.087,1.033e-7,1.033e-7,
526.089,3.203e-7,3.203e-7,
526.09,5.584e-7,5.584e-7,
526.092,1.665e-6,1.665e-6,
526.094,4.835e-6,4.835e-6,
526.095,8.160e-6,8.160e-6,
526.097,2.279e-5,2.279e-5,
526.099,6.204e-5,6.204e-5,
526.101,1.645e-4,1.645e-4,
526.102,2.653e-4,2.653e-4,
526.104,6.766e-4,6.766e-4,
526.106,1.681e-3,1.681e-3,
526.107,2.624e-3,2.624e-3,
526.109,6.271e-3,6.271e-3,
526.111,1.460e-2,1.460e-2,
526.113,3.313e-2,3.313e-2,
526.114,4.941e-2,4.941e-2,
526.116,1.078e-1,1.078e-1,
526.118,2.292e-1,2.292e-1,
526.119,3.309e-1,3.309e-1,
526.121,6.766e-1,6.766e-1,
526.123,1.348e+0,1.348e+0,
526.125,2.616e+0,2.616e+0,
526.126,3.609e+0,3.609e+0,
526.128,6.737e+0,6.737e+0,
526.13,1.225e+1,1.225e+1,
526.131,1.636e+1,1.636e+1,
526.133,2.862e+1,2.862e+1,
526.135,4.878e+1,4.878e+1,
526.136,6.306e+1,6.306e+1,
526.138,1.034e+2,1.034e+2,
526.14,1.651e+2,1.651e+2,
526.142,2.568e+2,2.568e+2,
526.143,3.173e+2,3.173e+2,
526.145,4.748e+2,4.748e+2,
526.147,6.922e+2,6.922e+2,
526.148,8.277e+2,8.277e+2,
526.15,1.161e+3,1.161e+3,
526.152,1.586e+3,1.586e+3,
526.154,2.111e+3,2.111e+3,
526.155,2.412e+3,2.412e+3,
526.157,3.088e+3,3.088e+3,
526.159,3.852e+3,3.852e+3,
526.16,4.260e+3,4.260e+3,
526.162,5.111e+3,5.111e+3,
526.164,5.974e+3,5.974e+3,
526.166,6.803e+3,6.803e+3,
526.167,7.190e+3,7.190e+3,
526.169,7.875e+3,7.875e+3,
526.171,8.404e+3,8.404e+3,
526.172,8.597e+3,8.597e+3,
526.174,8.824e+3,8.824e+3,
526.176,8.824e+3,8.824e+3,
526.178,8.597e+3,8.597e+3,
526.179,8.404e+3,8.404e+3,
526.181,7.875e+3,7.875e+3,
526.183,7.190e+3,7.190e+3,
526.184,6.803e+3,6.803e+3,
526.186,5.974e+3,5.974e+3,
526.188,5.111e+3,5.111e+3,
526.19,4.260e+3,4.260e+3,
526.191,3.852e+3,3.852e+3,
526.193,3.088e+3,3.088e+3,
526.195,2.412e+3,2.412e+3,
526.196,2.111e+3,2.111e+3,
526.198,1.586e+3,1.586e+3,
526.2,1.161e+3,1.161e+3,
526.202,8.277e+2,8.277e+2,
526.203,6.922e+2,6.922e+2,
526.205,4.748e+2,4.748e+2,
526.207,3.173e+2,3.173e+2,
526.208,2.568e+2,2.568e+2,
526.21,1.651e+2,1.651e+2,
526.212,1.034e+2,1.034e+2,
526.213,8.100e+1,8.100e+1,
526.215,4.878e+1,4.878e+1,
526.217,2.862e+1,2.862e+1,
526.219,1.636e+1,1.636e+1,
526.22,1.225e+1,1.225e+1,
526.222,6.737e+0,6.737e+0,
526.224,3.609e+0,3.609e+0,
526.225,2.616e+0,2.616e+0,
526.227,1.348e+0,1.348e+0,
526.229,6.766e-1,6.766e-1,
526.231,3.309e-1,3.309e-1,
526.232,2.292e-1,2.292e-1,
526.234,1.078e-1,1.078e-1,
526.236,4.941e-2,4.941e-2,
526.237,3.313e-2,3.313e-2,
526.239,1.460e-2,1.460e-2,
526.241,6.271e-3,6.271e-3,
526.243,2.624e-3,2.624e-3,
526.244,1.681e-3,1.681e-3,
526.246,6.766e-4,6.766e-4,
526.248,2.653e-4,2.653e-4,
526.249,1.645e-4,1.645e-4,
526.251,6.204e-5,6.204e-5,
526.253,2.279e-5,2.279e-5,
526.255,8.160e-6,8.160e-6,
526.256,4.835e-6,4.835e-6,
526.258,1.665e-6,1.665e-6,
526.26,5.584e-7,5.584e-7,
526.261,3.203e-7,3.203e-7,
526.263,1.033e-7,1.033e-7,
526.265,3.248e-8,3.248e-8,
526.267,9.949e-9,9.949e-9,
526.268,5.453e-9,5.453e-9,
526.27,1.606e-9,1.606e-9,
526.272,4.610e-10,4.610e-10,
526.273,2.445e-10,2.445e-10,
526.275,6.750e-11,6.750e-11,
526.277,1.815e-11,1.815e-11,
526.279,4.757e-12,4.757e-12,
526.28,2.411e-12,2.411e-12,
526.282,6.076e-13,6.076e-13,
526.284,1.492e-13,1.492e-13,
526.285,7.321e-14,7.321e-14,
526.287,1.729e-14,1.729e-14,
526.302,2.172e-14,2.172e-14,
526.304,9.307e-14,9.307e-14,
526.306,3.885e-13,3.885e-13,
526.308,1.580e-12,1.580e-12,
526.309,3.156e-12,3.156e-12,
526.311,1.235e-11,1.235e-11,
526.313,4.707e-11,4.707e-11,
526.314,9.100e-11,9.100e-11,
526.316,3.336e-10,3.336e-10,
526.318,1.192e-9,1.192e-9,
526.32,4.148e-9,4.148e-9,
526.321,7.663e-9,7.663e-9,
526.323,2.565e-8,2.565e-8,
526.325,8.366e-8,8.366e-8,
526.326,1.496e-7,1.496e-7,
526.328,4.693e-7,4.693e-7,
526.33,1.434e-6,1.434e-6,
526.332,4.272e-6,4.272e-6,
526.333,7.300e-6,7.300e-6,
526.335,2.091e-5,2.091e-5,
526.337,5.835e-5,5.835e-5,
526.338,9.653e-5,9.653e-5,
526.34,2.591e-4,2.591e-4,
526.342,6.776e-4,6.776e-4,
526.344,1.727e-3,1.727e-3,
526.345,2.729e-3,2.729e-3,
526.347,6.689e-3,6.689e-3,
526.349,1.597e-2,1.597e-2,
526.35,2.444e-2,2.444e-2,
526.352,5.613e-2,5.613e-2,
526.354,1.256e-1,1.256e-1,
526.356,2.739e-1,2.739e-1,
526.357,4.005e-1,4.005e-1,
526.359,8.398e-1,8.398e-1,
526.361,1.716e+0,1.716e+0,
526.362,2.429e+0,2.429e+0,
526.364,4.773e+0,4.773e+0,
526.366,9.138e+0,9.138e+0,
526.368,1.705e+1,1.705e+1,
526.369,2.306e+1,2.306e+1,
526.371,4.138e+1,4.138e+1,
526.373,7.234e+1,7.234e+1,
526.374,9.472e+1,9.472e+1,
526.376,1.593e+2,1.593e+2,
526.378,2.609e+2,2.609e+2,
526.38,4.165e+2,4.165e+2,
526.381,5.211e+2,5.211e+2,
526.383,8.000e+2,8.000e+2,
526.385,1.197e+3,1.197e+3,
526.386,1.450e+3,1.450e+3,
526.388,2.085e+3,2.085e+3,
526.39,2.923e+3,2.923e+3,
526.391,3.428e+3,3.428e+3,
526.393,4.621e+3,4.621e+3,
526.395,6.071e+3,6.071e+3,
526.397,7.771e+3,7.771e+3,
526.398,8.706e+3,8.706e+3,
526.4,1.072e+4,1.072e+4,
526.402,1.286e+4,1.286e+4,
526.403,1.394e+4,1.394e+4,
526.405,1.608e+4,1.608e+4,
526.407,1.808e+4,1.808e+4,
526.409,1.980e+4,1.980e+4,
526.41,2.052e+4,2.052e+4,
526.412,2.162e+4,2.162e+4,
526.414,2.218e+4,2.218e+4,
526.415,2.226e+4,2.226e+4,
526.417,2.197e+4,2.197e+4,
526.419,2.113e+4,2.113e+4,
526.421,1.980e+4,1.980e+4,
526.422,1.898e+4,1.898e+4,
526.424,1.711e+4,1.711e+4,
526.426,1.502e+4,1.502e+4,
526.427,1.394e+4,1.394e+4,
526.429,1.178e+4,1.178e+4,
526.431,9.691e+3,9.691e+3,
526.433,7.771e+3,7.771e+3,
526.434,6.891e+3,6.891e+3,
526.436,5.314e+3,5.314e+3,
526.438,3.993e+3,3.993e+3,
526.439,3.428e+3,3.428e+3,
526.441,2.477e+3,2.477e+3,
526.443,1.744e+3,1.744e+3,
526.445,1.197e+3,1.197e+3,
526.446,9.817e+2,9.817e+2,
526.448,6.478e+2,6.478e+2,
526.45,4.165e+2,4.165e+2,
526.451,3.307e+2,3.307e+2,
526.453,2.045e+2,2.045e+2,
526.455,1.232e+2,1.232e+2,
526.457,7.234e+1,7.234e+1,
526.458,5.489e+1,5.489e+1,
526.46,3.099e+1,3.099e+1,
526.462,1.705e+1,1.705e+1,
526.463,1.252e+1,1.252e+1,
526.465,6.626e+0,6.626e+0,
526.467,3.416e+0,3.416e+0,
526.468,2.429e+0,2.429e+0,
526.47,1.204e+0,1.204e+0,
526.472,5.818e-1,5.818e-1,
526.474,2.739e-1,2.739e-1,
526.475,1.861e-1,1.861e-1,
526.477,8.424e-2,8.424e-2,
526.479,3.716e-2,3.716e-2,
526.48,2.444e-2,2.444e-2,
526.482,1.037e-2,1.037e-2,
526.484,4.287e-3,4.287e-3,
526.486,1.727e-3,1.727e-3,
526.487,1.085e-3,1.085e-3,
526.489,4.204e-4,4.204e-4,
526.491,1.587e-4,1.587e-4,
526.492,9.653e-5,9.653e-5,
526.494,3.504e-5,3.504e-5,
526.496,1.239e-5,1.239e-5,
526.498,4.272e-6,4.272e-6,
526.499,2.483e-6,2.483e-6,
526.501,8.231e-7,8.231e-7,
526.503,2.658e-7,2.658e-7,
526.504,1.496e-7,1.496e-7,
526.506,4.647e-8,4.647e-8,
526.508,1.406e-8,1.406e-8,
526.51,4.148e-9,4.148e-9,
526.511,2.230e-9,2.230e-9,
526.513,6.326e-10,6.326e-10,
526.515,1.748e-10,1.748e-10,
526.516,9.100e-11,9.100e-11,
526.518,2.419e-11,2.419e-11,
526.52,6.263e-12,6.263e-12,
526.522,1.580e-12,1.580e-12,
526.523,7.862e-13,7.862e-13,
526.525,1.908e-13,1.908e-13,
526.527,4.511e-14,4.511e-14,
527.088,2.108e-14,2.108e-14,
527.09,8.877e-14,8.877e-14,
527.091,1.804e-13,1.804e-13,
527.093,7.307e-13,7.307e-13,
527.095,2.884e-12,2.884e-12,
527.097,1.109e-11,1.109e-11,
527.098,2.154e-11,2.154e-11,
527.1,7.971e-11,7.971e-11,
527.102,2.873e-10,2.873e-10,
527.103,5.403e-10,5.403e-10,
527.105,1.873e-9,1.873e-9,
527.107,6.330e-9,6.330e-9,
