Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (1.1e-1),Fe II (6.0e-1),Fe III (8.0e-5),Ni I (2.3e-2),Ni II (7.1e-2),Ni III (2.4e-6)
205.46,8.975e+3,,8.616e+3,,3.070e+2,2.623e-5,5.246e+1,,
205.47,1.339e+4,,1.291e+4,,4.050e+2,3.227e-5,7.535e+1,,
205.49,2.629e+4,,2.553e+4,,6.202e+2,5.894e-5,1.368e+2,,
205.5,3.457e+4,,3.367e+4,,7.200e+2,8.486e-5,1.729e+2,,
205.52,5.266e+4,,5.156e+4,,8.538e+2,1.775e-4,2.432e+2,,
205.54,6.772e+4,,6.658e+4,,8.538e+2,3.410e-4,2.884e+2,,
205.55,7.206e+4,,7.097e+4,,8.009e+2,4.500e-4,2.946e+2,,
205.57,7.186e+4,,7.097e+4,,6.202e+2,7.029e-4,2.705e+2,,
205.59,6.046e+4,,5.985e+4,,4.050e+2,9.476e-4,2.095e+2,,
205.6,5.204e+4,,5.156e+4,,3.070e+2,1.043e-3,1.729e+2,,
205.62,3.393e+4,,3.367e+4,,1.553e+2,1.144e-3,1.037e+2,,
205.64,1.867e+4,,1.855e+4,,6.621e+1,1.124e-3,5.246e+1,,
205.65,1.299e+4,,1.291e+4,,4.056e+1,1.081e-3,3.500e+1,,
205.67,5.536e+3,,5.509e+3,,1.340e+1,9.676e-4,1.371e+1,,
205.69,1.990e+3,,1.982e+3,,3.731e+0,8.513e-4,4.528e+0,,
205.7,1.119e+3,,1.115e+3,,1.847e+0,7.952e-4,2.442e+0,,
205.72,3.117e+2,,3.106e+2,,3.983e-1,6.813e-4,6.247e-1,,
205.74,7.320e+1,,7.299e+1,,7.243e-2,5.676e-4,1.355e-1,,
205.75,3.328e+1,,3.319e+1,,2.898e-2,5.195e-4,6.080e-2,,
205.77,6.068e+0,,6.039e+0,,4.081e-3,4.714e-4,2.453e-2,,
205.79,1.017e+0,,9.268e-1,,4.847e-4,5.202e-4,8.881e-2,,
205.8,5.417e-1,,3.406e-1,,1.567e-4,5.833e-4,2.004e-1,,
205.82,9.620e-1,,4.048e-2,,1.441e-5,7.603e-4,9.208e-1,,
205.84,3.583e+0,,4.077e-3,,1.118e-6,9.382e-4,3.578e+0,,
205.85,6.622e+0,,1.283e-3,,2.920e-7,1.002e-3,6.619e+0,,
205.87,1.995e+1,,1.088e-3,,1.754e-8,1.054e-3,1.994e+1,,
205.88,3.249e+1,,3.351e-3,,4.032e-9,1.046e-3,3.248e+1,,
205.9,7.592e+1,,3.275e-2,,1.875e-10,1.003e-3,7.588e+1,,
205.92,1.499e+2,,2.722e-1,,7.354e-12,9.805e-4,1.496e+2,,
205.93,1.978e+2,,7.364e-1,,1.368e-12,9.865e-4,1.971e+2,,
205.95,3.060e+2,,4.747e+0,,1.093e-13,1.015e-3,3.012e+2,,
205.97,4.144e+2,,2.583e+1,,2.171e-12,1.026e-3,3.885e+2,,
205.98,4.706e+2,,5.655e+1,,1.152e-11,1.029e-3,4.141e+2,,
206,6.527e+2,,2.387e+2,,2.861e-10,1.161e-3,4.141e+2,,
206.02,1.200e+3,,8.503e+2,,6.000e-9,1.946e-3,3.494e+2,,
206.03,1.807e+3,,1.506e+3,,2.579e-8,2.918e-3,3.012e+2,,
206.05,4.359e+3,,4.162e+3,,4.197e-7,7.126e-3,1.971e+2,,
206.07,9.818e+3,,9.710e+3,,5.767e-6,1.620e-2,1.088e+2,,
206.08,1.399e+4,,1.392e+4,,2.007e-5,2.315e-2,7.588e+1,,
206.1,2.521e+4,,2.518e+4,,2.140e-4,4.184e-2,3.248e+1,,
206.12,3.847e+4,,3.846e+4,,1.927e-3,6.397e-2,1.174e+1,,
206.13,4.461e+4,,4.460e+4,,5.428e-3,7.426e-2,6.619e+0,,
206.15,5.284e+4,,5.284e+4,,3.793e-2,8.814e-2,1.854e+0,,
206.17,5.284e+4,,5.284e+4,,2.238e-1,8.835e-2,4.383e-1,,
206.18,4.958e+4,,4.958e+4,,5.103e-1,8.302e-2,1.999e-1,,
206.2,3.846e+4,,3.846e+4,,2.337e+0,6.460e-2,3.664e-2,,
206.22,2.519e+4,,2.518e+4,,9.038e+0,4.245e-2,5.667e-3,,
206.23,1.914e+4,,1.912e+4,,1.668e+1,3.230e-2,2.091e-3,,
206.25,9.760e+3,,9.710e+3,,5.006e+1,1.648e-2,2.508e-4,,
206.26,6.575e+3,,6.493e+3,,8.139e+1,1.105e-2,8.148e-5,,
206.28,2.747e+3,,2.558e+3,,1.895e+2,4.382e-3,7.574e-6,,
206.3,1.223e+3,,8.504e+2,,3.727e+2,1.468e-3,5.942e-7,,
206.31,9.509e+2,,4.603e+2,,4.905e+2,7.981e-4,1.562e-7,,
206.33,8.686e+2,,1.200e+2,,7.486e+2,2.080e-4,9.499e-9,,
206.35,9.984e+2,,3.377e+1,,9.647e+2,4.587e-5,4.876e-10,,
206.36,1.057e+3,,2.939e+1,,1.028e+3,2.026e-5,1.037e-10,,
206.38,1.112e+3,,8.449e+1,,1.028e+3,3.595e-6,4.125e-12,,
206.4,1.187e+3,,3.189e+2,,8.680e+2,8.759e-7,1.386e-13,,
206.41,1.336e+3,,5.875e+2,,7.488e+2,7.948e-7,2.383e-14,,
206.43,2.251e+3,,1.759e+3,,4.915e+2,1.517e-6,6.204e-16,,
206.45,4.726e+3,,4.451e+3,,2.750e+2,3.108e-6,1.363e-17,,
206.46,6.842e+3,,6.645e+3,,1.961e+2,4.212e-6,1.896e-18,,
206.48,1.315e+4,,1.305e+4,,1.012e+2,6.847e-6,3.230e-20,,
206.5,2.174e+4,,2.166e+4,,7.961e+1,9.447e-6,4.645e-22,,
206.51,2.628e+4,,2.618e+4,,9.146e+1,1.043e-5,4.628e-22,,
206.53,3.388e+4,,3.373e+4,,1.515e+2,1.125e-5,4.593e-22,,
206.55,3.694e+4,,3.670e+4,,2.447e+2,1.036e-5,4.559e-22,,
206.56,3.622e+4,,3.593e+4,,2.949e+2,9.451e-6,4.542e-22,,
206.58,3.073e+4,,3.035e+4,,3.794e+2,7.723e-6,4.508e-22,,
206.6,2.207e+4,,2.166e+4,,4.130e+2,9.028e-6,4.474e-22,,
206.61,1.758e+4,,1.717e+4,,4.048e+2,1.335e-5,4.457e-22,,
206.63,9.857e+3,,9.512e+3,,3.448e+2,4.575e-5,4.423e-22,,
206.64,6.947e+3,,6.645e+3,,3.013e+2,9.166e-5,4.405e-22,,
206.66,3.073e+3,,2.858e+3,,2.155e+2,3.633e-4,4.371e-22,,
206.68,1.207e+3,,1.038e+3,,1.684e+2,1.313e-3,4.337e-22,,
206.69,7.577e+2,,5.874e+2,,1.703e+2,2.376e-3,4.320e-22,,
206.71,4.017e+2,,1.657e+2,,2.361e+2,6.967e-3,4.286e-22,,
206.73,4.188e+2,,3.947e+1,,3.793e+2,1.744e-2,4.252e-22,,
206.74,4.882e+2,,1.808e+1,,4.701e+2,2.596e-2,4.235e-22,,
206.76,6.544e+2,,3.344e+0,,6.510e+2,5.078e-2,4.200e-22,,
206.78,7.694e+2,,5.225e-1,,7.688e+2,8.406e-2,4.166e-22,,
206.79,7.853e+2,,1.939e-1,,7.850e+2,1.016e-1,4.149e-22,,
206.81,7.219e+2,,2.351e-2,,7.217e+2,1.307e-1,4.115e-22,,
206.83,5.609e+2,,2.409e-3,,5.608e+2,1.421e-1,4.081e-22,,
206.84,4.643e+2,,7.239e-4,,4.642e+2,1.392e-1,4.064e-22,,
206.86,2.806e+2,,5.758e-5,,2.805e+2,1.176e-1,4.030e-22,,
206.88,1.444e+2,,3.869e-6,,1.443e+2,8.400e-2,3.995e-22,,
206.89,9.852e+1,,9.413e-7,,9.845e+1,6.664e-2,3.978e-22,,
206.91,4.587e+1,,4.910e-8,,4.583e+1,3.698e-2,3.944e-22,,
206.93,3.254e+1,,2.164e-9,,3.252e+1,1.735e-2,3.910e-22,,
206.94,3.643e+1,,4.263e-10,,3.642e+1,1.117e-2,3.893e-22,,
206.96,5.958e+1,,1.458e-11,,5.958e+1,4.126e-3,3.859e-22,,
206.98,9.603e+1,,4.214e-13,,9.603e+1,1.384e-3,3.825e-22,,
206.99,1.157e+2,,6.724e-14,,1.157e+2,8.321e-4,3.808e-22,,
207.01,1.487e+2,,1.508e-15,,1.487e+2,4.495e-4,3.773e-22,,
207.02,1.583e+2,,2.121e-16,,1.583e+2,4.242e-4,3.756e-22,,
207.04,1.583e+2,,3.694e-18,,1.583e+2,4.636e-4,3.722e-22,,
207.06,1.338e+2,,5.434e-20,,1.338e+2,4.900e-4,3.688e-22,,
207.07,1.155e+2,,5.450e-20,,1.155e+2,4.779e-4,3.671e-22,,
207.09,7.591e+1,,5.481e-20,,7.591e+1,4.029e-4,3.637e-22,,
207.11,4.217e+1,,5.513e-20,,4.217e+1,2.877e-4,3.603e-22,,
207.12,2.951e+1,,5.528e-20,,2.951e+1,2.283e-4,3.585e-22,,
207.14,1.274e+1,,5.560e-20,,1.274e+1,1.268e-4,3.551e-22,,
207.16,4.651e+0,,5.591e-20,,4.650e+0,5.957e-5,3.517e-22,,
207.17,2.638e+0,,5.607e-20,,2.638e+0,3.835e-5,3.500e-22,,
207.19,7.484e-1,,5.639e-20,,7.484e-1,1.403e-5,3.466e-22,,
207.21,1.795e-1,,5.670e-20,,1.795e-1,4.372e-6,3.432e-22,,
207.22,8.254e-2,,5.686e-20,,8.254e-2,2.310e-6,3.415e-22,,
207.24,1.539e-2,,5.717e-20,,1.539e-2,6.047e-7,3.380e-22,,
207.26,2.425e-3,,5.749e-20,,2.425e-3,2.066e-7,3.346e-22,,
207.27,9.040e-4,,5.765e-20,,9.038e-4,1.892e-7,3.329e-22,,
207.29,1.111e-4,,5.796e-20,,1.107e-4,3.832e-7,3.295e-22,,
207.31,1.245e-5,,5.828e-20,,1.146e-5,9.832e-7,3.261e-22,,
207.32,4.979e-6,,5.843e-20,,3.464e-6,1.515e-6,3.244e-22,,
207.34,3.485e-6,,5.875e-20,,2.788e-7,3.206e-6,3.210e-22,,
207.36,5.773e-6,,5.906e-20,,1.897e-8,5.754e-6,3.175e-22,,
207.37,7.247e-6,,5.922e-20,,4.646e-9,7.243e-6,3.158e-22,,
207.39,1.012e-5,,5.954e-20,,2.457e-10,1.012e-5,3.124e-22,,
207.41,1.196e-5,,5.985e-20,,1.098e-11,1.196e-5,3.090e-22,,
207.42,1.222e-5,,6.001e-20,,2.181e-12,1.222e-5,3.073e-22,,
207.44,1.124e-5,,6.032e-20,,7.579e-14,1.124e-5,3.039e-22,,
207.45,1.013e-5,,6.048e-20,,1.327e-14,1.013e-5,3.022e-22,,
207.47,7.281e-6,,6.080e-20,,3.583e-16,7.281e-6,2.988e-22,,
207.49,4.519e-6,,6.111e-20,,8.182e-18,4.519e-6,2.953e-22,,
207.5,3.441e-6,,6.127e-20,,1.161e-18,3.441e-6,2.936e-22,,
207.52,2.155e-6,,6.158e-20,,4.070e-20,2.155e-6,2.902e-22,,
207.54,2.092e-6,,6.190e-20,,1.185e-18,2.092e-6,2.868e-22,,
207.55,2.483e-6,,6.206e-20,,8.543e-18,2.483e-6,2.851e-22,,
207.57,3.925e-6,,6.237e-20,,3.922e-16,3.925e-6,2.817e-22,,
207.59,5.821e-6,,6.269e-20,,1.525e-14,5.821e-6,2.783e-22,,
207.6,6.719e-6,,6.284e-20,,8.933e-14,6.719e-6,2.765e-22,,
207.62,7.941e-6,,6.316e-20,,2.706e-12,7.941e-6,2.731e-22,,
207.64,8.077e-6,,6.347e-20,,6.939e-11,8.077e-6,2.697e-22,,
207.65,7.889e-6,,6.363e-20,,3.302e-10,7.889e-6,2.680e-22,,
207.67,9.104e-6,,6.395e-20,,6.598e-9,9.097e-6,2.646e-22,,
207.69,2.458e-5,,6.426e-20,,1.116e-7,2.447e-5,2.612e-22,,
207.7,5.184e-5,,6.442e-20,,4.314e-7,5.141e-5,2.595e-22,,
207.72,2.433e-4,,6.473e-20,,5.687e-6,2.376e-4,2.560e-22,,
207.74,1.037e-3,,6.505e-20,,6.348e-5,9.734e-4,2.526e-22,,
207.75,2.055e-3,,6.521e-20,,1.993e-4,1.855e-3,2.509e-22,,
207.77,7.686e-3,,6.552e-20,,1.733e-3,5.953e-3,2.475e-22,,
207.79,2.893e-2,,6.584e-20,,1.276e-2,1.617e-2,2.441e-22,,
207.8,5.758e-2,,6.599e-20,,3.253e-2,2.505e-2,2.424e-22,,
207.82,2.397e-1,,6.631e-20,,1.867e-1,5.300e-2,2.390e-22,,
207.83,4.925e-1,,6.647e-20,,4.201e-1,7.243e-2,2.373e-22,,
207.85,1.997e+0,,6.678e-20,,1.878e+0,1.194e-1,2.338e-22,,
207.87,7.274e+0,,6.710e-20,,7.107e+0,1.666e-1,2.304e-22,,
207.88,1.318e+1,,6.725e-20,,1.299e+1,1.849e-1,2.287e-22,,
207.9,3.851e+1,,6.757e-20,,3.831e+1,2.009e-1,2.253e-22,,
207.92,9.585e+1,,6.788e-20,,9.566e+1,1.849e-1,2.219e-22,,
207.93,1.422e+2,,6.804e-20,,1.420e+2,1.666e-1,2.202e-22,,
207.95,2.764e+2,,6.836e-20,,2.763e+2,1.194e-1,2.168e-22,,
207.97,4.552e+2,,6.867e-20,,4.552e+2,7.244e-2,2.133e-22,,
207.98,5.489e+2,,6.883e-20,,5.488e+2,5.301e-2,2.116e-22,,
208,7.045e+2,,6.914e-20,,7.044e+2,2.505e-2,2.082e-22,,
208.02,7.655e+2,,6.946e-20,,7.655e+2,1.003e-2,2.048e-22,,
208.03,7.498e+2,,6.962e-20,,7.498e+2,5.961e-3,2.031e-22,,
208.05,6.349e+2,,6.993e-20,,6.349e+2,1.862e-3,1.503e-20,,
208.07,4.552e+2,,7.025e-20,,4.552e+2,4.940e-4,9.421e-19,,
208.08,3.621e+2,,7.040e-20,,3.621e+2,2.398e-4,7.011e-18,,
208.1,2.023e+2,,7.072e-20,,2.023e+2,5.067e-5,3.429e-16,,
208.12,9.566e+1,,7.103e-20,,9.566e+1,9.760e-6,1.422e-14,,
208.13,6.181e+1,,7.119e-20,,6.181e+1,4.509e-6,8.602e-14,,
208.15,2.278e+1,,7.151e-20,,2.278e+1,2.025e-6,2.782e-12,,
208.17,7.107e+0,,7.182e-20,,7.107e+0,2.808e-6,7.623e-11,,
208.18,3.730e+0,,7.198e-20,,3.730e+0,3.656e-6,3.750e-10,,
208.2,9.068e-1,,7.229e-20,,9.068e-1,5.996e-6,8.017e-9,,
208.21,4.201e-1,,7.245e-20,,4.201e-1,7.529e-6,3.484e-8,,
208.23,7.958e-2,,7.277e-20,,7.956e-2,1.190e-5,5.810e-7,,
208.25,1.279e-2,,7.308e-20,,1.276e-2,2.019e-5,8.212e-6,,
208.26,4.858e-3,,7.324e-20,,4.801e-3,2.735e-5,2.902e-5,,
208.28,9.738e-4,,7.355e-20,,6.000e-4,5.391e-5,3.199e-4,,
208.3,3.166e-3,,7.387e-20,,6.354e-5,1.129e-4,2.989e-3,,
208.31,8.772e-3,,7.403e-20,,1.960e-5,1.651e-4,8.588e-3,,
208.33,6.295e-2,,7.434e-20,,3.423e-6,3.491e-4,6.260e-2,,
208.35,3.874e-1,,7.466e-20,,1.454e-5,6.986e-4,3.867e-1,,
208.36,9.042e-1,,7.481e-20,,3.818e-5,9.542e-4,9.032e-1,,
208.38,4.355e+0,,7.513e-20,,2.355e-4,1.625e-3,4.353e+0,,
208.4,1.778e+1,,7.544e-20,,1.232e-3,2.407e-3,1.778e+1,,
208.41,3.377e+1,,7.560e-20,,2.649e-3,2.768e-3,3.376e+1,,
208.43,1.076e+2,,7.592e-20,,1.081e-2,3.252e-3,1.076e+2,,
208.45,2.904e+2,,7.623e-20,,3.741e-2,3.252e-3,2.904e+2,,
208.46,4.485e+2,,7.639e-20,,6.542e-2,3.059e-3,4.484e+2,,
208.48,9.447e+2,,7.670e-20,,1.769e-1,2.394e-3,9.445e+2,2.009e-23,
208.5,1.686e+3,,7.702e-20,,4.072e-1,1.592e-3,1.686e+3,1.459e-21,
208.51,2.117e+3,,7.718e-20,,5.835e-1,1.222e-3,2.117e+3,1.169e-20,
208.53,2.949e+3,,7.749e-20,,1.089e+0,6.408e-4,2.948e+3,6.629e-19,
208.55,3.480e+3,,7.781e-20,,1.921e+0,2.953e-4,3.478e+3,3.188e-17,
208.56,3.554e+3,,7.796e-20,,2.623e+0,1.968e-4,3.551e+3,2.078e-16,
208.58,3.275e+3,,7.828e-20,,5.797e+0,1.040e-4,3.269e+3,7.806e-15,
208.59,2.957e+3,,7.844e-20,,9.440e+0,9.587e-5,2.948e+3,4.497e-14,
208.61,2.144e+3,,7.875e-20,,2.714e+1,1.385e-4,2.117e+3,1.319e-12,
208.63,1.363e+3,,7.907e-20,,7.516e+1,2.558e-4,1.288e+3,3.282e-11,
208.64,1.064e+3,,7.922e-20,,1.197e+2,3.419e-4,9.445e+2,1.539e-10,
208.66,7.196e+2,,7.954e-20,,2.712e+2,5.558e-4,4.484e+2,2.989e-9,
208.68,7.045e+2,,7.985e-20,,5.241e+2,7.816e-4,1.804e+2,4.925e-8,
208.69,7.928e+2,,8.001e-20,,6.852e+2,8.769e-4,1.076e+2,1.879e-7,
208.71,1.069e+3,,8.033e-20,,1.035e+3,9.927e-4,3.376e+1,2.418e-6,
208.73,1.335e+3,,8.064e-20,,1.326e+3,9.888e-4,8.980e+0,2.638e-5,
208.74,1.416e+3,,8.080e-20,,1.411e+3,9.480e-4,4.353e+0,8.192e-5,
208.76,1.412e+3,,8.111e-20,,1.411e+3,8.214e-4,9.032e-1,6.981e-4,
208.78,1.196e+3,,8.143e-20,,1.196e+3,6.801e-4,1.588e-1,5.045e-3,
208.79,1.035e+3,,8.159e-20,,1.035e+3,6.153e-4,6.260e-2,1.275e-2,
208.81,6.850e+2,,8.190e-20,,6.849e+2,5.042e-4,8.588e-3,7.195e-2,
208.83,3.845e+2,,8.222e-20,,3.842e+2,4.150e-4,9.984e-4,3.444e-1,
208.84,2.711e+2,,8.237e-20,,2.704e+2,3.770e-4,3.199e-4,7.083e-1,
208.86,1.210e+2,,8.269e-20,,1.184e+2,3.165e-4,2.902e-5,2.647e+0,
208.88,5.232e+1,,8.300e-20,,4.393e+1,2.981e-4,2.230e-6,8.392e+0,
208.89,3.920e+1,,8.316e-20,,2.515e+1,3.216e-4,5.810e-7,1.405e+1,
208.91,4.206e+1,,8.348e-20,,7.285e+0,4.918e-4,3.484e-8,3.477e+1,
208.93,7.479e+1,,8.379e-20,,1.789e+0,9.224e-4,1.770e-9,7.300e+1,
208.94,1.003e+2,,8.395e-20,,8.330e-1,1.265e-3,3.750e-10,9.944e+1,
208.96,1.632e+2,,8.426e-20,,1.596e-1,2.201e-3,1.487e-11,1.630e+2,
208.97,1.963e+2,,8.442e-20,,6.572e-2,2.757e-3,2.782e-12,1.963e+2,
208.99,2.513e+2,,8.474e-20,,1.010e-2,3.851e-3,8.602e-14,2.513e+2,
209.01,2.729e+2,,8.505e-20,,2.692e-3,4.588e-3,2.254e-15,2.729e+2,
209.02,2.673e+2,,8.521e-20,,3.516e-3,4.717e-3,3.429e-16,2.673e+2,
209.04,2.267e+2,,8.552e-20,,1.264e-2,4.435e-3,7.011e-18,2.267e+2,
209.06,1.631e+2,,8.584e-20,,4.355e-2,3.597e-3,1.215e-19,1.630e+2,
209.07,1.301e+2,,8.600e-20,,7.621e-2,3.082e-3,1.503e-20,1.300e+2,
209.09,7.321e+1,,8.631e-20,,2.072e-1,2.092e-3,1.493e-20,7.300e+1,
209.11,3.526e+1,,8.663e-20,,4.820e-1,1.340e-3,1.482e-20,3.477e+1,
209.12,2.326e+1,,8.678e-20,,6.945e-1,1.070e-3,1.477e-20,2.256e+1,
209.14,9.706e+0,,8.710e-20,,1.293e+0,6.994e-4,1.467e-20,8.412e+0,
209.16,4.873e+0,,8.741e-20,,2.113e+0,4.665e-4,1.457e-20,2.759e+0,
209.17,4.241e+0,,8.757e-20,,2.593e+0,3.780e-4,1.452e-20,1.647e+0,
209.19,5.170e+0,,8.789e-20,,3.730e+0,2.371e-4,1.442e-20,1.439e+0,
209.21,9.605e+0,,8.820e-20,,5.460e+0,1.405e-4,1.432e-20,4.145e+0,
209.22,1.430e+1,,8.836e-20,,6.882e+0,1.088e-4,1.427e-20,7.420e+0,
209.24,3.372e+1,,8.867e-20,,1.222e+1,7.481e-5,1.417e-20,2.150e+1,
209.26,7.674e+1,,8.899e-20,,2.369e+1,6.872e-5,1.407e-20,5.305e+1,
209.27,1.112e+2,,8.915e-20,,3.288e+1,7.090e-5,1.402e-20,7.836e+1,
209.29,2.106e+2,,8.946e-20,,5.940e+1,7.611e-5,1.392e-20,1.512e+2,
209.31,3.422e+2,,8.978e-20,,9.469e+1,7.424e-5,1.382e-20,2.475e+2,
209.32,4.109e+2,,8.993e-20,,1.132e+2,6.951e-5,1.377e-20,2.977e+2,
209.34,5.246e+2,,9.025e-20,,1.438e+2,5.415e-5,1.367e-20,3.809e+2,
209.36,5.691e+2,,9.056e-20,,1.556e+2,3.587e-5,1.357e-20,4.135e+2,
209.37,5.574e+2,,9.072e-20,,1.523e+2,2.747e-5,1.352e-20,4.051e+2,
209.39,4.729e+2,,9.104e-20,,1.291e+2,1.425e-5,1.342e-20,3.437e+2,
209.4,4.095e+2,,9.119e-20,,1.118e+2,9.675e-6,1.337e-20,2.977e+2,
209.42,2.716e+2,,9.151e-20,,7.415e+1,4.073e-6,1.326e-20,1.974e+2,
209.44,1.528e+2,,9.182e-20,,4.172e+1,1.913e-6,1.316e-20,1.111e+2,
209.45,1.078e+2,,9.198e-20,,2.943e+1,1.730e-6,1.311e-20,7.836e+1,
209.47,4.741e+1,,9.230e-20,,1.294e+1,2.907e-6,1.301e-20,3.447e+1,
209.49,1.769e+1,,9.261e-20,,4.831e+0,6.697e-6,1.291e-20,1.286e+1,
209.5,1.016e+1,,9.277e-20,,2.775e+0,1.009e-5,1.286e-20,7.389e+0,
209.52,2.965e+0,,9.308e-20,,8.096e-1,2.173e-5,1.276e-20,2.155e+0,
209.54,7.339e-1,,9.340e-20,,2.004e-1,4.344e-5,1.266e-20,5.334e-1,
209.55,3.433e-1,,9.356e-20,,9.375e-2,5.974e-5,1.261e-20,2.495e-1,
209.57,6.652e-2,,9.387e-20,,1.814e-2,1.073e-4,1.251e-20,4.827e-2,
209.59,1.109e-2,,9.419e-20,,2.978e-3,1.841e-4,1.241e-20,7.924e-3,
209.6,4.393e-3,,9.434e-20,,1.134e-3,2.405e-4,1.236e-20,3.018e-3,
209.62,9.577e-4,,9.466e-20,,1.456e-4,4.248e-4,1.226e-20,3.873e-4,
209.64,8.583e-4,,9.497e-20,,1.585e-5,8.003e-4,1.216e-20,4.216e-5,
209.65,1.131e-3,,9.513e-20,,4.917e-6,1.113e-3,1.211e-20,1.308e-5,
209.67,2.111e-3,,9.545e-20,,4.185e-7,2.109e-3,1.201e-20,1.113e-6,
209.69,3.677e-3,,9.576e-20,,3.061e-8,3.677e-3,1.191e-20,8.034e-8,
209.7,4.640e-3,,9.592e-20,,9.114e-9,4.640e-3,1.186e-20,2.030e-8,
209.72,6.652e-3,,9.623e-20,,1.901e-8,6.652e-3,1.176e-20,1.145e-9,
209.74,8.216e-3,,9.655e-20,,1.981e-7,8.216e-3,1.165e-20,5.484e-11,
209.75,8.621e-3,,9.671e-20,,6.086e-7,8.620e-3,1.160e-20,1.128e-11,
209.77,8.449e-3,,9.702e-20,,5.081e-6,8.444e-3,1.150e-20,4.223e-13,
209.78,7.895e-3,,9.718e-20,,1.381e-5,7.882e-3,1.145e-20,7.681e-14,
209.8,6.197e-3,,9.749e-20,,9.027e-5,6.107e-3,1.135e-20,2.247e-15,
209.82,4.549e-3,,9.781e-20,,5.012e-4,4.047e-3,1.125e-20,5.576e-17,
209.83,4.219e-3,,9.797e-20,,1.111e-3,3.108e-3,1.120e-20,8.260e-18,
209.85,6.462e-3,,9.828e-20,,4.830e-3,1.632e-3,1.110e-20,1.602e-19,
209.87,1.858e-2,,9.860e-20,,1.785e-2,7.359e-4,1.100e-20,2.638e-21,
209.88,3.275e-2,,9.875e-20,,3.229e-2,4.679e-4,1.095e-20,2.626e-21,
209.9,9.378e-2,,9.907e-20,,9.361e-2,1.719e-4,1.085e-20,2.603e-21,
209.92,2.315e-1,,9.938e-20,,2.314e-1,5.822e-5,1.075e-20,2.580e-21,
209.93,3.432e-1,,9.954e-20,,3.432e-1,3.410e-5,1.070e-20,2.569e-21,
209.95,6.741e-1,,9.986e-20,,6.741e-1,1.338e-5,1.060e-20,2.546e-21,
209.97,1.151e+0,,1.002e-19,,1.151e+0,6.881e-6,1.050e-20,2.523e-21,
209.98,1.436e+0,,1.003e-19,,1.436e+0,5.304e-6,1.045e-20,2.511e-21,
210,2.077e+0,,1.006e-19,,2.077e+0,3.228e-6,1.035e-20,2.488e-21,
210.02,2.815e+0,,1.010e-19,,2.815e+0,1.833e-6,1.025e-20,2.465e-21,
210.03,3.234e+0,,1.011e-19,,3.234e+0,1.320e-6,1.020e-20,2.454e-21,
210.05,4.201e+0,,1.014e-19,,4.201e+0,6.158e-7,1.009e-20,2.431e-21,
210.07,5.273e+0,,1.017e-19,,5.273e+0,2.470e-7,9.994e-21,2.408e-21,
210.08,5.770e+0,,1.019e-19,,5.770e+0,1.476e-7,9.944e-21,2.397e-21,
210.1,6.440e+0,,1.022e-19,,6.440e+0,4.674e-8,9.843e-21,2.374e-21,
210.12,6.395e+0,,1.025e-19,,6.395e+0,1.261e-8,9.743e-21,2.351e-21,
210.13,6.077e+0,,1.027e-19,,6.077e+0,6.164e-9,9.692e-21,2.339e-21,
210.15,5.030e+0,,1.030e-19,,5.030e+0,1.304e-9,9.592e-21,2.316e-21,
210.16,4.438e+0,,1.032e-19,,4.438e+0,5.644e-10,9.541e-21,2.305e-21,
210.18,3.492e+0,,1.035e-19,,3.492e+0,9.356e-11,9.441e-21,2.282e-21,
210.2,3.208e+0,,1.038e-19,,3.208e+0,1.344e-11,9.340e-21,2.259e-21,
210.21,3.347e+0,,1.040e-19,,3.347e+0,5.533e-12,9.290e-21,2.247e-21,
210.23,4.016e+0,,1.043e-19,,4.016e+0,9.111e-12,9.189e-21,2.225e-21,
210.25,4.769e+0,,1.046e-19,,4.769e+0,7.114e-11,9.088e-21,2.202e-21,
210.26,5.005e+0,,1.047e-19,,5.005e+0,1.923e-10,9.038e-21,2.190e-21,
210.28,4.982e+0,,1.051e-19,,4.982e+0,1.246e-9,8.938e-21,2.167e-21,
210.3,4.323e+0,,1.054e-19,,4.323e+0,6.863e-9,8.837e-21,2.144e-21,
210.31,3.858e+0,,1.055e-19,,3.858e+0,1.515e-8,8.787e-21,2.133e-21,
210.33,2.972e+0,,1.058e-19,,2.972e+0,6.541e-8,8.686e-21,2.110e-21,
210.35,2.519e+0,,1.062e-19,,2.519e+0,2.400e-7,8.585e-21,2.087e-21,
210.36,2.533e+0,,1.063e-19,,2.533e+0,4.325e-7,8.535e-21,2.075e-21,
210.38,3.026e+0,,1.066e-19,,3.026e+0,1.244e-6,8.434e-21,2.052e-21,
210.4,3.908e+0,,1.069e-19,,3.908e+0,3.039e-6,8.334e-21,2.029e-21,
210.41,4.365e+0,,1.071e-19,,4.365e+0,4.471e-6,8.283e-21,2.018e-21,
210.43,5.043e+0,,1.074e-19,,5.043e+0,8.564e-6,8.183e-21,1.995e-21,
210.45,5.144e+0,,1.077e-19,,5.144e+0,1.395e-5,8.082e-21,1.972e-21,
210.46,4.942e+0,,1.079e-19,,4.942e+0,1.674e-5,8.032e-21,1.961e-21,
210.48,4.113e+0,,1.082e-19,,4.113e+0,2.139e-5,7.931e-21,1.938e-21,
