Wavelength (nm),Sum(calc),Si I (3.4e-1),Si II (6.6e-1),Si III (3.0e-5)
647.068,1.483e-22,6.395e-16,6.226e-16,1.483e-22
647.073,3.123e-22,6.395e-16,6.224e-16,3.123e-22
647.078,6.500e-22,6.395e-16,6.222e-16,6.500e-22
647.083,1.337e-21,6.395e-16,6.221e-16,1.337e-21
647.088,2.718e-21,6.395e-16,6.219e-16,2.718e-21
647.093,5.460e-21,6.395e-16,6.217e-16,5.460e-21
647.098,1.084e-20,6.395e-16,6.215e-16,1.084e-20
647.103,2.127e-20,6.394e-16,6.214e-16,2.127e-20
647.108,4.126e-20,6.394e-16,6.212e-16,4.126e-20
647.113,7.908e-20,6.394e-16,6.210e-16,7.908e-20
647.118,1.498e-19,6.394e-16,6.209e-16,1.498e-19
647.123,2.805e-19,6.394e-16,6.207e-16,2.805e-19
647.128,5.191e-19,6.394e-16,6.205e-16,5.191e-19
647.133,9.494e-19,6.394e-16,6.204e-16,9.494e-19
647.138,1.716e-18,6.393e-16,6.202e-16,1.716e-18
647.143,3.066e-18,6.393e-16,6.200e-16,3.066e-18
647.148,5.415e-18,6.393e-16,6.199e-16,5.415e-18
647.153,9.451e-18,6.393e-16,6.197e-16,9.451e-18
647.158,1.630e-17,6.393e-16,6.195e-16,1.630e-17
647.163,2.780e-17,6.393e-16,6.194e-16,2.780e-17
647.168,4.686e-17,6.393e-16,6.192e-16,4.686e-17
647.173,7.806e-17,6.392e-16,6.190e-16,7.806e-17
647.178,1.285e-16,6.392e-16,6.189e-16,1.285e-16
647.183,2.092e-16,6.392e-16,6.187e-16,2.092e-16
647.188,3.366e-16,6.392e-16,6.185e-16,3.366e-16
647.193,5.352e-16,6.392e-16,6.184e-16,5.352e-16
647.198,8.413e-16,6.392e-16,6.182e-16,8.413e-16
647.203,1.307e-15,6.392e-16,6.180e-16,1.307e-15
647.208,2.008e-15,6.391e-16,6.179e-16,2.008e-15
647.213,3.049e-15,6.391e-16,6.177e-16,3.049e-15
647.218,4.576e-15,6.391e-16,6.175e-16,4.576e-15
647.223,6.790e-15,6.391e-16,6.174e-16,6.790e-15
647.228,9.958e-15,6.391e-16,6.172e-16,9.958e-15
647.233,1.444e-14,6.391e-16,6.170e-16,1.444e-14
647.238,2.070e-14,6.391e-16,6.169e-16,2.070e-14
647.242,2.738e-14,6.391e-16,6.167e-16,2.738e-14
647.247,3.845e-14,6.390e-16,6.166e-16,3.845e-14
647.252,5.337e-14,6.390e-16,6.164e-16,5.337e-14
647.257,7.325e-14,6.390e-16,6.162e-16,7.325e-14
647.262,9.939e-14,6.390e-16,6.161e-16,9.939e-14
647.267,1.333e-13,6.390e-16,6.159e-16,1.333e-13
647.272,1.768e-13,6.390e-16,6.157e-16,1.768e-13
647.277,2.319e-13,6.390e-16,6.156e-16,2.319e-13
647.282,3.007e-13,6.389e-16,6.154e-16,3.007e-13
647.287,3.855e-13,6.389e-16,6.152e-16,3.855e-13
647.292,4.887e-13,6.389e-16,6.150e-16,4.887e-13
647.297,6.125e-13,6.389e-16,6.149e-16,6.125e-13
647.302,7.591e-13,6.389e-16,6.147e-16,7.591e-13
647.307,9.302e-13,6.389e-16,6.145e-16,9.302e-13
647.312,1.127e-12,6.389e-16,6.144e-16,1.127e-12
647.317,1.351e-12,6.388e-16,6.142e-16,1.351e-12
647.322,1.601e-12,6.388e-16,6.140e-16,1.601e-12
647.327,1.875e-12,6.388e-16,6.139e-16,1.875e-12
647.332,2.173e-12,6.388e-16,6.137e-16,2.173e-12
647.337,2.490e-12,6.388e-16,6.135e-16,2.490e-12
647.342,2.822e-12,6.388e-16,6.134e-16,2.822e-12
647.347,3.162e-12,6.388e-16,6.132e-16,3.162e-12
647.352,3.505e-12,6.387e-16,6.130e-16,3.505e-12
647.357,3.842e-12,6.387e-16,6.129e-16,3.842e-12
647.362,4.164e-12,6.387e-16,6.127e-16,4.164e-12
647.367,4.464e-12,6.387e-16,6.125e-16,4.464e-12
647.372,4.733e-12,6.387e-16,6.124e-16,4.733e-12
647.377,4.963e-12,6.387e-16,6.122e-16,4.963e-12
647.382,5.147e-12,6.387e-16,6.120e-16,5.147e-12
647.387,5.279e-12,6.386e-16,6.119e-16,5.279e-12
647.392,5.355e-12,6.386e-16,6.117e-16,5.355e-12
647.397,5.373e-12,6.386e-16,6.115e-16,5.373e-12
647.402,5.331e-12,6.386e-16,6.114e-16,5.331e-12
647.407,5.232e-12,6.386e-16,6.112e-16,5.232e-12
647.412,5.078e-12,6.386e-16,6.110e-16,5.078e-12
647.417,4.875e-12,6.386e-16,6.109e-16,4.875e-12
647.422,4.628e-12,6.386e-16,6.107e-16,4.628e-12
647.427,4.346e-12,6.385e-16,6.105e-16,4.346e-12
647.432,4.036e-12,6.385e-16,6.104e-16,4.036e-12
647.437,3.706e-12,6.385e-16,6.102e-16,3.706e-12
647.442,3.367e-12,6.385e-16,6.100e-16,3.367e-12
647.447,3.024e-12,6.385e-16,6.099e-16,3.024e-12
647.452,2.687e-12,6.385e-16,6.097e-16,2.687e-12
647.457,2.361e-12,6.385e-16,6.095e-16,2.361e-12
647.462,2.051e-12,6.384e-16,6.094e-16,2.051e-12
647.467,1.762e-12,6.384e-16,6.092e-16,1.762e-12
647.472,1.498e-12,6.384e-16,6.090e-16,1.498e-12
647.477,1.258e-12,6.384e-16,6.089e-16,1.258e-12
647.482,1.046e-12,6.384e-16,6.087e-16,1.046e-12
647.487,8.593e-13,6.384e-16,6.085e-16,8.593e-13
647.492,6.982e-13,6.384e-16,6.083e-16,6.982e-13
647.497,5.610e-13,6.383e-16,6.082e-16,5.610e-13
647.502,4.457e-13,6.383e-16,6.080e-16,4.457e-13
647.507,3.501e-13,6.383e-16,6.078e-16,3.501e-13
647.512,2.720e-13,6.383e-16,6.077e-16,2.720e-13
647.517,2.089e-13,6.383e-16,6.075e-16,2.089e-13
647.522,1.586e-13,6.383e-16,6.073e-16,1.586e-13
647.527,1.191e-13,6.383e-16,6.072e-16,1.191e-13
647.532,8.842e-14,6.382e-16,6.070e-16,8.842e-14
647.537,6.490e-14,6.382e-16,6.068e-16,6.490e-14
647.542,4.709e-14,6.382e-16,6.067e-16,4.709e-14
647.547,3.378e-14,6.382e-16,6.065e-16,3.378e-14
647.552,2.396e-14,6.382e-16,6.063e-16,2.396e-14
647.557,1.680e-14,6.382e-16,6.062e-16,1.680e-14
647.562,1.165e-14,6.382e-16,6.060e-16,1.165e-14
647.567,7.980e-15,6.381e-16,6.058e-16,7.980e-15
647.572,5.406e-15,6.381e-16,6.057e-16,5.406e-15
647.577,3.620e-15,6.381e-16,6.055e-16,3.620e-15
647.582,2.396e-15,6.381e-16,6.053e-16,2.396e-15
647.587,1.568e-15,6.381e-16,6.052e-16,1.568e-15
647.592,1.014e-15,6.381e-16,6.050e-16,1.014e-15
647.597,6.485e-16,6.381e-16,6.048e-16,6.485e-16
647.602,4.099e-16,6.380e-16,6.047e-16,4.099e-16
647.607,2.561e-16,6.380e-16,6.045e-16,2.561e-16
647.612,1.581e-16,6.380e-16,6.043e-16,1.581e-16
647.617,9.650e-17,6.380e-16,6.042e-16,9.650e-17
647.622,5.822e-17,6.380e-16,6.040e-16,5.822e-17
647.627,3.471e-17,6.380e-16,6.038e-16,3.471e-17
647.632,2.046e-17,6.380e-16,6.037e-16,2.046e-17
647.637,1.192e-17,6.380e-16,6.035e-16,1.192e-17
647.642,6.861e-18,6.379e-16,6.033e-16,6.861e-18
647.647,3.904e-18,6.379e-16,6.032e-16,3.904e-18
647.652,2.196e-18,6.379e-16,6.030e-16,2.196e-18
647.657,1.221e-18,6.379e-16,6.028e-16,1.221e-18
647.662,6.705e-19,6.379e-16,6.027e-16,6.705e-19
647.667,3.640e-19,6.379e-16,6.025e-16,3.640e-19
647.672,1.953e-19,6.379e-16,6.023e-16,1.953e-19
647.677,1.036e-19,6.378e-16,6.022e-16,1.036e-19
647.682,5.429e-20,6.378e-16,6.020e-16,5.429e-20
647.687,2.812e-20,6.378e-16,6.018e-16,2.812e-20
647.692,1.440e-20,6.378e-16,6.016e-16,1.440e-20
647.697,7.283e-21,6.378e-16,6.015e-16,7.283e-21
647.702,3.641e-21,6.378e-16,6.013e-16,3.641e-21
647.706,2.074e-21,6.378e-16,6.012e-16,2.074e-21
647.711,1.015e-21,6.377e-16,6.010e-16,1.015e-21
647.716,4.909e-22,6.377e-16,6.008e-16,4.909e-22
647.721,2.347e-22,6.377e-16,6.007e-16,2.347e-22
647.726,1.109e-22,6.377e-16,6.005e-16,1.109e-22
647.731,5.175e-23,6.377e-16,6.003e-16,5.175e-23
647.736,2.388e-23,6.377e-16,6.002e-16,2.388e-23
647.741,1.089e-23,6.377e-16,6.000e-16,1.089e-23
647.746,4.905e-24,6.376e-16,5.998e-16,4.905e-24
647.751,2.184e-24,6.376e-16,5.997e-16,2.184e-24
647.756,9.608e-25,6.376e-16,5.995e-16,9.608e-25
647.761,4.178e-25,6.376e-16,5.993e-16,4.178e-25
647.766,1.795e-25,6.376e-16,5.992e-16,1.795e-25
647.771,7.622e-26,6.376e-16,5.990e-16,7.622e-26
647.776,3.198e-26,6.376e-16,5.988e-16,3.198e-26
647.781,1.326e-26,6.375e-16,5.987e-16,1.326e-26
647.786,5.434e-27,6.375e-16,5.985e-16,5.434e-27
647.791,2.200e-27,6.375e-16,5.983e-16,2.200e-27
647.796,8.804e-28,6.375e-16,5.982e-16,8.804e-28
647.801,3.475e-28,6.375e-16,5.980e-16,3.475e-28
647.806,1.358e-28,6.375e-16,5.978e-16,1.358e-28
647.811,5.166e-29,6.375e-16,5.977e-16,5.166e-29
647.816,1.973e-29,6.375e-16,5.975e-16,1.973e-29
647.821,7.444e-30,6.374e-16,5.973e-16,7.444e-30
647.826,2.776e-30,6.374e-16,5.972e-16,2.776e-30
651.728,2.209e-29,6.266e-16,4.664e-16,2.209e-29
651.733,5.908e-29,6.265e-16,4.663e-16,5.908e-29
651.738,1.562e-28,6.265e-16,4.661e-16,1.562e-28
651.743,4.082e-28,6.265e-16,4.659e-16,4.082e-28
651.748,1.054e-27,6.265e-16,4.658e-16,1.054e-27
651.753,2.690e-27,6.265e-16,4.656e-16,2.690e-27
651.758,6.787e-27,6.265e-16,4.654e-16,6.787e-27
651.763,1.692e-26,6.265e-16,4.653e-16,1.692e-26
651.768,4.169e-26,6.264e-16,4.651e-16,4.169e-26
651.773,1.015e-25,6.264e-16,4.649e-16,1.015e-25
651.778,2.443e-25,6.264e-16,4.648e-16,2.443e-25
651.783,5.810e-25,6.264e-16,4.646e-16,5.810e-25
651.788,1.366e-24,6.264e-16,4.644e-16,1.366e-24
651.793,3.173e-24,6.264e-16,4.642e-16,3.173e-24
651.798,7.285e-24,6.264e-16,4.641e-16,7.285e-24
651.803,1.653e-23,6.263e-16,4.639e-16,1.653e-23
651.808,3.707e-23,6.263e-16,4.637e-16,3.707e-23
651.813,8.217e-23,6.263e-16,4.636e-16,8.217e-23
651.818,1.800e-22,6.263e-16,4.634e-16,1.800e-22
651.823,3.897e-22,6.263e-16,4.632e-16,3.897e-22
651.828,8.338e-22,6.263e-16,4.631e-16,8.338e-22
651.833,1.763e-21,6.263e-16,4.629e-16,1.763e-21
651.838,3.685e-21,6.262e-16,4.627e-16,3.685e-21
651.843,7.612e-21,6.262e-16,4.626e-16,7.612e-21
651.848,1.554e-20,6.262e-16,4.624e-16,1.554e-20
651.853,3.135e-20,6.262e-16,4.622e-16,3.135e-20
651.858,6.250e-20,6.262e-16,4.621e-16,6.250e-20
651.863,1.232e-19,6.262e-16,4.619e-16,1.232e-19
651.868,2.399e-19,6.262e-16,4.617e-16,2.399e-19
651.873,4.617e-19,6.261e-16,4.616e-16,4.617e-19
651.878,8.784e-19,6.261e-16,4.614e-16,8.784e-19
651.883,1.651e-18,6.261e-16,4.612e-16,1.651e-18
651.888,3.069e-18,6.261e-16,4.611e-16,3.069e-18
651.892,4.995e-18,6.261e-16,4.609e-16,4.995e-18
651.897,9.087e-18,6.261e-16,4.608e-16,9.087e-18
651.902,1.634e-17,6.261e-16,4.606e-16,1.634e-17
651.907,2.903e-17,6.261e-16,4.604e-16,2.903e-17
651.912,5.098e-17,6.260e-16,4.603e-16,5.098e-17
651.917,8.849e-17,6.260e-16,4.601e-16,8.849e-17
651.922,1.518e-16,6.260e-16,4.599e-16,1.518e-16
651.927,2.573e-16,6.260e-16,4.598e-16,2.573e-16
651.932,4.312e-16,6.260e-16,4.596e-16,4.312e-16
651.937,7.139e-16,6.260e-16,4.594e-16,7.139e-16
651.942,1.168e-15,6.260e-16,4.593e-16,1.168e-15
651.947,1.890e-15,6.259e-16,4.591e-16,1.890e-15
651.952,3.021e-15,6.259e-16,4.589e-16,3.021e-15
651.957,4.773e-15,6.259e-16,4.588e-16,4.773e-15
651.962,7.452e-15,6.259e-16,4.586e-16,7.452e-15
651.967,1.150e-14,6.259e-16,4.584e-16,1.150e-14
651.972,1.754e-14,6.259e-16,4.583e-16,1.754e-14
651.977,2.643e-14,6.259e-16,4.581e-16,2.643e-14
651.982,3.938e-14,6.258e-16,4.579e-16,3.938e-14
651.987,5.797e-14,6.258e-16,4.577e-16,5.797e-14
651.992,8.435e-14,6.258e-16,4.576e-16,8.435e-14
651.997,1.213e-13,6.258e-16,4.574e-16,1.213e-13
652.002,1.724e-13,6.258e-16,4.572e-16,1.724e-13
652.007,2.422e-13,6.258e-16,4.571e-16,2.422e-13
652.012,3.362e-13,6.258e-16,4.569e-16,3.362e-13
652.017,4.612e-13,6.257e-16,4.567e-16,4.612e-13
652.022,6.254e-13,6.257e-16,4.566e-16,6.254e-13
652.027,8.381e-13,6.257e-16,4.564e-16,8.381e-13
652.032,1.110e-12,6.257e-16,4.562e-16,1.110e-12
652.037,1.453e-12,6.257e-16,4.561e-16,1.453e-12
652.042,1.880e-12,6.257e-16,4.559e-16,1.880e-12
652.047,2.404e-12,6.257e-16,4.557e-16,2.404e-12
652.052,3.038e-12,6.257e-16,4.556e-16,3.038e-12
652.057,3.794e-12,6.256e-16,4.554e-16,3.794e-12
652.062,4.683e-12,6.256e-16,4.552e-16,4.683e-12
652.067,5.714e-12,6.256e-16,4.551e-16,5.714e-12
652.072,6.891e-12,6.256e-16,4.549e-16,6.891e-12
652.077,8.214e-12,6.256e-16,4.547e-16,8.214e-12
652.082,9.677e-12,6.256e-16,4.546e-16,9.677e-12
652.087,1.127e-11,6.256e-16,4.544e-16,1.127e-11
652.092,1.297e-11,6.255e-16,4.542e-16,1.297e-11
652.097,1.476e-11,6.255e-16,4.541e-16,1.476e-11
652.102,1.661e-11,6.255e-16,4.539e-16,1.661e-11
652.107,1.848e-11,6.255e-16,4.537e-16,1.848e-11
652.112,2.033e-11,6.255e-16,4.536e-16,2.033e-11
652.117,2.212e-11,6.255e-16,4.534e-16,2.212e-11
652.122,2.381e-11,6.255e-16,4.532e-16,2.381e-11
652.127,2.536e-11,6.254e-16,4.531e-16,2.536e-11
652.132,2.674e-11,6.254e-16,4.529e-16,2.674e-11
652.137,2.792e-11,6.254e-16,4.527e-16,2.792e-11
652.142,2.889e-11,6.254e-16,4.526e-16,2.889e-11
652.147,2.965e-11,6.254e-16,4.524e-16,2.965e-11
652.152,3.019e-11,6.254e-16,4.522e-16,3.019e-11
652.157,3.055e-11,6.254e-16,4.521e-16,3.055e-11
652.162,3.076e-11,6.253e-16,4.519e-16,3.076e-11
652.167,3.085e-11,6.253e-16,4.517e-16,3.085e-11
652.172,3.087e-11,6.253e-16,4.516e-16,3.087e-11
652.177,3.088e-11,6.253e-16,4.514e-16,3.088e-11
652.182,3.093e-11,6.253e-16,4.512e-16,3.093e-11
652.187,3.107e-11,6.253e-16,4.510e-16,3.107e-11
652.192,3.135e-11,6.253e-16,4.509e-16,3.135e-11
652.197,3.179e-11,6.252e-16,4.507e-16,3.179e-11
652.202,3.242e-11,6.252e-16,4.505e-16,3.242e-11
652.207,3.324e-11,6.252e-16,4.504e-16,3.324e-11
652.212,3.423e-11,6.252e-16,4.502e-16,3.423e-11
652.217,3.537e-11,6.252e-16,4.500e-16,3.537e-11
652.222,3.660e-11,6.252e-16,4.499e-16,3.660e-11
652.227,3.788e-11,6.252e-16,4.497e-16,3.788e-11
652.232,3.914e-11,6.251e-16,4.495e-16,3.914e-11
652.237,4.031e-11,6.251e-16,4.494e-16,4.031e-11
652.242,4.131e-11,6.251e-16,4.492e-16,4.131e-11
652.247,4.207e-11,6.251e-16,4.490e-16,4.207e-11
652.252,4.254e-11,6.251e-16,4.489e-16,4.254e-11
652.257,4.267e-11,6.251e-16,4.487e-16,4.267e-11
652.262,4.243e-11,6.251e-16,4.485e-16,4.243e-11
652.267,4.179e-11,6.251e-16,4.484e-16,4.179e-11
652.272,4.077e-11,6.250e-16,4.482e-16,4.077e-11
652.277,3.938e-11,6.250e-16,4.480e-16,3.938e-11
652.282,3.766e-11,6.250e-16,4.479e-16,3.766e-11
652.287,3.566e-11,6.250e-16,4.477e-16,3.566e-11
652.292,3.346e-11,6.250e-16,4.475e-16,3.346e-11
652.297,3.111e-11,6.250e-16,4.474e-16,3.111e-11
652.302,2.872e-11,6.250e-16,4.472e-16,2.872e-11
652.307,2.635e-11,6.249e-16,4.470e-16,2.635e-11
652.312,2.409e-11,6.249e-16,4.469e-16,2.409e-11
652.317,2.203e-11,6.249e-16,4.467e-16,2.203e-11
652.322,2.023e-11,6.249e-16,4.465e-16,2.023e-11
652.327,1.876e-11,6.249e-16,4.464e-16,1.876e-11
652.332,1.769e-11,6.249e-16,4.462e-16,1.769e-11
652.337,1.705e-11,6.249e-16,4.460e-16,1.705e-11
652.342,1.688e-11,6.248e-16,4.459e-16,1.688e-11
652.347,1.721e-11,6.248e-16,4.457e-16,1.721e-11
652.352,1.806e-11,6.248e-16,4.455e-16,1.806e-11
652.356,1.910e-11,6.248e-16,4.454e-16,1.910e-11
652.361,2.084e-11,6.248e-16,4.452e-16,2.084e-11
652.366,2.305e-11,6.248e-16,4.451e-16,2.305e-11
652.371,2.569e-11,6.248e-16,4.449e-16,2.569e-11
652.376,2.869e-11,6.247e-16,4.447e-16,2.869e-11
652.381,3.199e-11,6.247e-16,4.445e-16,3.199e-11
652.386,3.550e-11,6.247e-16,4.444e-16,3.550e-11
652.391,3.912e-11,6.247e-16,4.442e-16,3.912e-11
652.396,4.274e-11,6.247e-16,4.440e-16,4.274e-11
652.401,4.625e-11,6.247e-16,4.439e-16,4.625e-11
652.406,4.954e-11,6.247e-16,4.437e-16,4.954e-11
652.411,5.250e-11,6.247e-16,4.435e-16,5.250e-11
652.416,5.501e-11,6.246e-16,4.434e-16,5.501e-11
652.421,5.700e-11,6.246e-16,4.432e-16,5.700e-11
652.426,5.839e-11,6.246e-16,4.430e-16,5.839e-11
652.431,5.913e-11,6.246e-16,4.429e-16,5.913e-11
652.436,5.918e-11,6.246e-16,4.427e-16,5.918e-11
652.441,5.855e-11,6.246e-16,4.425e-16,5.855e-11
652.446,5.725e-11,6.246e-16,4.424e-16,5.725e-11
652.451,5.533e-11,6.245e-16,4.422e-16,5.533e-11
652.456,5.285e-11,6.245e-16,4.420e-16,5.285e-11
652.461,4.989e-11,6.245e-16,4.419e-16,4.989e-11
652.466,4.655e-11,6.245e-16,4.417e-16,4.655e-11
652.471,4.293e-11,6.245e-16,4.415e-16,4.293e-11
652.476,3.912e-11,6.245e-16,4.414e-16,3.912e-11
652.481,3.524e-11,6.245e-16,4.412e-16,3.524e-11
652.486,3.137e-11,6.244e-16,4.410e-16,3.137e-11
652.491,2.760e-11,6.244e-16,4.409e-16,2.760e-11
652.496,2.400e-11,6.244e-16,4.407e-16,2.400e-11
652.501,2.062e-11,6.244e-16,4.405e-16,2.062e-11
652.506,1.752e-11,6.244e-16,4.404e-16,1.752e-11
652.511,1.470e-11,6.244e-16,4.402e-16,1.470e-11
652.516,1.220e-11,6.244e-16,4.400e-16,1.220e-11
652.521,1.000e-11,6.243e-16,4.399e-16,1.000e-11
652.526,8.106e-12,6.243e-16,4.397e-16,8.106e-12
652.531,6.492e-12,6.243e-16,4.395e-16,6.492e-12
652.536,5.139e-12,6.243e-16,4.394e-16,5.139e-12
652.541,4.020e-12,6.243e-16,4.392e-16,4.020e-12
652.546,3.109e-12,6.243e-16,4.390e-16,3.109e-12
652.551,2.375e-12,6.243e-16,4.389e-16,2.375e-12
652.556,1.794e-12,6.242e-16,4.387e-16,1.794e-12
652.561,1.339e-12,6.242e-16,4.385e-16,1.339e-12
652.566,9.878e-13,6.242e-16,4.384e-16,9.878e-13
652.571,7.202e-13,6.242e-16,4.382e-16,7.202e-13
652.576,5.189e-13,6.242e-16,4.380e-16,5.189e-13
652.581,3.696e-13,6.242e-16,4.378e-16,3.696e-13
652.586,2.601e-13,6.242e-16,4.377e-16,2.601e-13
652.591,1.809e-13,6.241e-16,4.375e-16,1.809e-13
652.596,1.244e-13,6.241e-16,4.373e-16,1.244e-13
652.601,8.452e-14,6.241e-16,4.372e-16,8.452e-14
652.606,5.676e-14,6.241e-16,4.370e-16,5.676e-14
652.611,3.767e-14,6.241e-16,4.368e-16,3.767e-14
652.616,2.471e-14,6.241e-16,4.367e-16,2.471e-14
652.621,1.602e-14,6.241e-16,4.365e-16,1.602e-14
652.626,1.026e-14,6.241e-16,4.363e-16,1.026e-14
652.631,6.499e-15,6.240e-16,4.362e-16,6.499e-15
652.636,4.067e-15,6.240e-16,4.360e-16,4.067e-15
652.641,2.516e-15,6.240e-16,4.358e-16,2.516e-15
652.646,1.538e-15,6.240e-16,4.357e-16,1.538e-15
652.651,9.291e-16,6.240e-16,4.355e-16,9.291e-16
652.656,5.548e-16,6.240e-16,4.353e-16,5.548e-16
652.661,3.274e-16,6.240e-16,4.352e-16,3.274e-16
652.666,1.910e-16,6.239e-16,4.350e-16,1.910e-16
652.671,1.101e-16,6.239e-16,4.348e-16,1.101e-16
652.676,6.271e-17,6.239e-16,4.347e-16,6.271e-17
652.681,3.531e-17,6.239e-16,4.345e-16,3.531e-17
652.686,1.965e-17,6.239e-16,4.343e-16,1.965e-17
652.691,1.081e-17,6.239e-16,4.342e-16,1.081e-17
652.696,5.873e-18,6.239e-16,4.340e-16,5.873e-18
652.701,3.155e-18,6.238e-16,4.338e-16,3.155e-18
652.706,1.675e-18,6.238e-16,4.337e-16,1.675e-18
652.711,8.791e-19,6.238e-16,4.335e-16,8.791e-19
652.716,4.559e-19,6.238e-16,4.333e-16,4.559e-19
652.721,2.337e-19,6.238e-16,4.332e-16,2.337e-19
652.726,1.184e-19,6.238e-16,4.330e-16,1.184e-19
652.731,5.926e-20,6.238e-16,4.328e-16,5.926e-20
652.736,2.932e-20,6.237e-16,4.327e-16,2.932e-20
652.741,1.434e-20,6.237e-16,4.325e-16,1.434e-20
652.746,6.930e-21,6.237e-16,4.323e-16,6.930e-21
652.751,3.310e-21,6.237e-16,4.322e-16,3.310e-21
652.756,1.563e-21,6.237e-16,4.320e-16,1.563e-21
652.761,7.292e-22,6.237e-16,4.318e-16,7.292e-22
652.766,3.362e-22,6.237e-16,4.317e-16,3.362e-22
652.771,1.532e-22,6.236e-16,4.315e-16,1.532e-22
652.776,6.902e-23,6.236e-16,4.313e-16,6.902e-23
652.781,3.073e-23,6.236e-16,4.311e-16,3.073e-23
652.786,1.352e-23,6.236e-16,4.310e-16,1.352e-23
652.791,5.878e-24,6.236e-16,4.308e-16,5.878e-24
652.796,2.526e-24,6.236e-16,4.306e-16,2.526e-24
652.801,1.073e-24,6.236e-16,4.305e-16,1.073e-24
652.806,4.504e-25,6.235e-16,4.303e-16,4.504e-25
652.811,1.869e-25,6.235e-16,4.301e-16,1.869e-25
652.816,7.662e-26,6.235e-16,4.300e-16,7.662e-26
652.82,3.723e-26,6.235e-16,4.298e-16,3.723e-26
652.825,1.495e-26,6.235e-16,4.297e-16,1.495e-26
652.83,5.930e-27,6.235e-16,4.295e-16,5.930e-27
652.835,2.325e-27,6.235e-16,4.293e-16,2.325e-27
652.84,9.012e-28,6.235e-16,4.292e-16,9.012e-28
652.845,3.452e-28,6.234e-16,4.290e-16,3.452e-28
652.85,1.307e-28,6.234e-16,4.288e-16,1.307e-28
652.855,4.888e-29,6.234e-16,4.287e-16,4.888e-29
665.623,8.925e-19,5.878e-16,8.925e-19,1.020e-28
665.628,2.339e-18,5.878e-16,2.339e-18,1.020e-28
665.633,6.064e-18,5.878e-16,6.064e-18,1.021e-28
665.638,1.554e-17,5.878e-16,1.554e-17,1.021e-28
665.643,3.938e-17,5.878e-16,3.938e-17,1.021e-28
665.648,9.867e-17,5.878e-16,9.867e-17,1.021e-28
665.653,2.445e-16,5.878e-16,2.445e-16,1.021e-28
665.658,5.989e-16,5.877e-16,5.989e-16,1.022e-28
665.663,1.451e-15,5.877e-16,1.451e-15,1.022e-28
665.668,3.475e-15,5.877e-16,3.475e-15,1.022e-28
665.673,8.230e-15,5.877e-16,8.230e-15,1.022e-28
665.678,1.927e-14,5.877e-16,1.927e-14,1.022e-28
665.683,4.463e-14,5.877e-16,4.463e-14,1.023e-28
665.688,1.022e-13,5.877e-16,1.022e-13,1.023e-28
665.693,2.314e-13,5.876e-16,2.314e-13,1.023e-28
665.698,5.179e-13,5.876e-16,5.179e-13,1.023e-28
665.703,1.146e-12,5.876e-16,1.146e-12,1.023e-28
665.708,2.509e-12,5.876e-16,2.509e-12,1.024e-28
665.713,5.430e-12,5.876e-16,5.430e-12,1.024e-28
665.718,1.162e-11,5.876e-16,1.162e-11,1.024e-28
665.723,2.459e-11,5.876e-16,2.459e-11,1.024e-28
665.728,5.145e-11,5.875e-16,5.145e-11,1.025e-28
665.733,1.064e-10,5.875e-16,1.064e-10,1.025e-28
665.738,2.177e-10,5.875e-16,2.177e-10,1.025e-28
665.743,4.404e-10,5.875e-16,4.404e-10,1.025e-28
665.748,8.807e-10,5.875e-16,8.807e-10,1.025e-28
665.753,1.742e-9,5.875e-16,1.742e-9,1.026e-28
665.758,3.406e-9,5.875e-16,3.406e-9,1.026e-28
665.763,6.585e-9,5.874e-16,6.585e-9,1.026e-28
665.768,1.259e-8,5.874e-16,1.259e-8,1.026e-28
665.773,2.380e-8,5.874e-16,2.380e-8,1.026e-28
665.778,4.449e-8,5.874e-16,4.449e-8,1.027e-28
665.783,8.223e-8,5.874e-16,8.223e-8,1.027e-28
665.788,1.503e-7,5.874e-16,1.503e-7,1.027e-28
665.793,2.716e-7,5.874e-16,2.716e-7,1.027e-28
665.798,4.852e-7,5.874e-16,4.852e-7,1.027e-28
665.803,8.573e-7,5.873e-16,8.573e-7,1.028e-28
665.808,1.498e-6,5.873e-16,1.498e-6,1.028e-28
665.813,2.587e-6,5.873e-16,2.587e-6,1.028e-28
665.818,4.419e-6,5.873e-16,4.419e-6,1.028e-28
665.823,7.463e-6,5.873e-16,7.463e-6,1.028e-28
665.828,1.246e-5,5.873e-16,1.246e-5,1.029e-28
665.833,2.058e-5,5.873e-16,2.058e-5,1.029e-28
665.837,3.049e-5,5.872e-16,3.049e-5,1.029e-28
665.842,4.934e-5,5.872e-16,4.934e-5,1.029e-28
665.847,7.894e-5,5.872e-16,7.894e-5,1.029e-28
665.852,1.249e-4,5.872e-16,1.249e-4,1.030e-28
665.857,1.954e-4,5.872e-16,1.954e-4,1.030e-28
665.862,3.022e-4,5.872e-16,3.022e-4,1.030e-28
665.867,4.622e-4,5.872e-16,4.622e-4,1.030e-28
665.872,6.990e-4,5.871e-16,6.990e-4,1.031e-28
665.877,1.045e-3,5.871e-16,1.045e-3,1.031e-28
665.882,1.545e-3,5.871e-16,1.545e-3,1.031e-28
665.887,2.260e-3,5.871e-16,2.260e-3,1.031e-28
665.892,3.267e-3,5.871e-16,3.267e-3,1.031e-28
