Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
236.96,2.563e-9,1.467e-13,,2.563e-9
236.99,2.393e-8,1.434e-13,,2.393e-8
237.01,9.881e-8,1.413e-13,,9.881e-8
237.04,7.457e-7,1.381e-13,,7.457e-7
237.06,2.672e-6,1.359e-13,,2.672e-6
237.08,9.050e-6,1.338e-13,,9.050e-6
237.11,5.070e-5,1.305e-13,,5.070e-5
237.13,1.490e-4,1.284e-13,,1.490e-4
237.16,6.748e-4,1.251e-13,,6.748e-4
237.18,1.721e-3,1.230e-13,,1.721e-3
237.21,6.299e-3,1.198e-13,,6.299e-3
237.23,1.394e-2,1.176e-13,,1.394e-2
237.26,4.125e-2,1.144e-13,,4.125e-2
237.28,7.921e-2,1.122e-13,,7.921e-2
237.31,1.895e-1,1.090e-13,,1.895e-1
237.33,3.157e-1,1.068e-13,,3.157e-1
237.36,6.106e-1,1.036e-13,,6.106e-1
237.38,8.829e-1,1.015e-13,,8.829e-1
237.41,1.380e+0,9.823e-14,,1.380e+0
237.43,1.732e+0,9.608e-14,,1.732e+0
237.46,2.188e+0,9.285e-14,,2.188e+0
237.48,2.383e+0,9.070e-14,,2.383e+0
237.5,2.451e+0,8.854e-14,,2.451e+0
237.53,2.300e+0,8.532e-14,,2.300e+0
237.55,2.053e+0,8.316e-14,,2.053e+0
237.58,1.557e+0,7.993e-14,,1.557e+0
237.6,1.206e+0,7.778e-14,,1.206e+0
237.63,7.394e-1,7.455e-14,,7.394e-1
237.65,4.971e-1,7.240e-14,,4.971e-1
237.68,2.463e-1,6.917e-14,,2.463e-1
237.7,1.437e-1,6.701e-14,,1.437e-1
237.73,5.757e-2,6.378e-14,,5.757e-2
237.75,2.914e-2,4.703e-13,,2.914e-2
237.78,9.437e-3,8.474e-12,,9.437e-3
237.8,4.145e-3,5.428e-11,,4.145e-3
237.83,1.085e-3,7.920e-10,,1.085e-3
237.85,4.137e-4,4.407e-9,,4.137e-4
237.87,1.490e-4,2.319e-8,,1.490e-4
237.9,2.921e-5,2.517e-7,,2.896e-5
237.92,1.020e-5,1.150e-6,,9.050e-6
237.95,1.154e-5,1.011e-5,,1.422e-6
237.97,4.054e-5,4.016e-5,,3.856e-7
238,2.859e-4,2.859e-4,,4.897e-8
238.02,9.860e-4,9.860e-4,,1.152e-8
238.05,5.684e-3,5.684e-3,,1.183e-9
238.07,1.703e-2,1.703e-2,,2.416e-10
238.1,7.949e-2,7.949e-2,,2.005e-11
238.12,2.069e-1,2.069e-1,,3.554e-12
238.15,7.821e-1,7.821e-1,,2.384e-13
238.17,1.769e+0,1.769e+0,,3.666e-14
238.2,5.413e+0,5.413e+0,,1.988e-15
238.22,1.064e+1,1.064e+1,,2.653e-16
238.24,1.975e+1,1.975e+1,,2.654e-16
238.27,4.499e+1,4.499e+1,,2.656e-16
238.29,7.258e+1,7.258e+1,,2.657e-16
238.32,1.339e+2,1.339e+2,,2.659e-16
238.34,1.876e+2,1.876e+2,,2.660e-16
238.37,2.802e+2,2.802e+2,,2.662e-16
238.39,3.412e+2,3.412e+2,,2.663e-16
238.42,4.126e+2,4.126e+2,,2.665e-16
238.44,4.364e+2,4.364e+2,,2.666e-16
238.47,4.273e+2,4.273e+2,,2.668e-16
238.49,3.927e+2,3.927e+2,,2.669e-16
238.52,3.114e+2,3.114e+2,,2.670e-16
238.54,2.486e+2,2.486e+2,,2.672e-16
238.57,1.596e+2,1.596e+2,,2.673e-16
238.59,1.107e+2,1.107e+2,,2.674e-16
238.62,5.755e+1,5.755e+1,,2.676e-16
238.64,3.468e+1,3.468e+1,,2.677e-16
238.66,1.975e+1,1.975e+1,,2.678e-16
238.69,7.641e+0,7.641e+0,,2.680e-16
238.71,3.781e+0,3.781e+0,,2.681e-16
238.74,1.185e+0,1.185e+0,,2.683e-16
238.76,5.092e-1,5.092e-1,,2.684e-16
238.79,1.292e-1,1.292e-1,,2.686e-16
238.81,4.824e-2,4.824e-2,,2.687e-16
238.84,9.908e-3,9.908e-3,,2.689e-16
238.86,3.215e-3,3.215e-3,,2.690e-16
238.89,5.347e-4,5.347e-4,,2.692e-16
238.91,1.507e-4,1.507e-4,,2.693e-16
238.94,2.030e-5,2.030e-5,,2.695e-16
238.96,4.970e-6,4.970e-6,,2.696e-16
238.99,5.419e-7,5.419e-7,,2.697e-16
239.01,1.153e-7,1.153e-7,,2.699e-16
239.03,2.319e-8,2.319e-8,,2.700e-16
239.06,1.881e-9,1.881e-9,,2.702e-16
239.08,3.287e-10,3.287e-10,,2.703e-16
239.11,2.160e-11,2.160e-11,,2.704e-16
239.13,3.278e-12,3.278e-12,,2.706e-16
239.16,1.744e-13,1.744e-13,,2.707e-16
240.66,2.794e-16,9.444e-14,,2.794e-16
240.69,5.533e-15,9.284e-14,,5.533e-15
240.71,3.781e-14,9.177e-14,,3.781e-14
240.74,6.095e-13,9.017e-14,,6.095e-13
240.76,3.631e-12,8.911e-14,,3.631e-12
240.79,4.764e-11,8.751e-14,,4.764e-11
240.81,2.474e-10,8.644e-14,,2.474e-10
240.84,2.642e-9,8.484e-14,,2.642e-9
240.86,1.196e-8,8.377e-14,,1.196e-8
240.89,1.039e-7,8.217e-14,,1.039e-7
240.91,4.102e-7,8.111e-14,,4.102e-7
240.93,1.532e-6,8.004e-14,,1.532e-6
240.96,9.982e-6,7.844e-14,,9.982e-6
240.98,3.250e-5,7.738e-14,,3.250e-5
241.01,1.723e-4,7.578e-14,,1.723e-4
241.03,4.892e-4,7.471e-14,,4.892e-4
241.06,2.111e-3,7.311e-14,,2.111e-3
241.08,5.223e-3,7.204e-14,,5.223e-3
241.11,1.834e-2,7.044e-14,,1.834e-2
241.13,3.957e-2,5.050e-13,,3.957e-2
241.16,1.131e-1,8.748e-12,,1.131e-1
241.18,2.127e-1,5.470e-11,,2.127e-1
241.21,4.948e-1,7.717e-10,,4.948e-1
241.23,8.111e-1,4.208e-9,,8.111e-1
241.26,1.536e+0,4.836e-8,,1.536e+0
241.28,2.194e+0,2.300e-7,,2.194e+0
241.3,2.968e+0,1.036e-6,,2.968e+0
241.33,4.212e+0,8.930e-6,,4.212e+0
241.35,4.967e+0,3.507e-5,,4.967e+0
241.38,5.737e+0,2.463e-4,,5.737e+0
241.4,5.897e+0,8.435e-4,,5.896e+0
241.43,5.548e+0,4.825e-3,,5.543e+0
241.45,4.981e+0,1.441e-2,,4.967e+0
241.48,3.867e+0,6.716e-2,,3.800e+0
241.5,3.143e+0,1.750e-1,,2.968e+0
241.53,2.512e+0,6.640e-1,,1.848e+0
241.55,2.767e+0,1.509e+0,,1.258e+0
241.58,5.301e+0,4.663e+0,,6.378e-1
241.6,9.620e+0,9.241e+0,,3.786e-1
241.63,2.342e+1,2.327e+1,,1.562e-1
241.65,4.029e+1,4.021e+1,,8.080e-2
241.68,8.248e+1,8.246e+1,,2.713e-2
241.7,1.243e+2,1.243e+2,,1.224e-2
241.72,1.774e+2,1.774e+2,,5.223e-3
241.75,2.730e+2,2.730e+2,,1.314e-3
241.77,3.398e+2,3.398e+2,,4.892e-4
241.8,4.261e+2,4.261e+2,,1.002e-4
241.82,4.631e+2,4.631e+2,,3.250e-5
241.85,4.750e+2,4.750e+2,,5.419e-6
241.87,4.536e+2,4.536e+2,,1.532e-6
241.9,3.904e+2,3.904e+2,,2.079e-7
241.92,3.415e+2,3.415e+2,,5.125e-8
241.95,2.851e+2,2.851e+2,,5.660e-9
241.97,2.728e+2,2.728e+2,,1.216e-9
242,3.057e+2,3.057e+2,,1.093e-10
242.02,3.615e+2,3.615e+2,,2.048e-11
242.05,4.802e+2,4.802e+2,,1.498e-12
242.07,5.660e+2,5.660e+2,,2.446e-13
242.09,6.410e+2,6.410e+2,,3.781e-14
242.12,7.062e+2,7.062e+2,,2.073e-15
242.14,7.071e+2,7.071e+2,,2.080e-15
242.17,6.459e+2,6.459e+2,,2.089e-15
242.19,5.762e+2,5.762e+2,,2.096e-15
242.22,4.645e+2,4.645e+2,,2.105e-15
242.24,4.090e+2,4.090e+2,,2.112e-15
242.27,3.886e+2,3.886e+2,,2.121e-15
242.29,4.287e+2,4.287e+2,,2.128e-15
242.32,5.690e+2,5.690e+2,,2.137e-15
242.34,7.028e+2,7.028e+2,,2.144e-15
242.37,9.212e+2,9.212e+2,,2.153e-15
242.39,1.047e+3,1.047e+3,,2.160e-15
242.42,1.154e+3,1.154e+3,,2.169e-15
242.44,1.152e+3,1.152e+3,,2.176e-15
242.46,1.091e+3,1.091e+3,,2.182e-15
242.49,9.077e+2,9.077e+2,,2.192e-15
242.51,7.506e+2,7.506e+2,,2.198e-15
242.54,5.109e+2,5.109e+2,,2.208e-15
242.56,3.714e+2,3.714e+2,,2.214e-15
242.59,2.150e+2,2.150e+2,,2.224e-15
242.61,1.496e+2,1.496e+2,,2.230e-15
242.64,1.060e+2,1.060e+2,,2.240e-15
242.66,1.083e+2,1.083e+2,,2.247e-15
242.69,1.500e+2,1.500e+2,,2.256e-15
242.71,1.971e+2,1.971e+2,,2.263e-15
242.74,2.837e+2,2.837e+2,,2.272e-15
242.76,3.417e+2,3.417e+2,,2.279e-15
242.79,4.097e+2,4.097e+2,,2.288e-15
242.81,4.324e+2,4.324e+2,,2.295e-15
242.84,4.237e+2,4.237e+2,,2.304e-15
242.86,3.905e+2,3.905e+2,,2.311e-15
242.88,3.410e+2,3.410e+2,,2.317e-15
242.91,2.513e+2,2.513e+2,,2.327e-15
242.93,1.916e+2,1.916e+2,,2.333e-15
242.96,1.152e+2,1.152e+2,,2.343e-15
242.98,7.666e+1,7.666e+1,,2.349e-15
243.01,3.760e+1,3.760e+1,,2.359e-15
243.03,2.185e+1,2.185e+1,,2.365e-15
243.06,8.745e+0,8.745e+0,,2.375e-15
243.08,4.437e+0,4.437e+0,,2.381e-15
243.11,1.449e+0,1.449e+0,,2.391e-15
243.13,6.419e-1,6.419e-1,,2.397e-15
243.16,1.710e-1,1.710e-1,,2.407e-15
243.18,6.614e-2,6.614e-2,,2.413e-15
243.21,1.437e-2,1.437e-2,,2.423e-15
243.23,4.855e-3,4.855e-3,,2.429e-15
243.25,1.553e-3,1.553e-3,,2.436e-15
243.28,2.538e-4,2.538e-4,4.959e-13,2.446e-15
243.3,7.090e-5,7.090e-5,3.526e-12,2.452e-15
243.33,9.454e-6,9.454e-6,6.045e-11,2.462e-15
243.35,2.306e-6,2.306e-6,3.758e-10,2.468e-15
243.38,2.561e-7,2.508e-7,5.266e-9,2.478e-15
243.4,8.203e-8,5.341e-8,2.862e-8,2.484e-15
243.43,3.327e-7,4.791e-9,3.279e-7,2.494e-15
243.45,1.559e-6,1.180e-9,1.558e-6,2.500e-15
243.48,1.460e-5,3.916e-9,1.459e-5,2.510e-15
243.5,6.064e-5,1.983e-8,6.062e-5,2.516e-15
243.53,4.643e-4,2.091e-7,4.641e-4,2.526e-15
243.55,1.687e-3,9.408e-7,1.686e-3,2.532e-15
243.58,1.056e-2,8.117e-6,1.055e-2,2.542e-15
243.6,3.353e-2,3.193e-5,3.350e-2,2.548e-15
243.62,1.009e-1,1.190e-4,1.008e-1,2.555e-15
243.65,4.766e-1,7.745e-4,4.758e-1,2.564e-15
243.67,1.254e+0,2.524e-3,1.252e+0,2.571e-15
243.7,4.844e+0,1.343e-2,4.830e+0,2.580e-15
243.72,1.115e+1,3.828e-2,1.111e+1,2.587e-15
243.75,3.521e+1,1.665e-1,3.505e+1,2.596e-15
243.77,7.089e+1,4.149e-1,7.048e+1,2.603e-15
243.8,1.832e+2,1.476e+0,1.817e+2,2.612e-15
243.82,3.227e+2,3.215e+0,3.195e+2,2.619e-15
243.85,6.828e+2,9.348e+0,6.735e+2,2.629e-15
243.87,1.053e+3,1.781e+1,1.035e+3,2.635e-15
243.9,1.826e+3,4.234e+1,1.784e+3,2.645e-15
243.92,2.468e+3,7.052e+1,2.397e+3,2.651e-15
243.95,3.514e+3,1.371e+2,3.377e+3,2.661e-15
243.97,4.167e+3,1.996e+2,3.968e+3,2.667e-15
243.99,4.693e+3,2.755e+2,4.418e+3,2.673e-15
244.02,5.097e+3,4.039e+2,4.693e+3,2.683e-15
244.04,5.056e+3,4.875e+2,4.569e+3,2.690e-15
244.07,4.552e+3,5.844e+2,3.968e+3,2.699e-15
244.09,3.993e+3,6.166e+2,3.377e+3,2.706e-15
244.12,3.002e+3,6.043e+2,2.397e+3,2.715e-15
244.14,2.341e+3,5.575e+2,1.784e+3,2.722e-15
244.17,1.482e+3,4.467e+2,1.035e+3,2.731e-15
244.19,1.034e+3,3.604e+2,6.735e+2,2.738e-15
244.22,5.556e+2,2.361e+2,3.195e+2,2.747e-15
244.24,3.482e+2,1.665e+2,1.817e+2,2.754e-15
244.27,1.597e+2,8.919e+1,7.048e+1,2.763e-15
244.29,9.005e+1,5.501e+1,3.505e+1,2.770e-15
244.32,3.520e+1,2.409e+1,1.111e+1,2.779e-15
244.34,1.782e+1,1.299e+1,4.830e+0,2.786e-15
244.37,5.902e+0,4.651e+0,1.252e+0,2.795e-15
244.39,2.668e+0,2.193e+0,4.758e-1,2.802e-15
244.41,1.151e+0,9.797e-1,1.714e-1,2.808e-15
244.44,2.981e-1,2.646e-1,3.350e-2,2.818e-15
244.46,1.139e-1,1.034e-1,1.055e-2,2.824e-15
244.49,2.452e-2,2.283e-2,1.697e-3,2.834e-15
244.51,8.308e-3,7.797e-3,5.106e-4,2.840e-15
244.54,1.832e-3,1.408e-3,4.248e-4,2.850e-15
244.56,1.779e-3,4.204e-4,1.359e-3,2.856e-15
244.59,8.685e-3,6.206e-5,8.623e-3,2.866e-15
244.61,2.786e-2,1.621e-5,2.785e-2,2.872e-15
244.64,1.463e-1,1.956e-6,1.463e-1,2.882e-15
244.66,4.135e-1,4.466e-7,4.135e-1,2.889e-15
244.69,1.778e+0,4.406e-8,1.778e+0,2.898e-15
244.71,4.400e+0,8.796e-9,4.400e+0,2.905e-15
244.74,1.550e+1,7.096e-10,1.550e+1,2.914e-15
244.76,3.356e+1,1.239e-10,3.356e+1,2.921e-15
244.78,6.891e+1,2.049e-11,6.891e+1,2.927e-15
244.81,1.835e+2,1.247e-12,1.835e+2,2.937e-15
244.83,3.297e+2,1.243e-12,3.297e+2,2.943e-15
244.86,7.189e+2,1.237e-12,7.189e+2,2.953e-15
244.88,1.131e+3,1.233e-12,1.131e+3,2.959e-15
244.91,2.019e+3,1.227e-12,2.019e+3,2.969e-15
244.93,2.779e+3,1.224e-12,2.779e+3,2.975e-15
244.96,4.063e+3,1.218e-12,4.063e+3,2.985e-15
244.98,4.896e+3,1.214e-12,4.896e+3,2.991e-15
245.01,5.861e+3,1.208e-12,5.861e+3,3.001e-15
245.03,6.182e+3,1.204e-12,6.182e+3,3.007e-15
245.06,6.060e+3,1.198e-12,6.060e+3,3.017e-15
245.08,5.594e+3,1.194e-12,5.594e+3,3.023e-15
245.11,4.490e+3,1.189e-12,4.490e+3,3.033e-15
245.13,3.628e+3,1.185e-12,3.628e+3,3.039e-15
245.15,2.779e+3,1.181e-12,2.779e+3,3.046e-15
245.18,1.686e+3,1.175e-12,1.686e+3,3.055e-15
245.2,1.131e+3,1.171e-12,1.131e+3,3.062e-15
245.23,5.619e+2,1.165e-12,5.619e+2,3.071e-15
245.25,3.297e+2,1.161e-12,3.297e+2,3.078e-15
245.28,1.342e+2,1.155e-12,1.342e+2,3.088e-15
245.3,6.891e+1,1.152e-12,6.891e+1,3.094e-15
245.33,2.296e+1,1.146e-12,2.296e+1,3.104e-15
245.35,1.032e+1,1.142e-12,1.032e+1,3.110e-15
245.38,2.816e+0,1.136e-12,2.816e+0,3.120e-15
245.4,1.108e+0,1.132e-12,1.108e+0,3.126e-15
245.43,2.476e-1,1.126e-12,2.476e-1,3.136e-15
245.45,8.527e-2,1.122e-12,8.527e-2,3.142e-15
245.48,1.560e-2,1.116e-12,1.560e-2,3.152e-15
245.5,4.702e-3,1.113e-12,4.702e-3,3.158e-15
245.52,1.344e-3,1.109e-12,1.344e-3,3.165e-15
245.55,1.858e-4,1.103e-12,1.858e-4,3.174e-15
245.57,4.649e-5,1.099e-12,4.649e-5,3.181e-15
245.6,5.265e-6,1.093e-12,5.265e-6,3.190e-15
245.62,1.153e-6,1.089e-12,1.153e-6,3.197e-15
245.65,1.069e-7,1.083e-12,1.069e-7,3.206e-15
245.67,2.049e-8,1.080e-12,2.049e-8,3.213e-15
245.7,1.555e-9,1.074e-12,1.555e-9,3.222e-15
245.72,2.609e-10,1.070e-12,2.609e-10,3.229e-15
245.75,1.622e-11,1.064e-12,1.622e-11,3.238e-15
245.77,2.382e-12,1.060e-12,2.382e-12,3.245e-15
250.86,4.879e-15,6.925e-14,8.671e-13,4.879e-15
250.88,3.166e-14,6.535e-14,8.612e-13,3.166e-14
250.9,1.954e-13,6.146e-14,8.552e-13,1.954e-13
250.93,2.724e-12,5.562e-14,8.463e-13,2.724e-12
250.95,1.481e-11,5.173e-14,8.404e-13,1.481e-11
250.98,1.717e-10,4.589e-14,8.314e-13,1.708e-10
251,8.241e-10,4.199e-14,5.523e-12,8.186e-10
251.03,7.897e-9,3.615e-14,8.601e-11,7.811e-9
251.05,3.349e-8,3.226e-14,5.036e-10,3.299e-8
251.08,2.669e-7,2.642e-14,6.490e-9,2.604e-7
251.1,1.003e-6,2.253e-14,3.349e-8,9.693e-7
251.13,6.688e-6,1.669e-14,3.571e-7,6.331e-6
251.15,2.239e-5,1.134e-13,1.624e-6,2.077e-5
251.18,1.265e-4,1.828e-12,1.434e-5,1.122e-4
251.2,3.818e-4,1.095e-11,5.747e-5,3.244e-4
251.23,1.870e-3,1.461e-10,4.197e-4,1.450e-3
251.25,5.177e-3,7.716e-10,1.483e-3,3.694e-3
251.28,2.262e-2,8.520e-9,8.961e-3,1.366e-2
251.3,5.859e-2,3.967e-8,2.791e-2,3.068e-2
251.32,1.481e-1,1.756e-7,8.265e-2,6.548e-2
251.35,5.688e-1,1.488e-6,3.831e-1,1.857e-1
251.37,1.349e+0,5.807e-6,9.999e-1,3.494e-1
251.4,4.655e+0,4.073e-5,3.836e+0,8.198e-1
251.42,1.018e+1,1.401e-4,8.824e+0,1.359e+0
251.45,3.065e+1,8.134e-4,2.801e+1,2.639e+0
251.47,6.065e+1,2.467e-3,5.679e+1,3.855e+0
251.5,1.554e+2,1.186e-2,1.492e+2,6.192e+0
251.52,2.746e+2,3.171e-2,2.666e+2,7.973e+0
251.55,5.902e+2,1.262e-1,5.795e+2,1.059e+1
251.57,9.251e+2,2.975e-1,9.128e+2,1.202e+1
251.6,1.656e+3,9.807e-1,1.642e+3,1.322e+1
251.62,2.295e+3,2.041e+0,2.280e+3,1.322e+1
251.65,3.410e+3,5.580e+0,3.393e+3,1.202e+1
251.67,4.173e+3,1.026e+1,4.152e+3,1.059e+1
251.69,4.858e+3,1.796e+1,4.831e+3,8.877e+0
251.72,5.560e+3,3.806e+1,5.516e+3,6.192e+0
251.74,5.721e+3,5.924e+1,5.657e+3,4.572e+0
251.77,5.453e+3,1.059e+2,5.344e+3,2.639e+0
251.79,4.981e+3,1.483e+2,4.831e+3,1.717e+0
251.82,4.007e+3,2.294e+2,3.777e+3,8.198e-1
251.84,3.305e+3,2.953e+2,3.009e+3,4.702e-1
251.87,2.359e+3,4.121e+2,1.947e+3,1.857e-1
251.89,1.870e+3,5.026e+2,1.367e+3,9.387e-2
251.92,1.390e+3,6.577e+2,7.319e+2,3.068e-2
251.94,1.225e+3,7.717e+2,4.530e+2,1.366e-2
251.97,1.146e+3,9.456e+2,2.007e+2,3.694e-3
251.99,1.159e+3,1.049e+3,1.095e+2,1.450e-3
252.02,1.197e+3,1.156e+3,4.017e+1,3.244e-4
252.04,1.198e+3,1.178e+3,1.941e+1,1.122e-4
252.06,1.161e+3,1.152e+3,9.143e+0,3.690e-5
252.09,1.030e+3,1.026e+3,3.854e+0,6.331e-6
252.11,9.008e+2,8.964e+2,4.419e+0,1.835e-6
252.14,6.820e+2,6.695e+2,1.253e+1,2.604e-7
252.16,5.459e+2,5.186e+2,2.730e+1,6.652e-8
252.19,4.046e+2,3.223e+2,8.228e+1,7.811e-9
252.21,3.833e+2,2.206e+2,1.627e+2,1.758e-9
252.24,5.311e+2,1.138e+2,4.173e+2,1.708e-10
252.26,8.116e+2,6.870e+1,7.429e+2,3.389e-11
252.29,1.668e+3,2.935e+1,1.639e+3,2.724e-12
252.31,2.666e+3,1.563e+1,2.650e+3,4.762e-13
252.34,5.099e+3,5.532e+0,5.094e+3,3.166e-14
252.36,7.541e+3,2.601e+0,7.538e+3,4.879e-15
252.39,1.272e+4,7.734e-1,1.272e+4,4.845e-15
252.41,1.726e+4,3.486e-1,1.726e+4,4.823e-15
252.43,2.259e+4,2.107e-1,2.259e+4,4.801e-15
252.46,3.156e+4,3.561e-1,3.156e+4,4.767e-15
252.48,3.756e+4,7.595e-1,3.756e+4,4.745e-15
252.51,4.518e+4,2.360e+0,4.518e+4,4.711e-15
252.53,4.845e+4,4.755e+0,4.845e+4,4.689e-15
252.56,4.952e+4,1.240e+1,4.951e+4,4.655e-15
252.58,4.748e+4,2.207e+1,4.746e+4,4.633e-15
252.61,4.086e+4,4.776e+1,4.081e+4,4.600e-15
252.63,3.485e+4,7.517e+1,3.477e+4,4.577e-15
252.66,2.513e+4,1.356e+2,2.500e+4,4.544e-15
252.68,1.908e+4,1.894e+2,1.889e+4,4.521e-15
252.71,1.164e+4,2.879e+2,1.135e+4,4.488e-15
252.73,8.019e+3,3.618e+2,7.657e+3,4.466e-15
252.76,4.512e+3,4.789e+2,4.033e+3,4.432e-15
252.78,3.248e+3,5.600e+2,2.688e+3,4.410e-15
252.81,2.553e+3,6.934e+2,1.860e+3,4.376e-15
252.83,2.692e+3,7.988e+2,1.893e+3,4.354e-15
252.85,3.204e+3,9.253e+2,2.279e+3,4.332e-15
252.88,4.560e+3,1.161e+3,3.398e+3,4.298e-15
252.9,5.826e+3,1.343e+3,4.483e+3,4.276e-15
252.93,8.289e+3,1.615e+3,6.675e+3,4.242e-15
252.95,1.035e+4,1.762e+3,8.593e+3,4.220e-15
252.98,1.419e+4,1.873e+3,1.232e+4,4.187e-15
253,1.727e+4,1.850e+3,1.542e+4,4.164e-15
253.03,2.248e+4,1.667e+3,2.081e+4,4.131e-15
253.05,2.606e+4,1.466e+3,2.459e+4,4.108e-15
253.08,3.077e+4,1.103e+3,2.966e+4,4.075e-15
253.1,3.288e+4,8.580e+2,3.202e+4,4.053e-15
253.13,3.369e+4,5.364e+2,3.315e+4,4.019e-15
253.15,3.244e+4,3.685e+2,3.207e+4,3.997e-15
253.18,2.819e+4,1.911e+2,2.799e+4,3.963e-15
253.2,2.428e+4,1.159e+2,2.416e+4,3.941e-15
253.22,2.008e+4,6.688e+1,2.002e+4,3.919e-15
253.25,1.431e+4,2.668e+1,1.428e+4,3.885e-15
253.27,1.138e+4,1.359e+1,1.137e+4,3.863e-15
253.3,8.939e+3,4.495e+0,8.935e+3,3.829e-15
253.32,8.697e+3,2.020e+0,8.695e+3,3.807e-15
253.35,1.019e+4,5.539e-1,1.019e+4,3.773e-15
253.37,1.214e+4,2.196e-1,1.214e+4,3.751e-15
253.4,1.583e+4,4.994e-2,1.583e+4,3.718e-15
253.42,1.838e+4,1.748e-2,1.838e+4,3.695e-15
253.45,2.171e+4,3.294e-3,2.171e+4,3.662e-15
253.47,2.332e+4,1.017e-3,2.332e+4,3.639e-15
253.5,2.461e+4,1.590e-4,2.461e+4,3.606e-15
253.52,2.469e+4,4.333e-5,2.469e+4,3.584e-15
253.55,2.373e+4,5.641e-6,2.373e+4,3.550e-15
253.57,2.243e+4,1.483e-6,2.243e+4,3.528e-15
253.59,2.066e+4,9.089e-7,2.066e+4,3.505e-15
253.62,1.732e+4,5.301e-6,1.732e+4,3.472e-15
253.64,1.479e+4,2.109e-5,1.479e+4,3.450e-15
253.67,1.091e+4,1.538e-4,1.091e+4,3.416e-15
253.69,8.470e+3,5.439e-4,8.470e+3,3.394e-15
253.72,5.352e+3,3.295e-3,5.352e+3,3.360e-15
253.74,3.727e+3,1.029e-2,3.727e+3,3.338e-15
253.77,1.986e+3,5.180e-2,1.986e+3,3.305e-15
253.79,1.230e+3,1.430e-1,1.230e+3,3.282e-15
253.82,5.486e+2,5.975e-1,5.480e+2,3.249e-15
253.84,3.022e+2,1.457e+0,3.008e+2,3.226e-15
253.87,1.166e+2,5.057e+0,1.116e+2,3.193e-15
253.89,6.504e+1,1.090e+1,5.415e+1,3.171e-15
253.92,4.810e+1,3.141e+1,1.669e+1,3.137e-15
253.94,6.695e+1,5.979e+1,7.159e+0,3.115e-15
253.96,1.112e+2,1.083e+2,2.922e+0,3.092e-15
253.99,2.414e+2,2.407e+2,6.942e-1,3.059e-15
254.01,3.856e+2,3.854e+2,2.502e-1,3.037e-15
254.04,7.113e+2,7.113e+2,4.934e-2,3.003e-15
254.06,1.006e+3,1.006e+3,1.571e-2,2.981e-15
254.09,1.542e+3,1.542e+3,2.570e-3,2.947e-15
254.11,1.927e+3,1.927e+3,7.226e-4,2.925e-15
254.14,2.453e+3,2.453e+3,9.811e-5,2.891e-15
254.16,2.709e+3,2.709e+3,2.436e-5,2.869e-15
254.19,2.864e+3,2.864e+3,2.744e-6,2.836e-15
254.21,2.794e+3,2.794e+3,6.015e-7,2.813e-15
254.24,2.453e+3,2.453e+3,5.623e-8,2.780e-15
254.26,2.115e+3,2.115e+3,1.088e-8,2.757e-15
254.29,1.542e+3,1.542e+3,8.444e-10,2.724e-15
254.31,1.174e+3,1.174e+3,1.443e-10,2.702e-15
254.34,7.113e+2,7.113e+2,9.290e-12,2.668e-15
254.36,4.786e+2,4.786e+2,1.402e-12,2.646e-15
254.38,3.065e+2,3.065e+2,1.513e-12,2.623e-15
254.41,1.431e+2,1.431e+2,1.678e-12,2.590e-15
254.43,8.098e+1,8.098e+1,1.788e-12,2.568e-15
254.46,3.141e+1,3.141e+1,1.954e-12,2.534e-15
254.48,1.570e+1,1.570e+1,2.064e-12,2.512e-15
254.51,5.057e+0,5.057e+0,2.230e-12,2.478e-15
254.53,2.233e+0,2.233e+0,2.340e-12,2.456e-15
254.56,5.975e-1,5.975e-1,2.506e-12,2.423e-15
254.58,2.332e-1,2.332e-1,2.616e-12,2.400e-15
254.61,5.180e-2,5.180e-2,2.781e-12,2.367e-15
254.63,1.786e-2,1.786e-2,2.892e-12,2.344e-15
254.66,3.295e-3,3.295e-3,3.057e-12,2.311e-15
254.68,1.004e-3,1.004e-3,3.168e-12,2.289e-15
254.71,1.538e-4,1.538e-4,3.333e-12,2.255e-15
254.73,4.141e-5,4.141e-5,3.443e-12,2.233e-15
254.75,1.061e-5,1.061e-5,3.554e-12,2.210e-15
254.78,1.253e-6,1.253e-6,3.719e-12,2.177e-15
254.8,2.837e-7,2.837e-7,3.830e-12,2.155e-15
254.83,2.784e-8,2.783e-8,3.995e-12,2.121e-15
254.85,5.592e-9,5.566e-9,2.570e-11,2.099e-15
254.88,8.360e-10,4.536e-10,3.824e-10,2.065e-15
254.9,2.256e-9,8.015e-11,2.176e-9,2.043e-15
254.93,2.696e-8,5.425e-12,2.695e-8,2.009e-15
254.95,1.357e-7,8.468e-13,1.357e-7,1.987e-15
254.98,1.398e-6,8.392e-13,1.398e-6,1.954e-15
255,6.230e-6,8.341e-13,6.230e-6,1.931e-15
255.03,5.343e-5,8.264e-13,5.343e-5,1.898e-15
255.05,2.106e-4,8.213e-13,2.106e-4,1.875e-15
255.08,1.503e-3,8.136e-13,1.503e-3,1.842e-15
255.1,5.241e-3,8.085e-13,5.241e-3,1.820e-15
255.12,1.740e-2,8.034e-13,1.740e-2,1.797e-15
