Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
212.54,9.135e-10,,9.135e-10
212.56,1.200e-10,,1.200e-10
212.59,4.998e-12,,4.998e-12
212.61,5.494e-13,,5.494e-13
212.64,1.750e-14,,1.750e-14
212.66,6.717e-16,,6.717e-16
212.69,2.360e-14,,2.360e-14
212.71,2.318e-13,,2.318e-13
212.74,6.258e-12,,6.258e-12
212.76,5.157e-11,,5.157e-11
212.78,3.961e-10,,3.961e-10
212.81,7.392e-9,,7.392e-9
212.83,4.763e-8,,4.763e-8
212.86,6.829e-7,,6.829e-7
212.88,3.691e-6,,3.691e-6
212.91,4.065e-5,,4.065e-5
212.93,1.843e-4,,1.843e-4
212.96,1.559e-3,,1.559e-3
212.98,5.930e-3,,5.930e-3
213.01,3.855e-2,,3.855e-2
213.03,1.230e-1,,1.230e-1
213.06,6.141e-1,,6.141e-1
213.08,1.643e+0,,1.643e+0
213.11,6.304e+0,,6.304e+0
213.13,1.415e+1,,1.415e+1
213.15,2.960e+1,,2.960e+1
213.18,7.852e+1,,7.852e+1
213.2,1.378e+2,,1.378e+2
213.23,2.808e+2,,2.808e+2
213.25,4.134e+2,,4.134e+2
213.28,6.471e+2,,6.471e+2
213.3,7.991e+2,,7.991e+2
213.33,9.610e+2,,9.610e+2
213.35,9.954e+2,,9.954e+2
213.38,9.197e+2,,9.197e+2
213.4,7.991e+2,,7.991e+2
213.43,5.672e+2,,5.672e+2
213.45,4.134e+2,,4.134e+2
213.48,2.254e+2,,2.254e+2
213.5,1.378e+2,,1.378e+2
213.52,7.852e+1,,7.852e+1
213.55,2.960e+1,,2.960e+1
213.57,1.415e+1,,1.415e+1
213.6,4.099e+0,,4.099e+0
213.62,1.643e+0,,1.643e+0
213.65,3.656e-1,,3.656e-1
213.67,1.230e-1,,1.230e-1
213.7,2.102e-2,,2.102e-2
213.72,5.930e-3,,5.930e-3
213.75,7.788e-4,,7.788e-4
213.77,1.843e-4,,1.843e-4
213.8,1.859e-5,,1.859e-5
213.82,3.691e-6,,3.691e-6
213.85,2.861e-7,,2.861e-7
213.87,4.763e-8,,4.763e-8
213.9,2.836e-9,,2.836e-9
213.92,3.961e-10,,3.961e-10
213.94,5.157e-11,,5.157e-11
213.97,2.123e-12,,2.123e-12
213.99,2.318e-13,,2.318e-13
222.29,1.947e-14,,1.947e-14
222.31,1.806e-13,,1.806e-13
222.34,4.521e-12,,4.521e-12
222.36,3.571e-11,,3.571e-11
222.39,7.028e-10,,7.028e-10
222.41,4.728e-9,,4.728e-9
222.44,7.316e-8,,7.316e-8
222.46,4.193e-7,,4.193e-7
222.48,2.253e-6,,2.253e-6
222.51,2.490e-5,,2.490e-5
222.53,1.140e-4,,1.140e-4
222.56,9.902e-4,,9.902e-4
222.58,3.862e-3,,3.862e-3
222.61,2.637e-2,,2.637e-2
222.63,8.763e-2,,8.763e-2
222.66,4.705e-1,,4.705e-1
222.68,1.332e+0,,1.332e+0
222.71,5.623e+0,,5.623e+0
222.73,1.356e+1,,1.356e+1
222.76,4.501e+1,,4.501e+1
222.78,9.244e+1,,9.244e+1
222.81,2.413e+2,,2.413e+2
222.83,4.224e+2,,4.224e+2
222.85,6.933e+2,,6.933e+2
222.88,1.294e+3,,1.294e+3
222.9,1.811e+3,,1.811e+3
222.93,2.663e+3,,2.663e+3
222.95,3.185e+3,,3.185e+3
222.98,3.718e+3,,3.718e+3
223,3.836e+3,,3.836e+3
223.03,3.653e+3,,3.653e+3
223.05,3.360e+3,,3.360e+3
223.08,2.838e+3,,2.838e+3
223.1,2.522e+3,,2.522e+3
223.13,2.160e+3,,2.160e+3
223.15,1.975e+3,,1.975e+3
223.18,1.712e+3,,1.712e+3
223.2,1.510e+3,,1.510e+3
223.22,1.281e+3,,1.281e+3
223.25,9.101e+2,,9.101e+2
223.27,6.752e+2,,6.752e+2
223.3,3.851e+2,,3.851e+2
223.32,2.451e+2,,2.451e+2
223.35,1.105e+2,,1.105e+2
223.37,5.996e+1,,5.996e+1
223.4,2.127e+1,,2.127e+1
223.42,9.834e+0,,9.834e+0
223.45,2.742e+0,,2.742e+0
223.47,1.080e+0,,1.080e+0
223.5,2.367e-1,,2.367e-1
223.52,7.940e-2,,7.940e-2
223.55,1.367e-2,,1.367e-2
223.57,3.906e-3,,3.906e-3
223.6,5.287e-4,,5.287e-4
223.62,1.286e-4,,1.286e-4
223.64,2.934e-5,,2.934e-5
223.67,2.835e-6,,2.835e-6
223.69,5.507e-7,,5.507e-7
223.72,4.180e-8,,4.180e-8
223.74,6.917e-9,,6.917e-9
223.77,4.126e-10,,4.126e-10
223.79,5.814e-11,,5.814e-11
223.82,2.726e-12,,2.726e-12
223.84,3.271e-13,,3.271e-13
223.87,1.205e-14,,1.205e-14
231.3,7.534e-15,,7.534e-15
231.32,6.594e-14,,6.594e-14
231.35,1.527e-12,,1.527e-12
231.37,1.152e-11,,1.152e-11
231.39,8.190e-11,,8.190e-11
231.42,1.389e-9,,1.389e-9
231.44,8.508e-9,,8.508e-9
231.47,1.154e-7,,1.154e-7
231.49,6.096e-7,,6.096e-7
231.52,6.618e-6,,6.618e-6
231.54,3.012e-5,,3.012e-5
231.57,2.617e-4,,2.617e-4
231.59,1.027e-3,,1.027e-3
231.62,7.138e-3,,7.138e-3
231.64,2.414e-2,,2.414e-2
231.67,1.343e-1,,1.343e-1
231.69,3.914e-1,,3.914e-1
231.72,1.742e+0,,1.742e+0
231.74,4.377e+0,,4.377e+0
231.76,1.036e+1,,1.036e+1
231.79,3.377e+1,,3.377e+1
231.81,6.890e+1,,6.890e+1
231.84,1.797e+2,,1.797e+2
231.86,3.160e+2,,3.160e+2
231.89,6.593e+2,,6.593e+2
231.91,9.994e+2,,9.994e+2
231.94,1.669e+3,,1.669e+3
231.96,2.180e+3,,2.180e+3
231.99,2.913e+3,,2.913e+3
232.01,3.281e+3,,3.281e+3
232.04,3.508e+3,,3.508e+3
232.06,3.405e+3,,3.405e+3
232.09,2.913e+3,,2.913e+3
232.11,2.437e+3,,2.437e+3
232.14,1.669e+3,,1.669e+3
232.16,1.203e+3,,1.203e+3
232.18,8.178e+2,,8.178e+2
232.21,4.098e+2,,4.098e+2
232.23,2.400e+2,,2.400e+2
232.26,9.625e+1,,9.625e+1
232.28,4.859e+1,,4.859e+1
232.31,1.559e+1,,1.559e+1
232.33,6.785e+0,,6.785e+0
232.36,1.742e+0,,1.742e+0
232.38,6.535e-1,,6.535e-1
232.41,1.343e-1,,1.343e-1
232.43,4.341e-2,,4.341e-2
232.46,7.138e-3,,7.138e-3
232.48,1.989e-3,,1.989e-3
232.51,2.617e-4,,2.617e-4
232.53,6.285e-5,,6.285e-5
232.55,1.422e-5,,1.422e-5
232.58,1.370e-6,,1.370e-6
232.6,2.676e-7,,2.676e-7
232.63,2.600e-8,,2.600e-8
232.65,3.238e-8,,3.238e-8
232.68,3.206e-7,,3.206e-7
232.7,1.479e-6,,1.479e-6
232.73,1.314e-5,,1.314e-5
232.75,5.238e-5,,5.238e-5
232.78,3.733e-4,,3.733e-4
232.8,1.284e-3,,1.284e-3
232.83,7.341e-3,,7.341e-3
232.85,2.181e-2,,2.181e-2
232.88,1.000e-1,,1.000e-1
232.9,2.565e-1,,2.565e-1
232.92,6.205e-1,,6.205e-1
232.95,2.092e+0,,2.092e+0
232.97,4.373e+0,,4.373e+0
233,1.185e+1,,1.185e+1
233.02,2.143e+1,,2.143e+1
233.05,4.681e+1,,4.681e+1
233.07,7.343e+1,,7.343e+1
233.1,1.300e+2,,1.300e+2
233.12,1.779e+2,,1.779e+2
233.15,2.585e+2,,2.585e+2
233.17,3.119e+2,,3.119e+2
233.2,3.795e+2,,3.795e+2
233.22,4.105e+2,,4.105e+2
233.25,4.305e+2,,4.305e+2
233.27,4.255e+2,,4.255e+2
233.3,3.931e+2,,3.931e+2
233.32,3.577e+2,,3.577e+2
233.34,3.143e+2,,3.143e+2
233.37,2.408e+2,,2.408e+2
233.39,1.912e+2,,1.912e+2
233.42,1.241e+2,,1.241e+2
233.44,8.750e+1,,8.750e+1
233.47,4.695e+1,,4.695e+1
233.49,2.898e+1,,2.898e+1
233.52,1.266e+1,,1.266e+1
233.54,6.791e+0,,6.791e+0
233.57,2.396e+0,,2.396e+0
233.59,1.113e+0,,1.113e+0
233.62,3.161e-1,,3.161e-1
233.64,1.269e-1,,1.269e-1
233.67,2.896e-2,,2.896e-2
233.69,1.005e-2,,1.005e-2
233.71,3.287e-3,,3.287e-3
233.74,5.511e-4,,5.511e-4
233.76,1.557e-4,,1.557e-4
233.79,2.095e-5,,2.095e-5
233.81,5.110e-6,,5.110e-6
233.84,5.514e-7,,5.514e-7
233.86,1.161e-7,,1.161e-7
233.89,1.005e-8,,1.005e-8
233.91,1.828e-9,,1.828e-9
233.94,1.270e-10,,1.270e-10
233.96,1.993e-11,,1.993e-11
233.99,1.110e-12,,1.110e-12
234.01,1.505e-13,,1.505e-13
234.04,6.726e-15,,6.726e-15
235.94,2.380e-15,,2.380e-15
235.96,1.970e-14,,1.970e-14
235.99,4.214e-13,,4.214e-13
236.01,3.024e-12,,3.024e-12
236.03,2.049e-11,,2.049e-11
236.06,3.248e-10,,3.248e-10
236.08,1.908e-9,,1.908e-9
236.11,2.441e-8,,2.441e-8
236.13,1.244e-7,,1.244e-7
236.16,1.284e-6,,1.284e-6
236.18,5.671e-6,,5.671e-6
236.21,4.727e-5,,4.727e-5
236.23,1.810e-4,,1.810e-4
236.26,1.218e-3,,1.218e-3
236.28,4.041e-3,,4.041e-3
236.31,2.195e-2,,2.195e-2
236.33,6.314e-2,,6.314e-2
236.36,2.768e-1,,2.768e-1
236.38,6.904e-1,,6.904e-1
236.41,2.443e+0,,2.443e+0
236.43,5.283e+0,,5.283e+0
236.45,1.079e+1,,1.079e+1
236.48,2.828e+1,,2.828e+1
236.5,5.008e+1,,5.008e+1
236.53,1.060e+2,,1.060e+2
236.55,1.627e+2,,1.627e+2
236.58,2.779e+2,,2.779e+2
236.6,3.697e+2,,3.697e+2
236.63,5.098e+2,,5.098e+2
236.65,5.881e+2,,5.881e+2
236.68,6.546e+2,,6.546e+2
236.7,6.546e+2,,6.546e+2
236.73,5.881e+2,,5.881e+2
236.75,5.098e+2,,5.098e+2
236.78,3.697e+2,,3.697e+2
236.8,2.779e+2,,2.779e+2
236.82,1.972e+2,,1.972e+2
236.85,1.060e+2,,1.060e+2
236.87,6.522e+1,,6.522e+1
236.9,2.829e+1,,2.829e+1
236.92,1.511e+1,,1.511e+1
236.95,5.398e+0,,5.398e+0
236.97,2.784e+0,,2.784e+0
237,2.237e+0,,2.237e+0
237.02,4.226e+0,,4.226e+0
237.05,1.455e+1,,1.455e+1
237.07,3.211e+1,,3.211e+1
237.1,9.509e+1,,9.509e+1
237.12,1.828e+2,,1.828e+2
237.15,4.377e+2,,4.377e+2
237.17,7.299e+2,,7.299e+2
237.19,1.150e+3,,1.150e+3
237.22,2.044e+3,,2.044e+3
237.24,2.793e+3,,2.793e+3
237.27,4.013e+3,,4.013e+3
237.29,4.758e+3,,4.758e+3
237.32,5.523e+3,,5.523e+3
237.34,5.682e+3,,5.682e+3
237.37,5.331e+3,,5.331e+3
237.39,4.758e+3,,4.758e+3
237.42,3.607e+3,,3.607e+3
237.44,2.793e+3,,2.793e+3
237.47,1.711e+3,,1.711e+3
237.49,1.150e+3,,1.150e+3
237.52,5.693e+2,,5.693e+2
237.54,3.318e+2,,3.318e+2
237.57,1.328e+2,,1.328e+2
237.59,6.715e+1,,6.715e+1
237.61,3.208e+1,,3.208e+1
237.64,9.526e+0,,9.526e+0
237.66,3.949e+0,,3.949e+0
237.69,9.476e-1,,9.476e-1
237.71,3.408e-1,,3.408e-1
237.74,6.608e-2,,6.608e-2
237.76,2.062e-2,,2.062e-2
237.79,3.231e-3,,3.231e-3
237.81,8.748e-4,,8.748e-4
237.84,1.108e-4,,1.108e-4
237.86,2.602e-5,,2.602e-5
237.89,2.663e-6,,2.663e-6
237.91,5.427e-7,,5.427e-7
237.94,4.488e-8,,4.488e-8
237.96,7.935e-9,,7.935e-9
237.98,1.326e-9,,1.326e-9
238.01,8.135e-11,,8.135e-11
238.03,1.179e-11,,1.179e-11
238.06,5.847e-13,,5.847e-13
238.97,5.212e-16,,5.212e-16
239,1.170e-14,,1.170e-14
239.02,8.705e-14,,8.705e-14
239.05,1.587e-12,,1.587e-12
239.07,1.026e-11,,1.026e-11
239.1,1.518e-10,,1.518e-10
239.12,8.536e-10,,8.536e-10
239.14,4.541e-9,,4.541e-9
239.17,5.022e-8,,5.022e-8
239.19,2.326e-7,,2.326e-7
239.22,2.089e-6,,2.089e-6
239.24,8.425e-6,,8.425e-6
239.27,6.151e-5,,6.151e-5
239.29,2.161e-4,,2.161e-4
239.32,1.283e-3,,1.283e-3
239.34,3.930e-3,,3.930e-3
239.37,1.901e-2,,1.901e-2
239.39,5.078e-2,,5.078e-2
239.42,2.003e-1,,2.003e-1
239.44,4.676e-1,,4.676e-1
239.47,1.509e+0,,1.509e+0
239.49,3.084e+0,,3.084e+0
239.52,8.169e+0,,8.169e+0
239.54,1.466e+1,,1.466e+1
239.56,2.502e+1,,2.502e+1
239.59,5.078e+1,,5.078e+1
239.61,7.662e+1,,7.662e+1
239.64,1.300e+2,,1.300e+2
239.66,1.749e+2,,1.749e+2
239.69,2.520e+2,,2.520e+2
239.71,3.058e+2,,3.058e+2
239.74,3.819e+2,,3.819e+2
239.76,4.252e+2,,4.252e+2
239.79,4.738e+2,,4.738e+2
239.81,4.943e+2,,4.943e+2
239.84,5.083e+2,,5.083e+2
239.86,5.089e+2,,5.089e+2
239.89,5.018e+2,,5.018e+2
239.91,4.949e+2,,4.949e+2
239.93,4.878e+2,,4.878e+2
239.96,4.775e+2,,4.775e+2
239.98,4.696e+2,,4.696e+2
240.01,4.532e+2,,4.532e+2
240.03,4.389e+2,,4.389e+2
240.06,4.166e+2,,4.166e+2
240.08,4.057e+2,,4.057e+2
240.11,4.023e+2,,4.023e+2
240.13,4.093e+2,,4.093e+2
240.16,4.264e+2,,4.264e+2
240.18,4.337e+2,,4.337e+2
240.21,4.241e+2,,4.241e+2
240.23,3.988e+2,,3.988e+2
240.26,3.339e+2,,3.339e+2
240.28,2.787e+2,,2.787e+2
240.3,2.208e+2,,2.208e+2
240.33,1.409e+2,,1.409e+2
240.35,9.754e+1,,9.754e+1
240.38,5.072e+1,,5.072e+1
240.4,3.062e+1,,3.062e+1
240.43,1.296e+1,,1.296e+1
240.45,6.815e+0,,6.815e+0
240.48,2.344e+0,,2.344e+0
240.5,1.074e+0,,1.074e+0
240.53,3.004e-1,,3.004e-1
240.55,1.199e-1,,1.199e-1
240.58,2.725e-2,,2.725e-2
240.6,9.470e-3,,9.470e-3
240.63,1.749e-3,,1.749e-3
240.65,5.295e-4,,5.295e-4
240.68,7.948e-5,,7.948e-5
240.7,2.095e-5,,2.095e-5
240.72,5.225e-6,,5.225e-6
240.75,5.866e-7,,5.866e-7
240.77,1.274e-7,,1.274e-7
240.8,1.162e-8,,1.162e-8
240.82,2.197e-9,,2.197e-9
240.85,1.629e-10,,1.629e-10
240.87,2.682e-11,,2.682e-11
240.9,1.615e-12,,1.615e-12
240.92,2.315e-13,,2.315e-13
240.95,1.133e-14,,1.133e-14
241.98,3.308e-14,,3.308e-14
242.01,7.440e-13,,7.440e-13
242.03,5.341e-12,,5.341e-12
242.06,9.173e-11,,9.173e-11
242.08,5.710e-10,,5.710e-10
242.11,8.022e-9,,8.022e-9
242.13,4.369e-8,,4.369e-8
242.16,5.024e-7,,5.024e-7
242.18,2.394e-6,,2.394e-6
242.21,2.255e-5,,2.255e-5
242.23,9.413e-5,,9.413e-5
242.25,3.726e-4,,3.726e-4
242.28,2.658e-3,,2.658e-3
242.3,9.220e-3,,9.220e-3
242.33,5.398e-2,,5.398e-2
242.35,1.642e-1,,1.642e-1
242.38,7.898e-1,,7.898e-1
242.4,2.108e+0,,2.108e+0
242.43,8.338e+0,,8.338e+0
242.45,1.954e+1,,1.954e+1
242.48,6.362e+1,,6.362e+1
242.5,1.310e+2,,1.310e+2
242.53,3.513e+2,,3.513e+2
242.55,6.357e+2,,6.357e+2
242.58,1.405e+3,,1.405e+3
242.6,2.236e+3,,2.236e+3
242.63,4.074e+3,,4.074e+3
242.65,5.700e+3,,5.700e+3
242.67,7.575e+3,,7.575e+3
242.7,1.054e+4,,1.054e+4
242.72,1.231e+4,,1.231e+4
242.75,1.412e+4,,1.412e+4
242.77,1.450e+4,,1.450e+4
242.8,1.370e+4,,1.370e+4
242.82,1.236e+4,,1.236e+4
242.85,9.610e+3,,9.610e+3
242.87,7.615e+3,,7.615e+3
242.9,4.871e+3,,4.871e+3
242.92,3.388e+3,,3.388e+3
242.95,1.781e+3,,1.781e+3
242.97,1.087e+3,,1.087e+3
243,4.691e+2,,4.691e+2
243.02,2.509e+2,,2.509e+2
243.04,1.273e+2,,1.273e+2
243.07,4.165e+1,,4.165e+1
243.09,1.851e+1,,1.851e+1
243.12,4.966e+0,,4.966e+0
243.14,1.933e+0,,1.933e+0
243.17,4.248e-1,,4.248e-1
243.19,1.449e-1,,1.449e-1
243.22,2.737e-2,,2.737e-2
243.24,1.202e-2,,1.202e-2
243.27,2.331e-2,,2.331e-2
243.29,6.314e-2,,6.314e-2
243.32,2.765e-1,,2.765e-1
243.34,7.043e-1,,7.043e-1
243.37,2.659e+0,,2.659e+0
243.39,6.143e+0,,6.143e+0
243.41,1.367e+1,,1.367e+1
243.44,4.235e+1,,4.235e+1
243.46,8.588e+1,,8.588e+1
243.49,2.307e+2,,2.307e+2
243.51,4.242e+2,,4.242e+2
243.54,9.786e+2,,9.786e+2
243.56,1.619e+3,,1.619e+3
243.59,3.170e+3,,3.170e+3
243.61,4.686e+3,,4.686e+3
243.64,7.720e+3,,7.720e+3
243.66,1.015e+4,,1.015e+4
243.69,1.400e+4,,1.400e+4
243.71,1.635e+4,,1.635e+4
243.74,1.885e+4,,1.885e+4
243.76,1.952e+4,,1.952e+4
243.79,1.882e+4,,1.882e+4
243.81,1.731e+4,,1.731e+4
243.83,1.519e+4,,1.519e+4
243.86,1.143e+4,,1.143e+4
243.88,8.938e+3,,8.938e+3
243.91,5.702e+3,,5.702e+3
243.93,4.036e+3,,4.036e+3
243.96,2.313e+3,,2.313e+3
243.98,1.612e+3,,1.612e+3
244.01,1.043e+3,,1.043e+3
244.03,8.717e+2,,8.717e+2
244.06,7.648e+2,,7.648e+2
244.08,7.293e+2,,7.293e+2
244.11,6.666e+2,,6.666e+2
244.13,6.047e+2,,6.047e+2
244.16,4.842e+2,,4.842e+2
244.18,3.949e+2,,3.949e+2
244.2,3.074e+2,,3.074e+2
244.23,1.931e+2,,1.931e+2
244.25,1.334e+2,,1.334e+2
244.28,6.997e+1,,6.997e+1
244.3,4.292e+1,,4.292e+1
244.33,1.934e+1,,1.934e+1
244.35,1.168e+1,,1.168e+1
244.38,8.578e+0,,8.578e+0
244.4,1.140e+1,,1.140e+1
244.43,2.443e+1,,2.443e+1
244.45,4.112e+1,,4.112e+1
244.48,8.282e+1,,8.282e+1
244.5,1.239e+2,,1.239e+2
244.53,2.052e+2,,2.052e+2
244.55,2.687e+2,,2.687e+2
244.57,3.337e+2,,3.337e+2
244.6,4.178e+2,,4.178e+2
244.62,4.540e+2,,4.540e+2
244.65,4.656e+2,,4.656e+2
244.67,4.433e+2,,4.433e+2
244.7,3.736e+2,,3.736e+2
244.72,3.135e+2,,3.135e+2
244.75,2.233e+2,,2.233e+2
244.77,1.737e+2,,1.737e+2
244.8,1.265e+2,,1.265e+2
244.82,1.159e+2,,1.159e+2
244.85,1.294e+2,,1.294e+2
244.87,1.542e+2,,1.542e+2
244.9,2.060e+2,,2.060e+2
244.92,2.458e+2,,2.458e+2
244.95,3.155e+2,,3.155e+2
244.97,3.827e+2,,3.827e+2
244.99,4.941e+2,,4.941e+2
245.02,8.455e+2,,8.455e+2
245.04,1.307e+3,,1.307e+3
245.07,2.580e+3,,2.580e+3
245.09,3.968e+3,,3.968e+3
245.12,7.053e+3,,7.053e+3
245.14,9.780e+3,,9.780e+3
245.17,1.458e+4,,1.458e+4
245.19,1.790e+4,,1.790e+4
245.22,2.219e+4,,2.219e+4
245.24,2.409e+4,,2.409e+4
245.27,2.491e+4,,2.491e+4
245.29,2.400e+4,,2.400e+4
245.32,2.082e+4,,2.082e+4
245.34,1.789e+4,,1.789e+4
245.36,1.470e+4,,1.470e+4
245.39,1.009e+4,,1.009e+4
245.41,7.437e+3,,7.437e+3
245.44,4.349e+3,,4.349e+3
245.46,2.886e+3,,2.886e+3
245.49,1.444e+3,,1.444e+3
245.51,8.642e+2,,8.642e+2
245.54,3.719e+2,,3.719e+2
245.56,2.041e+2,,2.041e+2
245.59,8.624e+1,,8.624e+1
245.61,5.976e+1,,5.976e+1
245.64,6.592e+1,,6.592e+1
245.66,9.388e+1,,9.388e+1
245.69,1.710e+2,,1.710e+2
245.71,2.475e+2,,2.475e+2
245.74,3.989e+2,,3.989e+2
245.76,5.185e+2,,5.185e+2
245.78,6.433e+2,,6.433e+2
245.81,8.131e+2,,8.131e+2
245.83,8.944e+2,,8.944e+2
245.86,9.404e+2,,9.404e+2
245.88,9.132e+2,,9.132e+2
245.91,7.947e+2,,7.947e+2
245.93,6.796e+2,,6.796e+2
245.96,4.885e+2,,4.885e+2
245.98,3.681e+2,,3.681e+2
246.01,2.210e+2,,2.210e+2
246.03,1.507e+2,,1.507e+2
246.06,8.598e+1,,8.598e+1
246.08,6.554e+1,,6.554e+1
246.11,5.948e+1,,5.948e+1
246.13,6.639e+1,,6.639e+1
246.15,7.807e+1,,7.807e+1
246.18,9.786e+1,,9.786e+1
246.2,1.087e+2,,1.087e+2
246.23,1.165e+2,,1.165e+2
246.25,1.147e+2,,1.147e+2
246.28,1.031e+2,,1.031e+2
246.3,9.214e+1,,9.214e+1
246.33,8.011e+1,,8.011e+1
246.35,8.323e+1,,8.323e+1
246.38,1.266e+2,,1.266e+2
246.4,2.007e+2,,2.007e+2
246.43,4.259e+2,,4.259e+2
246.45,6.845e+2,,6.845e+2
246.48,1.284e+3,,1.284e+3
246.5,1.837e+3,,1.837e+3
246.52,2.496e+3,,2.496e+3
246.55,3.589e+3,,3.589e+3
246.57,4.285e+3,,4.285e+3
246.6,5.076e+3,,5.076e+3
246.62,5.328e+3,,5.328e+3
246.65,5.207e+3,,5.207e+3
246.67,4.813e+3,,4.813e+3
246.7,3.897e+3,,3.897e+3
246.72,3.186e+3,,3.186e+3
246.75,2.159e+3,,2.159e+3
246.77,1.578e+3,,1.578e+3
246.8,9.156e+2,,9.156e+2
246.82,6.106e+2,,6.106e+2
246.85,3.163e+2,,3.163e+2
246.87,1.988e+2,,1.988e+2
246.9,9.620e+1,,9.620e+1
246.92,5.837e+1,,5.837e+1
246.94,3.526e+1,,3.526e+1
246.97,1.801e+1,,1.801e+1
246.99,1.483e+1,,1.483e+1
247.02,2.227e+1,,2.227e+1
247.04,3.828e+1,,3.828e+1
247.07,8.936e+1,,8.936e+1
247.09,1.504e+2,,1.504e+2
247.12,2.995e+2,,2.995e+2
247.14,4.447e+2,,4.447e+2
247.17,7.305e+2,,7.305e+2
247.19,9.536e+2,,9.536e+2
247.22,1.292e+3,,1.292e+3
247.24,1.485e+3,,1.485e+3
247.27,1.665e+3,,1.665e+3
247.29,1.688e+3,,1.688e+3
247.31,1.628e+3,,1.628e+3
247.34,1.409e+3,,1.409e+3
247.36,1.205e+3,,1.205e+3
247.39,8.731e+2,,8.731e+2
247.41,6.652e+2,,6.652e+2
247.44,4.069e+2,,4.069e+2
247.46,2.777e+2,,2.777e+2
247.49,1.446e+2,,1.446e+2
247.51,8.888e+1,,8.888e+1
247.54,3.965e+1,,3.965e+1
247.56,2.201e+1,,2.201e+1
247.59,8.482e+0,,8.482e+0
247.61,4.385e+0,,4.385e+0
247.64,1.991e+0,,1.991e+0
247.66,1.933e+0,,1.933e+0
247.68,2.925e+0,,2.925e+0
247.71,6.994e+0,,6.994e+0
247.73,1.231e+1,,1.231e+1
247.76,2.630e+1,,2.630e+1
247.78,4.093e+1,,4.093e+1
247.81,7.208e+1,,7.208e+1
247.83,9.851e+1,,9.851e+1
247.86,1.427e+2,,1.427e+2
247.88,1.713e+2,,1.713e+2
247.91,2.042e+2,,2.042e+2
247.93,2.151e+2,,2.151e+2
247.96,2.109e+2,,2.109e+2
247.98,1.951e+2,,1.951e+2
248.01,1.574e+2,,1.574e+2
248.03,1.278e+2,,1.278e+2
248.06,8.482e+1,,8.482e+1
248.08,6.047e+1,,6.047e+1
248.1,4.092e+1,,4.092e+1
248.13,2.067e+1,,2.067e+1
248.15,1.228e+1,,1.228e+1
248.18,5.113e+0,,5.113e+0
248.2,2.695e+0,,2.695e+0
248.23,1.067e+0,,1.067e+0
248.25,8.273e-1,,8.273e-1
248.28,1.685e+0,,1.685e+0
248.3,3.637e+0,,3.637e+0
248.33,1.130e+1,,1.130e+1
248.35,2.271e+1,,2.271e+1
248.38,5.879e+1,,5.879e+1
248.4,1.039e+2,,1.039e+2
248.43,2.215e+2,,2.215e+2
248.45,3.440e+2,,3.440e+2
248.47,5.073e+2,,5.073e+2
248.5,8.243e+2,,8.243e+2
248.52,1.068e+3,,1.068e+3
248.55,1.430e+3,,1.430e+3
248.57,1.629e+3,,1.629e+3
248.6,1.801e+3,,1.801e+3
248.62,1.808e+3,,1.808e+3
248.65,1.662e+3,,1.662e+3
248.67,1.487e+3,,1.487e+3
248.7,1.174e+3,,1.174e+3
248.72,9.725e+2,,9.725e+2
248.75,7.313e+2,,7.313e+2
248.77,6.216e+2,,6.216e+2
248.8,5.264e+2,,5.264e+2
248.82,4.977e+2,,4.977e+2
248.84,4.891e+2,,4.891e+2
248.87,5.136e+2,,5.136e+2
248.89,5.659e+2,,5.659e+2
248.92,7.331e+2,,7.331e+2
248.94,9.255e+2,,9.255e+2
248.97,1.352e+3,,1.352e+3
248.99,1.716e+3,,1.716e+3
249.02,2.308e+3,,2.308e+3
249.04,2.669e+3,,2.669e+3
249.07,3.036e+3,,3.036e+3
249.09,3.109e+3,,3.109e+3
249.12,2.930e+3,,2.930e+3
249.14,2.642e+3,,2.642e+3
249.17,2.054e+3,,2.054e+3
249.19,1.628e+3,,1.628e+3
249.22,1.044e+3,,1.044e+3
249.24,7.274e+2,,7.274e+2
249.26,4.815e+2,,4.815e+2
249.29,2.354e+2,,2.354e+2
249.31,1.370e+2,,1.370e+2
249.34,5.518e+1,,5.518e+1
249.36,2.823e+1,,2.823e+1
249.39,9.373e+0,,9.373e+0
249.41,4.216e+0,,4.216e+0
249.44,1.164e+0,,1.164e+0
249.46,4.894e-1,,4.894e-1
249.49,2.750e-1,,2.750e-1
249.51,5.157e-1,,5.157e-1
249.54,2.035e+0,,2.035e+0
249.56,4.974e+0,,4.974e+0
249.59,1.734e+1,,1.734e+1
249.61,3.739e+1,,3.739e+1
249.63,7.661e+1,,7.661e+1
249.66,2.041e+2,,2.041e+2
249.68,3.680e+2,,3.680e+2
249.71,8.090e+2,,8.090e+2
249.73,1.283e+3,,1.283e+3
249.76,2.328e+3,,2.328e+3
249.78,3.248e+3,,3.248e+3
249.81,4.862e+3,,4.862e+3
249.83,5.968e+3,,5.968e+3
249.86,7.373e+3,,7.373e+3
249.88,7.962e+3,,7.962e+3
249.91,8.117e+3,,8.117e+3
249.93,7.711e+3,,7.711e+3
249.96,6.487e+3,,6.487e+3
249.98,5.422e+3,,5.422e+3
250.01,3.763e+3,,3.763e+3
250.03,2.767e+3,,2.767e+3
250.05,1.933e+3,,1.933e+3
250.08,1.025e+3,,1.025e+3
250.1,6.302e+2,,6.302e+2
