Wavelength (nm),Sum(calc),Mg I (1.1e-1),Mg II (8.9e-1),Mg III (5.4e-4)
443.758,1.148e-18,1.423e-50,1.148e-18,
443.759,4.622e-19,1.424e-50,4.622e-19,
443.761,7.287e-20,1.424e-50,7.287e-20,
443.763,1.108e-20,1.424e-50,1.108e-20,
443.764,4.260e-21,1.424e-50,4.260e-21,
443.766,6.129e-22,1.425e-50,6.129e-22,
443.768,8.503e-23,1.425e-50,8.503e-23,
443.769,3.124e-23,1.425e-50,3.124e-23,
443.771,4.102e-24,1.426e-50,4.102e-24,
443.773,5.193e-25,1.426e-50,5.193e-25,
443.774,1.823e-25,1.426e-50,1.823e-25,
443.776,2.184e-26,1.426e-50,2.184e-26,
443.778,2.524e-27,1.427e-50,2.524e-27,
443.779,8.461e-28,1.427e-50,8.461e-28,
443.781,9.254e-29,1.427e-50,9.254e-29,
443.783,9.757e-30,1.428e-50,9.757e-30,
443.784,3.125e-30,1.428e-50,3.125e-30,
443.786,3.119e-31,1.428e-50,3.119e-31,
443.788,3.001e-32,1.428e-50,3.001e-32,
443.789,9.183e-33,1.429e-50,9.183e-33,
443.791,8.365e-34,1.429e-50,8.365e-34,
443.793,7.346e-35,1.429e-50,7.346e-35,
443.794,2.147e-35,1.429e-50,2.147e-35,
443.796,1.785e-36,1.430e-50,1.785e-36,
443.798,1.430e-37,1.430e-50,1.430e-37,
443.799,3.994e-38,1.430e-50,3.994e-38,
443.801,3.030e-39,1.431e-50,3.030e-39,
443.803,2.216e-40,1.431e-50,2.216e-40,
443.804,5.912e-41,1.431e-50,5.912e-41,
443.806,4.093e-42,1.432e-50,4.093e-42,
443.808,2.732e-43,1.432e-50,2.732e-43,
443.809,6.962e-44,1.432e-50,6.962e-44,
443.811,4.399e-45,1.432e-50,4.399e-45,
443.813,2.679e-46,1.433e-50,2.679e-46,
443.814,6.523e-47,1.433e-50,6.523e-47,
443.816,3.761e-48,1.433e-50,3.761e-48,
443.818,2.091e-49,1.434e-50,2.091e-49,
443.819,4.862e-50,1.434e-50,4.862e-50,
443.821,2.559e-51,1.434e-50,2.559e-51,
443.823,1.298e-52,1.434e-50,1.298e-52,
443.824,2.884e-53,1.435e-50,2.884e-53,
443.826,1.385e-54,1.435e-50,1.385e-54,
443.828,6.412e-56,1.435e-50,6.412e-56,
443.829,1.361e-56,1.435e-50,1.361e-56,
447.941,1.074e-53,2.132e-50,1.074e-53,
447.943,2.304e-52,2.132e-50,2.304e-52,
447.944,1.055e-51,2.133e-50,1.055e-51,
447.946,2.145e-50,2.133e-50,2.145e-50,
447.948,4.207e-49,2.133e-50,4.207e-49,
447.949,1.838e-48,2.133e-50,1.838e-48,
447.951,3.416e-47,2.134e-50,3.416e-47,
447.953,6.125e-46,2.134e-50,6.125e-46,
447.954,2.559e-45,2.134e-50,2.559e-45,
447.956,4.348e-44,2.135e-50,4.348e-44,
447.958,7.128e-43,2.135e-50,7.128e-43,
447.959,2.847e-42,2.135e-50,2.847e-42,
447.961,4.423e-41,2.135e-50,4.423e-41,
447.963,6.630e-40,2.136e-50,6.630e-40,
447.964,2.532e-39,2.136e-50,2.532e-39,
447.966,3.597e-38,2.136e-50,3.597e-38,
447.968,4.928e-37,2.137e-50,4.928e-37,
447.969,1.800e-36,2.137e-50,1.800e-36,
447.971,2.337e-35,2.137e-50,2.337e-35,
447.973,2.928e-34,2.138e-50,2.928e-34,
447.974,1.023e-33,2.138e-50,1.023e-33,
447.976,1.214e-32,2.138e-50,1.214e-32,
447.978,1.391e-31,2.138e-50,1.391e-31,
447.979,4.643e-31,2.139e-50,4.643e-31,
447.981,5.040e-30,2.139e-50,5.040e-30,
447.983,5.278e-29,2.139e-50,5.278e-29,
447.984,1.685e-28,2.139e-50,1.685e-28,
447.986,1.672e-27,2.140e-50,1.672e-27,
447.988,1.601e-26,2.140e-50,1.601e-26,
447.989,4.888e-26,2.140e-50,4.888e-26,
447.991,4.435e-25,2.141e-50,4.435e-25,
447.993,3.882e-24,2.141e-50,3.882e-24,
447.994,1.133e-23,2.141e-50,1.133e-23,
447.996,9.401e-23,2.141e-50,9.401e-23,
447.998,7.524e-22,2.142e-50,7.524e-22,
447.999,2.100e-21,2.142e-50,2.100e-21,
448.001,1.593e-20,2.142e-50,1.593e-20,
448.003,1.166e-19,2.143e-50,1.166e-19,
448.004,3.111e-19,2.143e-50,3.111e-19,
448.006,2.157e-18,2.143e-50,2.157e-18,
448.008,1.443e-17,2.143e-50,1.443e-17,
448.009,3.683e-17,2.144e-50,3.683e-17,
448.011,2.335e-16,2.144e-50,2.335e-16,
448.013,1.428e-15,2.144e-50,1.428e-15,
448.014,3.485e-15,2.144e-50,3.485e-15,
448.016,2.020e-14,2.145e-50,2.020e-14,
448.018,1.129e-13,2.145e-50,1.129e-13,
448.019,2.635e-13,2.145e-50,2.635e-13,
448.021,1.397e-12,2.146e-50,1.397e-12,
448.023,7.141e-12,2.146e-50,7.141e-12,
448.024,1.593e-11,2.146e-50,1.593e-11,
448.026,7.719e-11,2.147e-50,7.719e-11,
448.028,3.608e-10,2.147e-50,3.608e-10,
448.029,7.698e-10,2.147e-50,7.698e-10,
448.031,3.410e-9,2.147e-50,3.410e-9,
448.033,1.458e-8,2.148e-50,1.458e-8,
448.034,2.973e-8,2.148e-50,2.973e-8,
448.036,1.204e-7,2.148e-50,1.204e-7,
448.038,4.706e-7,2.149e-50,4.706e-7,
448.039,9.178e-7,2.149e-50,9.178e-7,
448.041,3.399e-6,2.149e-50,3.399e-6,
448.043,1.214e-5,2.149e-50,1.214e-5,
448.044,2.265e-5,2.150e-50,2.265e-5,
448.046,7.668e-5,2.150e-50,7.668e-5,
448.048,2.505e-4,2.150e-50,2.505e-4,
448.049,4.467e-4,2.150e-50,4.467e-4,
448.051,1.383e-3,2.151e-50,1.383e-3,
448.053,4.130e-3,2.151e-50,4.130e-3,
448.054,7.042e-3,2.151e-50,7.042e-3,
448.056,1.993e-2,2.152e-50,1.993e-2,
448.058,5.443e-2,2.152e-50,5.443e-2,
448.059,8.875e-2,2.152e-50,8.875e-2,
448.061,2.297e-1,2.152e-50,2.297e-1,
448.063,5.734e-1,2.153e-50,5.734e-1,
448.064,8.940e-1,2.153e-50,8.940e-1,
448.066,2.115e+0,2.153e-50,2.115e+0,
448.068,4.829e+0,2.154e-50,4.829e+0,
448.069,7.199e+0,2.154e-50,7.199e+0,
448.071,1.558e+1,2.154e-50,1.558e+1,
448.073,3.251e+1,2.154e-50,3.251e+1,
448.074,4.635e+1,2.155e-50,4.635e+1,
448.076,9.169e+1,2.155e-50,9.169e+1,
448.078,1.750e+2,2.155e-50,1.750e+2,
448.079,2.385e+2,2.155e-50,2.385e+2,
448.081,4.315e+2,2.156e-50,4.315e+2,
448.083,7.531e+2,2.156e-50,7.531e+2,
448.084,9.818e+2,2.156e-50,9.818e+2,
448.086,1.624e+3,2.157e-50,1.624e+3,
448.088,2.593e+3,2.157e-50,2.593e+3,
448.089,3.232e+3,2.157e-50,3.232e+3,
448.091,4.892e+3,2.158e-50,4.892e+3,
448.093,7.146e+3,2.158e-50,7.146e+3,
448.094,8.523e+3,2.158e-50,8.523e+3,
448.096,1.181e+4,2.158e-50,1.181e+4,
448.098,1.580e+4,2.159e-50,1.580e+4,
448.099,1.804e+4,2.159e-50,1.804e+4,
448.101,2.291e+4,2.159e-50,2.291e+4,
448.103,2.814e+4,2.160e-50,2.814e+4,
448.104,3.080e+4,2.160e-50,3.080e+4,
448.106,3.600e+4,2.160e-50,3.600e+4,
448.108,4.077e+4,2.160e-50,4.077e+4,
448.109,4.291e+4,2.161e-50,4.291e+4,
448.111,4.650e+4,2.161e-50,4.650e+4,
448.113,4.906e+4,2.161e-50,4.906e+4,
448.114,4.994e+4,2.161e-50,4.994e+4,
448.116,5.090e+4,2.162e-50,5.090e+4,
448.118,5.090e+4,2.162e-50,5.090e+4,
448.119,5.061e+4,2.162e-50,5.061e+4,
448.121,4.955e+4,2.163e-50,4.955e+4,
448.123,4.801e+4,2.163e-50,4.801e+4,
448.124,4.712e+4,2.163e-50,4.712e+4,
448.126,4.513e+4,2.163e-50,4.513e+4,
448.128,4.290e+4,2.164e-50,4.290e+4,
448.129,4.169e+4,2.164e-50,4.169e+4,
448.131,3.905e+4,2.164e-50,3.905e+4,
448.133,3.609e+4,2.165e-50,3.609e+4,
448.134,3.448e+4,2.165e-50,3.448e+4,
448.136,3.101e+4,2.165e-50,3.101e+4,
448.138,2.726e+4,2.165e-50,2.726e+4,
448.139,2.532e+4,2.166e-50,2.532e+4,
448.141,2.140e+4,2.166e-50,2.140e+4,
448.143,1.757e+4,2.166e-50,1.757e+4,
448.144,1.574e+4,2.167e-50,1.574e+4,
448.146,1.233e+4,2.167e-50,1.233e+4,
448.148,9.348e+3,2.167e-50,9.348e+3,
448.149,8.038e+3,2.167e-50,8.038e+3,
448.151,5.793e+3,2.168e-50,5.793e+3,
448.153,4.034e+3,2.168e-50,4.034e+3,
448.154,3.322e+3,2.168e-50,3.322e+3,
448.156,2.195e+3,2.169e-50,2.195e+3,
448.158,1.400e+3,2.169e-50,1.400e+3,
448.159,1.104e+3,2.169e-50,1.104e+3,
448.161,6.674e+2,2.169e-50,6.674e+2,
448.163,3.895e+2,2.170e-50,3.895e+2,
448.164,2.936e+2,2.170e-50,2.936e+2,
448.166,1.625e+2,2.170e-50,1.625e+2,
448.168,8.672e+1,2.171e-50,8.672e+1,
448.169,6.252e+1,2.171e-50,6.252e+1,
448.171,3.163e+1,2.171e-50,3.163e+1,
448.173,1.544e+1,2.171e-50,1.544e+1,
448.174,1.064e+1,2.172e-50,1.064e+1,
448.176,4.923e+0,2.172e-50,4.923e+0,
448.178,2.197e+0,2.172e-50,2.197e+0,
448.179,1.448e+0,2.172e-50,1.448e+0,
448.181,6.126e-1,2.173e-50,6.126e-1,
448.183,2.500e-1,2.173e-50,2.500e-1,
448.184,1.576e-1,2.173e-50,1.576e-1,
448.186,6.093e-2,2.174e-50,6.093e-2,
448.188,2.273e-2,2.174e-50,2.273e-2,
448.189,1.370e-2,2.174e-50,1.370e-2,
448.191,4.843e-3,2.174e-50,4.843e-3,
448.193,1.652e-3,2.175e-50,1.652e-3,
448.194,9.520e-4,2.175e-50,9.520e-4,
448.196,3.077e-4,2.175e-50,3.077e-4,
448.198,9.596e-5,2.176e-50,9.596e-5,
448.199,5.287e-5,2.176e-50,5.287e-5,
448.201,1.563e-5,2.176e-50,1.563e-5,
448.203,4.455e-6,2.177e-50,4.455e-6,
448.204,2.347e-6,2.177e-50,2.347e-6,
448.206,6.342e-7,2.177e-50,6.342e-7,
448.208,1.653e-7,2.177e-50,1.653e-7,
448.209,8.328e-8,2.178e-50,8.328e-8,
448.211,2.057e-8,2.178e-50,2.057e-8,
448.213,4.903e-9,2.178e-50,4.903e-9,
448.214,2.362e-9,2.178e-50,2.362e-9,
448.216,5.334e-10,2.179e-50,5.334e-10,
448.218,1.162e-10,2.179e-50,1.162e-10,
448.219,5.353e-11,2.179e-50,5.353e-11,
448.221,1.105e-11,2.180e-50,1.105e-11,
448.223,2.202e-12,2.180e-50,2.202e-12,
448.224,9.697e-13,2.180e-50,9.697e-13,
448.226,1.831e-13,2.180e-50,1.831e-13,
448.228,3.334e-14,2.181e-50,3.334e-14,
448.229,1.404e-14,2.181e-50,1.404e-14,
448.231,2.423e-15,2.181e-50,2.423e-15,
448.233,4.035e-16,2.182e-50,4.035e-16,
448.234,1.625e-16,2.182e-50,1.625e-16,
448.236,2.564e-17,2.182e-50,2.564e-17,
448.238,3.903e-18,2.182e-50,3.903e-18,
448.239,1.503e-18,2.183e-50,1.503e-18,
448.241,2.168e-19,2.183e-50,2.168e-19,
448.243,3.018e-20,2.183e-50,3.018e-20,
448.244,1.111e-20,2.183e-50,1.111e-20,
448.246,1.465e-21,2.184e-50,1.465e-21,
448.248,1.865e-22,2.184e-50,1.865e-22,
448.249,6.563e-23,2.184e-50,6.563e-23,
448.251,7.915e-24,2.185e-50,7.915e-24,
448.253,9.209e-25,2.185e-50,9.209e-25,
448.254,3.099e-25,2.185e-50,3.099e-25,
448.256,3.417e-26,2.185e-50,3.417e-26,
448.258,3.635e-27,2.186e-50,3.635e-27,
448.259,1.170e-27,2.186e-50,1.170e-27,
448.261,1.179e-28,2.186e-50,1.179e-28,
448.263,1.147e-29,2.187e-50,1.147e-29,
448.264,3.529e-30,2.187e-50,3.529e-30,
448.266,3.252e-31,2.187e-50,3.252e-31,
448.268,2.892e-32,2.188e-50,2.892e-32,
448.269,8.508e-33,2.188e-50,8.508e-33,
448.271,7.169e-34,2.188e-50,7.169e-34,
448.273,5.828e-35,2.188e-50,5.828e-35,
448.274,1.639e-35,2.189e-50,1.639e-35,
448.276,1.263e-36,2.189e-50,1.263e-36,
448.278,9.387e-38,2.189e-50,9.387e-38,
448.279,2.525e-38,2.189e-50,2.525e-38,
448.281,1.778e-39,2.190e-50,1.778e-39,
448.283,1.209e-40,2.190e-50,1.209e-40,
448.284,3.108e-41,2.190e-50,3.108e-41,
448.286,2.002e-42,2.191e-50,2.002e-42,
448.288,1.244e-43,2.191e-50,1.244e-43,
448.289,3.058e-44,2.191e-50,3.058e-44,
448.291,1.800e-45,2.191e-50,1.800e-45,
448.293,1.023e-46,2.192e-50,1.023e-46,
448.294,2.405e-47,2.192e-50,2.405e-47,
448.296,1.294e-48,2.192e-50,1.294e-48,
448.298,6.722e-50,2.193e-50,6.722e-50,
448.299,1.511e-50,2.193e-50,1.511e-50,
448.301,7.438e-52,2.193e-50,7.438e-52,
448.303,3.532e-53,2.193e-50,3.532e-53,
470.124,5.891e-50,5.891e-50,3.127e-52,
470.125,2.437e-49,2.437e-49,3.127e-52,
470.127,4.072e-48,4.072e-48,3.127e-52,
470.129,6.585e-47,6.585e-47,3.128e-52,
470.13,2.616e-46,2.616e-46,3.128e-52,
470.132,4.028e-45,4.028e-45,3.128e-52,
470.134,6.005e-44,6.005e-44,3.128e-52,
470.135,2.291e-43,2.291e-43,3.128e-52,
470.137,3.252e-42,3.252e-42,3.129e-52,
470.139,4.469e-41,4.469e-41,3.129e-52,
470.14,1.637e-40,1.637e-40,3.129e-52,
470.142,2.142e-39,2.142e-39,3.129e-52,
470.144,2.713e-38,2.713e-38,3.130e-52,
470.145,9.540e-38,9.540e-38,3.130e-52,
470.147,1.151e-36,1.151e-36,3.130e-52,
470.149,1.344e-35,1.344e-35,3.130e-52,
470.15,4.537e-35,4.537e-35,3.130e-52,
470.152,5.046e-34,5.046e-34,3.131e-52,
470.154,5.433e-33,5.433e-33,3.131e-52,
470.155,1.761e-32,1.761e-32,3.131e-52,
470.157,1.805e-31,1.805e-31,3.131e-52,
470.159,1.792e-30,1.792e-30,3.132e-52,
470.16,5.575e-30,5.575e-30,3.132e-52,
470.162,5.269e-29,5.269e-29,3.132e-52,
470.164,4.820e-28,4.820e-28,3.132e-52,
470.165,1.440e-27,1.440e-27,3.132e-52,
470.167,1.255e-26,1.255e-26,3.133e-52,
470.169,1.058e-25,1.058e-25,3.133e-52,
470.17,3.036e-25,3.036e-25,3.133e-52,
470.172,2.438e-24,2.438e-24,3.133e-52,
470.174,1.896e-23,1.896e-23,3.133e-52,
470.175,5.221e-23,5.221e-23,3.134e-52,
470.177,3.865e-22,3.865e-22,3.134e-52,
470.179,2.770e-21,2.770e-21,3.134e-52,
470.18,7.326e-21,7.326e-21,3.134e-52,
470.182,5.000e-20,5.000e-20,3.134e-52,
470.184,3.303e-19,3.303e-19,3.135e-52,
470.185,8.387e-19,8.387e-19,3.135e-52,
470.187,5.277e-18,5.277e-18,3.135e-52,
470.189,3.214e-17,3.214e-17,3.135e-52,
470.19,7.835e-17,7.835e-17,3.135e-52,
470.192,4.544e-16,4.544e-16,3.136e-52,
470.194,2.551e-15,2.551e-15,3.136e-52,
470.195,5.971e-15,5.971e-15,3.136e-52,
470.197,3.192e-14,3.192e-14,3.136e-52,
470.199,1.652e-13,1.652e-13,3.137e-52,
470.2,3.713e-13,3.713e-13,3.137e-52,
470.202,1.830e-12,1.830e-12,3.137e-52,
470.204,8.731e-12,8.731e-12,3.137e-52,
470.205,1.884e-11,1.884e-11,3.137e-52,
470.207,8.559e-11,8.559e-11,3.138e-52,
470.209,3.764e-10,3.764e-10,3.138e-52,
470.21,7.798e-10,7.798e-10,3.138e-52,
470.212,3.266e-9,3.266e-9,3.138e-52,
470.214,1.324e-8,1.324e-8,3.139e-52,
470.215,2.634e-8,2.634e-8,3.139e-52,
470.217,1.017e-7,1.017e-7,3.139e-52,
470.219,3.801e-7,3.801e-7,3.139e-52,
470.22,7.259e-7,7.259e-7,3.139e-52,
470.222,2.584e-6,2.584e-6,3.140e-52,
470.224,8.901e-6,8.901e-6,3.140e-52,
470.225,1.632e-5,1.632e-5,3.140e-52,
470.227,5.355e-5,5.355e-5,3.140e-52,
470.229,1.701e-4,1.701e-4,3.140e-52,
470.23,2.994e-4,2.994e-4,3.141e-52,
470.232,9.056e-4,9.056e-4,3.141e-52,
470.234,2.651e-3,2.651e-3,3.141e-52,
470.235,4.482e-3,4.482e-3,3.141e-52,
470.237,1.250e-2,1.250e-2,3.141e-52,
470.239,3.373e-2,3.373e-2,3.142e-52,
470.24,5.473e-2,5.473e-2,3.142e-52,
470.242,1.407e-1,1.407e-1,3.142e-52,
470.244,3.500e-1,3.500e-1,3.142e-52,
470.245,5.454e-1,5.454e-1,3.142e-52,
470.247,1.292e+0,1.292e+0,3.143e-52,
470.249,2.964e+0,2.964e+0,3.143e-52,
470.25,4.434e+0,4.434e+0,3.143e-52,
470.252,9.685e+0,9.685e+0,3.143e-52,
470.254,2.048e+1,2.048e+1,3.144e-52,
470.255,2.941e+1,2.941e+1,3.144e-52,
470.257,5.922e+1,5.922e+1,3.144e-52,
470.259,1.154e+2,1.154e+2,3.144e-52,
470.26,1.592e+2,1.592e+2,3.144e-52,
470.262,2.955e+2,2.955e+2,3.145e-52,
470.264,5.309e+2,5.309e+2,3.145e-52,
470.265,7.029e+2,7.029e+2,3.145e-52,
470.267,1.203e+3,1.203e+3,3.145e-52,
470.269,1.992e+3,1.992e+3,3.145e-52,
470.27,2.533e+3,2.533e+3,3.146e-52,
470.272,3.995e+3,3.995e+3,3.146e-52,
470.274,6.099e+3,6.099e+3,3.146e-52,
470.275,7.445e+3,7.445e+3,3.146e-52,
470.277,1.083e+4,1.083e+4,3.147e-52,
470.279,1.524e+4,1.524e+4,3.147e-52,
470.28,1.786e+4,1.786e+4,3.147e-52,
470.282,2.394e+4,2.394e+4,3.147e-52,
470.284,3.106e+4,3.106e+4,3.147e-52,
470.285,3.495e+4,3.495e+4,3.148e-52,
470.287,4.318e+4,4.318e+4,3.148e-52,
470.289,5.165e+4,5.165e+4,3.148e-52,
470.29,5.580e+4,5.580e+4,3.148e-52,
470.292,6.356e+4,6.356e+4,3.148e-52,
470.294,7.008e+4,7.008e+4,3.149e-52,
470.295,7.269e+4,7.269e+4,3.149e-52,
470.297,7.633e+4,7.633e+4,3.149e-52,
470.299,7.758e+4,7.758e+4,3.149e-52,
470.3,7.727e+4,7.727e+4,3.149e-52,
470.302,7.479e+4,7.479e+4,3.150e-52,
470.304,7.008e+4,7.008e+4,3.150e-52,
470.305,6.701e+4,6.701e+4,3.150e-52,
470.307,5.980e+4,5.980e+4,3.150e-52,
470.309,5.165e+4,5.165e+4,3.151e-52,
470.31,4.742e+4,4.742e+4,3.151e-52,
470.312,3.900e+4,3.900e+4,3.151e-52,
470.314,3.106e+4,3.106e+4,3.151e-52,
470.315,2.738e+4,2.738e+4,3.151e-52,
470.317,2.076e+4,2.076e+4,3.152e-52,
470.319,1.524e+4,1.524e+4,3.152e-52,
470.32,1.290e+4,1.290e+4,3.152e-52,
470.322,9.014e+3,9.014e+3,3.152e-52,
470.324,6.099e+3,6.099e+3,3.152e-52,
470.325,4.956e+3,4.956e+3,3.153e-52,
470.327,3.194e+3,3.194e+3,3.153e-52,
470.329,1.992e+3,1.992e+3,3.153e-52,
470.33,1.554e+3,1.554e+3,3.153e-52,
470.332,9.233e+2,9.233e+2,3.154e-52,
470.334,5.309e+2,5.309e+2,3.154e-52,
470.335,3.977e+2,3.977e+2,3.154e-52,
470.337,2.178e+2,2.178e+2,3.154e-52,
470.339,1.154e+2,1.154e+2,3.154e-52,
470.34,8.302e+1,8.302e+1,3.155e-52,
470.342,4.191e+1,4.191e+1,3.155e-52,
470.344,2.048e+1,2.048e+1,3.155e-52,
470.345,1.414e+1,1.414e+1,3.155e-52,
470.347,6.580e+0,6.580e+0,3.155e-52,
470.349,2.964e+0,2.964e+0,3.156e-52,
470.35,1.965e+0,1.965e+0,3.156e-52,
470.352,8.429e-1,8.429e-1,3.156e-52,
470.354,3.500e-1,3.500e-1,3.156e-52,
470.355,2.228e-1,2.228e-1,3.156e-52,
470.357,8.811e-2,8.811e-2,3.157e-52,
470.359,3.373e-2,3.373e-2,3.157e-52,
470.36,2.061e-2,2.061e-2,3.157e-52,
470.362,7.514e-3,7.514e-3,3.157e-52,
470.364,2.651e-3,2.651e-3,3.158e-52,
470.365,1.556e-3,1.556e-3,3.158e-52,
470.367,5.228e-4,5.228e-4,3.158e-52,
470.369,1.701e-4,1.701e-4,3.158e-52,
470.37,9.582e-5,9.582e-5,3.158e-52,
470.372,2.968e-5,2.968e-5,3.159e-52,
470.374,8.901e-6,8.901e-6,3.159e-52,
470.375,4.815e-6,4.815e-6,3.159e-52,
470.377,1.375e-6,1.375e-6,3.159e-52,
470.379,3.801e-7,3.801e-7,3.159e-52,
470.38,1.974e-7,1.974e-7,3.160e-52,
470.382,5.197e-8,5.197e-8,3.160e-52,
470.384,1.324e-8,1.324e-8,3.160e-52,
470.385,6.604e-9,6.604e-9,3.160e-52,
470.387,1.603e-9,1.603e-9,3.160e-52,
470.389,3.764e-10,3.764e-10,3.161e-52,
470.39,1.802e-10,1.802e-10,3.161e-52,
470.392,4.032e-11,4.032e-11,3.161e-52,
470.394,8.731e-12,8.731e-12,3.161e-52,
470.395,4.014e-12,4.014e-12,3.162e-52,
470.397,8.277e-13,8.277e-13,3.162e-52,
470.399,1.652e-13,1.652e-13,3.162e-52,
470.4,7.292e-14,7.292e-14,3.162e-52,
470.402,1.386e-14,1.386e-14,3.162e-52,
470.404,2.551e-15,2.551e-15,3.163e-52,
470.405,1.081e-15,1.081e-15,3.163e-52,
470.407,1.894e-16,1.894e-16,3.163e-52,
470.409,3.214e-17,3.214e-17,3.163e-52,
470.41,1.308e-17,1.308e-17,3.163e-52,
470.412,2.112e-18,2.112e-18,3.164e-52,
470.414,3.303e-19,3.303e-19,3.164e-52,
470.415,1.290e-19,1.290e-19,3.164e-52,
470.417,1.922e-20,1.922e-20,3.164e-52,
470.419,2.770e-21,2.770e-21,3.165e-52,
470.42,1.039e-21,1.039e-21,3.165e-52,
470.422,1.426e-22,1.426e-22,3.165e-52,
470.424,1.896e-23,1.896e-23,3.165e-52,
470.425,6.826e-24,6.826e-24,3.165e-52,
470.427,8.639e-25,8.639e-25,3.166e-52,
470.429,1.058e-25,1.058e-25,3.166e-52,
470.43,3.659e-26,3.659e-26,3.166e-52,
470.432,4.269e-27,4.269e-27,3.166e-52,
470.434,4.820e-28,4.820e-28,3.166e-52,
470.435,1.600e-28,1.600e-28,3.167e-52,
470.437,1.721e-29,1.721e-29,3.167e-52,
470.439,1.792e-30,1.792e-30,3.167e-52,
470.44,5.710e-31,5.710e-31,3.167e-52,
470.442,5.661e-32,5.661e-32,3.167e-52,
470.444,5.433e-33,5.433e-33,3.168e-52,
470.445,1.662e-33,1.662e-33,3.168e-52,
470.447,1.519e-34,1.519e-34,3.168e-52,
470.449,1.344e-35,1.344e-35,3.168e-52,
470.45,3.949e-36,3.949e-36,3.169e-52,
470.452,3.327e-37,3.327e-37,3.169e-52,
470.454,2.713e-38,2.713e-38,3.169e-52,
470.455,7.654e-39,7.654e-39,3.169e-52,
470.457,5.945e-40,5.945e-40,3.169e-52,
470.459,4.469e-41,4.469e-41,3.170e-52,
470.46,1.210e-41,1.210e-41,3.170e-52,
470.462,8.666e-43,8.666e-43,3.170e-52,
470.464,6.005e-44,6.005e-44,3.170e-52,
470.465,1.562e-44,1.562e-44,3.170e-52,
470.467,1.031e-45,1.031e-45,3.171e-52,
470.469,6.585e-47,6.585e-47,3.171e-52,
470.47,1.644e-47,1.644e-47,3.171e-52,
470.472,1.000e-48,1.000e-48,3.171e-52,
470.474,5.891e-50,5.891e-50,3.172e-52,
473.784,3.592e-52,3.821e-46,3.592e-52,
473.786,5.840e-51,3.823e-46,5.840e-51,
473.787,2.326e-50,3.825e-46,2.326e-50,
473.789,3.604e-49,3.827e-46,3.604e-49,
473.791,5.408e-48,3.829e-46,5.408e-48,
473.792,2.070e-47,3.830e-46,2.070e-47,
473.794,2.960e-46,3.833e-46,2.960e-46,
473.796,4.100e-45,3.835e-46,4.100e-45,
473.797,1.507e-44,3.836e-46,1.507e-44,
473.799,1.990e-43,3.838e-46,1.990e-43,
473.801,2.543e-42,3.841e-46,2.543e-42,
473.802,8.985e-42,3.842e-46,8.985e-42,
473.804,1.095e-40,3.844e-46,1.095e-40,
473.806,1.291e-39,3.847e-46,1.291e-39,
473.807,4.383e-39,3.848e-46,4.383e-39,
473.809,4.929e-38,3.850e-46,4.929e-38,
473.811,5.367e-37,3.852e-46,5.367e-37,
473.812,1.750e-36,3.853e-46,1.750e-36,
473.814,1.816e-35,3.856e-46,1.816e-35,
473.816,1.826e-34,3.858e-46,1.826e-34,
473.817,5.719e-34,3.859e-46,5.719e-34,
473.819,5.479e-33,3.862e-46,5.479e-33,
473.821,5.083e-32,3.864e-46,5.083e-32,
473.822,1.530e-31,3.865e-46,1.530e-31,
473.824,1.353e-30,3.867e-46,1.353e-30,
473.826,1.158e-29,3.870e-46,1.158e-29,
473.827,3.349e-29,3.871e-46,3.349e-29,
473.829,2.733e-28,3.873e-46,2.733e-28,
473.831,2.160e-27,3.875e-46,2.160e-27,
473.832,6.000e-27,3.877e-46,6.000e-27,
473.834,4.520e-26,3.879e-46,4.520e-26,
473.836,3.297e-25,3.881e-46,3.297e-25,
473.837,8.799e-25,3.882e-46,8.799e-25,
473.839,6.118e-24,3.885e-46,6.118e-24,
473.841,4.119e-23,3.887e-46,4.119e-23,
473.842,1.056e-22,3.888e-46,1.056e-22,
473.844,6.777e-22,3.890e-46,6.777e-22,
473.846,4.212e-21,3.893e-46,4.212e-21,
473.847,1.038e-20,3.894e-46,1.038e-20,
473.849,6.145e-20,3.896e-46,6.145e-20,
473.851,3.525e-19,3.898e-46,3.525e-19,
473.852,8.342e-19,3.900e-46,8.342e-19,
473.854,4.561e-18,3.902e-46,4.561e-18,
473.856,2.415e-17,3.904e-46,2.415e-17,
473.857,5.490e-17,3.905e-46,5.490e-17,
473.859,2.770e-16,3.908e-46,2.770e-16,
473.861,1.354e-15,3.910e-46,1.354e-15,
473.862,2.957e-15,3.911e-46,2.957e-15,
473.864,1.377e-14,3.913e-46,1.377e-14,
473.866,6.212e-14,3.916e-46,6.212e-14,
473.867,1.304e-13,3.917e-46,1.304e-13,
473.869,5.604e-13,3.919e-46,5.604e-13,
473.871,2.333e-12,3.922e-46,2.333e-12,
473.872,4.704e-12,3.923e-46,4.704e-12,
473.874,1.866e-11,3.925e-46,1.866e-11,
473.876,7.172e-11,3.927e-46,7.172e-11,
473.877,1.389e-10,3.928e-46,1.389e-10,
473.879,5.088e-10,3.931e-46,5.088e-10,
473.881,1.805e-9,3.933e-46,1.805e-9,
473.882,3.358e-9,3.934e-46,3.358e-9,
473.884,1.135e-8,3.937e-46,1.135e-8,
473.886,3.716e-8,3.939e-46,3.716e-8,
473.887,6.644e-8,3.940e-46,6.644e-8,
