Wavelength (nm),Sum(calc),Cu I (2.9e-1),Cu II (7.1e-1)
203.717,5.947e+5,4.477e-43,5.947e+5
203.72,4.327e+5,4.487e-43,4.327e+5
203.722,3.179e+5,4.494e-43,3.179e+5
203.725,1.732e+5,4.505e-43,1.732e+5
203.727,1.049e+5,4.512e-43,1.049e+5
203.73,4.281e+4,4.522e-43,4.281e+4
203.732,2.139e+4,4.529e-43,2.139e+4
203.735,6.535e+3,4.540e-43,6.535e+3
203.737,2.692e+3,4.547e-43,2.692e+3
203.74,6.161e+2,4.558e-43,6.161e+2
203.742,2.093e+2,4.565e-43,2.093e+2
203.745,3.587e+1,4.575e-43,3.587e+1
203.747,1.005e+1,4.582e-43,1.005e+1
203.75,1.290e+0,4.593e-43,1.290e+0
203.752,2.980e-1,4.600e-43,2.980e-1
203.755,2.865e-2,4.610e-43,2.865e-2
203.757,5.458e-3,4.617e-43,5.458e-3
203.76,3.929e-4,4.628e-43,3.929e-4
203.762,6.173e-5,4.635e-43,6.173e-5
203.765,3.328e-6,4.645e-43,3.328e-6
203.767,4.312e-7,4.652e-43,4.312e-7
203.77,1.741e-8,4.663e-43,1.741e-8
203.772,1.860e-9,4.670e-43,1.860e-9
203.775,5.623e-11,4.680e-43,5.623e-11
203.777,4.956e-12,4.687e-43,4.956e-12
203.78,1.122e-13,4.698e-43,1.122e-13
203.782,8.154e-15,4.705e-43,8.154e-15
203.785,1.382e-16,4.715e-43,1.382e-16
203.787,8.285e-18,4.722e-43,8.285e-18
203.79,1.052e-19,4.733e-43,1.052e-19
203.792,5.199e-21,4.740e-43,5.199e-21
203.795,4.944e-23,4.750e-43,4.944e-23
203.797,2.015e-24,4.757e-43,2.015e-24
203.8,1.435e-26,4.768e-43,1.435e-26
203.802,4.823e-28,4.775e-43,4.823e-28
203.805,2.572e-30,4.785e-43,2.572e-30
203.807,7.129e-32,4.792e-43,7.129e-32
203.81,2.847e-34,4.803e-43,2.847e-34
203.812,6.508e-36,4.810e-43,6.508e-36
203.815,1.947e-38,4.820e-43,1.947e-38
203.817,3.669e-40,4.827e-43,3.669e-40
203.82,8.219e-43,4.838e-43,8.219e-43
204.272,2.619e-43,6.421e-43,2.619e-43
204.275,1.190e-40,6.431e-43,1.190e-40
204.277,6.391e-39,6.438e-43,6.391e-39
204.28,2.179e-36,6.449e-43,2.179e-36
204.282,9.664e-35,6.456e-43,9.664e-35
204.285,2.472e-32,6.466e-43,2.472e-32
204.287,9.053e-31,6.473e-43,9.053e-31
204.29,1.738e-28,6.484e-43,1.738e-28
204.292,5.254e-27,6.491e-43,5.254e-27
204.295,7.567e-25,6.501e-43,7.567e-25
204.297,1.889e-23,6.508e-43,1.889e-23
204.3,2.041e-21,6.519e-43,2.041e-21
204.302,4.208e-20,6.526e-43,4.208e-20
204.305,3.412e-18,6.536e-43,3.412e-18
204.307,5.807e-17,6.543e-43,5.807e-17
204.31,3.533e-15,6.554e-43,3.533e-15
204.312,4.965e-14,6.561e-43,4.965e-14
204.315,2.266e-12,6.571e-43,2.266e-12
204.317,2.630e-11,6.578e-43,2.630e-11
204.32,9.006e-10,6.589e-43,9.006e-10
204.322,8.630e-9,6.596e-43,8.630e-9
204.325,2.217e-7,6.606e-43,2.217e-7
204.327,1.754e-6,6.613e-43,1.754e-6
204.33,3.382e-5,6.624e-43,3.382e-5
204.332,2.210e-4,6.631e-43,2.210e-4
204.335,3.196e-3,6.641e-43,3.196e-3
204.337,1.724e-2,6.648e-43,1.724e-2
204.34,1.871e-1,6.659e-43,1.871e-1
204.342,8.334e-1,6.666e-43,8.334e-1
204.345,6.787e+0,6.676e-43,6.787e+0
204.347,2.496e+1,6.683e-43,2.496e+1
204.35,1.525e+2,6.694e-43,1.525e+2
204.352,4.631e+2,6.701e-43,4.631e+2
204.355,2.123e+3,6.711e-43,2.123e+3
204.357,5.323e+3,6.718e-43,5.323e+3
204.36,1.831e+4,6.729e-43,1.831e+4
204.362,3.791e+4,6.736e-43,3.791e+4
204.365,9.782e+4,6.746e-43,9.782e+4
204.367,1.672e+5,6.753e-43,1.672e+5
204.37,3.238e+5,6.764e-43,3.238e+5
204.372,4.571e+5,6.771e-43,4.571e+5
204.375,6.640e+5,6.781e-43,6.640e+5
204.377,7.740e+5,6.788e-43,7.740e+5
204.38,8.437e+5,6.799e-43,8.437e+5
204.382,8.120e+5,6.806e-43,8.120e+5
204.385,6.640e+5,6.816e-43,6.640e+5
204.387,5.277e+5,6.823e-43,5.277e+5
204.39,3.238e+5,6.834e-43,3.238e+5
204.392,2.125e+5,6.841e-43,2.125e+5
204.395,9.782e+4,6.851e-43,9.782e+4
204.397,5.300e+4,6.858e-43,5.300e+4
204.4,1.831e+4,6.869e-43,1.831e+4
204.402,8.191e+3,6.876e-43,8.191e+3
204.405,2.123e+3,6.886e-43,2.123e+3
204.407,7.842e+2,6.893e-43,7.842e+2
204.41,1.525e+2,6.904e-43,1.525e+2
204.412,4.651e+1,6.911e-43,4.651e+1
204.414,1.314e+1,6.918e-43,1.314e+1
204.417,1.709e+0,6.928e-43,1.709e+0
204.419,3.987e-1,6.935e-43,3.987e-1
204.422,3.891e-2,6.946e-43,3.891e-2
204.424,7.495e-3,6.953e-43,7.495e-3
204.427,5.488e-4,6.963e-43,5.488e-4
204.429,8.728e-5,6.970e-43,8.728e-5
204.432,4.795e-6,6.981e-43,4.795e-6
204.434,6.297e-7,6.988e-43,6.297e-7
204.437,2.596e-8,6.998e-43,2.596e-8
204.439,2.815e-9,7.005e-43,2.815e-9
204.442,8.705e-11,7.016e-43,8.705e-11
204.444,7.794e-12,7.023e-43,7.794e-12
204.447,1.809e-13,7.033e-43,1.809e-13
204.449,1.337e-14,7.040e-43,1.337e-14
204.452,2.328e-16,7.051e-43,2.328e-16
204.454,1.421e-17,7.058e-43,1.421e-17
204.457,1.857e-19,7.068e-43,1.857e-19
204.459,9.358e-21,7.075e-43,9.358e-21
204.462,9.172e-23,7.086e-43,9.172e-23
204.464,3.817e-24,7.093e-43,3.817e-24
204.467,2.807e-26,7.103e-43,2.807e-26
204.469,9.647e-28,7.110e-43,9.647e-28
204.472,5.323e-30,7.121e-43,5.323e-30
204.474,1.510e-31,7.128e-43,1.510e-31
204.477,6.254e-34,7.139e-43,6.254e-34
204.479,1.465e-35,7.146e-43,1.465e-35
204.482,4.551e-38,7.156e-43,4.551e-38
204.484,8.805e-40,7.163e-43,8.805e-40
204.487,2.052e-42,7.174e-43,2.052e-42
204.659,1.589e-47,7.776e-43,1.589e-47
204.662,7.470e-45,7.786e-43,7.470e-45
204.664,4.106e-43,7.793e-43,4.106e-43
204.667,1.450e-40,7.804e-43,1.450e-40
204.669,6.586e-39,7.811e-43,6.586e-39
204.672,1.747e-36,7.821e-43,1.747e-36
204.674,6.557e-35,7.828e-43,6.557e-35
204.677,1.306e-32,7.839e-43,1.306e-32
204.679,4.051e-31,7.846e-43,4.051e-31
204.682,6.063e-29,7.856e-43,6.063e-29
204.684,1.554e-27,7.863e-43,1.554e-27
204.687,1.746e-25,7.874e-43,1.746e-25
204.689,3.698e-24,7.881e-43,3.698e-24
204.692,3.122e-22,7.891e-43,3.122e-22
204.694,5.462e-21,7.898e-43,5.462e-21
204.697,3.464e-19,7.909e-43,3.464e-19
204.699,5.008e-18,7.916e-43,5.008e-18
204.702,2.385e-16,7.926e-43,2.385e-16
204.704,2.850e-15,7.933e-43,2.850e-15
204.707,1.020e-13,7.944e-43,1.020e-13
204.709,1.006e-12,7.951e-43,1.006e-12
204.712,2.705e-11,7.961e-43,2.705e-11
204.714,2.206e-10,7.968e-43,2.206e-10
204.717,4.453e-9,7.979e-43,4.453e-9
204.719,3.001e-8,7.986e-43,3.001e-8
204.722,4.550e-7,7.996e-43,4.550e-7
204.724,2.534e-6,8.004e-43,2.534e-6
204.727,2.886e-5,8.014e-43,2.886e-5
204.729,1.328e-4,8.021e-43,1.328e-4
204.732,1.136e-3,8.032e-43,1.136e-3
204.734,4.319e-3,8.039e-43,4.319e-3
204.737,2.775e-2,8.049e-43,2.775e-2
204.739,8.718e-2,8.056e-43,8.718e-2
204.742,4.207e-1,8.067e-43,4.207e-1
204.744,1.092e+0,8.074e-43,1.092e+0
204.747,3.960e+0,8.084e-43,3.960e+0
204.749,8.493e+0,8.091e-43,8.493e+0
204.752,2.313e+1,8.102e-43,2.313e+1
204.754,4.099e+1,8.109e-43,4.099e+1
204.757,8.383e+1,8.119e-43,8.383e+1
204.759,1.228e+2,8.126e-43,1.228e+2
204.762,1.886e+2,8.137e-43,1.886e+2
204.764,2.283e+2,8.144e-43,2.283e+2
204.767,2.634e+2,8.154e-43,2.634e+2
204.769,2.634e+2,8.161e-43,2.634e+2
204.772,2.283e+2,8.172e-43,2.283e+2
204.774,1.886e+2,8.179e-43,1.886e+2
204.777,1.228e+2,8.189e-43,1.228e+2
204.779,8.383e+1,8.196e-43,8.383e+1
204.782,4.099e+1,8.207e-43,4.099e+1
204.784,2.313e+1,8.214e-43,2.313e+1
204.787,8.493e+0,8.224e-43,8.493e+0
204.789,3.960e+0,8.231e-43,3.960e+0
204.792,1.092e+0,8.242e-43,1.092e+0
204.794,4.207e-1,8.249e-43,4.207e-1
204.797,8.718e-2,8.259e-43,8.718e-2
204.799,2.775e-2,8.266e-43,2.775e-2
204.802,4.319e-3,8.277e-43,4.319e-3
204.804,1.136e-3,8.284e-43,1.136e-3
204.807,1.328e-4,8.294e-43,1.328e-4
204.809,2.886e-5,8.301e-43,2.886e-5
204.812,2.534e-6,8.312e-43,2.534e-6
204.814,4.550e-7,8.319e-43,4.550e-7
204.817,3.001e-8,8.329e-43,3.001e-8
204.819,4.453e-9,8.336e-43,4.453e-9
204.822,2.206e-10,8.347e-43,2.206e-10
204.824,2.705e-11,8.354e-43,2.705e-11
204.827,1.006e-12,8.364e-43,1.006e-12
204.829,1.020e-13,8.371e-43,1.020e-13
204.832,2.850e-15,8.382e-43,2.850e-15
204.834,2.385e-16,8.389e-43,2.385e-16
204.837,5.008e-18,8.399e-43,5.008e-18
204.839,3.464e-19,8.406e-43,3.464e-19
204.842,5.462e-21,8.417e-43,5.462e-21
204.844,3.122e-22,8.424e-43,3.122e-22
204.847,3.698e-24,8.434e-43,3.698e-24
204.849,1.746e-25,8.441e-43,1.746e-25
204.852,1.554e-27,8.452e-43,1.554e-27
204.854,6.063e-29,8.459e-43,6.063e-29
204.857,4.051e-31,8.469e-43,4.051e-31
204.859,1.306e-32,8.476e-43,1.306e-32
204.862,6.557e-35,8.487e-43,6.557e-35
204.864,1.747e-36,8.494e-43,1.747e-36
204.867,6.586e-39,8.504e-43,6.586e-39
204.869,1.450e-40,8.511e-43,1.450e-40
204.872,4.106e-43,8.522e-43,4.106e-43
204.874,7.470e-45,8.529e-43,7.470e-45
205.316,7.527e-47,1.008e-42,7.527e-47
205.319,3.403e-44,1.009e-42,3.403e-44
205.321,1.823e-42,1.009e-42,1.823e-42
205.324,6.201e-40,1.010e-42,6.201e-40
205.326,2.749e-38,1.011e-42,2.749e-38
205.329,7.036e-36,1.012e-42,7.036e-36
205.331,2.580e-34,1.013e-42,2.580e-34
205.334,4.969e-32,1.014e-42,4.969e-32
205.336,1.508e-30,1.015e-42,1.508e-30
205.339,2.185e-28,1.016e-42,2.185e-28
205.341,5.484e-27,1.016e-42,5.484e-27
205.344,5.982e-25,1.017e-42,5.982e-25
205.346,1.242e-23,1.018e-42,1.242e-23
205.349,1.019e-21,1.019e-42,1.019e-21
205.351,1.751e-20,1.020e-42,1.751e-20
205.354,1.082e-18,1.021e-42,1.082e-18
205.356,1.537e-17,1.022e-42,1.537e-17
205.359,7.143e-16,1.023e-42,7.143e-16
205.361,8.398e-15,1.023e-42,8.398e-15
205.364,2.937e-13,1.024e-42,2.937e-13
205.366,2.857e-12,1.025e-42,2.857e-12
205.369,7.518e-11,1.026e-42,7.518e-11
205.371,6.050e-10,1.027e-42,6.050e-10
205.374,1.198e-8,1.028e-42,1.198e-8
205.376,7.976e-8,1.029e-42,7.976e-8
205.379,1.189e-6,1.030e-42,1.189e-6
205.381,6.547e-6,1.030e-42,6.547e-6
205.384,7.341e-5,1.031e-42,7.341e-5
205.386,3.345e-4,1.032e-42,3.345e-4
205.389,2.822e-3,1.033e-42,2.822e-3
205.391,1.064e-2,1.034e-42,1.064e-2
205.394,6.756e-2,1.035e-42,6.756e-2
205.396,2.107e-1,1.036e-42,2.107e-1
205.399,1.007e+0,1.037e-42,1.007e+0
205.401,2.598e+0,1.037e-42,2.598e+0
205.404,9.340e+0,1.038e-42,9.340e+0
205.406,1.994e+1,1.039e-42,1.994e+1
205.409,5.396e+1,1.040e-42,5.396e+1
205.411,9.533e+1,1.041e-42,9.533e+1
205.414,1.944e+2,1.042e-42,1.944e+2
205.416,2.846e+2,1.043e-42,2.846e+2
205.419,4.392e+2,1.044e-42,4.392e+2
205.421,5.365e+2,1.044e-42,5.365e+2
205.424,6.407e+2,1.045e-42,6.407e+2
205.426,6.732e+2,1.046e-42,6.732e+2
205.429,6.807e+2,1.047e-42,6.807e+2
205.431,6.801e+2,1.048e-42,6.801e+2
205.434,7.056e+2,1.049e-42,7.056e+2
205.436,7.446e+2,1.050e-42,7.446e+2
205.439,8.065e+2,1.051e-42,8.065e+2
205.441,8.212e+2,1.051e-42,8.212e+2
205.444,7.657e+2,1.052e-42,7.657e+2
205.446,6.750e+2,1.053e-42,6.750e+2
205.449,4.894e+2,1.054e-42,4.894e+2
205.451,3.605e+2,1.055e-42,3.605e+2
205.454,1.981e+2,1.056e-42,1.981e+2
205.456,1.210e+2,1.057e-42,1.210e+2
205.459,5.043e+1,1.058e-42,5.043e+1
205.461,2.679e+1,1.058e-42,2.679e+1
205.464,1.902e+1,1.060e-42,1.902e+1
205.466,4.217e+1,1.060e-42,4.217e+1
205.469,2.208e+2,1.061e-42,2.208e+2
205.471,6.358e+2,1.062e-42,6.358e+2
205.474,2.707e+3,1.063e-42,2.707e+3
205.476,6.472e+3,1.064e-42,6.472e+3
205.479,2.075e+4,1.065e-42,2.075e+4
205.481,4.104e+4,1.065e-42,4.104e+4
205.484,9.902e+4,1.067e-42,9.902e+4
205.486,1.621e+5,1.067e-42,1.621e+5
205.489,2.943e+5,1.068e-42,2.943e+5
205.491,3.985e+5,1.069e-42,3.985e+5
205.494,5.448e+5,1.070e-42,5.448e+5
205.496,6.103e+5,1.071e-42,6.103e+5
205.499,6.279e+5,1.072e-42,6.279e+5
205.501,5.821e+5,1.072e-42,5.821e+5
205.504,4.507e+5,1.074e-42,4.507e+5
205.506,3.457e+5,1.074e-42,3.457e+5
205.509,2.015e+5,1.075e-42,2.015e+5
205.511,1.279e+5,1.076e-42,1.279e+5
205.514,5.609e+4,1.077e-42,5.609e+4
205.516,2.946e+4,1.078e-42,2.946e+4
205.519,9.725e+3,1.079e-42,9.725e+3
205.521,4.226e+3,1.079e-42,4.226e+3
205.524,1.050e+3,1.081e-42,1.050e+3
205.526,3.775e+2,1.081e-42,3.775e+2
205.529,7.060e+1,1.082e-42,7.060e+1
205.531,2.100e+1,1.083e-42,2.100e+1
205.534,2.956e+0,1.084e-42,2.956e+0
205.536,7.276e-1,1.085e-42,7.276e-1
205.539,7.708e-2,1.086e-42,7.708e-2
205.541,1.570e-2,1.086e-42,1.570e-2
205.544,1.252e-3,1.088e-42,1.252e-3
205.546,2.109e-4,1.088e-42,2.109e-4
205.549,1.266e-5,1.089e-42,1.266e-5
205.551,1.765e-6,1.090e-42,1.765e-6
205.554,7.972e-8,1.091e-42,7.972e-8
205.556,9.197e-9,1.092e-42,9.197e-9
205.559,3.126e-10,1.093e-42,3.126e-10
205.561,2.984e-11,1.093e-42,2.984e-11
205.564,7.636e-13,1.095e-42,7.636e-13
205.566,6.031e-14,1.095e-42,6.031e-14
205.569,1.161e-15,1.096e-42,1.161e-15
205.571,7.590e-17,1.097e-42,7.590e-17
205.574,1.100e-18,1.098e-42,1.100e-18
205.576,5.949e-20,1.099e-42,5.949e-20
205.579,6.490e-22,1.100e-42,6.490e-22
205.581,2.904e-23,1.100e-42,2.904e-23
205.584,2.384e-25,1.102e-42,2.384e-25
205.586,8.825e-27,1.102e-42,8.825e-27
205.589,5.454e-29,1.103e-42,5.454e-29
205.591,1.671e-30,1.104e-42,1.671e-30
205.594,7.770e-33,1.105e-42,7.770e-33
205.596,1.969e-34,1.106e-42,1.969e-34
205.599,6.894e-37,1.107e-42,6.894e-37
205.601,1.446e-38,1.107e-42,1.446e-38
205.604,3.809e-41,1.109e-42,3.809e-41
205.606,6.609e-43,1.109e-42,6.609e-43
206.133,3.020e-46,1.294e-42,3.020e-46
206.136,1.301e-43,1.295e-42,1.301e-43
206.138,6.754e-42,1.296e-42,6.754e-42
206.141,2.194e-39,1.297e-42,2.194e-39
206.143,9.438e-38,1.297e-42,9.438e-38
206.146,2.312e-35,1.298e-42,2.312e-35
206.148,8.241e-34,1.299e-42,8.241e-34
206.151,1.523e-31,1.300e-42,1.523e-31
206.153,4.496e-30,1.301e-42,4.496e-30
206.156,6.266e-28,1.302e-42,6.266e-28
206.158,1.533e-26,1.303e-42,1.533e-26
206.161,1.611e-24,1.304e-42,1.611e-24
206.163,3.266e-23,1.304e-42,3.266e-23
206.166,2.589e-21,1.305e-42,2.589e-21
206.168,4.349e-20,1.306e-42,4.349e-20
206.171,2.600e-18,1.307e-42,2.600e-18
206.173,3.618e-17,1.308e-42,3.618e-17
206.176,1.631e-15,1.309e-42,1.631e-15
206.178,1.881e-14,1.310e-42,1.881e-14
206.181,6.395e-13,1.311e-42,6.395e-13
206.183,6.110e-12,1.311e-42,6.110e-12
206.186,1.567e-10,1.312e-42,1.567e-10
206.188,1.240e-9,1.313e-42,1.240e-9
206.191,2.399e-8,1.314e-42,2.399e-8
206.193,1.573e-7,1.315e-42,1.573e-7
206.196,2.295e-6,1.316e-42,2.295e-6
206.198,1.247e-5,1.317e-42,1.247e-5
206.201,1.372e-4,1.318e-42,1.372e-4
206.203,6.176e-4,1.318e-42,6.176e-4
206.206,5.124e-3,1.319e-42,5.124e-3
206.208,1.912e-2,1.320e-42,1.912e-2
206.211,1.196e-1,1.321e-42,1.196e-1
206.213,3.697e-1,1.322e-42,3.697e-1
206.216,1.745e+0,1.323e-42,1.745e+0
206.218,4.468e+0,1.324e-42,4.468e+0
206.221,1.590e+1,1.325e-42,1.590e+1
206.223,3.375e+1,1.325e-42,3.375e+1
206.226,9.058e+1,1.326e-42,9.058e+1
206.228,1.593e+2,1.327e-42,1.593e+2
206.231,3.224e+2,1.328e-42,3.224e+2
206.233,4.696e+2,1.329e-42,4.696e+2
206.236,7.170e+2,1.330e-42,7.170e+2
206.238,8.654e+2,1.331e-42,8.654e+2
206.241,9.965e+2,1.332e-42,9.965e+2
206.243,9.965e+2,1.332e-42,9.965e+2
206.246,8.654e+2,1.333e-42,8.654e+2
206.248,7.170e+2,1.334e-42,7.170e+2
206.251,4.696e+2,1.335e-42,4.696e+2
206.253,3.224e+2,1.336e-42,3.224e+2
206.256,1.593e+2,1.337e-42,1.593e+2
206.258,9.058e+1,1.338e-42,9.058e+1
206.261,3.375e+1,1.339e-42,3.375e+1
206.263,1.590e+1,1.339e-42,1.590e+1
206.266,4.468e+0,1.340e-42,4.468e+0
206.268,1.745e+0,1.341e-42,1.745e+0
206.271,3.697e-1,1.342e-42,3.697e-1
206.273,1.196e-1,1.343e-42,1.196e-1
206.276,1.912e-2,1.344e-42,1.912e-2
206.278,5.124e-3,1.345e-42,5.124e-3
206.281,6.176e-4,1.346e-42,6.176e-4
206.283,1.372e-4,1.346e-42,1.372e-4
206.286,1.247e-5,1.347e-42,1.247e-5
206.288,2.295e-6,1.348e-42,2.295e-6
206.291,1.573e-7,1.349e-42,1.573e-7
206.293,2.399e-8,1.350e-42,2.399e-8
206.296,1.240e-9,1.351e-42,1.240e-9
206.298,1.567e-10,1.352e-42,1.567e-10
206.301,6.110e-12,1.353e-42,6.110e-12
206.303,6.395e-13,1.353e-42,6.395e-13
206.306,1.881e-14,1.354e-42,1.881e-14
206.308,1.631e-15,1.355e-42,1.631e-15
206.311,3.618e-17,1.356e-42,3.618e-17
206.313,2.600e-18,1.357e-42,2.600e-18
206.316,4.349e-20,1.358e-42,4.349e-20
206.318,2.589e-21,1.359e-42,2.589e-21
206.321,3.266e-23,1.360e-42,3.266e-23
206.323,1.611e-24,1.360e-42,1.611e-24
206.326,1.533e-26,1.361e-42,1.533e-26
206.328,6.266e-28,1.362e-42,6.266e-28
206.331,4.496e-30,1.363e-42,4.496e-30
206.333,1.523e-31,1.364e-42,1.523e-31
206.336,8.241e-34,1.365e-42,8.241e-34
206.338,2.312e-35,1.366e-42,2.312e-35
206.341,9.438e-38,1.367e-42,9.438e-38
206.343,2.194e-39,1.367e-42,2.194e-39
206.346,6.754e-42,1.368e-42,6.754e-42
206.348,1.301e-43,1.369e-42,1.301e-43
206.351,3.020e-46,1.370e-42,3.020e-46
206.516,3.667e-47,1.428e-42,3.667e-47
206.518,2.179e-45,1.429e-42,2.179e-45
206.521,8.677e-43,1.430e-42,8.677e-43
206.523,4.276e-41,1.430e-42,4.276e-41
206.526,1.285e-38,1.431e-42,1.285e-38
206.528,5.251e-37,1.432e-42,5.251e-37
206.531,1.192e-34,1.433e-42,1.192e-34
206.533,4.036e-33,1.434e-42,4.036e-33
206.536,6.915e-31,1.435e-42,6.915e-31
206.538,1.942e-29,1.436e-42,1.942e-29
206.541,2.512e-27,1.437e-42,2.512e-27
206.543,5.851e-26,1.437e-42,5.851e-26
206.546,5.713e-24,1.438e-42,5.713e-24
206.548,1.103e-22,1.439e-42,1.103e-22
206.551,8.133e-21,1.440e-42,8.133e-21
206.553,1.302e-19,1.441e-42,1.302e-19
206.556,7.248e-18,1.442e-42,7.248e-18
206.558,9.621e-17,1.443e-42,9.621e-17
206.56,1.185e-15,1.443e-42,1.185e-15
206.563,4.449e-14,1.444e-42,4.449e-14
206.565,4.543e-13,1.445e-42,4.543e-13
206.568,1.288e-11,1.446e-42,1.288e-11
206.57,1.091e-10,1.447e-42,1.091e-10
206.573,2.335e-9,1.448e-42,2.335e-9
206.575,1.639e-8,1.449e-42,1.639e-8
206.578,2.648e-7,1.450e-42,2.648e-7
206.58,1.541e-6,1.450e-42,1.541e-6
206.583,1.881e-5,1.451e-42,1.881e-5
206.585,9.076e-5,1.452e-42,9.076e-5
206.588,8.360e-4,1.453e-42,8.360e-4
206.59,3.345e-3,1.454e-42,3.345e-3
206.593,2.326e-2,1.455e-42,2.326e-2
206.595,7.717e-2,1.456e-42,7.717e-2
206.598,4.052e-1,1.457e-42,4.052e-1
206.6,1.115e+0,1.457e-42,1.115e+0
206.603,4.418e+0,1.458e-42,4.418e+0
206.605,1.008e+1,1.459e-42,1.008e+1
206.608,3.015e+1,1.460e-42,3.015e+1
206.61,5.702e+1,1.461e-42,5.702e+1
206.613,1.288e+2,1.462e-42,1.288e+2
206.615,2.020e+2,1.463e-42,2.020e+2
206.618,3.445e+2,1.464e-42,3.445e+2
206.62,4.479e+2,1.464e-42,4.479e+2
206.623,5.768e+2,1.465e-42,5.768e+2
206.625,6.217e+2,1.466e-42,6.217e+2
206.628,6.045e+2,1.467e-42,6.045e+2
206.63,5.402e+2,1.468e-42,5.402e+2
206.633,3.965e+2,1.469e-42,3.965e+2
206.635,2.938e+2,1.470e-42,2.938e+2
206.638,1.628e+2,1.471e-42,1.628e+2
206.64,1.000e+2,1.471e-42,1.000e+2
206.643,4.186e+1,1.472e-42,4.186e+1
206.645,2.132e+1,1.473e-42,2.132e+1
206.648,6.735e+0,1.474e-42,6.735e+0
206.65,2.844e+0,1.475e-42,2.844e+0
206.653,6.783e-1,1.476e-42,6.783e-1
206.655,2.375e-1,1.477e-42,2.375e-1
206.658,4.277e-2,1.478e-42,4.277e-2
206.66,1.242e-2,1.478e-42,1.242e-2
206.663,1.688e-3,1.479e-42,1.688e-3
206.665,4.064e-4,1.480e-42,4.064e-4
206.668,4.170e-5,1.481e-42,4.170e-5
206.67,8.324e-6,1.482e-42,8.324e-6
206.673,6.449e-7,1.483e-42,6.449e-7
206.675,1.067e-7,1.484e-42,1.067e-7
206.678,6.244e-9,1.485e-42,6.244e-9
206.68,8.567e-10,1.485e-42,8.567e-10
206.683,3.784e-11,1.486e-42,3.784e-11
206.685,4.304e-12,1.487e-42,4.304e-12
206.688,1.435e-13,1.488e-42,1.435e-13
206.69,1.354e-14,1.489e-42,1.354e-14
206.693,3.408e-16,1.490e-42,3.408e-16
206.695,2.665e-17,1.491e-42,2.665e-17
206.698,5.066e-19,1.492e-42,5.066e-19
206.7,3.285e-20,1.492e-42,3.285e-20
206.703,4.713e-22,1.493e-42,4.713e-22
206.705,2.534e-23,1.494e-42,2.534e-23
206.708,2.745e-25,1.495e-42,2.745e-25
206.71,1.224e-26,1.496e-42,1.224e-26
206.713,1.001e-28,1.497e-42,1.001e-28
206.715,3.699e-30,1.498e-42,3.699e-30
206.718,2.284e-32,1.499e-42,2.284e-32
206.72,7.000e-34,1.499e-42,7.000e-34
206.723,3.263e-36,1.500e-42,3.263e-36
206.725,8.292e-38,1.501e-42,8.292e-38
206.728,2.918e-40,1.502e-42,2.918e-40
206.73,6.148e-42,1.503e-42,6.148e-42
206.733,1.634e-44,1.504e-42,1.634e-44
206.735,2.854e-46,1.505e-42,2.854e-46
206.883,1.475e-47,1.556e-42,1.475e-47
206.885,8.641e-46,1.557e-42,8.641e-46
206.888,3.368e-43,1.558e-42,3.368e-43
206.89,1.637e-41,1.559e-42,1.637e-41
206.893,4.821e-39,1.560e-42,4.821e-39
206.895,1.944e-37,1.561e-42,1.944e-37
206.898,4.327e-35,1.562e-42,4.327e-35
206.9,1.448e-33,1.562e-42,1.448e-33
206.903,2.436e-31,1.563e-42,2.436e-31
206.905,6.760e-30,1.564e-42,6.760e-30
206.908,8.595e-28,1.565e-42,8.595e-28
206.91,1.979e-26,1.566e-42,1.979e-26
206.913,1.902e-24,1.567e-42,1.902e-24
206.915,3.634e-23,1.568e-42,3.634e-23
206.918,2.638e-21,1.569e-42,2.638e-21
206.92,4.183e-20,1.569e-42,4.183e-20
206.923,2.295e-18,1.570e-42,2.295e-18
206.925,3.019e-17,1.571e-42,3.019e-17
206.928,1.252e-15,1.572e-42,1.252e-15
206.93,1.366e-14,1.573e-42,1.366e-14
206.933,4.281e-13,1.574e-42,4.281e-13
206.935,3.876e-12,1.575e-42,3.876e-12
206.938,9.181e-11,1.576e-42,9.181e-11
206.94,6.897e-10,1.576e-42,6.897e-10
206.943,1.234e-8,1.577e-42,1.234e-8
206.945,7.694e-8,1.578e-42,7.694e-8
206.948,1.041e-6,1.579e-42,1.041e-6
206.95,5.381e-6,1.580e-42,5.381e-6
206.953,5.501e-5,1.581e-42,5.501e-5
206.955,2.360e-4,1.582e-42,2.360e-4
206.958,1.823e-3,1.583e-42,1.823e-3
206.96,6.490e-3,1.583e-42,6.490e-3
206.963,3.789e-2,1.584e-42,3.789e-2
206.965,1.119e-1,1.585e-42,1.119e-1
206.968,4.938e-1,1.586e-42,4.938e-1
206.97,1.210e+0,1.587e-42,1.210e+0
206.973,4.034e+0,1.588e-42,4.034e+0
206.975,8.202e+0,1.589e-42,8.202e+0
206.978,2.067e+1,1.590e-42,2.067e+1
206.98,3.486e+1,1.590e-42,3.486e+1
206.983,6.639e+1,1.591e-42,6.639e+1
206.985,9.291e+1,1.592e-42,9.291e+1
206.988,1.337e+2,1.593e-42,1.337e+2
206.99,1.553e+2,1.594e-42,1.553e+2
206.993,1.689e+2,1.595e-42,1.689e+2
206.995,1.627e+2,1.596e-42,1.627e+2
206.998,1.337e+2,1.597e-42,1.337e+2
207,1.069e+2,1.597e-42,1.069e+2
