Ion, Observed , Rel. , Aki, Ek ,J
Fe II ,234.6882,220,3.10E+06,107 430.742  , 3/2 
 , , , , , 
Fe II ,234.69254,3400,5.80E+06,84 710.749  , 7/2 
Fe II ,234.69572,1500,1.00E+07,104 107.939  , 7/2 
Fe III ,234.6962, 1200bl(Fe II)* , ,136 008.90   ,3
Fe III ,234.6962, 1200bl(Fe II)* , ,119 697.69   ,2
Fe II ,234.7028, 200d? ,1.30E+06,104 916.552  , 9/2 
 , , , , , 
Fe II ,234.7133,2900,3.70E+07,104 119.740  , 15/2 
Fe II ,234.7211, 400d? , ,90 629.811  , 3/2 
Fe II ,234.74106,1800,5.60E+07,104 174.285  , 11/2 
Fe II ,234.74664,1100,3.00E+07,109 049.611  , 13/2 
Fe II ,234.77227,1600, ,104 630.429  , 3/2 
 , , , , , 
Fe II ,234.77786,4000,2.80E+07,106 866.770  , 5/2 
Fe II ,234.78336,500,3.60E+06,105 524.482  , 9/2 
Fe II ,234.81156,500000,6.50E+07,44 446.9051 , 7/2 
Fe II ,234.814587,4000,8.50E+07,107 407.818  , 5/2 
Fe II ,234.830221,500000,1.15E+08,43 238.6066 , 5/2 
 , , , , , 
Fe II ,234.8463,140, ,114 806.568  , 5/2 
Fe II ,234.86747,2100,5.40E+07,108 642.450  , 5/2 
Fe II ,234.892,400,2.10E+06,84 527.806  , 9/2 
Fe II ,234.926888, 14000bl(Fe II)* ,3.30E+08,108 133.473  , 13/2 
Fe II ,234.926888, 14000bl(Fe II)* , ,114 596.462  , 3/2 
 , , , , , 
Fe II ,234.9331,220, ,106 501.029  , 9/2 
Fe II ,234.94121,700,1.10E+06,104 873.232  , 7/2 
Fe II ,234.952," 190d,bl(Fe II)?* ",1.00E+07,105 238.815  , 5/2 
Fe II ,234.952," 190d,bl(Fe II)?* ", ,105 211.079  , 9/2 
Fe II ,234.97671,500,1.80E+06,105 234.246  , 5/2 
 , , , , , 
Fe II ,235.00164,4000,9.60E+07,103 165.320  , 9/2 
Fe II ,235.017736,40000,1.93E+08,84 938.265  , 3/2 
Fe II ,235.024695,7000,3.19E+08,108 613.977  , 5/2 
Fe II ,235.03531,800, ,104 705.411  , 7/2 
Fe I ,235.0413,6,1.61E+05,42 532.741  ,3
 , , , , , 
Fe II ,235.051784,8000,1.52E+08,103 878.370  , 15/2 
Fe II ,235.12007,90000,7.20E+07,63 948.803  , 9/2 
Fe II ,235.16082,1400, ,114 475.826  , 5/2 
Fe II ,235.166667,50000,1.80E+08,84 844.866  , 5/2 
Fe II ,235.1799,400,4.80E+07,92 695.398  , 5/2 
 , , , , , 
Fe I ,235.18864,33, ,43 210.025  ,2
Fe II ,235.18869, 270bl(Fe I) , ,114 470.803  , 5/2 
Fe I ,235.1901,2, ,49 434.163  ,6
Fe II ,235.19041,1300,1.70E+06,104 828.163  , 5/2 
Fe II ,235.19587,5000,7.40E+07,92 647.591  , 3/2 
 , , , , , 
Fe II ,235.20001,2200,8.10E+07,103 597.409  , 5/2 
Fe II ,235.20161,1000,1.60E+07,104 569.226  , 5/2 
Fe II ,235.20808,800,1.40E+07,105 775.517  , 7/2 
Fe II ,235.22145,500, ,114 464.872  , 3/2 
Fe II ,235.230893,80000,4.40E+08,84 938.265  , 3/2 
 , , , , , 
Fe II ,235.23309,2200, ,105 460.233  , 3/2 
Fe III ,235.2617,1500,6.00E+06,124 904.09   ,2
Fe II ,235.2665,600,1.20E+07,110 008.310  , 9/2 
Fe II ,235.2758, 320d? ,1.90E+06,85 728.846  , 3/2 
Fe II ,235.30237,2600,5.40E+07,108 181.564  , 11/2 
 , , , , , 
Fe II ,235.346962,23000,5.00E+08,104 064.664  , 13/2 
Fe II ,235.360763,20000,1.12E+08,106 900.373  , 7/2 
Fe II ,235.367834, 50000bl(Fe II)* , ,103 986.338  , 7/2 
Fe II ,235.367834, 50000bl(Fe II)* ,1.30E+08,84 710.749  , 7/2 
Fe II ,235.3745, 260bl(Fe II)* , ,65 109.691  , 7/2 
 , , , , , 
Fe II ,235.3745, 260bl(Fe II)* ,1.10E+06,104 765.459  , 11/2 
Fe II ,235.38079,1200,6.90E+07,103 804.125  , 1/2 
Fe III ,235.3821,2400,9.00E+06,124 854.11   ,3
Fe II ,235.38781,120, ,122 355.608  , 7/2 
Fe II ,235.3909,330, ,84 870.911  , 5/2 
 , , , , , 
Fe II ,235.41319,1000, ,108 929.031  , 9/2 
Fe II ,235.42342,700, ,114 428.410  , 7/2 
Fe II ,235.43733,2400,1.01E+08,103 973.782  , 11/2 
Fe II ,235.44301, 1200bl(Fe II)* ,2.00E+07,108 391.507  , 9/2 
Fe II ,235.44301, 1200bl(Fe II)* , ,106 501.029  , 9/2 
 , , , , , 
Fe II ,235.447758,90000,8.10E+07,64 040.891  , 7/2 
Fe II ,235.488966,100000,2.67E+07,45 289.8248 , 3/2 
Fe II ,235.5055, 400d? , ,90 487.827  , 5/2 
Fe II ,235.51413,1600,2.40E+07,104 572.924  , 3/2 
Fe II ,235.521585, 21000bl(Fe II)* ,1.60E+06,61 332.753  , 3/2 
 , , , , , 
Fe II ,235.521585, 21000bl(Fe II)* ,1.60E+07,63 876.325  , 11/2 
Fe II ,235.535013,120000,4.50E+08,84 844.866  , 5/2 
Fe XIII , ,  ,1.20E+02,329 647      ,1
Fe XIII , ,  ,2.10E+00,329 647      ,1
Fe II ,235.54634,3300,2.70E+07,104 507.058  , 5/2 
 , , , , , 
Fe II ,235.56636,1800,7.40E+06,105 127.773  , 5/2 
Fe II ,235.57782,2100,4.90E+07,106 722.187  , 9/2 
Fe II ,235.5848," 500d,bl(Fe II)?* ",4.70E+07,92 647.591  , 3/2 
Fe II ,235.5848," 500d,bl(Fe II)?* ", ,105 379.425  , 5/2 
Fe II ,235.58806,1500,4.50E+07,108 365.344  , 7/2 
 , , , , , 
Fe I ,235.5909,479,5.17E+05,43 137.487  ,3
Fe II ,235.59292,1200,2.60E+07,105 123.005  , 7/2 
Fe II ,235.60621,1200, ,114 395.468  , 7/2 
Fe II ,235.6162, 120d? , ,114 393.845  , 3/2 
Fe I ,235.619," 0d,bl* ", ,49 805.257  ,3
 , , , , , 
Fe I ,235.619," 0d,bl* ", ,60 806.670  ,3
Fe II ,235.6191," 130d,bl(Fe I) ", ,115 047.887  , 5/2 
Fe II ,235.6208,900,7.00E+05,62 945.045  , 7/2 
Fe II ,235.62275,900, ,114 470.803  , 5/2 
Fe II ,235.6422,1900,2.50E+06,64 834.069  , 3/2 
 , , , , , 
Fe II ,235.65883,3400,4.70E+07,106 846.649  , 3/2 
Fe II ,235.67872,1600,2.80E+07,104 569.226  , 5/2 
Fe II ,235.68135,700,1.40E+07,105 379.425  , 5/2 
Fe II ,235.68464,1100,1.20E+07,104 739.057  , 5/2 
Fe II ,235.68758,1700,2.70E+07,104 481.606  , 7/2 
 , , , , , 
Fe II ,235.700314,18000,1.28E+08,75 915.080  , 5/2 
Fe II ,235.704846,40000,9.20E+07,84 527.806  , 9/2 
Fe II ,235.72686,1800,6.40E+07,103 921.637  , 7/2 
Fe II ,235.7347, 120? , ,114 646.097  , 7/2 
Fe II ,235.76995,2100,1.00E+07,105 230.291  , 3/2 
 , , , , , 
Fe II ,235.776833,10000,1.40E+07,102 802.353  , 5/2 
Fe II ,235.78535,4000,7.70E+07,104 481.606  , 7/2 
Fe II ,235.79106,1400, ,99 808.549  , 7/2 
Fe II ,235.7956,700, ,64 806.494  , 1/2 
Fe II ,235.8516,3000,8.00E+07,103 973.782  , 11/2 
 , , , , , 
Fe II ,235.86881,310, ,114 596.462  , 3/2 
Fe II ,235.88013,5000,3.90E+07,104 507.058  , 5/2 
Fe II ,235.888395,2700, ,115 030.664  , 9/2 
Fe II ,235.895201, 12000bl(Fe II)* , ,115 030.664  , 9/2 
Fe II ,235.895201, 12000bl(Fe II)* ,1.12E+08,108 391.507  , 9/2 
 , , , , , 
Fe II ,235.90258, 5000bl(Fe II)* ,1.40E+08,92 453.365  , 1/2 
Fe II ,235.90258, 5000bl(Fe II)* , ,104 426.460  , 5/2 
Fe II ,235.910691,400000,5.00E+07,43 238.6066 , 5/2 
Fe II ,235.913231,90000,1.22E+08,64 087.408  , 5/2 
Fe II ,235.915259,8000,1.79E+08,108 387.934  , 11/2 
 , , , , , 
Fe II ,235.94961,320, ,114 333.701  , 7/2 
Fe II ,235.959562,28000,2.30E+07,63 948.803  , 9/2 
Fe II ,235.9719, 110d? , ,116 334.944  , 9/2 
Fe II ,235.99052,1700,8.50E+07,103 874.261  , 9/2 
Fe II ,235.99433,1000,2.70E+07,104 426.460  , 5/2 
 , , , , , 
Fe II ,235.999939,400000,3.59E+07,44 232.5398 , 9/2 
Fe II ,236.005185,6000,1.04E+08,103 706.526  , 15/2 
Fe II ,236.0167, 130d? , ,115 545.861  , 3/2 
Fe II ,236.029423,300000,6.20E+07,44 784.7859 , 5/2 
Fe II ,236.041015,13000,3.27E+08,108 365.344  , 7/2 
 , , , , , 
Fe II ,236.051111,22000,4.00E+08,103 878.370  , 15/2 
Fe II ,236.05335,11000,2.22E+07,84 685.245  , 7/2 
Fe II ,236.0901, 400d? , ,91 850.584  , 1/2 
Fe II ,236.0974,190, ,114 307.099  , 5/2 
Fe II ,236.100932,8000,1.38E+08,106 767.226  , 7/2 
 , , , , , 
Fe II ,236.11115,1500,3.40E+07,108 929.031  , 9/2 
Fe II ,236.126881,4000,1.63E+08,108 859.487  , 3/2 
Fe II ,236.13576,2400,1.60E+06,69 650.481  , 5/2 
Fe II ,236.13841,1400,1.10E+06,108 712.415  , 5/2 
Fe II ,236.1562,600,7.00E+05,104 380.941  , 7/2 
 , , , , , 
Fe II ,236.172581,27000,2.40E+07,64 040.891  , 7/2 
Fe II ,236.17593,1000,2.00E+07,104 572.924  , 3/2 
Fe II ,236.1866, 230d? , ,105 288.559  , 3/2 
Fe I ,236.1942,52, ,54 301.340  ,4
Fe II ,236.202141,100000,1.41E+07,44 753.8179 , 7/2 
 , , , , , 
Fe II ,236.20334,900,4.70E+06,104 481.606  , 7/2 
Fe II ,236.2122, 1400bl(Fe I)? , ,62 662.252  , 11/2 
Fe I ,236.2122, 0? , ,43 210.025  ,2
Fe III ,236.2402,2200,8.00E+06,135 705.61   ,3
Fe II ,236.24834,1000,8.00E+06,104 380.941  , 7/2 
 , , , , , 
Fe II ,236.25358,2700,2.40E+08,108 927.126  , 1/2 
Fe I ,236.263,0, ,54 289.034  ,3
Fe II ,236.26977,1500,2.70E+07,108 775.110  , 11/2 
Fe II ,236.2954, 120d? , ,114 475.826  , 5/2 
Fe II ,236.30956,4000,9.30E+07,103 832.057  , 13/2 
 , , , , , 
Fe II ,236.31203,1100,3.40E+07,104 993.879  , 7/2 
Fe II ,236.32962,2900,1.05E+08,104 426.460  , 5/2 
Fe II ,236.34658,2400, ,104 023.921  , 5/2 
Fe II ,236.350026,35000,6.30E+08,103 644.766  , 17/2 
Fe III ,236.351, 13000bl(Fe II) , ,132 080.04   ,3
 , , , , , 
Fe II ,236.35894,800, ,109 811.940  , 9/2 
Fe II ,236.36397,6000,2.60E+06,63 876.325  , 11/2 
Fe II ,236.381105,17000,3.00E+07,69 606.567  , 7/2 
Fe II ,236.386087,200000,5.30E+08,84 527.806  , 9/2 
Fe II ,236.387846,12000,1.50E+07,73 054.913  , 5/2 
 , , , , , 
Fe II ,236.39476,900, ,105 234.246  , 5/2 
Fe II ,236.4046, 260d? , ,103 094.888  , 7/2 
Fe II ,236.4069," 200d,bl(Fe II)* ", ,108 365.344  , 7/2 
Fe II ,236.4069," 200d,bl(Fe II)* ",3.80E+06,103 874.261  , 9/2 
Fe XIII , ,  ,3.70E-01,329 647      ,1
 , , , , , 
Fe II ,236.43118,2800,5.50E+07,92 358.625  , 3/2 
Fe II ,236.43501,210, ,114 806.568  , 5/2 
Fe I ,236.4437, 0d? , ,50 008.522  ,2
Fe II ,236.45882, 330bl(Fe II)* , ,114 242.513  , 5/2 
Fe II ,236.45882, 330bl(Fe II)* , ,103 165.320  , 9/2 
 , , , , , 
Fe II ,236.46523,3200,1.80E+06,105 238.815  , 5/2 
Fe II ,236.470983,10000,1.61E+08,105 220.610  , 7/2 
Fe II ,236.47473,1000,8.00E+06,104 426.460  , 5/2 
Fe II ,236.482785,500000,5.90E+07,42 658.2444 , 7/2 
Fe II ,236.490745,7000,1.20E+08,105 234.246  , 5/2 
 , , , , , 
Fe II ,236.50196,2500,7.20E+07,103 617.577  , 13/2 
Fe II ,236.50522,1900,1.40E+07,92 426.967  , 9/2 
Fe II ,236.52432,3200,1.70E+07,105 211.079  , 9/2 
Fe II ,236.5294,5000,2.50E+08,108 642.450  , 5/2 
Fe II ,236.532026,6000,2.23E+08,103 597.409  , 5/2 
 , , , , , 
Fe I ,236.532041,490, , ,  
Fe II ,236.53546,220, ,114 307.099  , 5/2 
Fe I ,236.55149,28, ,54 237.415  ,4
Fe II ,236.55391,800,1.00E+06,105 205.808  , 5/2 
Fe II , ,  ,2.16E+08,85 495.366  , 5/2 
 , , , , , 
Fe II ,236.576526,32000,5.70E+08,108 929.031  , 9/2 
Fe II ,236.59414,700,1.70E+06,104 411.671  , 9/2 
Fe II ,236.60438,4000,4.40E+06,73 016.184  , 7/2 
Fe II ,236.632, 3400bl(Fe II)* ,4.10E+07,108 859.487  , 3/2 
Fe II ,236.632, 3400bl(Fe II)* ,3.70E+07,104 569.226  , 5/2 
 , , , , , 
Fe II ,236.64291,1700,6.80E+07,103 832.057  , 13/2 
Fe II ,236.65001,800, ,105 205.808  , 5/2 
Fe II ,236.659349,60000,1.01E+07,45 079.9019 , 5/2 
Fe II ,236.66972,400, ,104 411.671  , 9/2 
Fe II ,236.67668,2400,4.30E+06,92 314.764  , 1/2 
 , , , , , 
Fe II ,236.68714,1100,1.90E+06,108 648.712  , 13/2 
Fe II ,236.6875,5000,3.50E+06,63 948.803  , 9/2 
Fe II ,236.68883,2900,1.15E+08,108 613.977  , 5/2 
Fe III , ,  ,1.20E+00,77 044.67   ,2
Fe II ,236.71358,700, ,114 470.803  , 5/2 
 , , , , , 
Fe II ,236.72377,1300, ,103 265.738  , 1/2 
Fe I ,236.7391, (0)? , ,49 604.427  ,5
Fe II ,236.74668,270, ,114 464.872  , 3/2 
Fe II ,236.75503,270, ,114 393.845  , 3/2 
Fe II ,236.7786,120, ,114 482.464  , 9/2 
 , , , , , 
Fe II ,236.806, 350bl(Fe II)* ,2.80E+07,92 358.625  , 3/2 
Fe II ,236.806, 350bl(Fe II)* , ,108 804.711  , 7/2 
Fe II ,236.81359,700, ,104 189.382  , 3/2 
Fe II ,236.82331,2800,4.80E+06,84 870.911  , 5/2 
Fe II ,236.83809,2000,2.90E+07,105 155.093  , 9/2 
 , , , , , 
Fe II ,236.84237,900, ,104 380.941  , 7/2 
Fe II ,236.859607,200000,6.06E+07,45 044.1916 , 3/2 
Fe II ,236.8762, 120d? , ,114 333.701  , 7/2 
Fe II ,236.8805, 210d? ,3.90E+06,103 191.968  , 7/2 
Fe II ,236.89288,3500,1.02E+08,108 577.597  , 9/2 
 , , , , , 
Fe II ,236.8974,160, ,114 242.513  , 5/2 
Fe II ,236.9047, 360d ,5.00E+06,92 274.123  , 5/2 
Fe II ,236.9237,5000,4.20E+06,64 831.951  , 9/2 
Fe I ,236.94561,1050,2.53E+06,43 079.023  ,1
Fe II ,236.95004,500, ,108 712.415  , 5/2 
 , , , , , 
Fe II ,236.9524, 140d? , ,114 428.410  , 7/2 
Fe II ,236.966245,6000,3.80E+07,105 460.233  , 3/2 
Fe II ,236.972709,23000,5.40E+08,108 775.110  , 11/2 
Fe II ,236.977738,8000,4.20E+07,108 648.712  , 13/2 
Fe II ,236.98081,5000,2.90E+07,104 507.058  , 5/2 
 , , , , , 
Fe II ,236.9862, 1500bl(Fe II)* , ,114 352.875  , 5/2 
Fe II ,236.9862, 1500bl(Fe II)* ,1.10E+07,86 416.370  , 7/2 
Fe II ,236.98802,5000,2.50E+07,104 873.232  , 7/2 
Fe II ,236.991465,8000,8.00E+07,105 127.773  , 5/2 
Fe II ,236.995313,280000,5.90E+08,84 296.881  , 11/2 
 , , , , , 
Fe II ,237.0027,180, ,114 393.845  , 3/2 
Fe II ,237.0129,4000,1.19E+08,103 706.526  , 15/2 
Fe II ,237.01827,2300,5.80E+07,105 123.005  , 7/2 
Fe II ,237.02611,1000,5.30E+06,105 449.557  , 7/2 
Fe II ,237.049867,60000,1.73E+07,45 289.8248 , 3/2 
 , , , , , 
Fe II ,237.06109,6000,4.50E+06,65 109.691  , 7/2 
Fe II ,237.06981,3400,9.50E+07,108 181.564  , 11/2 
Fe I ,237.077365,650, , ,  
Fe II ,237.080045,3000,7.50E+07,109 683.303  , 11/2 
Fe II ,237.0879,2400,1.90E+07,105 127.773  , 5/2 
 , , , , , 
Fe II ,237.09412,4000,1.20E+08,103 751.672  , 11/2 
Fe II ,237.11746,900,3.10E+07,108 537.623  , 7/2 
Fe I ,237.14303,1550,2.67E+06,42 859.778  ,2
Fe II ,237.14564,270, ,114 393.845  , 3/2 
Fe II ,237.15937,2800,5.60E+06,86 599.791  , 5/2 
 , , , , , 
Fe II ,237.16565,2400,5.00E+06,84 266.594  , 7/2 
Fe II ,237.17418,6000,1.39E+08,103 191.968  , 7/2 
Fe II ,237.1835," 500d,bl(Fe II)?* ", ,106 097.530  , 9/2 
Fe II ,237.1835," 500d,bl(Fe II)?* ", ,61 035.285  , 1/2 
Fe II ,237.1989, 350d? ,1.70E+07,92 358.625  , 3/2 
 , , , , , 
Fe II ,237.2019,1200, ,104 120.244  , 5/2 
Fe II ,237.20875,1600,2.10E+07,104 209.618  , 5/2 
Fe II ,237.22511,700, ,105 414.186  , 5/2 
Fe II ,237.2294, 600bl(Fe II)* ,1.50E+07,92 216.391  , 3/2 
Fe II ,237.2294, 600bl(Fe II)* , ,104 189.382  , 3/2 
 , , , , , 
Fe II ,237.23187,900,1.70E+07,108 662.300  , 3/2 
Fe II ,237.2359,800,6.60E+05,62 945.045  , 7/2 
Fe II ,237.24244,600, ,114 307.099  , 5/2 
Fe II ,237.263283,18000,9.40E+07,75 600.900  , 7/2 
Fe II ,237.274, 200bl , ,108 804.711  , 7/2 
 , , , , , 
Fe II ,237.27872,4000,3.30E+06,62 962.215  , 3/2 
Fe II ,237.28072,1900,2.80E+07,92 274.123  , 5/2 
Fe II ,237.28572,1100, ,114 482.464  , 9/2 
Fe II ,237.30516,1000,1.80E+07,104 192.487  , 9/2 
Fe II ,237.316, 500d ,1.30E+07,92 282.470  , 7/2 
 , , , , , 
Fe II ,237.32312,1400, ,114 475.826  , 5/2 
Fe II ,237.3379,1300,2.40E+07,106 208.574  , 5/2 
Fe II ,237.34359,1300,7.20E+07,108 642.450  , 5/2 
Fe II ,237.35147,600, ,114 470.803  , 5/2 
Fe II ,237.3608,7000,7.30E+07,92 329.905  , 5/2 
 , , , , , 
Fe I ,237.36244,5000,6.53E+06,42 532.741  ,3
Fe II ,237.373538,400000,4.25E+07,42 114.8380 , 9/2 
Fe II ,237.37802,500,3.50E+06,108 577.597  , 9/2 
Fe I ,237.380514,790, , ,  
Fe III ,237.3904,7100, ,131 035.14   ,7
 , , , , , 
Fe II ,237.40711,1100,4.00E+07,109 625.216  , 9/2 
Fe II ,237.4126," 500d,bl(Fe II)?* ",2.50E+06,91 208.892  , 3/2 
Fe II ,237.4126," 500d,bl(Fe II)?* ", ,85 728.846  , 3/2 
Fe II ,237.420854,6000,9.80E+07,105 379.425  , 5/2 
Fe II ,237.43452,700,1.70E+07,104 426.460  , 5/2 
 , , , , , 
Fe II ,237.439109,7000,2.10E+08,104 765.459  , 11/2 
Fe I ,237.45184,1320,3.14E+06,43 079.023  ,1
Fe II ,237.4593, 600bl(Fe II)* , ,108 712.415  , 5/2 
Fe II ,237.4593, 600bl(Fe II)* ,2.40E+06,75 600.900  , 7/2 
Fe II ,237.465303,10000,2.31E+08,103 191.968  , 7/2 
 , , , , , 
Fe I ,237.465304,810, , ,  
Fe II ,237.47447,600,4.80E+06,106 045.712  , 11/2 
Fe II ,237.48461,600, ,114 333.701  , 7/2 
Fe II ,237.48745,4000,5.30E+07,92 282.470  , 7/2 
Fe II ,237.499564,9000,7.40E+07,106 924.441  , 9/2 
 , , , , , 
Fe II ,237.50423,700,1.10E+07,108 613.977  , 5/2 
Fe II ,237.50697,1800,3.20E+07,104 174.285  , 11/2 
Fe II ,237.5139,4000,1.21E+08,103 617.577  , 13/2 
Fe II ,237.519368,130000,9.80E+07,45 206.4704 , 1/2 
Fe II ,237.547423,6000,6.60E+07,104 209.618  , 5/2 
 , , , , , 
Fe II ,237.5523,700, ,103 118.421  , 3/2 
Fe II ,237.55465,2400,2.70E+07,92 225.549  , 3/2 
Fe I ,237.586, 0? , ,49 805.257  ,3
Fe II ,237.6066," 500d,bl(Fe II)?* ", ,92 216.391  , 3/2 
Fe II ,237.6066," 500d,bl(Fe II)?* ", ,114 242.513  , 5/2 
 , , , , , 
Fe II ,237.6106,2200,7.20E+07,103 600.428  , 11/2 
Fe II ,237.6158,260, ,114 596.462  , 3/2 
Fe II ,237.6297, 500d , ,92 282.470  , 7/2 
Fe II ,237.642906,400000,6.40E+08,84 035.172  , 13/2 
Fe III ,237.6726,7800,8.00E+06,130 756.91   ,6
 , , , , , 
Fe II ,237.67588,5000,2.70E+07,92 274.123  , 5/2 
Fe II ,237.6916,350, ,102 503.71   , 3/2 
Fe II ,237.71345,900,2.30E+07,108 667.282  , 1/2 
Fe II ,237.72714,600,1.10E+07,108 463.918  , 13/2 
Fe II ,237.74089,2000,1.00E+07,103 039.222  , 7/2 
 , , , , , 
Fe II ,237.74614,2700,8.80E+07,104 993.879  , 7/2 
Fe II ,237.77676,500, ,114 395.468  , 7/2 
Fe II ,237.7814, 240d? , ,104 107.939  , 7/2 
Fe II ,237.78652,2900, ,60 402.333  , 5/2 
Fe II ,237.78841, 1600bl(Fe I) ,1.20E+07,108 630.427  , 11/2 
 , , , , , 
Fe I ,237.78842,191, ,54 017.581  ,4
Fe II ,237.79523,1100,1.50E+07,106 846.649  , 3/2 
Fe I ,237.79946,51, ,54 600.350  ,3
Fe II ,237.81261,5000,2.19E+08,108 709.424  , 7/2 
Fe II ,237.8285, 240d? , ,104 192.487  , 9/2 
 , , , , , 
Fe II ,237.83732,600,2.90E+06,106 866.770  , 5/2 
Fe II ,237.85227,10000,2.40E+07,69 650.481  , 5/2 
Fe II ,237.85397,1300,4.30E+07,108 642.450  , 5/2 
Fe II ,237.8554,5000,1.70E+07,84 266.594  , 7/2 
Fe I ,237.8616,1, ,54 004.718  ,3
 , , , , , 
Fe II ,237.8653, 190d? ,6.90E+06,108 105.938  , 3/2 
Fe II ,237.86971,7000,1.49E+07,84 685.245  , 7/2 
Fe II ,237.87195,400, ,114 646.097  , 7/2 
Fe II ,237.882028,11000,1.22E+08,104 107.939  , 7/2 
Fe II ,237.89165,3300,1.50E+07,84 424.422  , 3/2 
 , , , , , 
Fe II ,237.89691,2200,7.50E+07,104 315.373  , 13/2 
Fe II ,237.90023,11000,1.10E+07,64 831.951  , 9/2 
Fe II ,237.91429,10000,7.20E+06,68 000.785  , 9/2 
Fe II ,237.91692,7000,5.40E+07,79 245.926  , 3/2 
Fe II ,237.92049,1700,3.10E+07,105 291.014  , 7/2 
 , , , , , 
Fe II ,237.927622,190000,2.73E+07,44 446.9051 , 7/2 
Fe II ,237.93108, 6000bl(Fe II)* ,8.00E+07,79 243.462  , 3/2 
Fe II ,237.93108, 6000bl(Fe II)* ,5.70E+06,104 174.285  , 11/2 
Fe II ,237.935848,4000,1.11E+08,108 537.623  , 7/2 
Fe II ,237.94052,1600, ,115 030.664  , 9/2 
 , , , , , 
Fe II , ,  ,3.70E+07,92 171.690  , 9/2 
Fe II ,237.94222,5000,1.17E+08,108 391.507  , 9/2 
Fe II ,237.95044,12000,3.80E+07,92 225.549  , 3/2 
Fe II ,237.96078,1400,1.90E+07,104 839.990  , 3/2 
Fe II ,237.96926,1000,3.40E+07,103 102.849  , 7/2 
 , , , , , 
Fe II ,237.9767, 210bl , ,102 449.14   , 5/2 
Fe II ,237.97998,2300,7.30E+07,110 008.310  , 9/2 
Fe II ,238.00016,700, ,114 242.513  , 5/2 
Fe II ,238.01521,1100,5.90E+07,108 613.977  , 5/2 
Fe II ,238.020486,16000,4.60E+08,108 463.918  , 13/2 
 , , , , , 
Fe II ,238.0366, 200d? ,3.30E+06,103 039.222  , 7/2 
Fe II ,238.0504,1800,1.45E+08,105 460.233  , 3/2 
Fe II ,238.06545,1600,1.40E+06,102 394.764  , 7/2 
Fe II ,238.06732,6000,3.00E+07,84 326.967  , 5/2 
Fe II ,238.076131,260000,3.10E+07,42 658.2444 , 7/2 
 , , , , , 
Fe II ,238.08749,6000,1.89E+08,108 577.597  , 9/2 
Fe II ,238.09052,2100,5.60E+07,108 365.344  , 7/2 
Fe II ,238.10112,2400,2.10E+06,69 606.567  , 7/2 
Fe II ,238.1098, 320d? ,3.50E+06,84 424.422  , 3/2 
Fe II ,238.1142, 500d? ,9.00E+06,92 171.690  , 9/2 
 , , , , , 
Fe II ,238.12663,500, ,114 333.701  , 7/2 
Fe II ,238.1574, 190d? ,3.00E+06,108 387.934  , 11/2 
Fe II ,238.1717, 140d? , ,114 212.377  , 7/2 
Fe I ,238.18361,2690,4.34E+06,42 859.778  ,2
Fe II ,238.19195,1600,1.40E+07,108 642.450  , 5/2 
 , , , , , 
Fe II ,238.195806,22000,7.10E+07,86 416.370  , 7/2 
Fe II ,238.203733,1800000,3.13E+08,41 968.0698 , 11/2 
Fe II ,238.21648,4000,1.50E+08,105 238.815  , 5/2 
Fe II ,238.22055,1900,9.00E+06,104 209.618  , 5/2 
Fe II ,238.22597,400, ,114 393.845  , 3/2 
 , , , , , 
Fe II ,238.235798,19000,3.20E+06,45 079.9019 , 5/2 
Fe II ,238.24237,3200,3.40E+07,105 234.246  , 5/2 
Fe II ,238.24929,3600,1.29E+08,104 622.308  , 13/2 
Fe II ,238.25725,5000,8.00E+07,105 518.142  , 3/2 
Fe II ,238.26492,1600,3.80E+07,105 230.291  , 3/2 
 , , , , , 
Fe II ,238.289687,31000,1.60E+07,62 293.177  , 13/2 
Fe II ,238.29616,800, ,104 000.810  , 7/2 
Fe II ,238.306019,50000,9.40E+06,42 334.8444 , 5/2 
Fe II ,238.31172,5000,9.30E+07,105 414.186  , 5/2 
Fe II ,238.3144,1600,4.30E+07,108 537.623  , 7/2 
 , , , , , 
Fe II ,238.319806,8000,1.54E+08,105 220.610  , 7/2 
Fe II ,238.32184,2900,2.20E+07,91 048.225  , 3/2 
Fe II ,238.324495,170000,3.59E+07,44 784.7859 , 5/2 
Fe II ,238.3355,240,5.00E+06,104 189.382  , 3/2 
Fe II ,238.35132,3300, ,96 217.720  , 7/2 
 , , , , , 
Fe II ,238.3538,700,2.70E+07,108 613.977  , 5/2 
Fe II ,238.36138,400, ,114 464.872  , 3/2 
Fe II ,238.3744, 160bl(Fe II)* , ,114 290.252  , 9/2 
Fe II ,238.3744, 160bl(Fe II)* , ,103 094.888  , 7/2 
Fe II ,238.37795,1000,8.00E+06,102 824.994  , 9/2 
 , , , , , 
Fe II ,238.39018,500, ,106 767.226  , 7/2 
Fe II ,238.40391,800,2.30E+06,105 205.808  , 5/2 
Fe II ,238.41006,1400,7.00E+05,84 266.594  , 7/2 
Fe II ,238.43159,2000,4.10E+07,108 391.507  , 9/2 
Fe II ,238.438768,110000,3.20E+07,45 044.1916 , 3/2 
 , , , , , 
Fe II ,238.442283,40000,6.00E+08,108 337.798  , 15/2 
Fe II ,238.4473,170, ,114 094.244  , 5/2 
Fe II ,238.451904,7000,1.81E+08,108 387.934  , 11/2 
