Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,,
Ti II ,234.72, 0: , ,74 378.721  , 3/2 ,,,,,,,,,,,,,,
Ti II ,234.74436,14, ,52 459.395  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,234.81954,19, ,74 063.7771 , 7/2 ,,,,,,,,,,,,,,
Ti II ,234.84064,11, ,47 466.7479 , 7/2 ,,,,,,,,,,,,,,
Ti II ,234.994769,29, ,52 471.895  , 5/2 ,,,,,,,,,,,,,,
Ti II ,235.06386,19, ,52 459.395  , 3/2 ,,,,,,,,,,,,,,
Ti II ,235.243, 0: , ,52 471.895  , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,235.286, 1: , ,82 914.301  , 5/2 ,,,,,,,,,,,,,,
Ti II ,235.40859,18, ,52 339.242  , 1/2 ,,,,,,,,,,,,,,
Ti II ,235.46045,9, ,52 329.889  , 3/2 ,,,,,,,,,,,,,,
Ti II ,235.51529,10, ,52 471.895  , 5/2 ,,,,,,,,,,,,,,
Ti II ,235.585, 2: , ,52 459.395  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,235.729, 4: , ,52 339.242  , 1/2 ,,,,,,,,,,,,,,
Ti II ,235.78181,10, ,52 329.889  , 3/2 ,,,,,,,,,,,,,,
Ti IV ,235.9142,10, ,278 510.63   , 7/2 ,,,,,,,,,,,,,,
Ti II ,235.94537,4, ,74 645.2073 , 5/2 ,,,,,,,,,,,,,,
Ti IV ,235.9499,10, ,278 511.23   , 9/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti XV , ,  ,5.50E-02,42 345      ,0,,,,,,,,,,,,,,
Ti II ,236.265648,49, ,74 645.2073 , 5/2 ,,,,,,,,,,,,,,
Ti II ,236.303, 2: , ,52 329.889  , 3/2 ,,,,,,,,,,,,,,
Ti I ,236.5034,0, ,42 269.727  ,2,,,,,,,,,,,,,,
Ti II ,236.78795,22, ,73 975.618  , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,236.8567,  , ,42 206.755  ,2,,,,,,,,,,,,,,
Ti I ,236.8581,  , ,42 376.495  ,3,,,,,,,,,,,,,,
Ti I ,236.9282,4, ,42 193.949  ,1,,,,,,,,,,,,,,
Ti II ,237.106521,30, ,73 950.1912 , 3/2 ,,,,,,,,,,,,,,
Ti I ,237.1959,7, ,42 146.348  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,237.2256,4, ,42 311.264  ,3,,,,,,,,,,,,,,
Ti I ,237.3522,4, ,42 505.322  ,4,,,,,,,,,,,,,,
Ti II ,237.375, 2: , ,42 208.8232 , 5/2 ,,,,,,,,,,,,,,
Ti II ,237.43892,23, ,74 378.721  , 3/2 ,,,,,,,,,,,,,,
Ti I ,237.4592,6, ,42 269.727  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,237.4986,18,4.00E+08,83 796.86   ,1,,,,,,,,,,,,,,
Ti II ,237.7107,8, ,76 598.492  , 7/2 ,,,,,,,,,,,,,,
Ti II ,237.76325,6, ,74 378.721  , 3/2 ,,,,,,,,,,,,,,
Ti II ,237.806382,29, ,74 063.7771 , 7/2 ,,,,,,,,,,,,,,
Ti I ,237.815,8, ,42 206.755  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,238.0814,7, ,42 376.495  ,3,,,,,,,,,,,,,,
Ti I ,238.4517,10,9.00E+06,42 311.264  ,3,,,,,,,,,,,,,,
Ti V ,238.4634,2, ,481 987.7    ,1,,,,,,,,,,,,,,
Ti XVII , ,  ,1.61E+03,1 313 280      ,1,,,,,,,,,,,,,,
Ti XVII , ,  ,1.30E+00,1 313 280      ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,238.8681,13, ,76 599.8564 , 9/2 ,,,,,,,,,,,,,,
Ti II ,238.93226,14, ,73 628.043  , 1/2 ,,,,,,,,,,,,,,
Ti I ,239.0725,0, ,41 985.701  ,3,,,,,,,,,,,,,,
Ti I ,239.4665,0, ,48 407.7054 ,3,,,,,,,,,,,,,,
Ti I ,239.7046,1, ,42 092.236  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III , ,  ,5.10E-03,41 704.27   ,2,,,,,,,,,,,,,,
Ti II ,239.84683,8, ,73 437.2269 , 1/2 ,,,,,,,,,,,,,,
Ti II ,239.88076,7, ,73 950.1912 , 3/2 ,,,,,,,,,,,,,,
Ti I ,239.9371,0, ,48 407.7054 ,3,,,,,,,,,,,,,,
Ti I ,239.9554,6, ,48 404.4870 ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,240.211648,47, ,73 950.1912 , 3/2 ,,,,,,,,,,,,,,
Ti I ,240.3987,0, ,41 584.908  ,3,,,,,,,,,,,,,,
Ti I ,240.43831,10, ,48 239.0643 ,3,,,,,,,,,,,,,,
Ti I ,240.4543,1, ,48 236.2911 ,4,,,,,,,,,,,,,,
Ti I ,240.48327,6, ,48 231.2870 ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,240.48508,6, ,48 412.9432 ,4,,,,,,,,,,,,,,
Ti I ,240.53443,15, ,48 404.4036 ,5,,,,,,,,,,,,,,
Ti I ,240.55396,5, ,48 114.901  ,1,,,,,,,,,,,,,,
Ti I ,240.65424,5, ,48 097.5899 ,2,,,,,,,,,,,,,,
Ti II ,240.72683,22, ,73 553.8175 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III , ,  ,9.20E-02,41 704.27   ,2,,,,,,,,,,,,,,
Ti I ,240.88399,6, ,48 099.8996 ,3,,,,,,,,,,,,,,
Ti I ,240.9272,0, ,48 236.2911 ,4,,,,,,,,,,,,,,
Ti I ,240.95719,5, ,48 231.2870 ,4,,,,,,,,,,,,,,
Ti II ,241.077268,97, ,73 800.7705 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,241.1369,7, ,41 457.639  ,3,,,,,,,,,,,,,,
Ti I ,241.1568,4, ,41 624.219  ,4,,,,,,,,,,,,,,
Ti I ,241.15937,10, ,48 010.5835 ,2,,,,,,,,,,,,,,
Ti I ,241.3864,0, ,41 584.908  ,3,,,,,,,,,,,,,,
Ti III ,241.3989,22,3.80E+08,83 116.93   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,241.47703,9, ,47 997.9976 ,3,,,,,,,,,,,,,,
Ti I ,241.5685,0, ,48 226.3275 ,6,,,,,,,,,,,,,,
Ti II ,241.74954,23, ,73 628.043  , 1/2 ,,,,,,,,,,,,,,
Ti I ,241.8362,12,1.20E+07,41 337.748  ,2,,,,,,,,,,,,,,
Ti I ,242.1305, 15+ ,1.30E+07,41 457.639  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III , ,  ,1.30E-02,41 704.27   ,2,,,,,,,,,,,,,,
Ti II ,242.365846,67, ,73 522.8997 , 5/2 ,,,,,,,,,,,,,,
Ti I ,242.4255, 15+ ,1.70E+07,41 624.219  ,4,,,,,,,,,,,,,,
Ti I ,242.6562,0, ,41 584.908  ,3,,,,,,,,,,,,,,
Ti II ,242.70366,8, ,73 522.8997 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,242.8214,10,7.70E+06,41 170.006  ,3,,,,,,,,,,,,,,
Ti I ,242.8355,8, ,41 337.748  ,2,,,,,,,,,,,,,,
Ti I ,243.1783,4, ,48 364.925  ,3,,,,,,,,,,,,,,
Ti I ,243.3218,11, ,41 255.481  ,4,,,,,,,,,,,,,,
Ti I ,243.408,8, ,41 457.639  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,243.829,6, ,41 170.006  ,3,,,,,,,,,,,,,,
Ti II ,244.01647,47,5.10E+07,53 597.2664 , 3/2 ,,,,,,,,,,,,,,
Ti I ,244.098,12,7.20E+06,41 341.543  ,5,,,,,,,,,,,,,,
Ti II ,244.269, 7: ,4.00E+06,53 554.9903 , 5/2 ,,,,,,,,,,,,,,
Ti I ,244.6122,7, ,41 255.481  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,244.7585,0, ,40 844.151  ,3,,,,,,,,,,,,,,
Ti II ,244.78979,6,3.70E+06,53 597.2664 , 3/2 ,,,,,,,,,,,,,,
Ti II ,245.04347,73,4.50E+07,53 554.9903 , 5/2 ,,,,,,,,,,,,,,
Ti II ,245.601, 0: , ,40 798.4333 , 7/2 ,,,,,,,,,,,,,,
Ti I ,245.7826,5, ,40 844.151  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,245.8037,4, ,40 670.509  ,2,,,,,,,,,,,,,,
Ti I ,245.9089,3, ,41 039.870  ,5,,,,,,,,,,,,,,
Ti I ,245.9652,8, ,49 080.327  ,1,,,,,,,,,,,,,,
Ti II ,246.064722,145, ,78 058.1017 , 3/2 ,,,,,,,,,,,,,,
Ti I ,246.1879,4, ,49 099.463  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,246.3045,4, ,49 080.327  ,1,,,,,,,,,,,,,,
Ti II ,246.343, 0: , ,40 581.6301 , 5/2 ,,,,,,,,,,,,,,
Ti II ,246.397, 4: , ,40 798.4333 , 7/2 ,,,,,,,,,,,,,,
Ti I ,246.4979,6, ,40 556.014  ,1,,,,,,,,,,,,,,
Ti II ,246.52485,4, ,72 884.5221 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,246.5467,5, ,49 150.329  ,3,,,,,,,,,,,,,,
Ti II ,246.797731,73, ,77 937.4445 , 1/2 ,,,,,,,,,,,,,,
Ti I ,246.8366,6, ,40 670.509  ,2,,,,,,,,,,,,,,
Ti I ,246.8564,2, ,49 099.463  ,2,,,,,,,,,,,,,,
Ti II ,246.916, 3: , ,40 581.6301 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,247.0996,6, ,40 844.151  ,3,,,,,,,,,,,,,,
Ti II ,247.29408,4,2.08E+06,40 425.7183 , 3/2 ,,,,,,,,,,,,,,
Ti II ,247.41947,17,6.51E+05,40 798.4333 , 7/2 ,,,,,,,,,,,,,,
Ti II ,247.64931,4, ,74 910.8726 , 7/2 ,,,,,,,,,,,,,,
Ti II ,247.72028,14,7.90E+05,40 581.6301 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,247.86965,10,5.12E+05,40 425.7183 , 3/2 ,,,,,,,,,,,,,,
Ti II ,247.878, 3: , ,40 330.3168 , 1/2 ,,,,,,,,,,,,,,
Ti II ,247.926742,41, ,77 753.0000 , 1/2 ,,,,,,,,,,,,,,
Ti II ,247.999433,51, ,77 741.1809 , 3/2 ,,,,,,,,,,,,,,
Ti II ,248.15, 4: ,2.00E+06,44 914.8733 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,248.21146,9, ,72 608.9742 , 7/2 ,,,,,,,,,,,,,,
Ti II ,248.226, 2: , ,44 902.4455 , 5/2 ,,,,,,,,,,,,,,
Ti II ,248.99345,15, ,80 076.398  , 7/2 ,,,,,,,,,,,,,,
Ti II ,249.1845,10, ,72 451.6968 , 5/2 ,,,,,,,,,,,,,,
Ti XII , ,  ,7.00E+02,1 910 650      , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,249.68463,18, ,80 113.1209 , 9/2 ,,,,,,,,,,,,,,
Ti II ,249.89511,21,1.37E+06,44 902.4455 , 5/2 ,,,,,,,,,,,,,,
Ti I ,250.451,7, ,40 302.957  ,3,,,,,,,,,,,,,,
Ti II ,251.08901,9,3.61E+05,40 798.4333 , 7/2 ,,,,,,,,,,,,,,
Ti III ,251.6053,25,3.40E+08,78 158.61   ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,251.7155,1, ,39 715.439  ,3,,,,,,,,,,,,,,
Ti II ,251.743134,160,5.01E+06,40 798.4333 , 7/2 ,,,,,,,,,,,,,,
Ti I ,251.9025,10,5.90E+06,39 685.964  ,2,,,,,,,,,,,,,,
Ti II ,251.9327,3, ,40 074.6707 , 7/2 ,,,,,,,,,,,,,,
Ti II ,251.98049,12,4.61E+05,40 581.6301 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,252.0542, 15+ ,3.80E+07,39 662.081  ,1,,,,,,,,,,,,,,
Ti II ,252.27394,24, ,71 960.4326 , 7/2 ,,,,,,,,,,,,,,
Ti II ,252.437668,46, ,70 809.3378 , 3/2 ,,,,,,,,,,,,,,
Ti II ,252.4576,10, ,70 806.2161 , 5/2 ,,,,,,,,,,,,,,
Ti II ,252.46389,206,8.21E+06,40 581.6301 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,252.560296,1350,4.06E+07,40 798.4333 , 7/2 ,,,,,,,,,,,,,,
Ti II ,252.76526,12, ,71 825.9911 , 5/2 ,,,,,,,,,,,,,,
Ti III ,252.784,24, ,77 746.44   ,3,,,,,,,,,,,,,,
Ti I ,252.7985,10,6.80E+06,39 715.439  ,3,,,,,,,,,,,,,,
Ti II ,252.974777,154,7.48E+06,40 425.7183 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,252.9871,5,3.80E+07,39 685.964  ,2,,,,,,,,,,,,,,
Ti II ,253.125172,930,3.71E+07,40 581.6301 , 5/2 ,,,,,,,,,,,,,,
Ti II ,253.3899,3, ,71 728.4971 , 3/2 ,,,,,,,,,,,,,,
Ti II ,253.461943,610,2.95E+07,40 425.7183 , 3/2 ,,,,,,,,,,,,,,
Ti II ,253.587016,384,4.86E+07,40 330.3168 , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,253.679,9, ,68 952.1302 , 7/2 ,,,,,,,,,,,,,,
Ti III ,254.0057,23, ,77 421.86   ,2,,,,,,,,,,,,,,
Ti IV ,254.1786,8,6.90E+08,236 135.29   , 5/2 ,,,,,,,,,,,,,,
Ti I ,254.1908, 15+ ,4.30E+07,39 715.439  ,3,,,,,,,,,,,,,,
Ti III ,254.2444,8, ,77 746.44   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,254.27755,110, ,70 806.2161 , 5/2 ,,,,,,,,,,,,,,
Ti II ,254.36196,8, ,68 846.699  , 5/2 ,,,,,,,,,,,,,,
Ti XV ,254.508, * ,1.29E+03,39 288      ,1,,,,,,,,,,,,,,
Ti XV ,254.508, * ,2.40E-02,39 288      ,1,,,,,,,,,,,,,,
Ti II ,254.67884,12, ,71 586.2514 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti IV ,254.688,10,7.40E+08,236 142.30   , 7/2 ,,,,,,,,,,,,,,
Ti IV ,254.7314,2,4.90E+07,236 135.29   , 5/2 ,,,,,,,,,,,,,,
Ti III ,254.801,4, ,80 939.19   ,1,,,,,,,,,,,,,,
Ti III ,254.8588,6, ,77 424.45   ,3,,,,,,,,,,,,,,
Ti II ,254.863728,93, ,68 769.3365 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,254.8765,5, ,77 421.86   ,2,,,,,,,,,,,,,,
Ti II ,254.91163,10, ,68 952.1302 , 7/2 ,,,,,,,,,,,,,,
Ti XII , ,  ,8.20E+02,1 910 650      , 7/2 ,,,,,,,,,,,,,,
Ti II ,255.11465,14, ,71 461.7932 , 5/2 ,,,,,,,,,,,,,,
Ti XII , ,  ,1.80E+02,1 910 650      , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,255.48892,4, ,71 461.7932 , 5/2 ,,,,,,,,,,,,,,
Ti II ,255.57132,5, ,69 084.6309 , 9/2 ,,,,,,,,,,,,,,
Ti II ,255.598697, 355* ,3.20E+07,43 740.7678 , 7/2 ,,,,,,,,,,,,,,
Ti II ,255.598697, 355* , ,68 846.699  , 5/2 ,,,,,,,,,,,,,,
Ti I ,255.6445,3, ,46 360.447  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,255.6567,5, ,77 167.43   ,2,,,,,,,,,,,,,,
Ti I ,255.7054,6, ,39 265.818  ,2,,,,,,,,,,,,,,
Ti II ,255.706008,76, ,84 644.617  , 5/2 ,,,,,,,,,,,,,,
Ti I ,255.8236,4, ,39 077.753  ,1,,,,,,,,,,,,,,
Ti II ,255.98753,15, ,70 809.3378 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,256.3436,24, ,77 424.45   ,3,,,,,,,,,,,,,,
Ti II ,256.41688,8, ,40 074.6707 , 7/2 ,,,,,,,,,,,,,,
Ti II ,256.439948,246, ,68 952.1302 , 7/2 ,,,,,,,,,,,,,,
Ti III ,256.5423,23, ,77 167.43   ,2,,,,,,,,,,,,,,
Ti II ,256.72163,12, ,78 543.8893 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,256.7556,22,2.30E+08,77 000.23   ,1,,,,,,,,,,,,,,
Ti II ,256.85322,14, ,78 595.8371 , 3/2 ,,,,,,,,,,,,,,
Ti II ,256.896791,29,1.65E+06,47 625.0485 , 5/2 ,,,,,,,,,,,,,,
Ti II ,257.103223,274,1.26E+07,43 780.9533 , 9/2 ,,,,,,,,,,,,,,
Ti II ,257.264652,62,2.13E+06,40 074.6707 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,257.364972,332, ,69 084.6309 , 9/2 ,,,,,,,,,,,,,,
Ti II ,257.3692,12,2.70E+06,43 740.7678 , 7/2 ,,,,,,,,,,,,,,
Ti II ,257.49096,17, ,78 058.1017 , 3/2 ,,,,,,,,,,,,,,
Ti II ,257.52155,4, ,68 364.5454 , 3/2 ,,,,,,,,,,,,,,
Ti III ,257.647,15,9.20E+07,77 000.23   ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,257.78352,24, ,70 806.2161 , 5/2 ,,,,,,,,,,,,,,
Ti I ,257.8883,3, ,38 764.844  ,3,,,,,,,,,,,,,,
Ti II ,257.93024,10, ,83 661.0179 , 5/2 ,,,,,,,,,,,,,,
Ti III ,258.0456,15, ,77 167.43   ,2,,,,,,,,,,,,,,
Ti II ,258.171126,50,4.24E+06,47 466.7479 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,258.29374,30, ,77 937.4445 , 1/2 ,,,,,,,,,,,,,,
Ti I ,258.3221,5, ,38 699.805  ,2,,,,,,,,,,,,,,
Ti I ,258.6277,4, ,38 654.068  ,1,,,,,,,,,,,,,,
Ti II ,258.88167,4, ,68 584.4792 , 11/2 ,,,,,,,,,,,,,,
Ti I ,259.0255,8,4.70E+06,38 764.844  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,259.11624,28, ,78 058.1017 , 3/2 ,,,,,,,,,,,,,,
Ti II ,259.153, 8* , ,59 468.374  , 7/2 ,,,,,,,,,,,,,,
Ti II ,259.153, 8* , ,77 807.7864 , 5/2 ,,,,,,,,,,,,,,
Ti II ,259.260496,458, ,70 892.6160 , 7/2 ,,,,,,,,,,,,,,
Ti I ,259.364,11,6.90E+06,38 544.316  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,259.4628,2, ,38 699.805  ,2,,,,,,,,,,,,,,
Ti II ,259.53058,34, ,77 753.0000 , 1/2 ,,,,,,,,,,,,,,
Ti II ,259.61026,13, ,77 741.1809 , 3/2 ,,,,,,,,,,,,,,
Ti I ,259.6584,11,6.90E+06,38 670.723  ,4,,,,,,,,,,,,,,
Ti II ,259.918453,69, ,82 243.0637 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,259.96489,64, ,78 058.1017 , 3/2 ,,,,,,,,,,,,,,
Ti I ,259.9904, 15+ ,6.70E+07,38 451.309  ,2,,,,,,,,,,,,,,
Ti III , ,  ,1.10E+00,38 425.99   ,3,,,,,,,,,,,,,,
Ti II ,260.40966,18,4.25E+05,39 476.9244 , 5/2 ,,,,,,,,,,,,,,
Ti II ,260.4519,31, ,78 058.1017 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,260.4891,6, ,38 764.844  ,3,,,,,,,,,,,,,,
Ti I ,260.5133,15,6.40E+07,38 544.316  ,3,,,,,,,,,,,,,,
Ti II ,260.811178,252, ,70 605.9514 , 5/2 ,,,,,,,,,,,,,,
Ti I ,261.1285,15,6.40E+07,38 670.723  ,4,,,,,,,,,,,,,,
Ti I ,261.1469,11,3.30E+07,38 451.309  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,261.20243,22, ,70 605.9514 , 5/2 ,,,,,,,,,,,,,,
Ti II ,261.26246,13, ,77 741.1809 , 3/2 ,,,,,,,,,,,,,,
Ti II ,261.27324,39, ,77 937.4445 , 1/2 ,,,,,,,,,,,,,,
Ti II ,261.3634,3, ,39 233.4153 , 3/2 ,,,,,,,,,,,,,,
Ti III , ,  ,1.20E+01,38 425.99   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,261.66829,24, ,77 807.7864 , 5/2 ,,,,,,,,,,,,,,
Ti III , ,  ,1.50E+01,38 198.95   ,2,,,,,,,,,,,,,,
Ti II ,261.74337,29, ,83 666.406  , 3/2 ,,,,,,,,,,,,,,
Ti I ,261.9802,5, ,38 159.461  ,3,,,,,,,,,,,,,,
Ti I ,261.9934,13,2.10E+07,38 544.316  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,262.04407,16, ,77 753.0000 , 1/2 ,,,,,,,,,,,,,,
Ti II ,262.12528,97, ,77 741.1809 , 3/2 ,,,,,,,,,,,,,,
Ti II ,262.17362,4, ,78 058.1017 , 3/2 ,,,,,,,,,,,,,,
Ti II ,262.26864,7, ,83 666.406  , 3/2 ,,,,,,,,,,,,,,
Ti II ,262.305667,49, ,83 661.0179 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,262.53889,16, ,77 753.0000 , 1/2 ,,,,,,,,,,,,,,
Ti II ,262.62046,14, ,77 741.1809 , 3/2 ,,,,,,,,,,,,,,
Ti III , ,  ,3.50E+01,38 064.35   ,1,,,,,,,,,,,,,,
Ti II ,262.65285,6, ,67 606.1621 , 7/2 ,,,,,,,,,,,,,,
Ti II ,262.865689,129, ,78 058.1017 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III , ,  ,2.60E+01,38 198.95   ,2,,,,,,,,,,,,,,
Ti II ,263.008367,124, ,68 846.699  , 5/2 ,,,,,,,,,,,,,,
Ti III , ,  ,4.00E+01,38 425.99   ,3,,,,,,,,,,,,,,
Ti II ,263.124145,179, ,68 952.1302 , 7/2 ,,,,,,,,,,,,,,
Ti I ,263.1525,14,1.70E+07,38 159.461  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,263.2411,14,2.70E+07,37 976.589  ,2,,,,,,,,,,,,,,
Ti II ,263.280688,151, ,69 084.6309 , 9/2 ,,,,,,,,,,,,,,
Ti II ,263.544755,469,1.90E+08,68 769.3365 , 3/2 ,,,,,,,,,,,,,,
Ti I ,263.6164,0, ,45 177.966  ,2,,,,,,,,,,,,,,
Ti II ,263.702355,61, ,77 937.4445 , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,263.856431,790,1.70E+08,68 846.699  , 5/2 ,,,,,,,,,,,,,,
Ti II ,263.89825,5, ,77 359.019  , 7/2 ,,,,,,,,,,,,,,
Ti III , ,  ,1.70E+01,38 064.35   ,1,,,,,,,,,,,,,,
Ti I ,264.1087,15,1.80E+08,37 851.802  ,1,,,,,,,,,,,,,,
Ti II ,264.202701,1290,1.90E+08,68 952.1302 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,264.2275,3, ,44 577.664  ,4,,,,,,,,,,,,,,
Ti I ,264.2442,0, ,44 389.317  ,2,,,,,,,,,,,,,,
Ti I ,264.3853,3, ,44 473.347  ,3,,,,,,,,,,,,,,
Ti II ,264.396273,118, ,68 769.3365 , 3/2 ,,,,,,,,,,,,,,
Ti I ,264.4253,15,1.40E+08,37 976.589  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,264.5376,5, ,44 389.317  ,2,,,,,,,,,,,,,,
Ti II ,264.586522,2180,2.70E+08,69 084.6309 , 9/2 ,,,,,,,,,,,,,,
Ti II ,264.607414,425, ,77 807.7864 , 5/2 ,,,,,,,,,,,,,,
Ti III , ,  ,1.10E+01,38 198.95   ,2,,,,,,,,,,,,,,
Ti I ,264.6493,4, ,44 331.489  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,264.6625,15,1.50E+08,38 159.461  ,3,,,,,,,,,,,,,,
Ti I ,264.8554,3, ,44 302.058  ,0,,,,,,,,,,,,,,
Ti I ,264.8642,5, ,37 743.962  ,3,,,,,,,,,,,,,,
Ti I ,264.9296,6, ,44 577.664  ,4,,,,,,,,,,,,,,
Ti II ,264.94101,204, ,68 846.699  , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,264.9584,7, ,44 473.347  ,3,,,,,,,,,,,,,,
Ti I ,264.9742,5, ,44 389.317  ,2,,,,,,,,,,,,,,
Ti II ,264.991697,113, ,77 753.0000 , 1/2 ,,,,,,,,,,,,,,
Ti II ,265.074739,213, ,77 741.1809 , 3/2 ,,,,,,,,,,,,,,
Ti I ,265.114,2, ,44 369.406  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,265.2753,2, ,44 284.231  ,3,,,,,,,,,,,,,,
Ti I ,265.2978,8, ,37 852.437  ,4,,,,,,,,,,,,,,
Ti I ,265.4152,2, ,44 222.420  ,2,,,,,,,,,,,,,,
Ti I ,265.4921,8, ,37 654.690  ,2,,,,,,,,,,,,,,
Ti II ,265.517712,178, ,68 952.1302 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,265.60155,4, ,68 846.699  , 5/2 ,,,,,,,,,,,,,,
Ti I ,265.6361,5, ,44 477.256  ,5,,,,,,,,,,,,,,
Ti I ,265.6902,3, ,44 369.406  ,4,,,,,,,,,,,,,,
Ti I ,265.694,3, ,44 182.898  ,1,,,,,,,,,,,,,,
Ti I ,265.7118,  , ,44 222.420  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,265.7142,  , ,44 284.231  ,3,,,,,,,,,,,,,,
Ti I ,265.7186,  ,3.20E+06,37 622.575  ,3,,,,,,,,,,,,,,
Ti I ,265.9905,1, ,44 182.898  ,1,,,,,,,,,,,,,,
