Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,,
Na II ,437.819,60, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.30E+05,1 668 940?      , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,2.57E+05,1 668 940?      , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.29E+07,1 127 430       , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,4.38E+06,1 415 630       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,3.13E+05,1 415 630       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,4.68E+05,1 415 630       , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,4.21E+06,1 415 630       , 3/2 ,,,,,,,,,,,,,,
Na II ,438.4194,160, ,353 925.81    ,3,,,,,,,,,,,,,,
Na II ,438.7489,200, ,353 972.42    ,3,,,,,,,,,,,,,,
Na VI , ,  ,8.11E+04,1 090 760       ,2,,,,,,,,,,,,,,
Na I ,439.0029,8,9.83E+05,39 728.70    , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,439.2814,250, ,353 881.13    ,5,,,,,,,,,,,,,,
Na I ,439.334, 9* ,1.17E+06,39 728.70    , 5/2 ,,,,,,,,,,,,,,
Na I ,439.334, 9* ,1.95E+05,39 728.70    , 3/2 ,,,,,,,,,,,,,,
Na II ,439.6317,160, ,353 926.69    ,2,,,,,,,,,,,,,,
Na VII , ,  ,8.67E+06,1 592 820       , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,6.17E+05,1 592 820       , 5/2 ,,,,,,,,,,,,,,
Na II ,440.141,90, , ,  ,,,,,,,,,,,,,,
Na II ,440.5113,200, ,353 881.16    ,4,,,,,,,,,,,,,,
Na I ,441.9885,6,2.82E+05,39 574.85    , 1/2 ,,,,,,,,,,,,,,
Na I ,442.3246,7,5.61E+05,39 574.85    , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,443.23,310,1.40E+07,286 300.4     , 5/2 ,,,,,,,,,,,,,,
Na II ,443.518,60, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,1.75E+04,594 934.      ,3,,,,,,,,,,,,,,
Na II ,443.847,130, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,2.85E+04,594 899.2     ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,4.38E+05,1 090 760       ,2,,,,,,,,,,,,,,
Na II ,444.1,100, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,1.44E+05,594 888.1     ,1,,,,,,,,,,,,,,
Na IV , ,  ,1.41E+05,594 899.2     ,2,,,,,,,,,,,,,,
Na II ,444.259,160, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,444.32,130, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,5.47E+04,594 888.1     ,1,,,,,,,,,,,,,,
Na II ,444.5928,160, , ,  ,,,,,,,,,,,,,,
Na II ,444.6695,200, ,355 284.53    ,2,,,,,,,,,,,,,,
Na II ,444.7411,200, ,355 280.89    ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,445.183,60, , ,  ,,,,,,,,,,,,,,
Na II ,445.4564,5, ,355 284.53    ,2,,,,,,,,,,,,,,
Na II ,445.4736,200, ,355 283.70    ,3,,,,,,,,,,,,,,
Na II ,445.5224,200, ,355 281.16    ,4,,,,,,,,,,,,,,
Na II ,445.7025,20, ,353 926.69    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,445.7223,200, ,353 925.81    ,3,,,,,,,,,,,,,,
Na II ,445.951,80, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.84E+06,1 474 530?      , 1/2 ,,,,,,,,,,,,,,
Na IV , ,  ,1.69E+05,594 934.      ,3,,,,,,,,,,,,,,
Na IV , ,  ,9.08E+05,572 546.0     ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,447.21,100, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,3.36E+04,594 899.2     ,2,,,,,,,,,,,,,,
Na II ,447.274,90, , ,  ,,,,,,,,,,,,,,
Na II ,447.4633,200, ,353 838.44    ,2,,,,,,,,,,,,,,
Na II ,447.8623,100, ,355 284.53    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,447.8797,200, ,355 283.70    ,3,,,,,,,,,,,,,,
Na II ,448.0423,130, , ,  ,,,,,,,,,,,,,,
Na II ,448.1664,200, ,353 972.42    ,3,,,,,,,,,,,,,,
Na II ,448.779,130, , ,  ,,,,,,,,,,,,,,
Na II ,449.0162,200, ,353 972.63    ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,449.0869,200, ,353 926.69    ,2,,,,,,,,,,,,,,
Na II ,449.1037,10, ,353 925.81    ,3,,,,,,,,,,,,,,
Na I ,449.4177,10,1.23E+06,39 200.93    , 3/2 ,,,,,,,,,,,,,,
Na IV , ,  ,7.00E+05,572 393.8     ,2,,,,,,,,,,,,,,
Na II ,449.615,130, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,449.7658, 11* ,1.46E+06,39 200.93    , 5/2 ,,,,,,,,,,,,,,
Na I ,449.7658, 11* ,2.44E+05,39 200.93    , 3/2 ,,,,,,,,,,,,,,
Na IV , ,  ,3.29E+05,572 379.5     ,1,,,,,,,,,,,,,,
Na IV , ,  ,4.87E+05,572 379.5     ,1,,,,,,,,,,,,,,
Na II ,449.9431,20, ,353 926.69    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,449.9615,200, ,353 925.81    ,3,,,,,,,,,,,,,,
Na VII , ,  ,7.52E+03,1 668 340?      , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,6.78E+04,1 668 340?      , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,3.01E+05,1 668 340?      , 5/2 ,,,,,,,,,,,,,,
Na IV , ,  ,1.78E+05,572 393.8     ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,450.3693,130, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,2.10E+04,572 379.5     ,1,,,,,,,,,,,,,,
Na II ,450.6972,200, ,353 926.69    ,2,,,,,,,,,,,,,,
Na II ,450.8997,130, ,353 837.23    ,1,,,,,,,,,,,,,,
Na VII , ,  ,4.74E+06,1 126 810       , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,451.0475,160, , ,  ,,,,,,,,,,,,,,
Na II ,451.441,60, , ,  ,,,,,,,,,,,,,,
Na II ,451.738,130, ,353 838.44    ,2,,,,,,,,,,,,,,
Na II ,451.9201,200, ,355 284.53    ,2,,,,,,,,,,,,,,
Na II ,452.4977,200, ,353 838.44    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,452.661,40, , ,  ,,,,,,,,,,,,,,
Na II ,452.931,90, ,365 043.5     ,1,,,,,,,,,,,,,,
Na II ,453.3323,200, ,353 926.69    ,2,,,,,,,,,,,,,,
Na II ,453.803,60, , ,  ,,,,,,,,,,,,,,
Na I ,454.1633,7,3.76E+05,38 968.51    , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,454.5186,8,7.50E+05,38 968.51    , 1/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.41E-01,372 744       , 3/2 ,,,,,,,,,,,,,,
Na II ,454.7845,80, , ,  ,,,,,,,,,,,,,,
Na II ,454.95,45, , ,  ,,,,,,,,,,,,,,
Na II ,455.1518,200, ,353 838.44    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,455.1787,80, ,353 837.23    ,1,,,,,,,,,,,,,,
Na II ,455.832,50, , ,  ,,,,,,,,,,,,,,
Na II ,456.907,70, , ,  ,,,,,,,,,,,,,,
Na II ,457.0443,130, , ,  ,,,,,,,,,,,,,,
Na V , ,  ,2.42E+06,940 930       , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,8.18E+06,940 930       , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,7.55E+06,940 930       , 3/2 ,,,,,,,,,,,,,,
Na II ,457.355,50, , ,  ,,,,,,,,,,,,,,
Na II ,457.842,60, , ,  ,,,,,,,,,,,,,,
Na II ,458.4383,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,459.0933,160,2.00E+06,330 636.75    ,1,,,,,,,,,,,,,,
Na II ,459.819,50, , ,  ,,,,,,,,,,,,,,
Na II ,459.974,60, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.67E+05,1 473 810?      , 3/2 ,,,,,,,,,,,,,,
Na II ,461.338,130, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,461.455,50, , ,  ,,,,,,,,,,,,,,
Na V , ,  ,1.23E+07,940 720       , 5/2 ,,,,,,,,,,,,,,
Na V , ,  ,5.29E+06,940 720       , 5/2 ,,,,,,,,,,,,,,
Na VI , ,  ,2.28E+04,951 390       ,2,,,,,,,,,,,,,,
Na II ,463.394,50, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,464.62,70, , ,  ,,,,,,,,,,,,,,
Na I ,466.48107,1,2.08E+06,38 387.268   , 3/2 ,,,,,,,,,,,,,,
Na I ,466.85595, 2* ,4.14E+05,38 387.268   , 3/2 ,,,,,,,,,,,,,,
Na I ,466.85595, 2* ,2.49E+06,38 387.255   , 5/2 ,,,,,,,,,,,,,,
Na VI , ,  ,3.33E+05,951 390       ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,6.96E+04,1 848 960       ,2,,,,,,,,,,,,,,
Na II ,468.964,50, ,374 520.3     ," 4,5 ",,,,,,,,,,,,,,
Na II ,472.2333,160, ,353 972.42    ,3,,,,,,,,,,,,,,
Na II ,472.86,40, , ,  ,,,,,,,,,,,,,,
Na II ,473.1141,160, ,353 972.63    ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,473.2502,100, ,353 926.69    ,2,,,,,,,,,,,,,,
Na II ,473.374,45, , ,  ,,,,,,,,,,,,,,
Na II ,474.1669,160, ,353 925.81    ,3,,,,,,,,,,,,,,
Na I ,474.7941,1,6.19E+05,38 012.042   , 1/2 ,,,,,,,,,,,,,,
Na II ,474.985,40, ,374 532.1     ," 3,4 ",,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,1.75E+06,970 840       ,1,,,,,,,,,,,,,,
Na I ,475.18218,2,1.23E+06,38 012.042   , 1/2 ,,,,,,,,,,,,,,
Na II ,475.771,50, ,375 890.0     ," 2,3 ",,,,,,,,,,,,,,
Na II ,476.131,45, ,353 838.44    ,2,,,,,,,,,,,,,,
Na III , ,  ,2.42E+04,466 788.03    , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,476.8902,160, ,353 925.81    ,3,,,,,,,,,,,,,,
Na III , ,  ,8.37E+04,466 788.03    , 3/2 ,,,,,,,,,,,,,,
Na II ,478.879,100, ,353 838.44    ,2,,,,,,,,,,,,,,
Na VI , ,  ,1.73E+06,951 390       ,2,,,,,,,,,,,,,,
Na VII , ,  ,2.89E+07,1 464 050       , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,479.449,45, , ,  ,,,,,,,,,,,,,,
Na II ,480.282,45, , ,  ,,,,,,,,,,,,,,
Na V , ,  ,1.96E+07,939 860       , 1/2 ,,,,,,,,,,,,,,
Na V , ,  ,3.92E+06,939 860       , 1/2 ,,,,,,,,,,,,,,
Na II ,481.003,45, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,481.475,50, ,353 926.69    ,2,,,,,,,,,,,,,,
Na VII , ,  ,4.75E+07,1 453 350       , 5/2 ,,,,,,,,,,,,,,
Na II ,483.5259,50, ,353 838.44    ,2,,,,,,,,,,,,,,
Na II ,484.188,45, , ,  ,,,,,,,,,,,,,,
Na VI , ,  ,4.95E+05,950 370       ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,4.84E+06,970 840       ,1,,,,,,,,,,,,,,
Na II ,488.54,45, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.26E+06,1 473 810?      , 3/2 ,,,,,,,,,,,,,,
Na II ,490.793,40, , ,  ,,,,,,,,,,,,,,
Na VI , ,  ,1.43E+06,950 370       ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,492.38,45, , ,  ,,,,,,,,,,,,,,
Na VI , ,  ,4.22E+04,1 016 270       ,3,,,,,,,,,,,,,,
Na VI , ,  ,9.49E+04,1 016 270       ,1,,,,,,,,,,,,,,
Na VI , ,  ,2.64E+05,1 016 270       ,2,,,,,,,,,,,,,,
Na III , ,  ,2.31E+05,466 011.91    , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,1.49E+06,1 151 280       ,1,,,,,,,,,,,,,,
Na II ,497.326,60, , ,  ,,,,,,,,,,,,,,
Na I ,497.53,  , ,287 374.8     , 1/2 ,,,,,,,,,,,,,,
Na I ,497.85414,1,4.09E+06,37 036.772   , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,8.15E+05,37 036.772   , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,498.28134,2,4.88E+06,37 036.752   , 5/2 ,,,,,,,,,,,,,,
Na VI , ,  ,1.82E+06,949 780       ,0,,,,,,,,,,,,,,
Na V , ,  ,1.46E+07,939 060       , 5/2 ,,,,,,,,,,,,,,
Na V , ,  ,8.72E+06,939 060       , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,6.26E+06,939 060       , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,1.11E+07,939 060       , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.05E+06,939 060       , 3/2 ,,,,,,,,,,,,,,
Na I ,501.98,  , ,286 849.5     , 3/2 ,,,,,,,,,,,,,,
Na I ,504.94,  , ,287 374.8     , 1/2 ,,,,,,,,,,,,,,
Na I ,507.12,270,4.10E+07,286 300.4     , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,510.96,  , ,286 849.5     , 3/2 ,,,,,,,,,,,,,,
Na VI , ,  ,5.31E+04,1 016 270       ,2,,,,,,,,,,,,,,
Na VI , ,  ,3.03E+05,1 016 270       ,3,,,,,,,,,,,,,,
Na VII , ,  ,6.57E+06,1 452 100       , 3/2 ,,,,,,,,,,,,,,
Na II ,513.375,100, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,6.90E+06,970 840       ,1,,,,,,,,,,,,,,
Na VII , ,  ,4.14E+07,1 471 560       , 5/2 ,,,,,,,,,,,,,,
Na II ,514.311,60, ,372 407.6     ,1,,,,,,,,,,,,,,
Na I ,514.88381,1,1.14E+06,36 372.618   , 1/2 ,,,,,,,,,,,,,,
Na I ,515.34024,2,2.27E+06,36 372.618   , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,4.40E+07,1 472 730       , 7/2 ,,,,,,,,,,,,,,
Na III , ,  ,4.42E+06,418 556.54    , 1/2 ,,,,,,,,,,,,,,
Na I ,516.25,83,1.50E+07,286 300.4     , 5/2 ,,,,,,,,,,,,,,
Na II ,518.715,45, ,372 425.4     ," 2,3 ",,,,,,,,,,,,,,
Na VIII , ,  ,2.86E+06,1 835 290?      ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,519.165,100, ,372 407.9     ,2,,,,,,,,,,,,,,
Na II ,519.523,100, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,4.58E+06,418 417.50    , 3/2 ,,,,,,,,,,,,,,
Na III , ,  ,1.44E+06,466 788.03    , 3/2 ,,,,,,,,,,,,,,
Na III , ,  ,4.85E+05,418 417.50    , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,2.73E+05,465 017.83    , 3/2 ,,,,,,,,,,,,,,
Na II ,520.333,50, ,372 415.9     ," 4,5 ",,,,,,,,,,,,,,
Na II ,520.608,45, , ,  ,,,,,,,,,,,,,,
Na II ,520.855,80, ,372 433.3     ," 3,4 ",,,,,,,,,,,,,,
Na II ,520.994,40, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,521.349,45, ,372 415.9     ," 4,5 ",,,,,,,,,,,,,,
Na IV , ,  ,1.86E+02,594 934.      ,3,,,,,,,,,,,,,,
Na III , ,  ,3.65E+04,465 017.83    , 3/2 ,,,,,,,,,,,,,,
Na IV , ,  ,3.86E+03,594 899.2     ,2,,,,,,,,,,,,,,
Na II ,522.819,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,9.14E+03,594 888.1     ,1,,,,,,,,,,,,,,
Na IV , ,  ,4.07E+03,594 934.      ,3,,,,,,,,,,,,,,
Na II ,523.531,45, , ,  ,,,,,,,,,,,,,,
Na II ,523.943,45, ,373 787.8     ," 3,4 ",,,,,,,,,,,,,,
Na IV , ,  ,8.26E+03,594 899.2     ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,1.18E+04,594 934.      ,3,,,,,,,,,,,,,,
Na I ,525.64,7,2.00E+06,286 300.4     , 5/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,5.49E+05,1 835 010       ,2,,,,,,,,,,,,,,
Na II ,526.066,50, , ,  ,,,,,,,,,,,,,,
Na II ,527.572,45, ,372 433.3     ," 3,4 ",,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,529.165,70, , ,  ,,,,,,,,,,,,,,
Na II ,530.447,40, , ,  ,,,,,,,,,,,,,,
Na II ,530.736,45, , ,  ,,,,,,,,,,,,,,
Na II ,530.914,50, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,4.91E-01,550 186.      ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,2.71E-01,550 157.      ,1,,,,,,,,,,,,,,
Na III , ,  ,1.74E+06,466 788.03    , 3/2 ,,,,,,,,,,,,,,
Na II ,536.041,50, , ,  ,,,,,,,,,,,,,,
Na II ,536.246,40, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,2.51E+04,464 390.17    , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,537.902, 45bl* , ,372 423.4     ," 2,3 ",,,,,,,,,,,,,,
Na II ,537.902, 45bl* , ,372 423.4     ," 2,3 ",,,,,,,,,,,,,,
Na VII , ,  ,1.95E+07,1 596 400       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,2.04E+07,1 596 400       , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,9.73E+05,1 596 400       , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,539.063, 60* , ,372 426.7     ," 5,6 ",,,,,,,,,,,,,,
Na II ,539.063, 60* , ,372 426.7     ," 5,6 ",,,,,,,,,,,,,,
Na III , ,  ,4.88E+04,464 390.17    , 5/2 ,,,,,,,,,,,,,,
Na II ,539.941, 45bl* , ,373 796.4     ," 3,4 ",,,,,,,,,,,,,,
Na II ,539.941, 45bl* , ,373 796.4     ," 3,4 ",,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,539.941, 45bl* , ,373 796.4     ," 4,5 ",,,,,,,,,,,,,,
Na II ,539.941, 45bl* , ,373 796.4     ," 4,5 ",,,,,,,,,,,,,,
Na II ,540.0464,70, ,373 796.4     ," 3,4 ",,,,,,,,,,,,,,
Na II ,540.207, 45bl* , ,372 432.3     ," 3,4 ",,,,,,,,,,,,,,
Na II ,540.207, 45bl* , ,372 432.3     ," 3,4 ",,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,541.1,  , ,287 374.8     , 1/2 ,,,,,,,,,,,,,,
Na III , ,  ,7.74E+05,466 011.91    , 1/2 ,,,,,,,,,,,,,,
Na II ,541.4546, 90* , ,372 436.2     ," 4,5 ",,,,,,,,,,,,,,
Na II ,541.4546, 90* , ,372 436.2     ," 4,5 ",,,,,,,,,,,,,,
Na II ,544.12,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,545.19,  , ,286 849.5     , 3/2 ,,,,,,,,,,,,,,
Na I ,546.64,  , ,287 374.8     , 1/2 ,,,,,,,,,,,,,,
Na II ,548.59,35, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,2.43E+06,1 471 560       , 5/2 ,,,,,,,,,,,,,,
Na II ,552.111,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,3.03E+04,463 970.92    , 7/2 ,,,,,,,,,,,,,,
Na II ,553.372,50, , ,  ,,,,,,,,,,,,,,
Na I ,556.99,  , ,286 849.5     , 3/2 ,,,,,,,,,,,,,,
Na III , ,  ,1.44E+06,466 011.91    , 1/2 ,,,,,,,,,,,,,,
Na II ,559.83,50, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,560.774,50, , ,  ,,,,,,,,,,,,,,
Na I ,562.1,42,1.40E+07,286 300.4     , 5/2 ,,,,,,,,,,,,,,
Na I ,562.85,  , ,286 849.5     , 3/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,2.49E+06,1 835 010       ,2,,,,,,,,,,,,,,
Na II ,565.563,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na X , ,  ,6.04E+06,(10 600 902.4)    ,1,,,,,,,,,,,,,,
Na II ,566.478,100, , ,  ,,,,,,,,,,,,,,
Na I ,568.26333,5,1.01E+07,34 548.764   , 3/2 ,,,,,,,,,,,,,,
Na I ,568.81934,1,2.02E+06,34 548.764   , 3/2 ,,,,,,,,,,,,,,
Na I ,568.82046,9,1.21E+07,34 548.729   , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,1.77E+06,1 348 720       , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.32E+05,1 348 720       , 5/2 ,,,,,,,,,,,,,,
Na II ,570.007,130, , ,  ,,,,,,,,,,,,,,
Na II ,570.6,130, , ,  ,,,,,,,,,,,,,,
Na II ,570.812,130, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,570.961,130, , ,  ,,,,,,,,,,,,,,
Na VIII , ,  ,7.68E+05,1 833 530       ,3,,,,,,,,,,,,,,
Na II ,571.617,100, , ,  ,,,,,,,,,,,,,,
Na VI , ,  ,2.77E+05,951 390       ,2,,,,,,,,,,,,,,
Na II ,572.138,100, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,1.09E+06,465 017.83    , 3/2 ,,,,,,,,,,,,,,
Na II ,573.194,60, , ,  ,,,,,,,,,,,,,,
Na I ,574.42,12,4.00E+06,286 300.4     , 5/2 ,,,,,,,,,,,,,,
Na III , ,  ,1.66E+06,464 945.37    , 5/2 ,,,,,,,,,,,,,,
Na II ,574.811,50, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,576.537,60, , ,  ,,,,,,,,,,,,,,
Na II ,582.684,70, , ,  ,,,,,,,,,,,,,,
Na II ,583.687,90, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,3.29E+05,464 631.29    , 3/2 ,,,,,,,,,,,,,,
Na I ,588.995095,80000,6.16E+07,16 973.36619 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,2.79E+04,1 432 600?      , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,3.09E+03,1 432 600?      , 3/2 ,,,,,,,,,,,,,,
Na I ,589.592424,40000,6.14E+07,16 956.17025 , 1/2 ,,,,,,,,,,,,,,
Na VI , ,  ,8.40E+04,951 390       ,2,,,,,,,,,,,,,,
Na III , ,  ,2.55E+06,465 017.83    , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,592.135,130, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,5.74E+03,464 411.94    , 1/2 ,,,,,,,,,,,,,,
Na III , ,  ,1.27E+06,464 390.17    , 5/2 ,,,,,,,,,,,,,,
Na II ,594.09,130, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.59E+06,1 348 720       , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,1.71E+05,1 348 720       , 3/2 ,,,,,,,,,,,,,,
Na II ,597.359,70, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,3.31E+05,435 028.00    , 1/2 ,,,,,,,,,,,,,,
Na II ,602.667,50, , ,  ,,,,,,,,,,,,,,
Na VIII , ,  ,2.15E+07,1 673 390       ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,2.38E+07,1 689 970       ,2,,,,,,,,,,,,,,
Na III , ,  ,1.32E+05,464 077.16    , 3/2 ,,,,,,,,,,,,,,
Na III , ,  ,4.32E+05,464 631.29    , 3/2 ,,,,,,,,,,,,,,
Na II ,606.327,60, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,1.34E+05,435 028.00    , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,1.28E+05,950 370       ,1,,,,,,,,,,,,,,
Na IX , ,  ,1.92E+07,[1 856 770]      , 3/2 ,,,,,,,,,,,,,,
Na II ,612.146,50, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,5.88E+03,464 411.94    , 1/2 ,,,,,,,,,,,,,,
Na I ,615.42253,1,2.50E+06,33 200.673   , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,4.87E+06,1 833 530       ,3,,,,,,,,,,,,,,
Na I ,616.0747,2,4.98E+06,33 200.673   , 1/2 ,,,,,,,,,,,,,,
Na II ,617.525,60, ,369 158.71    ,1,,,,,,,,,,,,,,
Na II ,618.766,60, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,4.35E+05,463 691.90    , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,619.926,70, ,369 159.46    ,2,,,,,,,,,,,,,,
Na IX , ,  ,1.81E+07,[1 856 440]      , 1/2 ,,,,,,,,,,,,,,
Na II ,623.222,60, , ,  ,,,,,,,,,,,,,,
Na II ,623.468,70, ,369 186.73    ,2,,,,,,,,,,,,,,
Na II ,626.001,80, ,369 171.93    ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,627.474,80, ,369 172.01    ,4,,,,,,,,,,,,,,
